nu,[0]HCFC-121-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
587.324546,0.9204128128127628
587.443349,0.9156995227999646
587.562151,0.9182083071463315
587.680954,0.9142282611786614
587.799756,0.913787709338296
587.918558,0.9189808451393342
588.037361,0.9071685624437683
588.156163,0.9068112084335284
588.274965,0.9085648611712894
588.393768,0.9049677240059614
588.51257,0.904511735191896
588.631373,0.8982920866828639
588.750175,0.8991188956764316
588.868977,0.8977981618769609
588.98778,0.8905108430187941
589.106582,0.8919635593350691
589.225385,0.8857061876693714
589.344187,0.8848386207826642
589.462989,0.8865480083491682
589.581792,0.8787981883307815
589.700594,0.8844493774293374
589.819396,0.8704194996855752
589.938199,0.8753863037960086
590.057001,0.8734800402359576
590.175804,0.8710638484949982
590.294606,0.8691669976239447
590.413408,0.8623707468769064
590.532211,0.8560469981215314
590.651013,0.8531499121331161
590.769815,0.853414429603967
590.888618,0.8442218191659661
591.00742,0.8434454922574682
591.126223,0.8421812724210006
591.245025,0.8341850656340173
591.363827,0.831470050199716
591.48263,0.828018319368868
591.601432,0.8270004829337756
591.720234,0.8190337395056533
591.839037,0.8185833948050703
591.957839,0.8129708702719779
592.076642,0.8124832340553088
592.195444,0.8003389128197863
592.314246,0.796904844033877
592.433049,0.7935093149636109
592.551851,0.7881632819444526
592.670653,0.78603811135454
592.789456,0.7810782047754775
592.908258,0.7763747112682641
593.027061,0.7665694332283673
593.145863,0.7682346950540913
593.264665,0.7580544971105083
593.383468,0.7548924426105468
593.50227,0.7468656221935013
593.621072,0.7438841266710984
593.739875,0.7403886706952603
593.858677,0.73186442055266
593.97748,0.7252056566556263
594.096282,0.7256626801666092
594.215084,0.7204638775879472
594.333887,0.7174873228544433
594.452689,0.7082132712996763
594.571491,0.7078450961324401
594.690294,0.699926464619849
594.809096,0.6957533942776268
594.927899,0.6893266689059975
595.046701,0.6862865686004912
595.165503,0.6792337190315783
595.284306,0.6780528799883566
595.403108,0.6720449841500077
595.52191,0.6632720772832438
595.640713,0.6606573201230944
595.759515,0.6575529406978476
595.878318,0.6513683337013153
595.99712,0.6492937793901734
596.115922,0.6422677539570897
596.234725,0.6421072070877952
596.353527,0.6371182530870844
596.472329,0.6325980820296658
596.591132,0.6347843144952023
596.709934,0.626497810164555
596.828737,0.6268988970971883
596.947539,0.6212262075567787
597.066341,0.6169791797336454
597.185144,0.6091748149505248
597.303946,0.6063547913234657
597.422748,0.6037168393474694
597.541551,0.5985830500211168
597.660353,0.5991459826250098
597.779156,0.5985770642205456
597.897958,0.5929056493374946
598.01676,0.5923545034061927
598.135563,0.586143874450507
598.254365,0.5820784770783693
598.373167,0.5764192606452363
598.49197,0.5754574438205416
598.610772,0.5693328740533045
598.729575,0.5655989617854651
598.848377,0.5636284619311529
598.967179,0.5595289555625095
599.085982,0.5575126975682809
599.204784,0.5548707917484851
599.323586,0.5464294904002461
599.442389,0.5474139492301097
599.561191,0.5432911037660538
599.679994,0.5363759309710446
599.798796,0.5305346538841562
599.917598,0.5266547860587342
600.036401,0.524484187164335
600.155203,0.5218683113677437
600.274005,0.5123947268980104
600.392808,0.5107883308172657
600.51161,0.5081340440347922
600.630413,0.5011348762785756
600.749215,0.495865776883987
600.868017,0.48992155134041604
600.98682,0.48166809582374254
601.105622,0.47301886857820247
601.224424,0.46843871357567984
601.343227,0.469146590345638
601.462029,0.4681343273480965
601.580832,0.4693765285051557
601.699634,0.47579889667497777
601.818436,0.47706620651497234
601.937239,0.482550355460451
602.056041,0.4870200433355274
602.174843,0.48423739837853774
602.293646,0.4820873294072749
602.412448,0.4729573801221235
602.531251,0.4679237142922816
602.650053,0.459925849146647
602.768855,0.45452607330605754
602.887658,0.4470208683998602
603.00646,0.43794585279650877
603.125263,0.4323066952153319
603.244065,0.42785539612874585
603.362867,0.41985746262824586
603.48167,0.4128751631976221
603.600472,0.4029632146442517
603.719274,0.3938008320125056
603.838077,0.3850354003347374
603.956879,0.37707921282904666
604.075682,0.36939453706395403
604.194484,0.36356397508917987
604.313286,0.3539144718439982
604.432089,0.34403908805398786
604.550891,0.33174124382969455
604.669693,0.3259862749115615
604.788496,0.3195313141845238
604.907298,0.316446844300647
605.026101,0.32458754335749457
605.144903,0.3380031716375825
605.263705,0.36407332111332846
605.382508,0.3914842477472353
605.50131,0.42331021496826166
605.620112,0.4507961667811826
605.738915,0.4718142070595402
605.857717,0.4826710081302715
605.97652,0.49439029642665866
606.095322,0.5041658487805604
606.214124,0.5129125070071169
606.332927,0.5224844794428259
606.451729,0.5317403354793542
606.570531,0.5406517082353517
606.689334,0.5539726287742898
606.808136,0.5610809993576843
606.926939,0.5603968979251931
607.045741,0.5729882892988892
607.164543,0.5735099459599333
607.283346,0.5765749148579836
607.402148,0.5753653779949928
607.52095,0.5778043282871227
607.639753,0.5749455145378637
607.758555,0.5764711407132624
607.877358,0.5739631978281569
607.99616,0.57308570558822
608.114962,0.5717634054529612
