nu,[0]Naphthalene-PNNL(x-sec)-X=0.01-T=323.15K-P=1.0atm-L=15cm
611.446229,0.9470011229495335
611.564231,0.9478196854878573
611.682234,0.93468846287618
611.800236,0.9298239609996447
611.918238,0.9425983641120562
612.036241,0.9409493185372281
612.154243,0.9249931008852121
612.272245,0.9252438079848296
612.390248,0.9253483664425736
612.50825,0.9298574352647739
612.626253,0.9255575188067166
612.744255,0.9280905272850534
612.862257,0.9242681904961215
612.98026,0.9152719909592718
613.098262,0.9175052288964051
613.216264,0.9194781482849262
613.334267,0.921600911500185
613.452269,0.9108627970817978
613.570271,0.9113958077084982
613.688274,0.9106587866652712
613.806276,0.9070778501232155
613.924278,0.9073091844688725
614.042281,0.8955564697549689
614.160283,0.9114185928885045
614.278286,0.9002705047354622
614.396288,0.9052999081127268
614.51429,0.9049577694157477
614.632293,0.909375662591127
614.750295,0.8976994095106342
614.868297,0.8930166975644407
614.9863,0.8971609514185093
615.104302,0.9085884841647774
615.222304,0.8995595718921687
615.340307,0.9023525334187043
615.458309,0.9063787626336283
615.576312,0.9026142536009878
615.694314,0.9099578492950586
615.812316,0.9032282400251618
615.930319,0.88763025695677
616.048321,0.9014776758358118
616.166323,0.8878433137842363
616.284326,0.8933650419992403
616.402328,0.9057744095731032
616.52033,0.8903772764100875
616.638333,0.9043127644977326
616.756335,0.8905820867359464
616.874337,0.9007117453779114
616.99234,0.8935079918416426
617.110342,0.8888204787716112
617.228345,0.8972237548832042
617.346347,0.8971250656981716
617.464349,0.8962463137925507
617.582352,0.8998924705162165
617.700354,0.9049369556264106
617.818356,0.8979777394664967
617.936359,0.9084603822199095
618.054361,0.8946613609142267
618.172363,0.9098814160459593
618.290366,0.9129136328127869
618.408368,0.9056956106272742
618.526371,0.9120048234966742
618.644373,0.9184066615621809
618.762375,0.9142282611786614
618.880378,0.9214018672008591
618.99838,0.9258083788843183
619.116382,0.9359876472257671
619.234385,0.921944732758853
619.352387,0.936891311253107
619.470389,0.9447376585775706
619.588392,0.9285667598687642
619.706394,0.9308836338603562
619.824396,0.9329114421028689
619.942399,0.9416769535551599
620.060401,0.9288351544435143
620.178404,0.9399928595221227
620.296406,0.9214018672008591
620.414408,0.9233471543230224
620.532411,0.9260472682614751
620.650413,0.9251947713624884
620.768415,0.920279362630277
620.886418,0.9184902403711611
621.00442,0.9154074612384872
621.122422,0.9115070047799221
621.240425,0.9082096817526728
621.358427,0.9030927659499677
621.47643,0.9061685071512763
621.594432,0.9023976521733346
621.712434,0.9050292639035267
621.830437,0.8956997702538639
621.948439,0.8994426367487717
622.066441,0.901333450945977
622.184444,0.8972686171924967
622.302446,0.8980136592944672
622.420448,0.8898699059768442
622.538451,0.8818440964447443
622.656453,0.8889538118431572
622.774455,0.8826204607998305
622.892458,0.8866987343219324
623.01046,0.8813151486870732
623.128463,0.8797917915636942
623.246465,0.8836095495022069
623.364467,0.8796862228829541
623.48247,0.8830442203151619
623.600472,0.8759116931793395
623.718474,0.8765864049137689
623.836477,0.8861491514949341
623.954479,0.887222040935453
624.072481,0.8827705190327548
624.190484,0.8849182598422386
624.308486,0.8867608054057975
624.426489,0.8821704391301026
624.544491,0.8816324792566759
624.662493,0.8858922054999706
624.780496,0.8843786243093055
624.898498,0.8831678551602432
625.0165,0.8992357887307534
625.134503,0.8763935771165234
625.252505,0.9051043844498902
625.370507,0.8753425355750334
625.48851,0.9014235887978891
625.606512,0.889709743808796
625.724514,0.9045840990252261
625.842517,0.894249911328866
625.960519,0.9008558707868972
626.078522,0.9068456679141748
626.196524,0.9077275504288571
626.314526,0.9047378913940413
626.432529,0.9077202886375009
626.550531,0.9042042534767843
626.668533,0.9143334034742631
626.786536,0.9158643635492909
626.904538,0.9173538530224903
627.02254,0.9204882897579258
627.140543,0.9181724977206411
627.258545,0.9273251683540125
627.376548,0.9239151874752216
627.49455,0.9297960666992313
627.612552,0.9151868746220836
627.730555,0.9304462213524333
627.848557,0.9327724486532648
627.966559,0.9527306967451866
628.084562,0.938104433330578
628.202564,0.9370046819605581
628.320566,0.9373476884405125
628.438569,0.9314833159974846
628.556571,0.9411092935188675
628.674573,0.9487034652121108
628.792576,0.9495975649311923
628.910578,0.9481306213353887
629.028581,0.9593032876785287
629.146583,0.9484464014067572
629.264585,0.9605377452926007
629.382588,0.963920940176329
629.50059,0.9631395172036913
629.618592,0.951458698418416
629.736595,0.9656392130385757
629.854597,0.9643981991535682
629.972599,0.9651980167392501
630.090602,0.9566650010125115
630.208604,0.9670084937096932
630.326607,0.9715689888243749
630.444609,0.9678917756212865
630.562611,0.9785317940813931
630.680614,0.9672570468302846
630.798616,0.9695395605754132
630.916618,0.9738207764720526
631.034621,0.9768990097396753
631.152623,0.9808262012451923
631.270625,0.9748467498298498
631.388628,0.9805467056078576
631.50663,0.9694309782253538
631.624632,0.9785758290029052
631.742635,0.9770523949246264
631.860637,0.9790084551226536
631.97864,0.9879254890692546
632.096642,0.9823024737304947
632.214644,0.9811097009810908
632.332647,0.9755742568315954
632.450649,0.9751148695508249
632.568651,0.9869341096339828
632.686654,0.9787627548370936
632.804656,0.9933431556116866
632.922658,0.9913230637978782
633.040661,0.9963180948964993
633.158663,0.985317849515276
633.276666,0.9918381899219467
633.394668,0.9915942277358051
633.51267,0.9931323905570291
633.630673,1.0001259879358135
633.748675,0.9999090741340071
633.866677,0.9842178639336847
633.98468,0.990771545986939
634.102682,0.985199618467339
634.220684,1.0025662872923435
634.338687,0.989278885252104
634.456689,0.9873803046840219
634.574691,0.9964896756451188
634.692694,0.9914161534040574
634.810696,0.9993464936283656
634.928699,0.9952196623578693
635.046701,0.9979917192996857
635.164703,0.9844885610654162
635.282706,0.997682190278792
635.400708,0.9976702181643415
635.51871,0.9984998263870929
635.636713,0.9982689999118008
635.754715,1.0002303665302947
635.872717,0.996441147779578
635.99072,0.999834163752351
636.108722,0.9997866627596261
636.226725,0.9984955328470705
636.344727,1.0001566422671189
636.462729,0.9943226772548304
636.580732,1.0059829266372695
636.698734,0.9966806213589877
636.816736,0.995074669416056
636.934739,0.9916307190748223
637.052741,1.006437230480021
637.170743,0.9994289331207952
637.288746,1.0055780999861268
637.406748,0.9967842815338447
637.52475,1.0049373487343134
637.642753,1.0022725784006208
637.760755,1.0031459381093468
637.878758,1.0011433531303986
637.99676,1.0017246855623045
638.114762,1.0016283242826052
638.232765,1.0054228507130414
638.350767,1.0027432558590672
638.468769,1.0025952618767269
638.586772,1.0019970915362229
638.704774,0.9987715551568753
638.822776,1.00443189191249
638.940779,1.0044746816224999
639.058781,1.0067118240093504
639.176784,1.0055042932623277
639.294786,1.0009233460217144
639.412788,0.9891849082219847
639.530791,1.0017982148527167
639.648793,0.9993813814234211
639.766795,0.9986857643650546
639.884798,1.0033512027661424
640.0028,1.0015790453813214
640.120802,0.9922689395729926
640.238805,1.0040608228876524
640.356807,1.0031176497927594
640.474809,1.0018485063854092
640.592812,1.002579721770604
640.710814,1.0038595288730627
640.828817,1.0036024733650812
640.946819,0.9986493129998968
641.064821,1.0040254805687152
641.182824,1.0034146165660123
641.300826,1.003565340760524
641.418828,1.0043994492863324
641.536831,1.0030538535389748
641.654833,1.0103623208110641
641.772835,1.0076945520819645
641.890838,1.0159325914934827
642.00884,0.9993060409010722
642.126843,1.0045266143059879
642.244845,1.0090594910099218
642.362847,0.9981120843589003
642.48085,0.9870031974397021
642.598852,1.0079640456348733
642.716854,0.9998872763537877
642.834857,1.000301255368287
642.952859,1.0022857082573982
643.070861,1.0032299049383295
643.188864,1.0058196688570036
643.306866,1.0055563797337468
643.424868,1.0018926888787576
643.542871,1.0050984531034857
643.660873,1.003647235033571
643.778876,1.000456234043107
643.896878,1.0105714874594733
644.01488,0.9994165902496884
644.132883,1.0000292214269375
644.250885,0.9992895325016363
644.368887,1.0085099051200095
644.48689,0.9967885677154705
644.604892,1.0053307581978177
644.722894,0.9945039588022049
644.840897,1.012934941894198
644.958899,1.0048917256143335
645.076902,0.9962342084445781
645.194904,0.9954694938456612
645.312906,1.0054769439175038
645.430909,1.013927090779949
645.548911,0.9980574891210793
645.666913,0.9994477325558353
645.784916,1.0142363857077157
645.902918,1.0067658858858481
646.02092,1.0039798988466104
646.138923,1.0043133759418241
646.256925,1.0023475511934326
646.374927,1.0100643078854925
646.49293,0.9999710134201191
646.610932,1.0081715059824026
646.728935,0.997916373769208
646.846937,1.003783639961317
646.964939,1.008297636127077
647.082942,1.005670919128293
647.200944,1.007226788101244
647.318946,1.0033729757234782
647.436949,1.0000846935862993
647.554951,1.0037883577555116
647.672953,0.9991033122649358
647.790956,0.9998135773788568
647.908958,1.0128407433249031
648.026961,1.001286426737927
648.144963,1.0139676486747327
648.262965,0.9960327902516961
648.380968,1.0043057431891713
648.49897,1.0006221034261198
648.616972,0.9979582871370809
648.734975,0.9960623728648663
648.852977,1.001456659899881
648.970979,1.0088145211060544
649.088982,1.0047261331031498
649.206984,0.9958401761364468
649.324986,1.0072794674398144
649.442989,1.0050115158473827
649.560991,1.004372330867302
649.678994,1.0089612134016945
649.796996,1.0046833326815352
649.914998,1.007542603200744
650.033001,0.9977439487177743
650.151003,1.000913186701311
650.269005,0.9986893596402778
650.387008,1.0062424030920998
650.50501,1.0030201514956936
650.623012,1.0091818973499758
650.741015,1.0093841576680116
650.859017,1.0103481758375878
650.97702,0.9999750293117728
651.095022,1.0046382234126083
651.213024,1.0035706596709253
651.331027,1.004027187413483
651.449029,1.0014542564067814
651.567031,1.0057464478503877
651.685034,1.0003693481922529
651.803036,1.0063393089014574
651.921038,1.0088659719586164
652.039041,1.0051619773330662
652.157043,0.9991204670160805
652.275046,1.0047456249792026
652.393048,1.0090001600561975
652.51105,1.0061871619005547
652.629053,1.0050177469380974
652.747055,1.0039793968567865
652.865057,1.0014970194165138
652.98306,1.0054908195950718
653.101062,0.9981101879477416
653.219064,1.0034036794062993
653.337067,1.0034155196395735
653.455069,1.011036457278564
653.573071,1.0000459000533752
653.691074,1.000511650848665
653.809076,1.0021774672460262
653.927079,1.0094834859559978
654.045081,1.0064410549487635
654.163083,1.0117677009499102
654.281086,1.003169411998942
654.399088,1.0050060887998502
654.51709,1.0016339334169269
654.635093,0.9972043152255393
654.753095,1.003224387189026
654.871097,1.0000788181059836
654.9891,0.9980694658828092
655.107102,1.0034246507623488
655.225105,1.0107483529450574
655.343107,0.9930727050939226
655.461109,1.0073511882911281
655.579112,1.0074743948753853
655.697114,1.0054521089437023
655.815116,1.001412096070068
655.933119,1.009677527328777
656.051121,1.0023986722221185
656.169123,1.0143185421822503
656.287126,0.9929829353790344
656.405128,1.008349161452744
656.52313,1.0067296429663328
656.641133,1.0064105602467956
656.759135,1.0027719347262907
656.877138,1.0005573852814775
656.99514,1.0000240802899256
657.113142,1.0035859140608852
657.231145,0.9999677875188331
657.349147,1.003524797539736
657.467149,0.9966918839136424
657.585152,1.0015034290179488
657.703154,1.0074119333992286
657.821156,0.9933792146227024
657.939159,1.0077583411660145
658.057161,1.0024839799789182
658.175164,1.0037828369347261
658.293166,0.9995315097758324
658.411168,1.0026969301907778
658.529171,0.9979370308519452
658.647173,1.0051991690142694
658.765175,1.0005033266263585
658.883178,1.0011097152788526
659.00118,0.9956207171468954
659.119182,1.0023558707126334
659.237185,1.0025767140359503
659.355187,1.0011605729441624
659.473189,1.0055184709728153
659.591192,0.9996342569003202
659.709194,0.9998357734866504
659.827197,1.005305424181921
659.945199,1.0013003447159883
660.063201,0.9984516000101548
660.181204,1.001942283794321
660.299206,1.0064572587801885
660.417208,0.9998325040290167
660.535211,1.0014631693893261
660.653213,1.0080519439319628
660.771215,1.004206522683318
660.889218,1.0005154828156257
661.00722,1.0027184884065268
661.125223,0.9998695985030144
661.243225,1.0057243216719238
661.361227,1.0069708842883438
661.47923,1.00110921472412
661.597232,1.000835709010341
661.715234,0.9976919676121656
661.833237,0.9912483208567121
661.951239,1.0117343131666803
662.069241,1.0028943806546924
662.187244,1.007834329009644
662.305246,1.009449365990803
662.423248,1.0036104018559382
662.541251,1.0022582460052265
662.659253,1.0028944809441356
662.777256,1.0008009105577134
662.895258,1.0038270043512274
663.01326,1.0100703682895211
663.131263,1.0110496008379417
663.249265,1.0039314077885646
663.367267,1.002345045327687
663.48527,1.0001552520503523
663.603272,1.0037189983763848
663.721274,1.0025313985926125
663.839277,1.0010549560751048
663.957279,1.0082536753084945
664.075282,0.990789974509079
664.193284,0.9993598449867074
664.311286,0.9987815429223657
664.429289,1.0085297729608378
664.547291,1.012329387877642
664.665293,1.0028647957068433
664.783296,1.0065629423406504
664.901298,1.000377201122459
665.0193,1.010979840822232
665.137303,1.0015703316815312
665.255305,0.9965452813204038
665.373307,0.9954169344439666
665.49131,0.9988376760224033
665.609312,1.0007022364526457
665.727315,1.001521356089775
665.845317,1.00498588838048
665.963319,1.0063959673994705
666.081322,1.001876758911648
666.199324,1.005566234234555
666.317326,1.0003023757063205
666.435329,1.0047544667796064
666.553331,1.0043057431891713
666.671333,1.0045801570014306
666.789336,1.0036523536475221
666.907338,1.0040740765779888
667.025341,1.009159392844591
667.143343,1.0062085939153533
667.261345,1.0086673458041244
667.379348,1.0034774322871207
667.49735,1.0109707420446092
667.615352,1.0009443055760259
667.733355,1.0014414378743381
667.851357,0.9971303254104056
667.969359,1.0035468753281365
668.087362,1.0055229958161156
668.205364,1.0049702107229075
668.323366,1.0038297146877981
668.441369,1.0055523575162721
668.559371,1.0051459953846835
668.677374,1.0013482080163894
668.795376,1.001592065993545
668.913378,1.0059910751319765
669.031381,1.0005859716143288
669.149383,1.0019986947328519
669.267385,1.0037920717793063
669.385388,0.9961964518835694
669.50339,1.0046838350233271
669.621392,1.0025988712261666
669.739395,1.0092525425553436
669.857397,0.9985660291201787
669.9754,1.0057426260211473
670.093402,1.0039286971774228
670.211404,1.0059504339134995
670.329407,0.9985477555290496
670.447409,1.004641538724216
670.565411,1.00442907950713
670.683414,1.006568277138382
670.801416,1.0073456478748286
670.919418,1.0060594848509896
671.037421,1.0030122276677957
671.155423,1.00381726727651
671.273425,1.0059656238797354
671.391428,0.9986413238373495
671.50943,1.013337156900526
671.627433,1.006451320699879
671.745435,1.0024154124197249
671.863437,1.0046639424803305
671.98144,1.0008539143774653
672.099442,0.9998714082686255
672.217444,1.0041115292395328
672.335447,1.0014685773050422
672.453449,1.0052114325189387
672.571451,1.0029580664698672
672.689454,1.009066756264412
672.807456,1.0026027813693892
672.925459,1.0043258295048976
673.043461,1.0019322644215802
673.161463,0.9986822689709963
673.279466,1.0016527643118849
673.397468,1.0055433075857794
673.51547,0.9988867201563196
673.633473,0.9933427582745039
673.751475,1.0150785513582508
673.869477,1.0006916290651586
673.98748,1.0060843348271613
674.105482,0.9984582896582851
674.223484,1.008131482368089
674.341487,1.0000586337188893
674.459489,1.0029512463782035
674.577492,1.0052689322573556
674.695494,1.0026074936135354
674.813496,1.001820755566133
674.931499,1.0026365696524506
675.049501,1.0041447658812142
675.167503,1.0027525814147105
675.285506,1.0081509394934594
675.403508,0.9997809240006521
675.52151,1.0016231158288609
675.639513,1.0012653999437475
675.757515,1.010497718433491
675.875518,0.9928632881442119
675.99352,0.9990650273595533
676.111522,1.0039413467586995
676.229525,1.0033532094705546
676.347527,1.002686301659649
676.465529,0.9979701629113585
676.583532,1.0070366416340417
676.701534,0.9968854602731545
676.819536,1.0042466917476012
676.937539,1.004480306696467
677.055541,1.0042362476363165
677.173543,1.004866101202043
677.291546,1.006975617062622
677.409548,1.0038417607166503
677.527551,1.0125399742905483
677.645553,0.9987308061087112
677.763555,1.011084988193246
677.881558,1.0000390067607439
677.99956,1.0011097152788526
678.117562,0.9971615360780354
678.235565,1.016968354435809
678.353567,0.9998346736679045
678.471569,0.9981743684962092
678.589572,1.005164188691849
678.707574,1.0077191401290082
678.825577,0.9926811144457854
678.943579,1.0101562279198084
679.061581,1.0020801605382736
679.179584,1.0032617078303891
679.297586,1.0040697590687422
679.415588,1.0010260260049157
679.533591,1.0051248875404135
679.651593,0.9977817639300244
679.769595,1.000601700949435
679.887598,0.997776775033677
680.0056,1.0043310520127895
680.123602,1.0026954261465104
680.241605,0.9995003048892079
680.359607,1.0009711512623005
680.47761,1.0036558664369073
680.595612,1.0003956882639564
680.713614,0.9949804403066811
680.831617,1.01081607535338
680.949619,1.0088709154139903
681.067621,1.0006535734861366
681.185624,1.0053276416772978
681.303626,1.0023112668688297
681.421628,0.9997192994037863
681.539631,0.999434659864989
681.657633,1.0002644949726287
681.775636,0.9954965709841412
681.893638,0.9963483834269674
682.01164,1.005213643986523
682.129643,0.9912351373417152
682.247645,1.0116614709184846
682.365647,1.0010545556532024
682.48365,0.9989168869907852
682.601652,0.9931527499797188
682.719654,1.0007961667726402
682.837657,1.0017858928104546
682.955659,0.9989397624494203
683.073661,0.998557341633516
683.191664,0.995208715001794
683.309666,1.0016547676194167
683.427669,0.9982131982343773
683.545671,1.0037924732962153
683.663673,1.0020348675386468
683.781676,0.9964445356852399
683.899678,0.9990198206898738
684.01768,0.9993064406235685
684.135683,0.9968443894382563
684.253685,0.9997544301572111
684.371687,0.9980915234617406
684.48969,1.0048327402012787
684.607692,1.0020649290355932
684.725695,1.0046644448124273
684.843697,0.9917842353919915
684.961699,0.9970988165899647
685.079702,0.9996403746806928
685.197704,1.0023499568304421
685.315706,1.0037125745953515
685.433709,0.9948161825958336
685.551711,0.9961275174742571
685.669713,1.000560687126297
685.787716,1.003783840718065
685.905718,0.9914604706965986
686.02372,0.9968328261104062
686.141723,0.9969986131942024
686.259725,1.0006984237843881
686.377728,0.9930556243902895
686.49573,0.9965188732203576
686.613732,1.0045983400668286
686.731735,0.9956617375654566
686.849737,0.9955293233601002
686.967739,0.9966545086687858
687.085742,0.9967821882890514
687.203744,0.9936240134191586
687.321746,0.9992391096240062
687.439749,0.9930163001661885
687.557751,1.0030737142018948
687.675754,0.9924418078786584
687.793756,0.997837341922108
687.911758,0.9979119829468233
688.029761,1.0031586781436599
688.147763,0.9965298349882526
688.265765,0.9924152107946098
688.383768,0.9900369631849881
688.50177,1.002263157082664
688.619772,1.003099995077485
688.737775,0.9963952129014725
688.855777,1.0004470398925633
688.973779,0.9993100381332304
689.091782,0.9992751828069807
689.209784,0.9984532973793175
689.327787,1.0048211846912107
689.445789,0.9981150786996449
689.563791,1.0023378284693412
689.681794,0.9995097202264261
689.799796,1.0026292504322074
689.917798,0.9962595131148405
690.035801,1.0033028424036632
690.153803,0.995922933893621
690.271805,1.0005193047920702
690.389808,0.9949054216097224
690.50781,0.9981901397758243
690.625813,0.993750211682283
690.743815,0.9999362830300124
690.861817,1.0007500011102861
690.97982,0.9999093001134834
691.097822,1.004029195469866
691.215824,0.9995246330227011
691.333827,0.9973629830537827
691.451829,1.0018039251188156
691.569831,0.9986963504902633
691.687834,0.9897617711626862
691.805836,0.9962571220948783
691.923838,1.0000348506072683
692.041841,1.0034295675551836
692.159843,0.9978111989262244
692.277846,1.0041955768918753
692.395848,0.9912244320600406
692.51385,1.0009865062775336
692.631853,1.00035942457754
692.749855,0.9979835358011397
692.867857,0.9991445161351515
692.98586,1.0092741407908545
693.103862,0.9951291014891768
693.221864,0.9911607974941937
693.339867,1.0077833338827837
693.457869,1.004356964088196
693.575872,0.9995876050581799
693.693874,1.0026381738722454
693.811876,1.0066710530060965
693.929879,1.0017753741138034
694.047881,1.0027348328510945
694.165883,1.0018351818888824
694.283886,1.0040247777511249
694.401888,1.001844098261679
694.51989,0.9950798438177905
694.637893,1.000426670998187
694.755895,1.0049012721310726
694.873897,0.9980286456764335
694.9919,0.9948088209833205
695.109902,0.999999243660286
695.227905,1.000934766622247
695.345907,1.0013053512302281
695.463909,0.9951779635276131
695.581912,1.012574401234929
695.699914,0.9945609455116979
695.817916,1.0041564140280574
695.935919,1.006589616612055
696.053921,1.0067417237945333
696.171923,1.0068086743452467
696.289926,1.002771232786182
696.407928,1.004158522758741
696.525931,1.0078865361800406
696.643933,1.0011891064270917
696.761935,0.9996177330826234
696.879938,0.9987360993960108
696.99794,1.0038444710930634
697.115942,1.002442077024333
697.233945,1.000967507733941
697.351947,1.0067365894248346
697.469949,0.9994964568204416
697.587952,1.0029967813984264
697.705954,1.0021741600658411
697.823956,1.008885544148322
697.941959,1.007023248135775
698.059961,0.9967071334161246
698.177964,0.9952564861666128
698.295966,1.008203868807165
698.413968,1.0094845963884431
698.531971,1.0004109444145302
698.649973,1.002369302371293
698.767975,1.001312961179815
698.885978,0.9968349194615391
699.00398,0.9992910514228801
699.121982,0.9968317295949006
699.239985,0.9970982183308542
699.357987,1.0032113453567648
699.47599,0.9996570188314934
699.593992,1.005823893308484
699.711994,0.9998076185076931
699.829997,1.002680987436333
699.947999,0.9980838381865982
700.066001,1.0054469811510225
700.184004,1.0064403504402715
700.302006,1.0050999607522961
700.420008,1.004839874539061
700.538011,1.0009066907958084
700.656013,0.9994287932007543
700.774015,0.9976655291253353
700.892018,1.0021424918627433
701.01002,1.006672261012085
701.128023,1.002241809104775
701.246025,0.9995342884772919
701.364027,1.0110273579913953
701.48203,1.0032719411519988
701.600032,1.0008437957955405
701.718034,1.0008254104638816
701.836037,1.0039885331108678
701.954039,1.0062958359823346
702.072041,1.0117869247188533
702.190044,1.0039181559814438
702.308046,1.0008490302222806
702.426049,1.005433407708398
702.544051,1.0048295247416548
702.662053,1.0027666200491205
702.780056,1.0071444003196834
702.898058,1.0063248177197461
703.01606,1.0001193271189144
703.134063,1.00527727602412
703.252065,0.996467653466633
703.370067,1.0045862849590785
703.48807,1.0023611832128263
703.606072,1.0028081354465532
703.724074,0.997729381762462
703.842077,1.0001969493919853
703.960079,1.00381957605888
704.078082,1.0118850728106565
704.196084,0.9953435749192298
704.314086,0.9998550805018451
704.432089,1.0046071805711194
704.550091,0.9991780379959939
704.668093,0.9970539481527655
704.786096,1.003424851447299
704.904098,1.0032440505797156
705.0221,1.0135378175223384
705.140103,1.0041352265512502
705.258105,1.0033404669657096
705.376108,1.0034985055344672
705.49411,1.0004446688358883
705.612112,1.002752180313758
705.730115,1.0010320321790902
705.848117,1.0069163079454477
705.966119,1.0007404940304343
706.084122,1.0008978228018133
706.202124,1.0007495007354106
706.320126,1.0057152701937604
706.438129,0.997188559521829
706.556131,1.0067183676574734
706.674133,1.0020167308716816
706.792136,1.0050648833757696
706.910138,0.9918863944293369
707.028141,0.9920049319359462
707.146143,1.006425253948239
707.264145,0.9988318827806827
707.382148,0.9986568028978313
707.50015,1.0031060136955112
707.618152,1.0108979547715553
707.736155,1.0024004765413526
707.854157,0.9999552720003269
707.972159,0.9958047248572128
708.090162,1.0073832225682582
708.208164,0.9971351116474546
708.326167,1.00280352253974
708.444169,1.0061524490422693
708.562171,1.0083323221623561
708.680174,1.0008933988432136
708.798176,1.0011191257544054
708.916178,1.0013655314902357
709.034181,1.0032147562811375
709.152183,0.9934930624040514
709.270185,0.9977111234818395
709.388188,0.99987294807178
709.50619,0.9974983343939638
709.624192,1.0019016057633687
709.742195,1.0039044023969192
709.860197,1.0084412279339554
709.9782,1.0041057054095524
710.096202,1.0084865079616188
710.214204,0.9970178554531242
710.332207,1.0090995514669097
710.450209,1.0024604218821975
710.568211,1.0007901720215555
710.686214,1.0025272882223046
710.804216,1.0054114894990192
710.922218,1.003104609348075
711.040221,1.0004057923114331
711.158223,0.9952350883821872
711.276226,0.9994857022964257
711.394228,1.000249181040439
711.51223,1.008906630076542
711.630233,1.0111911576908075
711.748235,1.005890380465208
711.866237,1.0001910082397512
711.98424,0.9993304142726419
712.102242,0.9989259771758171
712.220244,1.0035054296980437
712.338247,1.002976119877544
712.456249,1.0045956276549721
712.574251,1.0027842688969428
712.692254,1.0000800022000054
712.810256,0.9978376412733555
712.928259,1.0028079348849464
713.046261,1.0035708603850773
713.164263,1.0008584382473822
713.282266,1.0042466917476012
713.400268,1.0036763412254248
713.51827,0.9971073916766602
713.636273,1.0064922841022312
713.754275,1.0032398369635518
713.872277,1.000981681534201
713.99028,0.9999328882520941
714.108282,1.0056045470379338
714.226285,0.9980973124093645
714.344287,1.0068382749553992
714.462289,1.0014711811267283
714.580292,1.0046409359394735
714.698294,1.0017700647183905
714.816296,1.005351970900609
714.934299,1.0018941917189181
715.052301,1.0012526839539149
715.170303,1.0043016255440655
715.288306,1.006889222261068
715.406308,0.9940638887447267
715.52431,0.9972192734024538
715.642313,1.0002716268839031
715.760315,1.0024957091100992
715.878318,0.9981769637529412
715.99632,1.002403784468383
716.114322,1.0041477783200303
716.232325,1.00215391635227
716.350327,1.0060392632585717
716.468329,0.9971115795364996
716.586332,1.0007193386000042
716.704334,1.0018717495403768
716.822336,1.0043377810533802
716.940339,1.0034154192980265
717.058341,1.0089382093482764
717.176344,1.0047724520455295
717.294346,1.0062932196165624
717.412348,1.0057559019114315
717.530351,1.0105078234612004
717.648353,1.006202456061651
717.766355,1.0037036415931895
717.884358,1.0010086083035976
718.00236,1.0048195769786012
718.120362,0.9987463864308127
718.238365,1.0056859037366233
718.356367,1.001677505440715
