nu,[0]Isobutane-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
644.353936,1.0009006153106346
644.59499,1.0010413418202793
644.836044,1.000471861291531
645.077098,1.0009801400235983
645.318152,1.0002666655489378
645.559206,1.0007970274577136
645.80026,1.0009902399641653
646.041314,1.0009308129377272
646.282368,1.0010745769445277
646.523422,1.0008749425391066
646.764476,1.0014331259448985
647.00553,1.0009564971519143
647.246584,1.0006489204578384
647.487638,1.0012270522132933
647.728692,1.0007301564345248
647.969746,1.0003959483668692
648.2108,1.000507528749155
648.451854,1.0008244796966825
648.692908,1.0005606671150835
648.933962,1.000202490498434
649.175016,1.00126339741495
649.41607,1.0010536547045077
649.657124,1.001047948714938
649.898178,1.0014260157949453
650.139232,1.0007308569458795
650.380286,1.0008303445453177
650.62134,1.0007331186001718
650.862394,1.0009391707449091
651.103448,1.0002526819186992
651.344502,1.0006619690048375
651.585556,1.0001664938585642
651.82661,1.0006201822335257
652.067664,1.0009121157247742
652.308718,1.0004598557012294
652.549772,1.0007049783805302
652.790826,1.0010195193568932
653.03188,1.0010556568138191
653.272934,1.00082252809085
653.513988,1.0009737638004146
653.755042,1.000673696831839
653.996096,1.0004279815579844
654.23715,1.000331354885906
654.478204,1.0010338340383698
654.719258,1.0007088311021133
654.960312,1.00079422522996
655.201366,1.0002891718021072
655.44242,1.0007012657719472
655.683474,1.0007412646009113
655.924528,1.0009474285271311
656.165582,1.0005681513368645
656.406636,1.0002436696826353
656.64769,1.0009677880048826
656.888744,1.00045301257922
657.129798,1.0007255831081598
657.370852,1.0009757457304291
657.611906,1.000677789595629
657.85296,1.000927219602559
658.094014,1.0012041243763223
658.335068,1.0006061236187271
658.576122,1.0008765139139997
658.817176,1.0009308429656523
659.05823,1.000593666150036
659.299284,1.0002286461355439
659.540338,1.0002034106851485
659.781392,1.0001380595293397
660.022446,1.000609005368513
660.2635,1.0004291620636991
660.504554,1.0007163664679821
660.745608,1.0010161158963133
660.986662,1.0005791776586472
661.227716,1.000780124138669
661.46877,1.0006160997115106
661.709824,1.0003435690063163
661.950878,1.0006580364110267
662.191932,1.000541666648425
662.432986,1.0004835968952932
662.67404,1.0001892379032333
662.915094,1.0004075830394041
663.156148,1.0003040562157233
663.397202,1.0004311329110898
663.638256,1.0003890556625303
663.87931,1.0003973289142305
664.120364,1.0003130289833504
664.361418,1.0011813973006523
664.602472,1.000742315379791
664.843526,1.0008369100139125
665.08458,1.0006919793072901
665.325634,1.0003447794227671
665.566688,1.0007473291113502
665.807742,1.0002846405024222
666.048796,1.000553673220464
666.28985,1.000069514416015
666.530904,1.000262424427267
666.771958,1.0003005451546478
667.013012,1.000678420022835
667.254066,1.000589813871837
667.49512,0.9992284078304503
667.736174,1.000152641648551
667.977228,0.9999478633591619
668.218282,1.000364266328872
668.459336,1.0007620702280762
668.70039,1.0004226192783743
668.941444,1.0000340455795376
669.182498,1.0005073386527426
669.423552,0.9999166364749318
669.664606,1.000581438970144
669.90566,1.0008860523126277
670.146714,1.00053194143069
670.387768,1.000352592146003
670.628822,0.9998618495436533
670.869876,1.0002739275112906
671.11093,1.0002179137397502
671.351984,1.0003958083114461
671.593038,0.9999007939212485
671.834092,1.00027931900229
672.075146,1.0003819029063534
672.3162,1.00080097060577
672.557254,1.000721540184971
672.798308,1.0005265986043879
673.039362,1.0004331237710251
673.280416,1.0004066926770514
673.52147,0.9999497312635153
673.762524,1.0002004500874344
674.003578,0.9992991157342046
674.244632,0.9998868564012198
674.485686,0.9997540902407626
674.72674,1.0001403098425052
674.967794,1.00050583789286
675.208848,0.9997535303786288
675.449902,1.0003889456197401
675.690956,1.0003428587626344
675.93201,1.00022880617214
676.173064,1.000307987418389
676.414118,1.000509889949709
676.655172,1.0002667555729419
676.896226,1.0001670839569696
677.13728,1.0000203712074902
677.378334,0.9997965107067553
677.619388,0.9998135473844498
677.860442,1.000028273399685
678.101496,1.000096242631025
678.34255,0.9998591899146708
678.583604,0.9999520601491514
678.824658,1.0001987697520898
679.065712,0.9997999400146683
679.306766,1.0002909323125988
679.54782,0.9999358880552586
679.788874,1.000024970311753
680.029928,0.9996293886933432
680.270982,0.9999508992054835
680.512036,0.99982646505893
680.75309,1.0002064112998814
680.994144,1.0001250378165762
681.235198,1.0006013407328875
681.476252,1.000095967604596
681.717306,1.0001791660483197
681.95836,0.9999233269395293
682.199414,0.9998688386024083
682.440468,0.9996876287980463
682.681522,0.9995840965118437
682.922576,1.0004041616513206
683.16363,0.9995745505293041
683.404684,1.0002684360225027
683.645738,0.9999055424613943
683.886792,1.0000945354681958
684.127846,0.9998203161450779
684.3689,1.000414695962606
684.609954,1.0003579140359495
684.851008,1.000316259999652
685.092062,1.000328203847101
685.333116,0.9998203761342986
685.57417,0.9998957354359275
685.815224,0.9996986154254581
686.056278,0.9995853160051853
686.297332,0.9999524351312442
686.538386,0.9999961377074587
686.77944,0.9997710462139193
687.020494,1.0003864946698258
687.261548,1.000393327332918
687.502602,1.0007557954695672
687.743656,1.0001294083725412
687.98471,1.000053841449399
688.225764,0.9997405636594292
688.466818,1.0002713167997468
688.707872,1.000426260823336
688.948926,0.9997672570888346
689.18998,0.999942548650392
689.431034,0.9997999100206706
689.672088,0.9996987753772494
689.913142,0.9998196762602803
690.154196,0.9998120876577363
690.39525,1.000216543442147
690.636304,0.9995126487941968
690.877358,0.9999766062736375
691.118412,1.0004929214458687
691.359466,1.0000769829630363
691.60052,1.0000168221414907
691.841574,1.0003414882938566
692.082628,1.0001277881642119
692.323682,0.9998102680013926
692.564736,1.000436865397905
692.80579,0.999627719313658
693.046844,0.9999791292177979
693.287898,1.000291602507748
693.528952,0.9995042329331247
693.770006,1.0001704745291313
694.01106,0.9993432057838101
694.252114,0.9997262774688496
694.493168,1.0003422985707904
694.734222,1.0004972836045156
694.975276,1.0000747637946732
695.21633,0.9996880186762975
695.457384,1.0007635613646717
695.698438,1.0003942777070303
695.939492,0.9998867764102745
696.180546,0.9998487014467807
696.4216,1.0003126588675981
696.662654,0.9996846097459661
696.903708,1.0000224072510386
697.144762,1.000078328067483
697.385816,0.999782213718876
697.62687,0.9998190963650363
697.867924,0.9997385641803014
698.108978,0.9997018044691278
698.350032,0.9996945366634279
698.591086,1.000143770333964
698.83214,1.0002186138925349
699.073194,0.9998569702297331
699.314248,1.0002032306485507
699.555302,1.0003599347609766
699.796356,1.0007467887079384
700.03741,0.9999411467319216
700.278464,1.0000047416112414
700.519518,0.9999843971217262
700.760572,0.9999243018652484
701.001626,1.000317770478345
701.24268,0.9999753803030698
701.483734,0.9998369532935593
701.724788,0.9998666888867163
701.965842,0.9997009247319271
702.206896,1.0001011451148223
702.44795,0.999996845004977
702.689004,1.0003742500140687
702.930058,0.9999349181179176
703.171112,1.000151961544986
703.412166,1.0002929629052524
703.65322,0.9999018168202839
703.894274,0.9998874363357647
704.135328,1.000267065655684
704.376382,1.0003030959242902
704.617436,0.9998246853694062
704.85849,1.0000257373311994
705.099544,0.9998170467379895
705.340598,1.000054670494377
705.581652,0.999818946392183
705.822706,0.9999724753788093
706.06376,1.0001964392916713
706.304814,1.000124817789092
706.545868,1.0005483903110164
706.786922,1.000093219344653
707.027976,0.9999908683416938
707.26903,1.0004796650024836
707.510084,1.0004350746175186
707.751138,1.000279989189658
707.992192,1.000459035324484
708.233246,0.9998163868589565
708.4743,1.0001242477181085
708.715354,0.9999863100937076
708.956408,1.0003746201526096
709.197462,1.0004490908110972
709.438516,0.9996538099376132
709.67957,1.0002424893958015
709.920624,1.0002621243485847
710.161678,1.0001596827479329
710.402732,1.000303406018298
710.643786,1.0001915383411262
710.88484,1.000147620894892
711.125894,0.9999439035734634
711.366948,1.000283760252326
711.608002,1.000534702902659
711.849056,1.0001058956065438
712.09011,1.0001074657740325
712.331164,1.0003578940287914
712.572218,1.0000749938118954
712.813272,0.9997591790020328
713.054326,0.9996247104387512
713.29538,0.9999030327016324
713.536434,1.0001540918709328
713.777488,0.9998956754421852
714.018542,1.000186597407131
714.259596,1.000291982618629
714.50065,1.0002127226222488
714.741704,1.000689407532208
714.982758,1.0006566955301563
715.223812,1.0005046472916213
715.464866,1.0003928171324512
715.70592,1.000089655018771
715.946974,1.0003116785616728
716.188028,0.9998996350368999
716.429082,1.0000200072001413
716.670136,0.9998569402340244
716.91119,0.9999691404761649
717.152244,1.0000286484103578
717.393298,1.0001740651475801
717.634352,1.000080033202486
717.875406,1.000028465405132
718.11646,0.9998394028970956
718.357514,1.0000484511737202
718.598568,1.0003841437643257
718.839622,1.0004393764975885
719.080676,1.0001052355368707
719.32173,0.9999378629305876
719.562784,1.000310288129406
719.803838,0.999797710463288
720.044892,1.0000065879217002
720.285946,1.000169394345602
720.527,1.0001452205434824
720.768054,0.9998608696795208
721.009108,1.0001375794631864
721.250162,0.9994355593565877
721.491216,0.9999657325871412
721.73227,1.0003735797635456
721.973324,1.0004413073474485
722.214378,1.0003490208936237
722.455432,1.0002183438335457
722.696486,1.000131828688638
722.93754,1.0005321415370982
723.178594,1.0002827399634109
723.419648,0.9999120028719745
723.660702,0.9999177443831788
723.901756,1.000166353835265
724.14281,1.00027529788751
724.383864,1.0001700044491189
724.624918,1.000021628233887
724.865972,0.9999024947539455
725.107026,1.0001670239469465
725.34808,0.9999683125020594
725.589134,1.000072951660843
725.830188,1.0002131127052867
726.071242,1.000297364203972
726.312296,1.0002871912315077
726.55335,1.0004236797269128
726.794404,1.0001217974167032
727.035458,1.0002209444046204
727.276512,1.0001664738552345
727.517566,1.000042874919103
727.75862,1.0000893499914727
727.999674,1.0000147281084575
728.240728,0.99978978209888
728.481782,0.99968916831818
728.722836,0.9998186864392908
728.96389,1.0002875713407127
729.204944,1.000144800482578
729.445998,1.0003068070556602
729.687052,1.0003701084732466
729.928106,0.9997874026020303
730.16916,1.0002700164478802
730.410214,1.0000305804675729
730.651268,0.9998223157877099
730.892322,1.0000355846331181
731.133376,0.9999124238350162
731.37443,0.9996681450760304
731.615484,0.9998859465045945
731.856538,0.99946582272351
732.097592,0.9993371997491914
732.338646,0.9994736985452238
732.5797,0.9996548795677621
732.820754,1.0000610668645051
733.061808,0.9996157738337866
733.302862,1.0000962886354532
733.543916,1.0004823863108734
733.78497,1.0004551135327522
734.026024,1.0000363486605965
734.267078,1.0005293700669045
734.508132,0.9995807179233073
734.749186,1.0001660537854038
734.99024,0.9992286976067306
735.231294,0.9996453529021545
735.472348,0.9996392150985307
735.713402,0.9997251377815429
735.954456,0.999304891699786
736.19551,0.9996088865048317
736.436564,0.9998132574385632
736.677618,1.000053080408715
736.918672,1.0000206052122844
737.159726,1.0001177269292711
737.40078,1.0002297463876597
737.641834,0.9999570409227676
737.882888,1.0000843355560431
738.123942,1.0001472208359237
738.364996,0.9999290705156149
738.60605,0.9999647246221908
738.847104,0.9999090451366445
739.088158,0.9994173697949329
739.329212,0.999450331123318
739.570266,0.999634086962511
739.81132,0.9999143926645171
740.052374,1.0001696743930717
740.293428,1.0002726771696626
740.534482,0.9998114377800905
740.775536,0.9997038438628891
741.01659,1.0000037868071698
741.257644,1.0000530534072822
741.498698,1.0003314549190465
741.739752,0.9997092922636851
741.980806,1.000168154136322
742.22186,1.0001514614691303
742.462914,1.0002306165879176
742.703968,1.0000042546090508
742.945022,0.9999976322028032
743.186076,0.9995375469643837
743.42713,0.99956983254856
743.668184,0.9997695565561703
743.909238,0.9993391784388059
744.150292,0.9997763350167427
744.391346,0.9997976804693572
744.6324,1.0000331465493346
744.873454,0.99994433254949
745.114508,1.000131648664925
745.355562,1.0003460998787475
745.596616,0.9997400437944712
745.83767,0.9999845831188413
746.078724,0.9999732033590364
746.319778,0.9994096643167164
746.560832,0.999686139264589
746.801886,0.9996445032039657
747.04294,0.9988720366294574
747.283994,0.9990566452391367
747.525048,0.9991272810409013
747.766102,0.998529382419381
748.007156,0.9990573245978865
748.24821,0.9985980836041851
748.489264,0.9993753251906001
748.730318,0.9995128486967465
748.971372,0.999687828735592
749.212426,0.9997993601308713
749.45348,0.9995772993630977
749.694534,0.999394363471884
749.935588,1.000138179545914
750.176642,0.9999582608711017
750.417696,0.9998438521923382
750.65875,0.9996960062154769
750.899804,0.9996135047085555
751.140858,0.9995514006507904
751.381912,0.9996657458753613
751.622966,0.9997056033432027
751.86402,1.0000550135131878
752.105074,0.9999811481776978
752.346128,1.000324382600661
752.587182,0.999663166741064
752.828236,1.0001860273009326
753.06929,1.000320071211863
753.310344,1.0000503472673812
753.551398,0.9997092022898528
753.792452,0.9999545430331992
754.033506,0.9999092311197441
754.27456,0.9996915975658106
754.515614,1.0000771229738237
754.756668,0.9997150206143415
754.997722,0.9994450640339518
755.238776,1.000063754032202
755.47983,0.9995765096973431
755.720884,0.9996293087229953
755.961938,0.9995978208957064
756.202992,0.9996870689731309
756.444046,0.9995227239324752
756.6851,1.0000293024293079
756.926154,1.000023360272847
757.167208,0.9996275393806847
757.408262,0.9998042991519097
757.649316,0.9996441533284508
757.89037,0.9995881448356323
758.131424,0.9998109278763873
758.372478,0.9997428830602274
758.613532,0.9995376469181434
758.854586,0.9994068859617116
759.09564,0.9993527295699419
759.336694,0.9994032381332351
759.577748,0.99929689729263
759.818802,0.9996637365492315
760.059856,0.9994059265315616
760.30091,0.999620162156666
760.541964,0.9993787030849078
760.783018,0.9996774420330105
761.024072,0.9997250977925382
761.265126,0.999610915712931
761.50618,0.9993481225644778
761.747234,0.9990955792352257
761.988288,0.9992681779125013
762.229342,0.9991938750934048
762.470396,0.9990364844794586
762.71145,0.9994116531439273
762.952504,0.9992815681958
763.193558,0.9991261919927585
763.434612,0.9991885793799005
763.675666,0.9993310938175547
763.91672,0.999420338068929
764.157774,0.9993325128687154
764.398828,0.9993439952652545
764.639882,0.9993992305342854
764.880936,0.9990703423996368
765.12199,0.9993359305917537
765.363044,0.9987622666246041
765.604098,0.9987449881868504
765.845152,0.9988008195921634
766.086206,0.9985200961393058
766.32726,0.9988033165973336
766.568314,0.9989922081636369
766.809368,0.9985549450987719
767.050422,0.9985128069692095
767.291476,0.9989904099792806
767.53253,0.9991412988949894
767.773584,0.9986350324168273
768.014638,0.9986854647593703
768.255692,0.9980970129802157
768.496746,0.9985185983602849
768.7378,0.9987757500062162
768.978854,0.9980959150741053
769.219908,0.9982318649957179
769.460962,0.9981695772707394
769.702016,0.9978240707737138
769.94307,0.9974969378972732
770.184124,0.9980581877615662
770.425178,0.9975905074983937
770.666232,0.9979093883790405
770.907286,0.99802934429673
771.14834,0.9977932384862882
771.389394,0.9978321531814207
771.630448,0.9975233719163767
771.871502,0.9976509633149409
772.112556,0.998209804315273
772.35361,0.9976004834533484
772.594664,0.9977225972257334
772.835718,0.9972123926132059
773.076772,0.9971853685235442
773.317826,0.9969376984399009
773.55888,0.9971996283762719
773.799934,0.9972046143868787
774.040988,0.9969437797784094
774.282042,0.9966455388185722
774.523096,0.9966186297522981
774.76415,0.9967075320990577
775.005204,0.9968979214192899
775.246258,0.9966250081319393
775.487312,0.9969000149071231
775.728366,0.9965517588857844
775.96942,0.9964102585827819
776.210474,0.9966871994727964
776.451528,0.9966596912857058
776.692582,0.9966868007979963
776.933636,0.9963153052097391
777.17469,0.996530133947248
777.415744,0.9959836870455407
777.656798,0.9963232757640629
777.897852,0.995663828457301
778.138906,0.9962089044170461
778.37996,0.9962874087717452
778.621014,0.9958610889997299
778.862068,0.9961417621996066
779.103122,0.9959125763489678
779.344176,0.996153815587852
779.58523,0.9955334050386935
779.826284,0.9960344835088788
780.067338,0.9957279512725861
780.308392,0.9959401635094131
780.549446,0.9958585993501196
780.7905,0.995629279521881
781.031554,0.9959051070326551
781.272608,0.9952199609238128
781.513662,0.9960741264702122
781.754716,0.9954683988298203
781.99577,0.9959597837238926
782.236824,0.9959555011060303
782.477878,0.9956438158154767
782.718932,0.9960921555750643
782.959986,0.9951291014891768
783.20104,0.9958437611675339
783.442094,0.9951950807357933
783.683148,0.9958286244574035
783.924202,0.9960790072453898
784.165256,0.9960532091331892
784.40631,0.9966029829626386
784.647364,0.9954367434380609
784.888418,0.9961684591565712
785.129472,0.9953843848423992
785.370526,0.9957337265114516
785.61158,0.995778336381653
785.852634,0.996179516687837
786.093688,0.9957869001121699
786.334742,0.9960040053200021
786.575796,0.9966166365170318
786.81685,0.9960551016360844
787.057904,0.9969532507893045
787.298958,0.9960192442978615
787.540012,0.9965920203901203
787.781066,0.9961639764085911
788.02212,0.9966321838578305
788.263174,0.996629592617521
788.504228,0.9966195267094685
788.745282,0.9966611862763639
788.986336,0.9961308047004888
789.22739,0.9967759085810463
789.468444,0.99569150829648
789.709498,0.9965307318655078
789.950552,0.9959477326834185
790.191606,0.9966078663292194
790.43266,0.9960326906484221
790.673714,0.9964335748556321
790.914768,0.9962364997858926
791.155822,0.9958578026635587
791.396876,0.9968670180627305
791.63793,0.996777902134857
791.878984,0.996594212894977
792.120038,0.9963893341870586
792.361092,0.9964853907487261
792.602146,0.9959855794163439
792.8432,0.9963372243875638
793.084254,0.9951786601524314
793.325308,0.9951420382515849
793.566362,0.994582328801896
793.807416,0.9937555779479149
794.04847,0.9926196693865454
794.289524,0.9915055831743165
794.530578,0.990783336238488
794.771632,0.9886973602526805
795.012686,0.9867584509965504
795.25374,0.9857189554995596
795.494794,0.9832380709591056
795.735848,0.9813707108743286
795.976902,0.9790897161967167
796.217956,0.977991793584909
796.45901,0.9753635555486775
796.700064,0.970748359793413
796.941118,0.9675908080819464
797.182172,0.9638997341489123
797.423226,0.9649326237778515
797.66428,0.9680873095082196
797.905334,0.9816592762803618
798.146388,0.9871956818298209
798.387442,0.9891779839518621
798.628496,0.9905437937896348
798.86955,0.9922834268052669
799.110604,0.994678310627674
799.351658,0.9956707981284939
799.592712,0.9971381030572766
799.833766,0.9975291575687122
800.07482,0.9976995500999328
800.315874,0.9976826891200119
800.556928,0.9976107587912458
800.797982,0.9977486381253533
801.039036,0.9973743530565984
801.28009,0.9982938571193697
801.521144,0.9977465428554133
801.762198,0.997705237003576
802.003252,0.9978005224035154
802.244306,0.9984261398189733
802.48536,0.9977893471002462
802.726414,0.9980453128939871
802.967468,0.9977585158857656
803.208522,0.997776775033677
803.449576,0.9974145480529504
803.69063,0.9973928046528067
803.931684,0.9971272343111881
804.172738,0.9977146154768827
804.413792,0.9973107226027065
804.654846,0.9970702999715998
804.8959,0.9971189581894893
805.136954,0.9965177770502
805.378008,0.9967378324685968
805.619062,0.9968077062396999
805.860116,0.9966567013111168
806.10117,0.996639359635387
806.342224,0.997035702232465
806.583278,0.9962118930482423
806.824332,0.9967820886108375
807.065386,0.995541070675425
807.30644,0.996077712343522
807.547494,0.9958469478726684
807.788548,0.996286611742137
808.029602,0.9954263909497622
808.270656,0.996053308738515
808.51171,0.9960742260776299
808.752764,0.995714708178901
808.993818,0.9953577088983446
809.234872,0.9956767721712049
809.475926,0.9951601500014975
809.71698,0.995356912612496
809.958034,0.9954850232908946
810.199088,0.9956493914364569
810.440142,0.995613747826268
810.681196,0.995562375482298
810.92225,0.9953652736456783
811.163304,0.9956542701304278
811.404358,0.9953033638510721
811.645412,0.9952667373612138
811.886466,0.9952856476088705
812.12752,0.9956120552843353
812.368574,0.9954313680941598
812.609628,0.9951467154301561
812.850682,0.9952829603412499
813.091736,0.9953891626989133
813.33279,0.9955489354809492
813.573844,0.9956701011591792
813.814898,0.9958291223718402
814.055952,0.995629279521881
814.297006,0.9952080183559373
814.53806,0.9956333616102953
814.779114,0.9957337265114516
815.020168,0.9957406966719328
815.261222,0.9960808001892165
815.502276,0.9957787346930672
815.74333,0.996148336756933
815.984384,0.9955779063764962
816.225438,0.9962230506839271
816.466492,0.9958145833727885
816.707546,0.9961294101183383
816.9486,0.996409062891189
817.189654,0.99659540880875
817.430708,0.9964385570359617
817.671762,0.9967691305279133
817.912816,0.9968138864666374
818.15387,0.9967582658036034
818.394924,0.9968680149302469
818.635978,0.9974213304949374
818.877032,0.9973447314781952
819.118086,0.997224060066454
819.35914,0.9969367015027009
819.600194,0.99700938083737
819.841248,0.9973420386510555
820.082302,0.9973546052399119
820.323356,0.997348122456047
820.56441,0.997619837090457
820.805464,0.9979651730730187
821.046518,0.9973860224047947
821.287572,0.9981518100103931
821.528626,0.9985008248874184
821.76968,0.9979130806506082
822.010734,0.9981987242479395
822.251788,0.9979084902609952
822.492842,0.9982566214529486
822.733896,0.9982053123812603
822.97495,0.9983304951762302
823.216004,0.9983693309878442
823.457058,0.99885345778236
823.698112,0.9986802716084557
823.939166,0.9985860006404756
824.18022,0.9992837366391558
824.421274,0.9987545761847594
824.662328,0.9988765315637359
824.903382,0.9990073330201633
825.144436,0.9989099944880442
825.38549,0.9993846194243424
825.626544,0.999430452253928
825.867598,0.9990448064880354
826.108652,0.9992923005374751
826.349706,0.9989485531580089
826.59076,0.9992959479610286
826.831814,0.9992074442383629
827.072868,0.9995865754834768
827.313922,0.9995039430769392
827.554976,0.9995001949441805
827.79603,0.999230016589482
828.037084,0.9991687257000752
828.278138,1.0000180221623973
828.519192,0.9995411652968529
828.760246,0.9996201221718604
829.0013,0.9998763876406374
829.242354,1.0000853006378925
829.483408,1.0002122425202573
829.724462,0.9997891122399505
829.965516,0.999424995378556
830.20657,0.9998823069263733
830.447624,1.0000561895785753
830.688678,0.9999688224860288
830.929732,0.9998391829324511
831.170786,0.9999683814998753
831.41184,1.0001769656565747
831.652894,0.9999898150518669
831.893948,1.0004292721109131
832.135002,1.0000762669081729
832.376056,1.0001520515586666
832.61711,1.0001824266377157
832.858164,1.0001063056500452
833.099218,1.0000529634025115
833.340272,1.0001148165909204
833.581326,1.0003760306818184
833.82238,1.0002699364262821
834.063434,1.0004105242420218
834.304488,1.00004960223015
834.545542,1.0003083375262458
834.786596,1.0004500212291842
835.02765,0.9999370319825688
835.268704,1.0001425001521822
835.509758,1.0001258979244785
835.750812,1.0002789288934317
835.991866,1.0004053821451424
836.23292,1.000099603960145
836.473974,1.000224005085393
836.715028,1.0003799921787437
836.956082,1.0001761055047542
837.197136,1.000456644230247
837.43819,1.0004892596484773
837.679244,1.000496733331161
837.920298,1.0005006552860427
838.161352,1.0002938831752015
838.402406,1.000383233415169
838.64346,1.000405302112715
838.884514,1.0001904481329436
839.125568,1.0003095679062577
839.366622,1.0001613730192251
839.607676,1.0007008955125474
839.84873,1.0000332705534525
840.089784,1.0002694662995224
840.330838,1.0007970674895956
840.571892,1.0003013153863642
840.812946,1.0004667388887147
841.054,1.0004117947641944
841.295054,1.0002033206668455
841.536108,1.0004451390449933
841.777162,1.0001835968518393
842.018216,1.0004372155508692
842.25927,1.0007143049943905
