nu,[0]Dichloromethanol-HITRAN(x-sec)-X=0.01-T=295.0K-P=0.9211atm-L=15cm
1067.888474,0.6984930850833846
1068.370591,0.6849427642844604
1068.852707,0.6748937553362909
1069.334824,0.6633981109507469
1069.816941,0.6489627239889874
1070.299057,0.6335350203544076
1070.781174,0.6203881180143032
1071.26329,0.6110784084348111
1071.745407,0.5979907460404428
1072.227524,0.5821716170857039
1072.70964,0.5685249951019548
1073.191757,0.5592212992501915
1073.673874,0.5472442772063708
1074.15599,0.5291200157406083
1074.638107,0.510185956057905
1075.120224,0.5014958233148362
1075.60234,0.48655272844096453
1076.084457,0.45830975614999453
1076.566573,0.420281732885914
1077.04869,0.4080400286312778
1077.530807,0.4081828676366666
1078.012923,0.4069235292554921
1078.49504,0.4016396441354305
1078.977157,0.38647426419084724
1079.459273,0.36769554742812355
1079.94139,0.33534346625059425
1080.423507,0.296502389961034
1080.905623,0.2936695862312104
1081.38774,0.30826360551129145
1081.869856,0.30029198329606105
1082.351973,0.28490485401891036
1082.83409,0.2667348993899091
1083.316206,0.24696713694786612
1083.798323,0.22438319426619668
1084.28044,0.19702985766050798
1084.762556,0.16712721334462624
1085.244673,0.15132884933391166
1085.72679,0.1534776999050827
1086.208906,0.15080012417001995
1086.691023,0.13444501149568017
1087.173139,0.11758427128960293
1087.655256,0.1058851778304694
1088.137373,0.09682984655930424
1088.619489,0.08785214921935186
1089.101606,0.07881121262858166
1089.583723,0.06985734813703029
1090.065839,0.06157495905113221
1090.547956,0.054133611575195556
1091.030073,0.04738734827208718
1091.512189,0.041515019564701564
1091.994306,0.03672123797066788
1092.476422,0.03273861535774223
1092.958539,0.029109229213053044
1093.440656,0.0258098261767295
1093.922772,0.023281412117274334
1094.404889,0.021143981005933603
1094.887006,0.019337675258160783
1095.369122,0.01786699719543701
1095.851239,0.016737559718918157
1096.333356,0.015895805652441822
1096.815472,0.015202429931383038
1097.297589,0.014688359054076129
1097.779705,0.014587358230165945
1098.261822,0.014738384469875706
1098.743939,0.014587358230165945
1099.226055,0.014587358230165945
1099.708172,0.015412136430991154
1100.190289,0.016737559718918157
1100.672405,0.018302822427796732
1101.154522,0.02029055037664464
1101.636639,0.02264989642298941
1102.118755,0.026077041181223816
1102.600872,0.0318282824259559
1103.082988,0.04005907657734633
1103.565105,0.04824321899680422
1104.047222,0.05000161370373939
1104.529338,0.04637475690541633
1105.011455,0.048962528397777774
1105.493572,0.05346649943484164
1105.975688,0.04395451191228018
1106.457805,0.029208369034569328
1106.939922,0.019537882611191236
1107.422038,0.014338601112481086
1107.904155,0.012241787193694658
1108.386271,0.011234116664256647
1108.868388,0.009395729513588054
1109.350505,0.008216589982201894
1109.832621,0.008681161030332096
1110.314738,0.009892286173002172
1110.796855,0.011508147686481606
1111.278971,0.013294564652875623
1111.761088,0.015306158733141081
1112.243205,0.017744139262096982
1112.725321,0.02057044380906391
1113.207438,0.02401203778513381
1113.689554,0.028220686673126005
1114.171671,0.03320349956601109
1114.653788,0.0384268056161683
1115.135904,0.044011689935428616
1115.618021,0.050620431479893285
1116.100138,0.05810520687202394
1116.582254,0.06586816728032312
1117.064371,0.0743181557331808
1117.546488,0.08404524451220352
1118.028604,0.09478918106696171
1118.510721,0.10690657037758539
1118.992837,0.12127434327956577
1119.474954,0.13683218924147036
1119.957071,0.1530485634168012
1120.439187,0.17043521928477556
1120.921304,0.188567357821551
1121.403421,0.2062636652921988
1121.885537,0.22445051932273008
1122.367654,0.24551432086170277
1122.849771,0.26957732757828773
1123.331887,0.293963402701192
1123.814004,0.316510139998866
1124.29612,0.33719293669649436
1124.778237,0.3590836174237687
1125.260354,0.38251018447178037
1125.74247,0.40636236207952814
1126.224587,0.4324450554942647
1126.706704,0.45909872725121187
1127.18882,0.48655272844096453
1127.670937,0.5152979509898667
1128.153054,0.5429326499403425
1128.63517,0.5704840887943291
1129.117287,0.5981940974618792
1129.599403,0.6250960256545703
1130.08152,0.6498524122181346
1130.563637,0.6748937553362909
1131.045753,0.697292709595893
1131.52787,0.7181405334840003
1132.009987,0.7384366224420685
1132.492103,0.7583501960219211
1132.97422,0.7761495952453973
1133.456337,0.7932712978734705
1133.938453,0.8093530938289776
1134.42057,0.8233861420034082
1134.902686,0.8370261219159686
1135.384803,0.8492514198974581
1135.86692,0.8592632009758522
1136.349036,0.870019198791984
1136.831153,0.8794047683267623
1137.31327,0.8890338212865941
1137.795386,0.8955654253644444
1138.277503,0.9019014699272648
1138.75962,0.9079363517766903
1139.241736,0.9125348522575711
1139.723853,0.9182615647726022
1140.205969,0.9239281223783904
1140.688086,0.9259944850715194
1141.170203,0.9288314391103272
1141.652319,0.9320936374279112
1142.134436,0.9368791317452276
1142.616553,0.9415922064430171
1143.098669,0.9459060762569494
1143.580786,0.944768835434719
1144.062903,0.9446715292560235
1144.545019,0.9470778331472135
1145.027136,0.9489017649579418
1145.509252,0.9500116797399705
1145.991369,0.9500439806861947
1146.473486,0.9503385399745381
1146.955602,0.9505666485960717
1147.437719,0.9510896040523671
1147.919836,0.9521040061505451
1148.401952,0.9532167133242199
1148.884069,0.9554145011963532
1149.366186,0.955020951498665
1149.848302,0.9539710060278948
1150.330419,0.954594152530021
1150.812535,0.9579133058917266
1151.294652,0.9620383156034241
1151.776769,0.9650185066030967
1152.258885,0.9651516883463369
1152.741002,0.9658149753692357
1153.223119,0.9662129731209949
1153.705235,0.9687874897176394
1154.187352,0.9703601380990108
1154.669469,0.9720325377796807
1155.151585,0.9742600686951917
1155.633702,0.9767583464102755
1156.115818,0.978741222293346
1156.597935,0.9817564653594936
1157.080052,0.9835124326525798
1157.562168,0.9852922315842232
1158.044285,0.9866676733948924
1158.526402,0.9890681912892489
1159.008518,0.9917304821431594
1159.490635,0.9952748985819212
1159.972752,0.9955486368163133
1160.454868,0.9963359291500139
1160.936985,0.9980547943694966
1161.419101,0.9987140275721087
1161.901218,0.9975801326110652
1162.383335,0.9982369559912114
1162.865451,0.998000601465513
1163.347568,0.997053649036626
1163.829685,0.9967832847500615
1164.311801,0.9976030772179773
1164.793918,0.9985189977678042
1165.276035,1.0
1165.758151,1.0
1166.240268,1.0
1166.722384,1.0
1167.204501,1.0
1167.686618,1.0
1168.168734,1.0
1168.650851,1.0
1169.132968,1.0
1169.615084,1.0
1170.097201,1.0
1170.579317,1.0
1171.061434,1.0
1171.543551,1.0
1172.025667,1.0
1172.507784,1.0
1172.989901,1.0
1173.472017,1.0
1173.954134,1.0
1174.436251,1.0
1174.918367,1.0
1175.400484,1.0
1175.8826,1.0
1176.364717,1.0
1176.846834,1.0
1177.32895,1.0
1177.811067,1.0
1178.293184,1.0
1178.7753,1.0
1179.257417,1.0
1179.739534,1.0
1180.22165,1.0
1180.703767,1.0
1181.185883,1.0
1181.668,1.0
1182.150117,1.0
1182.632233,1.0
1183.11435,1.0
1183.596467,1.0
1184.078583,1.0
1184.5607,1.0
1185.042817,1.0
1185.524933,1.0
1186.00705,1.0
1186.489166,1.0
1186.971283,1.0
1187.4534,1.0
1187.935516,1.0
1188.417633,1.0
1188.89975,1.0
1189.381866,1.0
1189.863983,1.0
1190.3461,1.0
1190.828216,1.0
1191.310333,1.0
1191.792449,1.0
1192.274566,1.0
1192.756683,1.0
1193.238799,1.0
1193.720916,1.0
1194.203033,1.0
1194.685149,1.0
1195.167266,1.0
1195.649383,1.0
1196.131499,1.0
1196.613616,1.0
1197.095732,1.0
1197.577849,1.0
1198.059966,1.0
1198.542082,0.9990422089749154
1199.024199,0.9951004421837498
1199.506316,0.9851602112707494
1199.988432,0.9744539657409782
1200.470549,0.9664390934117474
1200.952666,0.9612113183118112
1201.434782,0.9514491838790047
1201.916899,0.9398462320732757
1202.399015,0.9255167951718155
1202.881132,0.9091538019975479
1203.363249,0.8899855965843477
1203.845365,0.8678989397149366
1204.327482,0.8430575965538815
1204.809599,0.8274140865675342
1205.291715,0.81410168551618
1205.773832,0.7964666668794215
1206.255949,0.7782558132849331
1206.738065,0.7585777352098994
1207.220182,0.7347683496427935
1207.702298,0.7125608264692684
1208.184415,0.6922763869484219
1208.666532,0.6718837127071589
1209.148648,0.6491834088294406
1209.630765,0.6287635544670984
1210.112882,0.613392655991002
1210.594998,0.599223876665754
1211.077115,0.586384242711158
1211.559232,0.5763962043359397
1212.041348,0.5696973637169497
1212.523465,0.5657969560690684
1213.005581,0.5619232523885715
1213.487698,0.5590311963277745
1213.969815,0.5615356590794928
1214.451931,0.5704840887943291
1214.934048,0.5787758554129276
1215.416165,0.5898246438928862
1215.898281,0.6033547178911615
