nu,[0]i-HFE-7100-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
601.076446,1.0
601.3175,1.0
601.558554,1.0
601.799608,1.0
602.040662,1.0
602.281716,1.0
602.52277,1.0
602.763824,1.0
603.004878,1.0
603.245932,1.0
603.486986,1.0
603.72804,1.0
603.969094,1.0
604.210148,1.0
604.451202,1.0
604.692256,1.0
604.93331,1.0
605.174364,1.0
605.415418,1.0
605.656472,1.0
605.897526,1.0
606.13858,1.0
606.379634,1.0
606.620688,1.0
606.861742,1.0
607.102796,1.0
607.34385,1.0
607.584904,1.0
607.825958,1.0
608.067012,1.0
608.308066,1.0
608.54912,1.0
608.790174,1.0
609.031228,1.0
609.272282,1.0
609.513336,1.0
609.75439,1.0
609.995444,1.0
610.236498,1.0
610.477552,1.0
610.718606,1.0
610.95966,1.0
611.200714,1.0
611.441768,1.0
611.682822,1.0
611.923876,1.0
612.16493,1.0
612.405984,1.0
612.647038,1.0
612.888092,1.0
613.129146,1.0
613.3702,1.0
613.611254,1.0
613.852308,1.0
614.093362,1.0
614.334416,1.0
614.57547,1.0
614.816524,1.0
615.057578,1.0
615.298632,1.0
615.539686,1.0
615.78074,1.0
616.021794,1.0
616.262848,1.0
616.503902,1.0
616.744956,1.0
616.98601,1.0
617.227064,1.0
617.468118,1.0
617.709172,1.0
617.950226,1.0
618.19128,1.0
618.432334,1.0
618.673388,1.0
618.914442,1.0
619.155496,1.0
619.39655,1.0
619.637604,1.0
619.878658,1.0
620.119712,1.0
620.360766,1.0
620.60182,1.0
620.842874,1.0
621.083928,1.0
621.324982,1.0
621.566036,1.0
621.80709,1.0
622.048144,1.0
622.289198,1.0
622.530252,1.0
622.771306,1.0
623.01236,1.0
623.253414,1.0
623.494468,1.0
623.735522,1.0
623.976576,1.0
624.21763,1.0
624.458684,1.0
624.699738,1.0
624.940792,1.0
625.181846,1.0
625.4229,1.0
625.663954,1.0
625.905008,1.0
626.146062,1.0
626.387116,1.0
626.62817,1.0
626.869224,1.0
627.110278,1.0
627.351332,1.0
627.592386,1.0
627.83344,1.0
628.074494,1.0
628.315548,1.0
628.556602,1.0
628.797656,1.0
629.03871,1.0
629.279764,1.0
629.520818,1.0
629.761872,1.0
630.002926,1.0
630.24398,1.0
630.485034,1.0
630.726088,1.0
630.967142,1.0
631.208196,1.0
631.44925,1.0
631.690304,1.0
631.931358,1.0
632.172412,1.0
632.413466,1.0
632.65452,1.0
632.895574,1.0
633.136628,1.0
633.377682,1.0
633.618736,1.0
633.85979,1.0
634.100844,1.0
634.341898,1.0
634.582952,1.0
634.824006,1.0
635.06506,1.0
635.306114,1.0
635.547168,1.0
635.788222,1.0
636.029276,1.0
636.27033,1.0
636.511384,1.0
636.752438,1.0
636.993492,1.0
637.234546,1.0
637.4756,1.0
637.716654,1.0
637.957708,1.0
638.198762,1.0
638.439816,1.0
638.68087,1.0
638.921924,1.0
639.162978,1.0
639.404032,1.0
639.645086,1.0
639.88614,1.0
640.127194,1.0
640.368248,1.0
640.609302,1.0
640.850356,1.0
641.09141,1.0
641.332464,1.0
641.573518,1.0
641.814572,1.0
642.055626,1.0
642.29668,1.0
642.537734,1.0
642.778788,1.0
643.019842,1.0
643.260896,1.0
643.50195,1.0
643.743004,1.0
643.984058,1.0
644.225112,1.0
644.466166,1.0
644.70722,1.0
644.948274,1.0
645.189328,1.0
645.430382,1.0
645.671436,1.0
645.91249,1.0
646.153544,1.0
646.394598,1.0
646.635652,1.0
646.876706,1.0
647.11776,1.0
647.358814,1.0
647.599868,1.0
647.840922,1.0
648.081976,1.0
648.32303,1.0
648.564084,1.0
648.805138,1.0
649.046192,1.0
649.287246,1.0
649.5283,1.0
649.769354,1.0
650.010408,1.0
650.251462,1.0
650.492516,1.0
650.73357,1.0
650.974624,1.0
651.215678,1.0
651.456732,1.0
651.697786,1.0
651.93884,1.0
652.179894,1.0
652.420948,1.0
652.662002,1.0
652.903056,1.0
653.14411,1.0
653.385164,1.0
653.626218,1.0
653.867272,1.0
654.108326,1.0
654.34938,1.0
654.590434,1.0
654.831488,1.0
655.072542,1.0
655.313596,1.0
655.55465,1.0
655.795704,1.0
656.036758,1.0
656.277812,1.0
656.518866,1.0
656.75992,1.0
657.000974,1.0
657.242028,1.0
657.483082,1.0
657.724136,1.0
657.96519,1.0
658.206244,1.0
658.447298,1.0
658.688352,1.0
658.929406,1.0
659.17046,1.0
659.411514,1.0
659.652568,1.0
659.893622,1.0
660.134676,1.0
660.37573,1.0
660.616784,1.0
660.857838,1.0
661.098892,1.0
661.339946,1.0
661.581,1.0
661.822054,1.0
662.063108,1.0
662.304162,1.0
662.545216,1.0
662.78627,1.0
663.027324,1.0
663.268378,1.0
663.509432,1.0
663.750486,1.0
663.99154,1.0
664.232594,1.0
664.473648,1.0
664.714702,1.0
664.955756,1.0
665.19681,1.0
665.437864,1.0
665.678918,1.0
665.919972,1.0
666.161026,1.0
666.40208,1.0
666.643134,1.0
666.884188,1.0
667.125242,1.0
667.366296,1.0
667.60735,1.0
667.848404,1.0
668.089458,1.0
668.330512,1.0
668.571566,1.0
668.81262,1.0
669.053674,1.0
669.294728,1.0
669.535782,1.0
669.776836,1.0
670.01789,1.0
670.258944,1.0
670.499998,1.0
670.741052,1.0
670.982106,1.0
671.22316,1.0
671.464214,1.0
671.705268,1.0
671.946322,1.0
672.187376,1.0
672.42843,1.0
672.669484,1.0
672.910538,1.0
673.151592,1.0
673.392646,1.0
673.6337,1.0
673.874754,1.0
674.115808,1.0
674.356862,1.0
674.597916,1.0
674.83897,1.0
675.080024,1.0
675.321078,1.0
675.562132,1.0
675.803186,1.0
676.04424,1.0
676.285294,1.0
676.526348,1.0
676.767402,1.0
677.008456,1.0
677.24951,1.0
677.490564,1.0
677.731618,1.0
677.972672,1.0
678.213726,1.0
678.45478,1.0
678.695834,1.0
678.936888,1.0
679.177942,1.0
679.418996,1.0
679.66005,1.0
679.901104,1.0
680.142158,1.0
680.383212,1.0
680.624266,1.0
680.86532,1.0
681.106374,1.0
681.347428,1.0
681.588482,1.0
681.829536,1.0
682.07059,1.0
682.311644,1.0
682.552698,1.0
682.793752,1.0
683.034806,1.0
683.27586,1.0
683.516914,1.0
683.757968,1.0
683.999022,1.0
684.240076,1.0
684.48113,1.0
684.722184,1.0
684.963238,1.0
685.204292,1.0
685.445346,1.0
685.6864,1.0
685.927454,1.0
686.168508,1.0
686.409562,1.0
686.650616,1.0
686.89167,1.0
687.132724,1.0
687.373778,1.0
687.614832,1.0
687.855886,1.0
688.09694,1.0
688.337994,1.0
688.579048,1.0
688.820102,1.0
689.061156,1.0
689.30221,1.0
689.543264,1.0
689.784318,1.0
690.025372,1.0
690.266426,1.0
690.50748,1.0
690.748534,1.0
690.989588,1.0
691.230642,1.0
691.471696,1.0
691.71275,1.0
691.953804,1.0
692.194858,1.0
692.435912,1.0
692.676966,1.0
692.91802,1.0
693.159074,1.0
693.400128,1.0
693.641182,1.0
693.882236,1.0
694.12329,1.0
694.364344,1.0
694.605398,1.0
694.846452,1.0
695.087506,1.0
695.32856,1.0
695.569614,1.0
695.810668,1.0
696.051722,1.0
696.292776,1.0
696.53383,1.0
696.774884,1.0
697.015938,1.0
697.256992,1.0
697.498046,1.0
697.7391,1.0
697.980154,1.0
698.221208,1.0
698.462262,1.0
698.703316,1.0
698.94437,1.0
699.185424,1.0
699.426478,1.0
699.667532,1.0
699.908586,1.0
700.14964,1.0
700.390694,1.0
700.631748,1.0
700.872802,1.0
701.113856,1.0
701.35491,1.0
701.595964,1.0
701.837018,1.0
702.078072,1.0
702.319126,1.0
702.56018,1.0
702.801234,1.0
703.042288,1.0
703.283342,1.0
703.524396,1.0
703.76545,1.0
704.006504,1.0
704.247558,1.0
704.488612,1.0
704.729666,1.0
704.97072,1.0
705.211774,1.0
705.452828,1.0
705.693882,1.0
705.934936,1.0
706.17599,1.0
706.417044,1.0
706.658098,1.0
706.899152,1.0
707.140206,1.0
707.38126,1.0
707.622314,1.0
707.863368,1.0
708.104422,1.0
708.345476,1.0
708.58653,1.0
708.827584,1.0
709.068638,1.0
709.309692,1.0
709.550746,1.0
709.7918,1.0
710.032854,1.0
710.273908,1.0
710.514962,1.0
710.756016,1.0
710.99707,1.0
711.238124,1.0
711.479178,1.0
711.720232,1.0
711.961286,1.0
712.20234,1.0
712.443394,1.0
712.684448,1.0
712.925502,1.0
713.166556,1.0
713.40761,1.0
713.648664,1.0
713.889718,1.0
714.130772,1.0
714.371826,1.0
714.61288,1.0
714.853934,1.0
715.094988,0.982231750498453
715.336042,0.977048486722863
715.577096,0.9729680830061291
715.81815,0.9676449946844097
716.059204,0.9748701464326038
716.300258,0.9732824024567986
716.541312,0.9724564363693301
716.782366,0.9772918020875628
717.02342,0.9663762769122339
717.264474,0.9851631667558165
717.505528,0.9726402480054563
717.746582,0.9778470615098961
717.987636,0.9596391025933981
718.22869,0.9644724606739348
718.469744,0.9387491325050861
718.710798,0.9239216549041699
718.951852,0.914006130701141
719.192906,0.9121954524248141
719.43396,0.9174905489301828
719.675014,0.9117403804439562
719.916068,0.8918743674388048
720.157122,0.8876125045291557
720.398176,0.8688194003489847
720.63923,0.8612245561693387
720.880284,0.8460811516839702
721.121338,0.8199761700998127
721.362392,0.7944303198485266
721.603446,0.7686496538182033
721.8445,0.7413814565319486
722.085554,0.7023594282026405
722.326608,0.6918611457010843
722.567662,0.6626754009583108
722.808716,0.6170717335519683
723.04977,0.5958835600782623
723.290824,0.558992065513626
723.531878,0.5248252127072863
723.772932,0.4893780401229588
724.013986,0.4515496253424958
724.25504,0.4213337516937121
724.496094,0.3919660696316777
724.737148,0.3691692751082265
724.978202,0.33908651421048724
725.219256,0.32023505690888365
725.46031,0.29843593270201196
725.701364,0.2776760868023489
725.942418,0.27000899654549737
726.183472,0.25145279522530517
726.424526,0.2504489929872826
726.66558,0.24166567892761512
726.906634,0.23417185736611212
727.147688,0.23036275888704744
727.388742,0.2290076201997705
727.629796,0.21777344493464032
727.87085,0.21273670599308644
728.111904,0.21091501482126085
728.352958,0.19772067037937327
728.594012,0.18380129929792158
728.835066,0.16789776944629858
729.07612,0.16652663706251564
729.317174,0.16624378227420028
729.558228,0.155875136387869
729.799282,0.14059104400979658
730.040336,0.11510621133816043
730.28139,0.09152894664087743
730.522444,0.08197835745746454
730.763498,0.0920797711417528
731.004552,0.11453211671405986
731.245606,0.12172388949734589
731.48666,0.11020643391322957
731.727714,0.10002851336369158
731.968768,0.10902260859046935
732.209822,0.1334938325948993
732.450876,0.16259383462869662
732.69193,0.19363119227397305
732.932984,0.21173918947499742
733.174038,0.22397966779928988
733.415092,0.22290714151618243
733.656146,0.22505735458385157
733.8972,0.2148747454332525
734.138254,0.213995562533509
734.379308,0.20871199326901024
734.620362,0.20800357748117532
734.861416,0.20912983495795665
735.10247,0.2159734058376479
735.343524,0.2212194685213646
735.584578,0.23539272252280843
735.825632,0.24822988662095793
736.066686,0.26490076362942017
736.30774,0.2865047968601901
736.548794,0.3148370737986699
736.789848,0.3430771259828181
737.030902,0.3676587797117972
737.271956,0.3956244010573158
737.51301,0.4268639221642351
737.754064,0.46970051007061037
737.995118,0.4914279215982613
738.236172,0.5360810053209989
738.477226,0.5674344743462925
738.71828,0.6058456671608389
738.959334,0.6235227668086352
739.200388,0.6505481264399398
739.441442,0.6764545619487035
739.682496,0.6855732015842932
739.92355,0.7000244611844952
740.164604,0.7169279009455239
740.405658,0.7263596508319612
740.646712,0.7135947891094041
740.887766,0.6971741799105704
741.12882,0.7097375678646061
741.369874,0.6948147609154265
741.610928,0.6904995208848579
741.851982,0.6559176706316455
742.093036,0.652124359378526
742.33409,0.614620668906562
742.575144,0.5850663613375843
742.816198,0.5705753735511221
743.057252,0.5415120282245894
743.298306,0.5125638450608488
743.53936,0.48043179814046705
743.780414,0.4529516011207652
744.021468,0.42880200216858794
744.262522,0.40691539086629114
744.503576,0.39009304164142233
744.74463,0.3676587797117972
744.985684,0.3541977167043111
745.226738,0.34521081175490265
745.467792,0.33874759718303354
745.708846,0.3337043024968552
745.9499,0.3353099335806306
746.190954,0.3407521155207394
746.432008,0.3496579108620908
746.673062,0.3457981692472993
746.914116,0.35969457874337096
747.15517,0.36425540329063605
747.396224,0.3663009557502429
747.637278,0.3708194472236472
747.878332,0.3630553416505388
748.119386,0.3622937254100192
748.36044,0.3272601037353453
748.601494,0.29010858356365526
748.842548,0.2519562040567843
749.083602,0.19575331683787256
749.324656,0.14565710724914513
749.56571,0.11681077045963639
749.806764,0.11966010661953078
750.047818,0.17790599253973757
750.288872,0.2681255333815543
750.529926,0.33763157256574017
750.77098,0.35965861108390956
751.012034,0.39331675475767197
751.253088,0.3997963446116626
751.494142,0.3972815721283783
751.735196,0.39091700693697456
751.97625,0.38246046137987
752.217304,0.36996384290401557
752.458358,0.3712312853379334
752.699412,0.35515534275282057
752.940466,0.349378296394101
753.18152,0.3533839980910108
753.422574,0.35711407872423795
753.663628,0.3690363980884862
753.904682,0.37629194026064167
754.145736,0.39056143427076256
754.38679,0.40491018576985016
754.627844,0.4221645972987673
754.868898,0.449373899260353
755.109952,0.47661320882675423
755.351006,0.5171615383442439
755.59206,0.5454468020024097
755.833114,0.5727018667658402
756.074168,0.601421054436963
756.315222,0.6429617778367992
756.556276,0.6883622867945228
756.79733,0.7155813426531475
757.038384,0.7540851396810442
757.279438,0.7763436569009049
757.520492,0.8058884061252789
757.761546,0.8216506288540434
758.0026,0.8407844112243408
758.243654,0.8624914872330969
758.484708,0.8907869441735979
758.725762,0.8946613609142267
758.966816,0.9053044346235836
759.20787,0.9226918105180337
759.448924,0.9223541671078973
759.689978,0.9313911037137842
759.931032,0.9465182755133912
760.172086,0.9290460239563572
760.41314,0.9684988340575331
760.654194,0.944820799149657
760.895248,0.9588170441848171
761.136302,0.9772302346434262
761.377356,0.9478680255244777
761.61841,0.9540635457035812
761.859464,0.969942002994078
762.100518,0.9695482864707249
762.341572,0.9751997082349051
762.582626,0.9737720866504846
762.82368,0.9769029173435294
763.064734,0.9748428504506492
763.305788,0.9688717778957274
763.546842,0.9938804014872594
763.787896,0.9921060223889816
764.02895,0.9863845404041557
764.270004,0.9796675495733569
764.511058,0.9860738782057934
764.752112,0.9874701603801204
764.993166,0.9660651538445704
765.23422,0.9867969353265789
765.475274,0.9698750793047652
765.716328,0.9818291180260457
765.957382,0.9814639455204373
766.198436,0.980376105323737
766.43949,0.9671990131485027
766.680544,0.9924588780245568
766.921598,0.9970438779587437
767.162652,0.9793452919638308
767.403706,0.9913532004770929
767.64476,0.9828428886915378
767.885814,0.9796352210776441
768.126868,0.9800702756907795
768.367922,0.9850331338001685
768.608976,0.985324746764363
768.85003,0.9881813949092992
769.091084,0.9821030865668092
769.332138,0.985317849515276
769.573192,0.9778754194858685
769.814246,0.9888318322375625
770.0553,0.9966457381476999
770.296354,0.9788821711774324
770.537408,0.980708509162709
770.778462,0.9782314309287132
771.019516,0.9619536599565541
771.26057,0.9813491209561793
771.501624,0.96466923312602
771.742678,0.9814354834787188
771.983732,0.9556610299385021
772.224786,0.955215795646198
772.46584,0.9569185508316471
772.706894,0.9410114232416842
772.947948,0.9597945767210826
773.189002,0.9302164295162192
773.430056,0.9309106298771785
773.67111,0.9259759653670155
773.912164,0.9262991873778889
774.153218,0.9385323064998452
774.394272,0.9085139829636669
774.635326,0.9068982664882577
774.87638,0.9026774388101965
775.117434,0.9006396913204819
775.358488,0.8964166167704418
775.599542,0.8928916839779368
775.840596,0.8827440363144267
776.08165,0.8776389399944097
776.322704,0.8745201001967794
776.563758,0.8606563354957156
776.804812,0.8718481588453604
777.045866,0.8825145526991477
777.28692,0.866676064539537
777.527974,0.8568606291833094
777.769028,0.8540376495851949
778.010082,0.8571777262754517
778.251136,0.8611901078760624
778.49219,0.8574777909879097
778.733244,0.8608629178051201
778.974298,0.849276897822222
779.215352,0.8599938851934809
779.456406,0.8574863658086935
779.69746,0.8436901269205346
779.938514,0.8137679722410145
780.179568,0.8251913336177235
780.420622,0.8095392664495888
780.661676,0.7863761804220629
780.90273,0.7908792323908206
781.143784,0.7660100417448438
781.384838,0.7765843607417118
781.625892,0.7917892666774915
781.866946,0.8155928556051577
782.108,0.8374028684324394
782.349054,0.8454806472705676
782.590108,0.8559699573585868
782.831162,0.8593405381440604
783.072216,0.8620344878603947
783.31327,0.8739343679718541
783.554324,0.8683069480910602
783.795378,0.8686369674310382
784.036432,0.8789124395214309
784.277486,0.8795894627203434
784.51854,0.8708896531454148
784.759594,0.8647628253449189
785.000648,0.8690018715818668
785.241702,0.8735761283251315
785.482756,0.869506038861762
785.72381,0.8676386090845691
785.964864,0.8797390056397939
786.205918,0.8806103785137805
786.446972,0.8865036820569173
786.688026,0.8954221463590122
786.92908,0.9019375467075927
787.170134,0.9104347921562057
787.411188,0.9026052275035824
787.652242,0.9231828131563506
787.893296,0.9359371052574624
788.13435,0.932834013666499
788.375404,0.9319118968888912
788.616458,0.935012856051759
788.857512,0.9538613056700931
789.098566,0.9499556307043286
789.33962,0.982316226061393
789.580674,0.9857721857603607
789.821728,0.9786687981226236
790.062782,0.9674234293508259
790.303836,0.975219212424111
790.54489,0.978660968803556
790.785944,0.9710231204560346
791.026998,0.986931148836095
791.268052,0.9754006200680098
791.509106,0.9964463292870184
791.75016,0.965692324655849
791.991214,0.9877022431364655
792.232268,0.9838380291510356
792.473322,0.9929331881801496
792.714376,0.9834524402239756
792.95543,0.9952576804751128
793.196484,0.9838360614769449
793.437538,0.9980611819406208
793.678592,0.978650203592108
793.919646,0.9923464388034788
794.1607,0.979007476114688
794.401754,0.9892501965804195
794.642808,1.0
794.883862,0.9794226632980234
795.124916,1.0
795.36597,1.0
795.607024,1.0
795.848078,1.0
796.089132,1.0
796.330186,1.0
796.57124,1.0
796.812294,1.0
797.053348,1.0
797.294402,1.0
797.535456,1.0
797.77651,1.0
798.017564,1.0
798.258618,1.0
798.499672,1.0
798.740726,1.0
798.98178,1.0
799.222834,1.0
799.463888,1.0
799.704942,1.0
799.945996,1.0
800.18705,1.0
800.428104,1.0
800.669158,1.0
800.910212,1.0
801.151266,1.0
801.39232,1.0
801.633374,1.0
801.874428,1.0
802.115482,1.0
802.356536,1.0
802.59759,1.0
802.838644,1.0
803.079698,1.0
803.320752,1.0
803.561806,1.0
803.80286,1.0
804.043914,1.0
804.284968,1.0
804.526022,1.0
804.767076,1.0
805.00813,1.0
805.249184,1.0
805.490238,1.0
805.731292,1.0
805.972346,1.0
806.2134,1.0
806.454454,1.0
806.695508,1.0
806.936562,1.0
807.177616,1.0
807.41867,1.0
807.659724,1.0
807.900778,1.0
808.141832,1.0
808.382886,1.0
808.62394,1.0
808.864994,1.0
809.106048,1.0
809.347102,1.0
809.588156,1.0
809.82921,1.0
810.070264,1.0
810.311318,1.0
810.552372,1.0
810.793426,1.0
811.03448,1.0
811.275534,1.0
811.516588,1.0
811.757642,1.0
811.998696,1.0
812.23975,1.0
812.480804,1.0
812.721858,1.0
812.962912,1.0
813.203966,1.0
813.44502,1.0
813.686074,1.0
813.927128,1.0
814.168182,1.0
814.409236,1.0
814.65029,1.0
814.891344,1.0
815.132398,1.0
815.373452,1.0
815.614506,1.0
815.85556,1.0
816.096614,1.0
816.337668,1.0
816.578722,1.0
816.819776,1.0
817.06083,1.0
817.301884,1.0
817.542938,1.0
817.783992,1.0
818.025046,1.0
818.2661,1.0
818.507154,1.0
818.748208,1.0
818.989262,1.0
819.230316,1.0
819.47137,1.0
819.712424,1.0
819.953478,1.0
820.194532,1.0
820.435586,1.0
820.67664,1.0
820.917694,1.0
821.158748,1.0
821.399802,1.0
821.640856,1.0
821.88191,1.0
822.122964,1.0
822.364018,1.0
822.605072,1.0
822.846126,1.0
823.08718,1.0
823.328234,1.0
823.569288,1.0
823.810342,1.0
824.051396,1.0
824.29245,1.0
824.533504,1.0
824.774558,1.0
825.015612,1.0
825.256666,1.0
825.49772,1.0
825.738774,1.0
825.979828,1.0
826.220882,1.0
826.461936,1.0
826.70299,1.0
826.944044,1.0
827.185098,1.0
827.426152,1.0
827.667206,1.0
827.90826,1.0
828.149314,1.0
828.390368,1.0
828.631422,1.0
828.872476,1.0
829.11353,1.0
829.354584,1.0
829.595638,1.0
829.836692,1.0
830.077746,1.0
830.3188,1.0
830.559854,1.0
830.800908,1.0
831.041962,1.0
831.283016,1.0
831.52407,1.0
831.765124,1.0
832.006178,1.0
832.247232,1.0
832.488286,1.0
832.72934,1.0
832.970394,1.0
833.211448,1.0
833.452502,1.0
833.693556,1.0
833.93461,1.0
834.175664,1.0
834.416718,1.0
834.657772,1.0
834.898826,1.0
835.13988,1.0
835.380934,1.0
835.621988,1.0
835.863042,1.0
836.104096,1.0
836.34515,1.0
836.586204,1.0
836.827258,1.0
837.068312,1.0
837.309366,1.0
837.55042,1.0
837.791474,1.0
838.032528,1.0
838.273582,1.0
838.514636,1.0
838.75569,1.0
838.996744,1.0
839.237798,1.0
839.478852,1.0
839.719906,1.0
839.96096,1.0
840.202014,1.0
840.443068,1.0
840.684122,1.0
840.925176,1.0
841.16623,1.0
841.407284,1.0
841.648338,1.0
841.889392,1.0
842.130446,1.0
842.3715,1.0
842.612554,1.0
842.853608,1.0
843.094662,1.0
843.335716,1.0
843.57677,1.0
843.817824,1.0
844.058878,1.0
844.299932,1.0
844.540986,1.0
844.78204,1.0
845.023094,1.0
845.264148,1.0
845.505202,1.0
845.746256,1.0
845.98731,1.0
846.228364,1.0
846.469418,1.0
846.710472,1.0
846.951526,1.0
847.19258,1.0
847.433634,1.0
847.674688,1.0
847.915742,1.0
848.156796,1.0
848.39785,1.0
848.638904,1.0
848.879958,1.0
849.121012,1.0
849.362066,1.0
849.60312,1.0
849.844174,1.0
850.085228,1.0
850.326282,1.0
850.567336,1.0
850.80839,1.0
851.049444,1.0
851.290498,1.0
851.531552,1.0
851.772606,1.0
852.01366,1.0
852.254714,1.0
852.495768,1.0
852.736822,1.0
852.977876,1.0
853.21893,1.0
853.459984,1.0
853.701038,1.0
853.942092,1.0
854.183146,1.0
854.4242,1.0
854.665254,1.0
854.906308,1.0
855.147362,1.0
855.388416,1.0
855.62947,1.0
855.870524,1.0
856.111578,1.0
856.352632,1.0
856.593686,1.0
856.83474,1.0
857.075794,1.0
857.316848,1.0
857.557902,1.0
857.798956,1.0
858.04001,1.0
858.281064,1.0
858.522118,1.0
858.763172,1.0
859.004226,1.0
859.24528,1.0
859.486334,1.0
859.727388,1.0
859.968442,1.0
860.209496,1.0
860.45055,1.0
860.691604,1.0
860.932658,1.0
861.173712,1.0
861.414766,1.0
861.65582,1.0
861.896874,1.0
862.137928,1.0
862.378982,1.0
862.620036,1.0
862.86109,1.0
863.102144,1.0
863.343198,1.0
863.584252,1.0
863.825306,1.0
864.06636,1.0
864.307414,1.0
864.548468,1.0
864.789522,1.0
865.030576,1.0
865.27163,1.0
865.512684,1.0
865.753738,1.0
865.994792,1.0
866.235846,1.0
866.4769,1.0
866.717954,1.0
866.959008,1.0
867.200062,1.0
867.441116,1.0
867.68217,1.0
867.923224,1.0
868.164278,1.0
868.405332,1.0
868.646386,1.0
868.88744,1.0
869.128494,1.0
869.369548,1.0
869.610602,1.0
869.851656,1.0
870.09271,1.0
870.333764,1.0
870.574818,1.0
870.815872,1.0
871.056926,1.0
871.29798,1.0
871.539034,1.0
871.780088,1.0
872.021142,1.0
872.262196,1.0
872.50325,1.0
872.744304,1.0
872.985358,1.0
873.226412,1.0
873.467466,1.0
873.70852,1.0
873.949574,1.0
874.190628,1.0
874.431682,1.0
874.672736,1.0
874.91379,1.0
875.154844,1.0
875.395898,1.0
875.636952,1.0
875.878006,1.0
876.11906,1.0
876.360114,1.0
876.601168,1.0
876.842222,1.0
877.083276,1.0
877.32433,1.0
877.565384,1.0
877.806438,1.0
878.047492,1.0
878.288546,1.0
878.5296,1.0
878.770654,1.0
879.011708,1.0
879.252762,1.0
879.493816,1.0
879.73487,1.0
879.975924,1.0
880.216978,1.0
880.458032,1.0
880.699086,1.0
880.94014,1.0
881.181194,1.0
881.422248,1.0
881.663302,1.0
881.904356,1.0
882.14541,1.0
882.386464,1.0
882.627518,1.0
882.868572,1.0
883.109626,1.0
883.35068,1.0
883.591734,1.0
883.832788,1.0
884.073842,1.0
884.314896,1.0
884.55595,1.0
884.797004,1.0
885.038058,1.0
885.279112,1.0
885.520166,1.0
885.76122,1.0
886.002274,1.0
886.243328,1.0
886.484382,1.0
886.725436,1.0
886.96649,1.0
887.207544,1.0
887.448598,1.0
887.689652,1.0
887.930706,1.0
888.17176,1.0
888.412814,1.0
888.653868,1.0
888.894922,1.0
889.135976,1.0
889.37703,1.0
889.618084,1.0
889.859138,1.0
890.100192,1.0
890.341246,1.0
890.5823,1.0
890.823354,1.0
891.064408,1.0
891.305462,1.0
891.546516,1.0
891.78757,1.0
892.028624,1.0
892.269678,1.0
892.510732,1.0
892.751786,1.0
892.99284,1.0
893.233894,1.0
893.474948,1.0
893.716002,1.0
893.957056,1.0
894.19811,1.0
894.439164,1.0
894.680218,1.0
894.921272,1.0
895.162326,1.0
895.40338,1.0
895.644434,1.0
895.885488,1.0
896.126542,1.0
896.367596,1.0
896.60865,1.0
896.849704,1.0
897.090758,1.0
897.331812,1.0
897.572866,1.0
897.81392,1.0
898.054974,1.0
898.296028,1.0
898.537082,1.0
898.778136,1.0
899.01919,1.0
899.260244,1.0
899.501298,1.0
899.742352,1.0
899.983406,1.0
900.22446,1.0
900.465514,1.0
900.706568,1.0
900.947622,1.0
901.188676,1.0
901.42973,1.0
901.670784,1.0
901.911838,1.0
902.152892,1.0
902.393946,1.0
902.635,1.0
902.876054,1.0
903.117108,1.0
903.358162,1.0
903.599216,1.0
903.84027,1.0
904.081324,1.0
904.322378,1.0
904.563432,1.0
904.804486,1.0
905.04554,1.0
905.286594,1.0
905.527648,1.0
905.768702,1.0
906.009756,1.0
906.25081,1.0
906.491864,1.0
906.732918,1.0
906.973972,1.0
907.215026,1.0
907.45608,1.0
907.697134,1.0
907.938188,1.0
908.179242,1.0
908.420296,1.0
908.66135,1.0
908.902404,1.0
909.143458,1.0
909.384512,1.0
909.625566,1.0
909.86662,1.0
910.107674,0.9876103910990398
910.348728,0.9659096298748169
910.589782,0.9737935098720455
910.830836,0.978647267645901
911.07189,0.9775117174825867
911.312944,0.9807555843009431
911.553998,0.9836875134473204
911.795052,0.970407686910714
912.036106,0.9812401972491308
912.27716,0.97282020309667
912.518214,0.9686373392936917
912.759268,0.9639970929385975
913.000322,0.9558741661119785
913.241376,0.9775038974201271
913.48243,0.9718459254477841
913.723484,0.9732979750998187
913.964538,0.977811859649319
914.205592,0.9760397167554704
914.446646,0.9710240914796405
914.6877,0.9465504576818524
914.928754,0.9525506476586764
915.169808,0.957623102128132
915.410862,0.9686257157153617
915.651916,0.9713465249990143
915.89297,0.9526973517543413
916.134024,0.9698818684540824
916.375078,0.9671651617754449
916.616132,0.941999062150706
916.857186,0.9537954915106164
917.09824,0.9251688662715633
917.339294,0.9387472550086986
917.580348,0.9449833223037013
917.821402,0.9297756114107729
918.062456,0.9382770604275167
918.30351,0.9318941907310593
918.544564,0.9288407274711601
918.785618,0.9248404896143422
919.026672,0.9254372041498937
919.267726,0.9229751203897029
919.50878,0.9117677330656567
919.749834,0.9126899963693308
919.990888,0.9170172459296106
920.231942,0.9086820735984196
920.472996,0.8994066597628463
920.71405,0.8902081207978616
920.955104,0.8925792265717803
921.196158,0.8770072673870406
921.437212,0.8611212154231672
921.678266,0.8682374863137211
921.91932,0.8599336877284532
922.160374,0.8604842214405958
922.401428,0.857212014070254
922.642482,0.8573234588758386
922.883536,0.8403221069434985
923.12459,0.8403221069434985
923.365644,0.838508970085255
