nu,[0]HFC-227ca-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
457.651248,0.9491674946525511
457.771776,0.9526201863940885
457.892304,0.9523268245567211
458.012833,0.9526535286840989
458.133361,0.9567405805329433
458.253889,0.9599251176600994
458.374417,0.9593004097729825
458.494945,0.9608797576045043
458.615473,0.96058289162756
458.736001,0.9593004097729825
458.856529,0.9618343850979135
458.977058,0.9612084346821816
459.097586,0.9602544284490284
459.218114,0.9618670880229535
459.338642,0.9637802179920327
459.45917,0.9634496980646694
459.579698,0.9624934673616095
459.700226,0.9631202546059738
459.820755,0.9647377270730783
459.941283,0.9653659758061778
460.061811,0.9637802179920327
460.182339,0.9672464070612883
460.302867,0.9704853226310542
460.423395,0.9669978566747662
460.543923,0.9653659758061778
460.664451,0.9653659758061778
460.78498,0.9682170418995698
460.905508,0.9708075772494744
461.026036,0.9698605312876861
461.146564,0.9717565197353688
461.267092,0.9737156095073118
461.38762,0.9705251133449863
461.508148,0.9704785292575727
461.628677,0.9736990564826513
461.749205,0.9711736407047231
461.869733,0.9701660854773
461.990261,0.9743263206324033
462.110789,0.9762935200748286
462.231317,0.9769429711842386
462.351845,0.9743925770748998
462.472374,0.9714766941545028
462.592902,0.9756084025281306
462.71343,0.9788792345353238
462.833958,0.9788958756237598
462.954486,0.9795333443123356
463.075014,0.9795499965207323
463.195542,0.9772908247962494
463.31607,0.9769498098089721
463.436599,0.97663528261181
463.557127,0.9756649894564824
463.677655,0.9756552328553709
463.798183,0.9769390634201695
463.918711,0.9788851078283509
464.039239,0.9769693490005595
464.159767,0.9756484032926445
464.280296,0.9827259373465266
464.400824,0.9857327556615375
464.521352,0.9799183765705335
464.64188,0.9821060328804884
464.762408,0.9863648129106232
464.882936,0.9860640175163149
465.003464,0.9854124445693194
465.123992,0.9847573631323997
465.244521,0.9853986488916654
465.365049,0.9834701425272199
465.485577,0.9818271543697733
465.606105,0.9834258873665548
465.726633,0.9847445613698906
465.847161,0.9828134038471519
465.967689,0.9863411404391842
466.088218,0.9906242292113244
466.208746,0.9880489874738777
466.329274,0.9896341001291649
466.449802,0.9919484884611511
466.57033,0.9896845727553125
466.690858,0.9880321907838628
466.811386,0.9860738782057934
466.931914,0.9854055467063499
467.052443,0.9876696495002399
467.172971,0.9902985655068066
467.293499,0.9906446362806383
467.414027,0.9929140247545455
467.534555,0.995570439570199
467.655083,0.9910247204586
467.775611,0.9886746204749031
467.89614,0.9919281537255694
468.016668,0.9922951358187863
468.137196,0.9919587055832003
468.257724,0.9945683052899259
468.378252,0.9946024195678538
468.49878,0.9910077740807721
468.619308,0.990960206849239
468.739836,0.9935876474457689
468.860365,0.9916564026430471
468.980893,0.9912861872658126
469.101421,0.995219264270084
469.221949,0.992655503603414
469.342477,0.9886924167782379
469.463005,0.9912759770706664
469.583533,0.9896845727553125
469.704062,0.9906174929894689
469.82459,0.997502224645054
469.945118,0.9988921141591722
470.065646,0.9969194546469506
470.186174,0.9959115804368893
470.306702,0.997544918653914
470.42723,0.996266387329197
470.547758,0.9949227331146681
470.668287,0.9968835661925793
470.788815,0.9965701952638598
470.909343,0.999513708278166
471.029871,1.0
471.150399,0.9962902980094199
471.270927,0.9942685875724404
471.391455,0.9958910648696434
471.511984,0.9965701952638598
471.632512,0.9955943335474752
471.75304,0.9952567847436035
471.873568,0.9929751901423449
471.994096,0.9906582082051227
472.114624,1.0
472.235152,1.0
472.355681,1.0
472.476209,1.0
472.596737,1.0
472.717265,1.0
472.837793,1.0
472.958321,1.0
473.078849,1.0
473.199377,1.0
473.319906,1.0
473.440434,1.0
473.560962,1.0
473.68149,1.0
473.802018,1.0
473.922546,1.0
474.043074,1.0
474.163603,1.0
474.284131,1.0
474.404659,1.0
474.525187,1.0
474.645715,1.0
474.766243,1.0
474.886771,1.0
475.007299,1.0
475.127828,1.0
475.248356,1.0
475.368884,1.0
475.489412,1.0
475.60994,1.0
475.730468,1.0
475.850996,1.0
475.971525,1.0
476.092053,1.0
476.212581,1.0
476.333109,1.0
476.453637,1.0
476.574165,1.0
476.694693,1.0
476.815221,1.0
476.93575,1.0
477.056278,1.0
477.176806,1.0
477.297334,1.0
477.417862,1.0
477.53839,1.0
477.658918,1.0
477.779447,1.0
477.899975,1.0
478.020503,1.0
478.141031,1.0
478.261559,1.0
478.382087,1.0
478.502615,1.0
478.623143,1.0
478.743672,1.0
478.8642,1.0
478.984728,1.0
479.105256,1.0
479.225784,1.0
479.346312,1.0
479.46684,1.0
479.587369,1.0
479.707897,1.0
479.828425,1.0
479.948953,1.0
480.069481,1.0
480.190009,1.0
480.310537,1.0
480.431065,1.0
480.551594,1.0
480.672122,1.0
480.79265,1.0
480.913178,1.0
481.033706,1.0
481.154234,1.0
481.274762,1.0
481.395291,1.0
481.515819,1.0
481.636347,1.0
481.756875,1.0
481.877403,1.0
481.997931,1.0
482.118459,1.0
482.238988,1.0
482.359516,1.0
482.480044,1.0
482.600572,1.0
482.7211,1.0
482.841628,1.0
482.962156,1.0
483.082684,1.0
483.203213,1.0
483.323741,1.0
483.444269,1.0
483.564797,1.0
483.685325,1.0
483.805853,1.0
483.926381,1.0
484.04691,1.0
484.167438,1.0
484.287966,1.0
484.408494,1.0
484.529022,1.0
484.64955,1.0
484.770078,1.0
484.890606,1.0
485.011135,1.0
485.131663,1.0
485.252191,1.0
485.372719,1.0
485.493247,1.0
485.613775,1.0
485.734303,1.0
485.854832,1.0
485.97536,1.0
486.095888,1.0
486.216416,1.0
486.336944,1.0
486.457472,1.0
486.578,1.0
486.698528,1.0
486.819057,1.0
486.939585,1.0
487.060113,1.0
487.180641,1.0
487.301169,1.0
487.421697,1.0
487.542225,1.0
487.662754,1.0
487.783282,1.0
487.90381,1.0
488.024338,1.0
488.144866,1.0
488.265394,1.0
488.385922,1.0
488.50645,1.0
488.626979,1.0
488.747507,1.0
488.868035,1.0
488.988563,1.0
489.109091,1.0
489.229619,1.0
489.350147,1.0
489.470676,1.0
489.591204,1.0
489.711732,1.0
489.83226,1.0
489.952788,1.0
490.073316,1.0
490.193844,1.0
490.314372,1.0
490.434901,1.0
490.555429,1.0
490.675957,1.0
490.796485,1.0
490.917013,1.0
491.037541,1.0
491.158069,0.9955874639702738
491.278598,0.9985090126277523
491.399126,0.9989088956876545
491.519654,0.9930092497754862
491.640182,0.9981311484817734
491.76071,1.0
491.881238,0.9976029774576745
492.001766,0.999965574592568
492.122295,0.9972968600800071
492.242823,0.9890780820206154
492.363351,0.9918941311733868
492.483879,0.996211793427058
492.604407,0.9929990218328875
492.724935,0.9867841070498036
492.845463,0.9850617001752592
492.965991,0.9938089440553179
493.08652,0.9978853390525761
493.207048,0.9930160022613431
493.327576,0.9906615764487566
493.448104,0.9899864725873869
493.568632,0.9932167110763427
493.68916,0.9942685875724404
493.809688,0.991323559459534
493.930217,0.996481404815135
494.050745,0.9999890900595139
494.171273,0.9956659193535361
494.291801,0.9877812624766479
494.412329,0.9873417976030322
494.532857,0.9902917324702787
494.653385,0.988058868013155
494.773913,0.9880045262698259
494.894442,0.9909500991066786
495.01497,0.9906513726870687
495.135498,0.9935570454175012
495.256026,0.9946091828873022
495.376554,0.989396616444316
495.497082,0.990603921622779
495.61761,0.9942277239732439
495.738139,0.9932983568455883
495.858667,0.9922951358187863
495.979195,0.9919655501218825
496.099723,0.9916292316298593
496.220251,0.9906683129703806
496.340779,0.9851592261110307
496.461307,0.9812019296276615
496.581835,0.9850075232716281
496.702364,0.9899458839740831
496.822892,0.9854863532742039
496.94342,0.98247635665653
497.063948,0.9856854416248118
497.184476,0.9892818530932115
497.305004,0.9929105495615403
497.425532,0.9897182226028304
497.546061,0.987057484108431
497.666589,0.9876765632119844
497.787117,0.987057484108431
497.907645,0.984140113793605
498.028173,0.983123038834314
498.148701,0.9847337292392924
498.269229,0.9853986488916654
498.389757,0.9857258555563982
498.510286,0.9866953004765248
498.630814,0.9883325982294794
498.751342,0.9873822794466061
498.87187,0.98962717271471
498.992398,0.9874227629499696
499.112926,0.9825136914674398
499.233454,0.9859900654882369
499.353983,0.98962717271471
499.474511,0.9890207171554554
499.595039,0.9857771146336117
499.715567,0.9841066535985625
499.836095,0.9837799844196521
499.956623,0.9821531751014709
500.077151,0.9837494877128364
500.197679,0.9831466340703877
500.318208,0.984383226424886
500.438736,0.9883157967181228
500.559264,0.9848184199816566
500.679792,0.9818369726904085
500.80032,0.9840663060528954
500.920848,0.9866893803224824
501.041376,0.9873585825562632
501.161905,0.9886479266205189
501.282433,0.9906275973394295
501.402961,0.9916121757537562
501.523489,0.9903494681612607
501.644017,0.9845112045627199
501.764545,0.9818369726904085
501.885073,0.9827799887594808
502.005602,0.9815208720801317
502.12613,0.9782891482857833
502.246658,0.9794922047758108
502.367186,0.9846904019084142
502.487714,0.9844541045687711
502.608242,0.9796097508930098
502.72877,0.9798350870483797
502.849298,0.9837396502671466
502.969827,0.9770768215398309
503.090355,0.9724350425630627
503.210883,0.9819852412672806
503.331411,0.9828468200709554
503.451939,0.9744627358661354
503.572467,0.9784730839350703
503.692995,0.984383226424886
503.813524,0.9834563740416041
503.934052,0.9828134038471519
504.05458,0.9783155624493766
504.175108,0.9814070222623875
504.295636,0.9863579083810987
504.416164,0.9793345192248694
504.536692,0.9763140224540244
504.65722,0.9788616148676796
504.777749,0.9795431396947556
504.898277,0.9785875719833109
505.018805,0.9772839837844194
505.139333,0.9772742109934456
505.259861,0.9766382125220526
505.380389,0.9794990612452419
505.500917,0.9789291586493392
505.621446,0.9753713584883337
505.741974,0.97883518596087
505.862502,0.9798782007407042
505.98303,0.9750904919838069
506.103558,0.9733953097639808
506.224086,0.9765747331013422
506.344614,0.9753674570107026
506.465142,0.9724554639133799
506.585671,0.9698973866881232
506.706199,0.9654325883566149
506.826727,0.9631530012513202
506.947255,0.9637474500216796
507.067783,0.967554040329831
507.188311,0.9654325883566149
507.308839,0.9637802179920327
507.429368,0.9669379046661839
507.549896,0.9613074442498591
507.670424,0.9574296817976131
507.790952,0.9598924807609293
507.91148,0.9580531714443237
508.032008,0.9552024227186696
508.152536,0.9576920534737038
508.273064,0.958676108438353
508.393593,0.9552024227186696
508.514121,0.9548748444705583
508.634649,0.9548748444705583
508.755177,0.9551689912189292
508.875705,0.9552024227186696
508.996233,0.9526859194547141
509.116761,0.9523268245567211
509.23729,0.9507948119702444
509.357818,0.9464084857613604
509.478346,0.9442059209739723
509.598874,0.944173818518404
509.719402,0.9466356510566881
509.83993,0.9426879152102567
509.960458,0.9361233752746606
510.080986,0.9372783272779626
510.201515,0.9376317478229331
510.322043,0.9369887530163612
510.442571,0.9358023400176354
510.563099,0.9333052138114232
510.683627,0.9332734819735979
510.804155,0.9305281042227057
510.924683,0.930145735753973
511.045212,0.9299225275634463
511.16574,0.9256324920021133
511.286268,0.925252135216574
511.406796,0.926489098176493
511.527324,0.9235106012339624
511.647852,0.9210149596729033
511.76838,0.9200999256502381
511.888909,0.9146955512025565
512.009437,0.9121918036503021
512.129965,0.9163572311463759
512.250493,0.9143507759739673
512.371021,0.9059637362086482
512.491549,0.9055298834950245
512.612077,0.9088238390593193
512.732605,0.9053125824001601
512.853134,0.9037613019245737
512.973662,0.9034811793422207
513.09419,0.9022442576113723
513.214718,0.9016940564426467
513.335246,0.8990110078823476
513.455774,0.8995325855098096
513.576302,0.8995595718921687
513.696831,0.8983909042472654
513.817359,0.8948582080660206
513.937887,0.8898521087566975
514.058415,0.8900567982801044
514.178943,0.8886249597741597
514.299471,0.8865657394866461
514.419999,0.8845289814554335
514.540527,0.8821704391301026
514.661056,0.8832915073154146
514.781584,0.8810507937976831
514.902112,0.8769546485295789
515.02264,0.8768932638526706
515.143168,0.8752199961980095
515.263696,0.8697495346404615
515.384224,0.8685240519649365
515.504753,0.8665374074620728
515.625281,0.8647887686188265
515.745809,0.8650828467906131
515.866337,0.8616811261644697
515.986865,0.8574091955084864
516.107393,0.8556789770425418
516.227921,0.8523142347680166
516.348449,0.846732885055914
516.468978,0.8460303883377849
516.589506,0.846902248568712
516.710034,0.8444413453761198
516.830562,0.8416424488485862
516.95109,0.8415835359391426
517.071618,0.8413479255360754
517.192146,0.8374698633416746
517.312675,0.8385005850374796
517.433203,0.8399104499752901
517.553731,0.8385592821328065
517.674259,0.8407171511618813
517.794787,0.8388779952116668
517.915315,0.8352368012710228
518.035843,0.8373861205425501
518.156371,0.8360640951471806
518.2769,0.8332929649727565
518.397428,0.8340599472582849
518.517956,0.8332929649727565
518.638484,0.8291949405857242
518.759012,0.8248035848190286
518.87954,0.8231391632094787
519.000068,0.8215027450507912
519.120597,0.8158620456614238
519.241125,0.8096849966328729
519.361653,0.8050909713985351
519.482181,0.801380029985986
519.602709,0.7997628762006237
519.723237,0.7994590240432338
519.843765,0.7950343163812216
519.964294,0.7905550383698561
520.084822,0.7889597289972736
520.20535,0.7861009969188374
520.325878,0.7842715137715565
520.446406,0.785024775932764
520.566934,0.7845146756289663
520.687462,0.7839735472135548
520.80799,0.7832212937476665
520.928519,0.7804145703859902
521.049047,0.7793149612483657
521.169575,0.780836108058927
521.290103,0.7806253107686658
521.410631,0.7796111572073081
521.531159,0.7803287295045828
521.651687,0.7803599432780343
521.772216,0.7763048406884733
521.892744,0.7734146172503656
522.013272,0.7721395353637432
522.1338,0.7695802828163226
522.254328,0.7720391637484423
522.374856,0.7769183638223467
522.495384,0.7770271400074371
522.615912,0.7764911762096066
522.736441,0.7769960595434502
522.856969,0.7749474952409409
522.977497,0.7741574517864537
523.098025,0.7756685316414724
523.218553,0.7747150458615188
523.339081,0.7726415892115537
523.459609,0.7706122116331928
523.580138,0.7705813877612091
523.700666,0.7695802828163226
523.821194,0.7657955889579464
523.941722,0.7644795526606013
524.06225,0.7639598832724087
524.182778,0.7629902700553697
524.303306,0.7627080158756924
524.423834,0.7619761675238665
524.544363,0.7599672034409991
524.664891,0.758456372481543
524.785419,0.7564566884025923
524.905947,0.7551944599870394
525.026475,0.754439642998448
525.147003,0.7538966419593209
525.267531,0.7517059916732723
525.38806,0.7465221430135603
525.508588,0.7469104354752178
525.629116,0.7481887449630005
525.749644,0.7428508460314368
525.870172,0.7395746909284435
525.9907,0.7398039946228676
526.111228,0.738384933687625
526.231756,0.7335203045872687
526.352285,0.7308112942200039
526.472813,0.733894495353143
526.593341,0.7354078762607233
526.713869,0.7337183818087288
526.834397,0.7341514033827992
526.954925,0.7365928365785976
527.075453,0.7371233743916278
527.195982,0.737831352606214
527.31651,0.738584324536274
527.437038,0.7387911571023521
527.557566,0.7426725832207823
527.678094,0.7459326234114824
527.798622,0.7457312487899586
527.91915,0.7449933401786877
528.039678,0.7447102964911264
528.160207,0.7478521357705158
528.280735,0.7499040604756206
528.401263,0.7489597763833282
528.521791,0.7508570436486506
528.642319,0.7548546989320161
528.762847,0.7569031295359336
528.883375,0.7561995368467772
529.003904,0.7551944599870394
529.124432,0.7558895585865556
529.24496,0.7571378058790437
529.365488,0.7586384238562297
529.486016,0.7596556807541031
529.606544,0.7616333553869966
529.727072,0.7631734096960607
529.847601,0.7632039372429954
529.968129,0.7632039372429954
530.088657,0.763936964819689
530.209185,0.7674745190551945
530.329713,0.7690571461106457
530.450241,0.7672903472721192
530.570769,0.7680042592126795
530.691297,0.768288473364964
530.811826,0.7685266797117831
530.932354,0.7707971807593921
531.052882,0.7710824284838479
531.17341,0.7713215010910175
531.293938,0.7731207755292734
531.414466,0.7726415892115537
531.534994,0.7721163715251416
531.655523,0.7723557647043401
531.776051,0.7738865440899407
531.896579,0.7744207100714334
532.017107,0.7754281116636855
532.137635,0.775691802046476
532.258163,0.7744439430412283
532.378691,0.7761728800825255
532.499219,0.7792604111103555
532.619748,0.7811094485285395
532.740276,0.7811328821634981
532.860804,0.7836521839431695
532.981332,0.7868009382337784
533.10186,0.7876117607020469
533.222388,0.7907210723608726
533.342916,0.7931047283913248
533.463445,0.7944064872964212
533.583973,0.796753446496732
533.704501,0.8012438069601737
533.825029,0.8023663338754126
533.945557,0.8021176388616299
534.066085,0.8055097275708312
534.186613,0.8071385017285861
534.307141,0.8087705693354035
534.42767,0.8096040321814996
534.548198,0.8106247761957328
534.668726,0.8138249379928494
534.789254,0.8157559904892233
534.909782,0.8184442474558132
535.03031,0.821190633312658
535.150838,0.8220368954151361
535.271367,0.8238967996989779
535.391895,0.8258187174069147
535.512423,0.8274637329021034
535.632951,0.8288218868058564
535.753479,0.8299332525829496
535.874007,0.8318359775199107
535.994535,0.8346356472155375
536.115063,0.8341183334980876
536.235592,0.8362647746105882
536.35612,0.8412385574148377
536.476648,0.8405154032563195
536.597176,0.8396501180893249
536.717704,0.8453961034331029
536.838232,0.8480378582703691
536.95876,0.8474868127716818
537.079289,0.8516156235652454
537.199817,0.8547724378775164
537.320345,0.8556190816105134
537.440873,0.8584387041247253
537.561401,0.8618620982023631
537.681929,0.8633026103992584
537.802457,0.8630695501589989
537.922985,0.8658790892250187
538.043514,0.8712990674872269
538.164042,0.8739605863961677
538.28457,0.8737159116880344
538.405098,0.8739868056070458
538.525626,0.8762621279388907
538.646154,0.8780427467752463
538.766682,0.8775248543479381
538.887211,0.8763234684347387
539.007739,0.878306199115154
539.128267,0.8838039649880167
539.248795,0.8876568862639164
539.369323,0.8865657394866461
539.489851,0.882805830559742
539.610379,0.8864061720150417
539.730908,0.8958430936826731
539.851436,0.896022280219466
539.971964,0.895386330189486
540.092492,0.8992267964178278
540.21302,0.9019375467075927
540.333548,0.9025600983704449
540.454076,0.9028309070192223
540.574604,0.9078283137792172
540.695133,0.9121297767165935
540.815661,0.9133491964893169
540.936189,0.9133802508899194
541.056717,0.9139750550209867
541.177245,0.9175823025726815
541.297773,0.920352067571732
541.418301,0.9212986759705495
541.53883,0.9224667011807233
541.659358,0.923699940313808
541.779886,0.9258546704605424
541.900414,0.9282993711477461
542.020942,0.9298592949815041
542.14147,0.9319957727339676
542.261998,0.9329534240623506
542.382526,0.9341689205369752
542.503055,0.936347135499633
542.623583,0.9373101952828431
542.744111,0.938531367968008
542.864639,0.9406877709834691
542.985167,0.9422675701439905
543.105695,0.9416873120586207
543.226223,0.9410424771310375
543.346752,0.9428811860424583
543.46728,0.9438509662833497
543.587808,0.9426228719881242
543.708336,0.9438179320776318
543.828864,0.9466356510566881
543.949392,0.9460517570098231
544.06992,0.948485288506395
544.190448,0.9510553654429199
544.310977,0.9507624854961906
544.431505,0.9525877978583593
544.552033,0.9563809136962655
544.672561,0.959859844971395
544.793089,0.9587422593720162
