nu,[0]HFC-1345zfc-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
1002.126918,0.9037432268792863
1002.24592,0.899424648075924
1002.364922,0.8973942435925465
1002.483924,0.8953684226419583
1002.602926,0.8929720478458147
1002.721928,0.8920795221352014
1002.84093,0.8904128922134552
1002.959932,0.8867608054057975
1003.078934,0.8830707120391452
1003.197936,0.8782622849030626
1003.316938,0.8736023360020946
1003.43594,0.8694973438448486
1003.554942,0.8635357335742786
1003.673944,0.8584129513498951
1003.792946,0.855003257595003
1003.911948,0.8504241958862293
1004.03095,0.8469445947397859
1004.149952,0.8429480061898574
1004.268954,0.8379557367520811
1004.387956,0.8338347814712743
1004.506958,0.8299249532919202
1004.62596,0.8256783401573599
1004.744962,0.8205093278678806
1004.863964,0.8149650908267982
1004.982966,0.8116873905129643
1005.101968,0.8075260212066503
1005.22097,0.8027274799774351
1005.339972,0.798955523477418
1005.458974,0.7948991720350316
1005.577976,0.7903653279268111
1005.696978,0.7853388486534936
1005.81598,0.7792915821502165
1005.934982,0.7735383734893608
1006.053984,0.7686265946744776
1006.172986,0.762738524806502
1006.291988,0.7568425797075962
1006.41099,0.7520067342144401
1006.529992,0.7460370612892407
1006.648994,0.7416261527852653
1006.767996,0.7361583749837898
1006.886998,0.7301903685507112
1007.006,0.7239014606022272
1007.125002,0.717953841216341
1007.244004,0.7130740550044274
1007.363006,0.7077389273308794
1007.482008,0.7018188196039457
1007.60101,0.6969511198645099
1007.720012,0.6920479734310321
1007.839014,0.6878806018031824
1007.958016,0.6819560950298674
1008.077018,0.6756973569532715
1008.19602,0.6710578037786467
1008.315022,0.6670301711377258
1008.434024,0.6614770433233974
1008.553026,0.656757782807143
1008.672028,0.652404833150598
1008.79103,0.6476013322302686
1008.910032,0.6434184427959401
1009.029034,0.6395375128676952
1009.148036,0.6355910027132041
1009.267038,0.6324968744333648
1009.38604,0.6279404134858053
1009.505042,0.6246461185021099
1009.624044,0.6226878058498919
1009.743046,0.6194892071110839
1009.862048,0.615278664987417
1009.98105,0.6112311971347115
1010.100052,0.608206996614226
1010.219054,0.6059426102228227
1010.338056,0.6026672854237209
1010.457058,0.5988404960795616
1010.57606,0.5956273852289684
1010.695062,0.5936116270336241
1010.814064,0.5914429795244834
1010.933066,0.5888640128503323
1011.052068,0.5861204291644379
1011.17107,0.5842712119103347
1011.290072,0.5821774388309834
1011.409074,0.5796388742268436
1011.528076,0.5773076301755969
1011.647078,0.5756243506795744
1011.76608,0.5736476048653716
1011.885082,0.5716719306262701
1012.004084,0.5687808889215419
1012.123086,0.5664253393785226
1012.242088,0.5640400609237166
1012.36109,0.5610192838421706
1012.480092,0.55800910473754
1012.599094,0.5557926421869639
1012.718096,0.5529819047313338
1012.837098,0.5503944918241589
1012.9561,0.5471786118331072
1013.075102,0.5439325656565822
1013.194104,0.5413279454308413
1013.313106,0.5376647792046083
1013.432108,0.5331673108713719
1013.55111,0.5288237914823272
1013.670112,0.5238080387723707
1013.789114,0.5193122183026132
1013.908116,0.5134975606823384
1014.027118,0.5064751594652599
1014.14612,0.4999335946900283
1014.265122,0.49310162020700093
1014.384124,0.4857505783948128
1014.503126,0.47805475635856004
1014.622128,0.47048556526105895
1014.74113,0.4627214619438426
1014.860132,0.45556813071427305
1014.979134,0.4478441439789753
1015.098136,0.4403744021123997
1015.217138,0.4326050897693128
1015.33614,0.425542692968863
1015.455142,0.41845329342504706
1015.574144,0.41123929814042426
1015.693146,0.4041860448368088
1015.812148,0.39849513065936903
1015.93115,0.3934937871266085
1016.050152,0.38907233558113863
1016.169154,0.3838781862606175
1016.288156,0.3799179388412947
1016.407158,0.37718480979152363
1016.52616,0.3747672921132296
1016.645162,0.37206005483878146
1016.764164,0.3701118580422313
1016.883166,0.3690142565688531
1017.002168,0.3696975648087422
1017.12117,0.3711867402564512
1017.240172,0.3735662178610532
1017.359174,0.37723007468453784
1017.478176,0.38376687772711937
1017.597178,0.3913785612686602
1017.71618,0.3996284654040271
1017.835182,0.4072939982049211
1017.954184,0.4148575793255704
1018.073186,0.42162878857075736
1018.192188,0.4276971189152684
1018.31119,0.43279980586754524
1018.430192,0.4370533539151814
1018.549194,0.4404228459609949
1018.668196,0.4440491608695718
1018.787198,0.4465472773269689
1018.9062,0.4497965093212682
1019.025202,0.4517212468061389
1019.144204,0.4520194812355668
1019.263206,0.4531282866966501
1019.382208,0.4539764293590063
1019.50121,0.45465335842566834
1019.620212,0.4556638100677035
1019.739214,0.45490348655173185
1019.858216,0.45490348655173185
1019.977218,0.45490348655173185
1020.09622,0.45430795314389744
1020.215222,0.4530875069859619
1020.334224,0.4514502953516201
1020.453226,0.4504762150990558
1020.572228,0.44919867761008425
1020.69123,0.44761580169777704
1020.810232,0.44650262483189823
1020.929234,0.4442890121704642
1021.048236,0.442617195948273
1021.167238,0.440792956576298
1021.28624,0.43895867707813635
1021.405242,0.43754750334695286
1021.524244,0.4362368278331891
1021.643246,0.43378337735815264
1021.762248,0.4325661570632316
1021.88125,0.43065843382320856
1022.000252,0.42839911767192856
1022.119254,0.425610785246975
1022.238256,0.42390326430688957
1022.357258,0.4219029363717114
1022.47626,0.42064753709528274
1022.595262,0.41824830153838255
1022.714264,0.41687869449278964
1022.833266,0.41600416780876154
1022.952268,0.41525188128970786
1023.07127,0.4133461092719263
1023.190272,0.4119184030898673
1023.309274,0.41052025871168357
1023.428276,0.41079950742140836
1023.547278,0.40969594170778884
1023.66628,0.4089550627510198
1023.785282,0.406984572362999
1023.904284,0.405372046592277
1024.023286,0.4038789801420969
1024.142288,0.402069628555296
1024.26129,0.39953656142634675
1024.380292,0.3976551923801864
1024.499294,0.3956679221350475
1024.618296,0.39526849927618907
1024.737298,0.393824460771282
1024.8563,0.393006157223593
1024.975302,0.39159387868421947
1025.094304,0.39062002287993897
1025.213306,0.39007743823182695
1025.332308,0.38935256853451417
1025.45131,0.3883881705123821
1025.570312,0.38860184276064585
1025.689314,0.3875424065183693
1025.808316,0.3867642286120562
1025.927318,0.38483138564122943
1026.04632,0.3832069869053929
1026.165322,0.38166577038534677
1026.284324,0.3798837477654205
1026.403326,0.37728666343979106
1026.522328,0.37599854698549073
1026.64133,0.3740858359547924
1026.760332,0.37304732153471976
1026.879334,0.37216424624025185
1026.998336,0.3710457160914421
1027.117338,0.3688224190375182
1027.23634,0.36659411376241285
1027.355342,0.36447402211169816
1027.474344,0.36312795998045994
1027.593346,0.36001844958425705
1027.712348,0.3574356260696908
1027.83135,0.35547512644237295
1027.950352,0.3542685633320786
1028.069354,0.3520436871019846
1028.188356,0.3501127617352208
1028.307358,0.34805317818695564
1028.42636,0.34583275079327247
1028.545362,0.34328303402464316
1028.664364,0.3410930380691242
1028.783366,0.3387137241169968
1028.902368,0.33675487068339166
1029.02137,0.3336042062212981
1029.140372,0.3309129265481374
1029.259374,0.32748926600539713
1029.378376,0.32374471190045423
1029.497378,0.3203952144733926
1029.61638,0.3173976102694278
1029.735382,0.3131102230853395
1029.854384,0.3102738451482212
1029.973386,0.3076169311854127
1030.092388,0.3051047862204187
1030.21139,0.3020991512782834
1030.330392,0.2992727242750762
1030.449394,0.29576205978444076
1030.568396,0.2925557594147877
1030.687398,0.28843082398508063
1030.8064,0.2842787523044823
1030.925402,0.27971053895169634
1031.044404,0.2756288678124085
1031.163406,0.27090149805163766
1031.282408,0.2673758319598812
1031.40141,0.26381689394970337
1031.520412,0.25994115513139754
1031.639414,0.2559175389164303
1031.758416,0.25271320760652677
1031.877418,0.24852794128193306
1031.99642,0.2447299307285046
1032.115422,0.2403161333799644
1032.234424,0.23621804051561368
1032.353426,0.23228272662973992
1032.472428,0.22800220021693082
1032.59143,0.22402446821274175
1032.710432,0.2206891783995987
1032.829434,0.21668729534674752
1032.948436,0.2131412899675367
1033.067438,0.20925535050983152
1033.18644,0.2057075045507784
1033.305442,0.20228048603297127
1033.424444,0.19837422636590105
1033.543446,0.1944267098589583
1033.662448,0.1911876256238059
1033.78145,0.18736438036551262
1033.900452,0.18418768759215845
1034.019454,0.18101054314370638
1034.138456,0.1779771691711307
1034.257458,0.1752047480684062
1034.37646,0.17261354968926354
1034.495462,0.1697718164060414
1034.614464,0.16717735903010636
1034.733466,0.16490264657003256
1034.852468,0.1625613191134308
1034.97147,0.15958158225982164
1035.090472,0.15747319904338924
1035.209474,0.15492719222501478
1035.328476,0.1529873562336872
1035.447478,0.15063433523406475
1035.56648,0.14822854104693745
1035.685482,0.14624090249023045
1035.804484,0.14416453896665785
1035.923486,0.14191883064374705
1036.042488,0.13954055543603527
1036.16149,0.1369964864271559
1036.280492,0.1347411161166249
1036.399494,0.13243014236805598
1036.518496,0.13053681300598124
1036.637498,0.1284391535524694
1036.7565,0.12659022296739147
1036.875502,0.12470554008219122
1036.994504,0.12283663219219197
1037.113506,0.1210199343815169
1037.232508,0.1191824221988065
1037.35151,0.11771368515259692
1037.470512,0.11596115669849898
1037.589514,0.1142804230218668
1037.708516,0.11299632307031046
1037.827518,0.11145882932401753
1037.94652,0.1101403298860729
1038.065522,0.10833792517370111
1038.184524,0.10629893632864093
1038.303526,0.10475824626341289
1038.422528,0.10319859916596594
1038.54153,0.10139819386154618
1038.660532,0.09967902552740089
1038.779534,0.09789106502048779
1038.898536,0.09640473117414326
1039.017538,0.09507397558834883
1039.13654,0.09371472046461483
1039.255542,0.09243033993093991
1039.374544,0.09127302404911417
1039.493546,0.09022037414328606
1039.612548,0.08914419961480087
1039.73155,0.08801922697647535
1039.850552,0.08676950881175588
1039.969554,0.08552898112048817
1040.088556,0.08442430034848353
1040.207558,0.08326724703392277
1040.32656,0.08195376763888453
1040.445562,0.08075785872039608
1040.564564,0.07969885975507827
1040.683566,0.07877181687202728
1040.802568,0.07771554323342265
1040.92157,0.07686535685562822
1041.040572,0.07591052005765862
1041.159574,0.07514016822634896
1041.278576,0.07421418311297069
1041.397578,0.07340964123588868
1041.51658,0.0722083203079965
1041.635582,0.07113327847408964
1041.754584,0.07001820495217186
1041.873586,0.06917608974374378
1041.992588,0.06830310856802697
1042.11159,0.06769113858662286
1042.230592,0.0669841000795299
1042.349594,0.06663668681643793
1042.468596,0.06601983842001682
1042.587598,0.06544795711656942
1042.7066,0.06469961681378547
1042.825602,0.06414558585697447
1042.944604,0.06333608810759453
1043.063606,0.06292573861551558
1043.182608,0.06253680597317077
1043.30161,0.0625555698294004
1043.420612,0.06236818433868736
1043.539614,0.0624930455269326
1043.658616,0.06251179625305896
1043.777618,0.06274351832066416
1043.89662,0.06266827125594784
1044.015622,0.0625743393156314
1044.134624,0.0625555698294004
1044.253626,0.06291944635627224
1044.372628,0.06298869582749064
1044.49163,0.06315899510679512
1044.610632,0.06322218569192861
1044.729634,0.06354544244301402
1044.848636,0.06362810523736458
1044.967638,0.06353273462534952
1045.08664,0.06307694175938797
1045.205642,0.06285655835915517
1045.324644,0.062287158377333125
1045.443646,0.06163040145961969
1045.562648,0.06073713431580474
1045.68165,0.06006067366238083
1045.800652,0.059480901568400774
1045.919654,0.0592493778170554
1046.038656,0.05879490955611841
1046.157658,0.05881255067502075
1046.27666,0.058806669714006214
1046.395662,0.059083711600106614
1046.514664,0.059439279506724035
1046.633666,0.059952661689727155
1046.752668,0.060403997044347436
1046.87167,0.06124335042136505
1046.990672,0.061902172684278826
1047.109674,0.0630580215150387
1047.228676,0.06399822054457621
1047.347678,0.06533025675586335
1047.46668,0.0667901275853582
1047.585682,0.06850832556531426
1047.704684,0.07015136600452143
1047.823686,0.07188411288042243
1047.942688,0.07357132022828873
1048.06169,0.07544887533319897
1048.180692,0.0769576506490558
1048.299694,0.0785594198315087
1048.418696,0.07996230043031183
1048.537698,0.08191280099757886
1048.6567,0.08340892174326339
1048.775702,0.08502584584046409
1048.894704,0.08632811083837771
1049.013706,0.08781701538689907
1049.132708,0.08921554350824508
1049.25171,0.09043716308390001
1049.370712,0.09161135977320085
1049.489714,0.09333127670755256
1049.608716,0.09467550227060065
1049.727718,0.09651083472468885
1049.84672,0.09779322288468872
1049.965722,0.09960927462519563
1050.084724,0.10094292710762791
1050.203726,0.10233536160655225
1050.322728,0.10346726463756235
1050.44173,0.10506248611213602
1050.560732,0.1062776786672122
1050.679734,0.10790543902195784
1050.798736,0.10915351424846406
1050.917738,0.11092510889702985
1051.03674,0.11237654923381986
1051.155742,0.11406349636370929
1051.274744,0.11562535648971602
1051.393746,0.11777255671183655
1051.512748,0.11969601003675996
1051.63175,0.12232180024088525
1051.750752,0.12494270584447419
1051.869754,0.12838778816481075
1051.988756,0.13107311260221188
1052.107758,0.13404228085919584
1052.22676,0.13670909567156833
1052.345762,0.14005781182536567
1052.464764,0.14323050835143786
1052.583766,0.1463433069593563
1052.702768,0.14937430634837962
1052.82177,0.1534930484424873
1052.940772,0.1570485948795403
1053.059774,0.16162119246533926
1053.178776,0.16589503664250174
1053.297778,0.1707764308211443
1053.41678,0.1755555082077623
1053.535782,0.1809562481254232
1053.654784,0.18628081234425495
1053.773786,0.19218439061999704
1053.892788,0.19744405511670649
1054.01179,0.20323344200963894
1054.130792,0.20869112311320853
1054.249794,0.21498220966978945
1054.368796,0.22086580038169135
1054.487798,0.22691041204373769
1054.6068,0.23258489053834447
1054.725802,0.23835359847607956
1054.844804,0.24394804663193553
1054.963806,0.2498736222334214
1055.082808,0.25568731674692186
1055.20181,0.26150549037491355
1055.320812,0.26710858977128576
1055.439814,0.27354202845125036
1055.558816,0.2792354349882682
1055.677818,0.2854181445790601
1055.79682,0.291329601958355
1055.915822,0.2975122138146559
1056.034824,0.3038564175015447
1056.153826,0.3101807769556036
1056.272828,0.31628866042776044
1056.39183,0.32342112900696574
1056.510832,0.32949305587371386
1056.629834,0.33574611995399856
1056.748836,0.34153674736716866
1056.867838,0.34777484699172845
1056.98684,0.35341933825779875
1057.105842,0.35965861108390956
1057.224844,0.3652402217862126
1057.343846,0.3710568476298971
1057.462848,0.3762016410313201
1057.58185,0.3829464947316739
1057.700852,0.3889400734728735
1057.819854,0.39611131846343295
1057.938856,0.40277789419248705
1058.057858,0.40927007941518934
1058.17686,0.41587106777220434
1058.295862,0.42232082710049884
1058.414864,0.4287848504315382
1058.533866,0.4344606075290224
1058.652868,0.4386339678143437
1058.77187,0.44458233970593564
1058.890872,0.4503230792204967
1059.009874,0.4568318038155939
1059.128876,0.46175538399150057
1059.247878,0.46626086749289153
1059.36688,0.47301413841316753
1059.485882,0.47911721681242736
1059.604884,0.4847945917114322
1059.723886,0.49152621701179466
1059.842888,0.4974202682755621
1059.96189,0.5045441149992466
1060.080892,0.511432329748221
1060.199894,0.5178757139349769
1060.318896,0.524117176701968
1060.437898,0.5288290797466833
1060.5569,0.5332259625013482
1060.675902,0.5383157473437465
1060.794904,0.5438455434080427
1060.913906,0.5487512701342447
1061.032908,0.5533746612957744
1061.15191,0.5584556906318698
1061.270912,0.5633523516373532
1061.389914,0.5684567761957587
1061.508916,0.5734411288955246
1061.627918,0.5784344783743631
1061.74692,0.5821017606831215
1061.865922,0.5866833749471771
1061.984924,0.5924196659854435
1062.103926,0.5974109762505904
1062.222928,0.6020408372563911
1062.34193,0.6059183730031614
1062.460932,0.6107546226891426
1062.579934,0.617133443810785
1062.698936,0.6212510571020686
1062.817938,0.6261345467912213
1062.93694,0.6314541151035727
1063.055942,0.6371246243014712
1063.174944,0.6413179007459893
1063.293946,0.6439011876347229
1063.412948,0.6476920027635701
1063.53195,0.6510948164438055
1063.650952,0.6540836699530406
1063.769954,0.6579804890474616
1063.888956,0.6610207815919038
1064.007958,0.6658372551097528
1064.12696,0.6704809421534497
1064.245962,0.6750219973324086
1064.364964,0.6797909191019913
1064.483966,0.6839161203135077
1064.602968,0.687035028796969
1064.72197,0.6907964995246699
1064.840972,0.6950579886441165
1064.959974,0.6980950574735325
1065.078976,0.7015591946742661
1065.197978,0.705731800246776
1065.31698,0.7089076605006841
1065.435982,0.7120764498139968
1065.554984,0.7145802297160042
1065.673986,0.7173438397386622
1065.792988,0.719729379090722
1065.91199,0.7207016699011248
1066.030992,0.721913466330545
1066.149994,0.7237566947871708
1066.268996,0.7263523872717708
1066.387998,0.7278138238218907
1066.507,0.7290229981064246
1066.626002,0.7300005437331837
1066.745004,0.7309867099796659
1066.864006,0.7327065487672093
1066.983008,0.7339532092612963
1067.10201,0.7365854706870614
1067.221012,0.739419396549829
1067.340014,0.7410997850994281
1067.459016,0.7440998843511845
1067.578018,0.7449560914429049
1067.69702,0.7466191972005375
1067.816022,0.7483758155320881
1067.935024,0.7484731107121569
1068.054026,0.7477698765599206
1068.173028,0.7491395483014275
1068.29203,0.7501365667709818
1068.411032,0.7507294088004999
1068.530034,0.749971554878266
1068.649036,0.7497241050966157
1068.768038,0.7492594202186534
1068.88704,0.7509471519002754
1069.006042,0.7515331191762867
1069.125044,0.7524279759222698
1069.244046,0.7544547319421969
1069.363048,0.7546509156752821
1069.48205,0.754401921959332
1069.601052,0.756744196567277
1069.720054,0.7560861154230696
1069.839056,0.7572438125921634
1069.958058,0.7580014351529007
1070.07706,0.758312279460042
1070.196062,0.75984561841551
1070.315064,0.7609938519974979
1070.434066,0.7612450214093307
1070.553068,0.7620676101504172
1070.67207,0.762738524806502
1070.791072,0.7633718605800787
1070.910074,0.764884834213636
1071.029076,0.7658874899425702
1071.148078,0.7664008065026771
1071.26708,0.7666307612361132
1071.386082,0.7661326131569743
1071.505084,0.7674207977191293
1071.624086,0.7669221362831357
1071.743088,0.7661402745214128
1071.86209,0.7658874899425702
1071.981092,0.7658338796946548
1072.100094,0.7668377794878533
1072.219096,0.7676050008140691
1072.338098,0.7681655570427935
1072.4571,0.7686265946744776
1072.576102,0.7705813877612091
1072.695104,0.7724639020808384
1072.814106,0.7729275194934021
1072.933108,0.7727497666062842
1073.05211,0.7713600681302399
1073.171112,0.7709976140815923
1073.290114,0.771614658957899
1073.409116,0.7715066404671158
1073.528118,0.7725875061932366
1073.64712,0.7736002590346288
1073.766122,0.7745136461326941
1073.885124,0.7758236808622057
1074.004126,0.7766231909304956
1074.123128,0.7752575362431038
1074.24213,0.7728734164606659
1074.361132,0.772602958097879
1074.480134,0.7731903595303041
1074.599136,0.7727574941425879
1074.718138,0.77171497538399
1074.83714,0.7711672522162009
1074.956142,0.7726724954932437
1075.075144,0.7736621495309384
1075.194146,0.7738246356427845
1075.313148,0.775086998344987
1075.43215,0.7752575362431038
1075.551152,0.775040494520215
1075.670154,0.7750094935204582
1075.789156,0.7744904110718378
1075.908158,0.7742348714025485
1076.02716,0.7734532889480126
1076.146162,0.7742503562548246
1076.265164,0.7760719841664914
1076.384166,0.7755909686665217
1076.503168,0.7740568178590684
1076.62217,0.7729584372125321
1076.741172,0.7721781433057019
1076.860174,0.7714294936604736
1076.979176,0.7692263572953378
1077.098178,0.7688879721483195
1077.21718,0.7699266718752829
1077.336182,0.771614658957899
1077.455184,0.7720932083814448
1077.574186,0.7708280132632684
1077.693188,0.7721472567977039
1077.81219,0.773004816110118
1077.931192,0.7743122987609922
1078.050194,0.774777025544342
1078.169196,0.774777025544342
1078.288198,0.7751800143656379
1078.4072,0.7751645109203855
1078.526202,0.7746453246448931
1078.645204,0.7734919625792926
1078.764206,0.7720237231195741
1078.883208,0.7716609572263707
1079.00221,0.7715606478221838
1079.121212,0.7730280066024569
1079.240214,0.7735461089117728
1079.359216,0.7749397458047357
1079.478218,0.7763980028589743
1079.59722,0.7782791613095502
1079.716222,0.778933190458836
1079.835224,0.780828299736888
1079.954226,0.78128912436363
1080.073228,0.781210999357509
1080.19223,0.782188123682179
1080.311232,0.7822507012351424
1080.430234,0.7838324446746658
1080.549236,0.7840049067826306
1080.668238,0.782751501923059
1080.78724,0.7845852851271525
1080.906242,0.7838010920039364
1081.025244,0.7845460568436115
1081.144246,0.7859044962332169
1081.263248,0.7848756353941366
1081.38225,0.7863368625959957
1081.501252,0.7874936277981308
1081.620254,0.7877535435790494
1081.739256,0.7887704013825368
1081.858258,0.7893543074981771
1081.97726,0.7898833520943499
1082.096262,0.790610379159447
1082.215264,0.7921298092735738
1082.334266,0.7939141079276743
1082.453268,0.7965941117414392
1082.57227,0.7967932851650152
1082.691272,0.7965861458401514
1082.810274,0.7977101245245434
1082.929276,0.7984762939465677
1083.048278,0.7981809123667696
1083.16728,0.7969606293254218
1083.286282,0.7960128102407305
1083.405284,0.7966737751357168
1083.524286,0.797742033567701
1083.643288,0.7985960743739672
1083.76229,0.798117060447891
1083.881292,0.7975107219197765
1084.000294,0.7978696825047145
1084.119296,0.7978856400579396
1084.238298,0.7960048501524285
1084.3573,0.7957501693514811
1084.476302,0.7969367208651706
1084.595304,0.798699898612065
1084.714306,0.7992352068523706
1084.833308,0.8009794401268034
1084.95231,0.8030566657226923
1085.071312,0.8049541175663028
1085.190314,0.8059045240545802
1085.309316,0.8034422254491708
1085.428318,0.8029763640712695
1085.54732,0.8045919697027785
1085.666322,0.8035145385034999
1085.785324,0.8045517411100165
1085.904326,0.80434258484882
1086.023328,0.8045356502361036
1086.14233,0.8066140321735337
1086.261332,0.8076148539546946
1086.380334,0.8077844708831792
1086.499336,0.8110707424521189
1086.618338,0.8125076089179515
1086.73734,0.8129871298519785
1086.856342,0.8140772628319566
1086.975344,0.8147043437194958
1087.094346,0.8152503785310236
1087.213348,0.8163517097733642
1087.33235,0.81662115029283
1087.451352,0.8173400931935683
1087.570354,0.8191893707006547
1087.689356,0.8220779982874701
1087.808358,0.8235837783929071
1087.92736,0.8258022011977293
1088.046362,0.8267772229448384
1088.165364,0.8296345303852415
1088.284366,0.8321105286909439
1088.403368,0.8335096493113928
1088.52237,0.8345271516337651
1088.641372,0.8353788035970946
1088.760374,0.8368671020601692
1088.879376,0.8385341257316904
1088.998378,0.8376289977329979
1089.11738,0.8396081366329655
1089.236382,0.841676115219863
1089.355384,0.8442218191659661
1089.474386,0.8471055295011046
1089.593388,0.8482838249127068
1089.71239,0.8500245904288013
1089.831392,0.8525784931387259
1089.950394,0.8534314980632431
1090.069396,0.8554308661170225
1090.188398,0.8559956368424979
1090.3074,0.8571434398521337
1090.426402,0.8580267524230633
1090.545404,0.8605702741653044
1090.664406,0.8620775906623488
1090.783408,0.8637516444954129
1090.90241,0.8634321155034583
1091.021412,0.8629142116208581
1091.140414,0.865965681463481
1091.259416,0.8670661565326955
1091.378418,0.8683937831275488
1091.49742,0.8692017649991924
1091.616422,0.8683156312039567
1091.735424,0.8723016377822652
1091.854426,0.8756314462794176
1091.973428,0.87580659008247
1092.09243,0.8775862832377285
1092.211432,0.8781656813650153
1092.330434,0.881209397214446
1092.449436,0.8832296790739163
1092.568438,0.8835123577974034
1092.68744,0.8829117736158655
1092.806442,0.8843609369136939
1092.925444,0.8864770873453783
1093.044446,0.887248657995935
1093.163448,0.8889004762145315
1093.28245,0.8903505654924609
1093.401452,0.8903505654924609
1093.520454,0.8914552849782014
1093.639456,0.8921330485123047
1093.758458,0.8934097113680652
1093.87746,0.892507823089832
1093.996462,0.8929988374090915
1094.115464,0.8935437328761322
1094.234466,0.8945361170909709
1094.353468,0.8958520521584022
1094.47247,0.8947329366860926
1094.591472,0.8969277198925526
1094.710474,0.8983549693297986
1094.829476,0.8987053960966152
1094.948478,0.9020367652946528
1095.06748,0.9023525334187043
1095.186482,0.9041409613942897
1095.305484,0.9045298256075033
1095.424486,0.9059093800151778
1095.543488,0.9072338809317017
1095.66249,0.9075342250504995
1095.781492,0.9081442930096096
1095.900494,0.9077112114800004
1096.019496,0.907583233221861
1096.138498,0.9060507129021388
1096.2575,0.9051161508833697
1096.376502,0.9061576331944344
1096.495504,0.9067595216677344
1096.614506,0.9081760786161098
1096.733508,0.9103892715546225
1096.85251,0.9137639511667108
1096.971512,0.9158634476853853
1097.090514,0.9178548649900611
1097.209516,0.9175107339442936
1097.328518,0.9168943738512692
1097.44752,0.9169182134149023
1097.566522,0.9151035964057093
1097.685524,0.9135245763709727
1097.804526,0.9115571390438646
1097.923528,0.9112099019267601
1098.04253,0.9124353913793913
1098.161532,0.9138553321307995
1098.280534,0.9153360622411076
1098.399536,0.9160521349897336
1098.518538,0.9201459317966647
1098.63754,0.9225930877760692
1098.756542,0.9238412772166734
1098.875544,0.9239983435840632
1098.994546,0.9231966610024066
1099.113548,0.9248617611902255
1099.23255,0.9259092974975812
1099.351552,0.9237655253378111
1099.470554,0.9237636778086079
1099.589556,0.9218940271929671
1099.708558,0.9212664310811793
1099.82756,0.9231126539286352
1099.946562,0.9219659377315628
1100.065564,0.9212424784653566
1100.184566,0.9224897631365261
1100.303568,0.9216783292282501
1100.42257,0.9223652354243124
1100.541572,0.9234071738386664
1100.660574,0.9237137959168294
1100.779576,0.9248858079086224
1100.898578,0.9248127448158278
1101.01758,0.9243190266445801
1101.136582,0.9268393772541788
1101.255584,0.9278789467659282
1101.374586,0.9274837545165315
1101.493588,0.9257343171765154
1101.61259,0.9252225276219711
1101.731592,0.9245233237234642
1101.850594,0.9236343599461764
1101.969596,0.9245695510453238
1102.088598,0.9242635691667224
1102.2076,0.92560564904907
1102.326602,0.9273808095333325
1102.445604,0.9282548138473147
1102.564606,0.9308789794538229
1102.683608,0.930492744826578
1102.80261,0.9283077258796826
1102.921612,0.9256500791865391
1103.040614,0.9225275859921779
1103.159616,0.9234690441919474
1103.278618,0.9234690441919474
1103.39762,0.9242201297998046
1103.516622,0.9255695511326709
1103.635624,0.9288277237920014
1103.754626,0.9324217921401268
1103.873628,0.9335787123046425
1103.99263,0.9332398847330008
1104.111632,0.9322698197740923
1104.230634,0.9310409664887113
1104.349636,0.9307272585457619
1104.468638,0.9288583756126388
1104.58764,0.9278975045304405
1104.706642,0.9263816316742822
1104.825644,0.9259861511586563
1104.944646,0.9259861511586563
1105.063648,0.9250920804423187
1105.18265,0.9235863322081911
1105.301652,0.9237174907794029
1105.420654,0.9238579065093264
1105.539656,0.9235521601460864
1105.658658,0.9232455917220923
1105.77766,0.9227241052965571
1105.896662,0.9214847971006968
1106.015664,0.9216718775025265
1106.134666,0.9208206460172238
1106.253668,0.9180898659143334
1106.37267,0.9176566297493999
1106.491672,0.9167275142599116
1106.610674,0.9176832421775409
1106.729676,0.9183047240803823
1106.848678,0.9178310010738036
1106.96768,0.91944596711291
1107.086682,0.9212728799687679
1107.205684,0.9216322464638674
1107.324686,0.9233794720389804
1107.443688,0.9235752492387026
1107.56269,0.9221171525446265
1107.681692,0.9226152302758847
1107.800694,0.9220535286561503
1107.919696,0.9223329532060146
1108.038698,0.92491262998597
1108.1577,0.9227850070972441
1108.276702,0.9239780158441103
1108.395704,0.9245242482472502
1108.514706,0.921965015766086
1108.633708,0.9237590590017659
1108.75271,0.9207939426056907
1108.871712,0.9162628512122178
1108.990714,0.9162692650746249
1109.109716,0.9144312423827231
1109.228718,0.9143873507364967
1109.34772,0.9138260892280603
1109.466722,0.911419504307553
1109.585724,0.9115288812105529
1109.704726,0.9116528575685988
1109.823728,0.9107307315512033
1109.94273,0.9114814829410957
1110.061732,0.9118461484625141
1110.180734,0.9130021897301108
1110.299736,0.9139193042430465
1110.418738,0.9151475224325529
1110.53774,0.9156473294146906
1110.656742,0.9156473294146906
1110.775744,0.9156473294146906
1110.894746,0.9154614718719982
1111.013748,0.9141807225450953
1111.13275,0.9128196075509913
1111.251752,0.9126991233149291
1111.370754,0.9123870335851412
1111.489756,0.911296470979408
1111.608758,0.9116063644584472
1111.72776,0.9106760893465928
1111.846762,0.9114185928885045
1111.965764,0.9109538879159718
1112.084766,0.9101626128461857
1112.203768,0.9102681978330867
1112.32277,0.9092574514388816
1112.441772,0.9088192949514843
1112.560774,0.9086702608082461
1112.679776,0.9064576210162674
1112.798778,0.9051161508833697
1112.91778,0.9052175295693691
1113.036782,0.9063053489271502
1113.155784,0.9046293293609262
