nu,[0]m-Cresol-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
667.62687,0.9137054721451848
667.867924,0.9122146087304556
668.108978,0.9030476124405173
668.350032,0.8992447811336026
668.591086,0.8935884111797243
668.83214,0.8893983998868276
669.073194,0.8817823695184608
669.314248,0.8786839519918214
669.555302,0.8721010314761848
669.796356,0.8718045675272101
670.03741,0.8638380239787645
670.278464,0.8571520113293896
670.519518,0.8562439115752786
670.760572,0.8447031627727862
671.001626,0.8453200212075453
671.24268,0.8356795941054326
671.483734,0.8321854220086748
671.724788,0.82477059333547
671.965842,0.8220533363174529
672.206896,0.8176180360728661
672.44795,0.8180351276205674
672.689004,0.8112086361989721
672.930058,0.8082854525433933
673.171112,0.8062108259673986
673.412166,0.8009153643346592
673.65322,0.795646728553263
673.894274,0.791448870483247
674.135328,0.7882815153040247
674.376382,0.7849776758592244
674.617436,0.786116719095997
674.85849,0.7808517249372564
675.099544,0.7801024669826778
675.340598,0.7738091593048355
675.581652,0.77370857065253
675.822706,0.7709821942835092
676.06376,0.7687803353669692
676.304814,0.7704812186919306
676.545868,0.7679505007961012
676.786922,0.7713600681302399
677.027976,0.7645789414625793
677.26903,0.7650148756886646
677.510084,0.7634863749475286
677.751138,0.760172422289226
677.992192,0.7589495293822855
678.233246,0.7655658847386148
678.4743,0.7606362689256635
678.715354,0.7600736062975071
678.956408,0.7614201279007294
679.197462,0.7612602464620088
679.438516,0.7605602091018254
679.67957,0.7580924007829478
679.920624,0.756396174288117
680.161678,0.7550358858013143
680.402732,0.7508645522566301
680.643786,0.7479269247234781
680.88484,0.7407811806966912
681.125894,0.7362099078736688
681.366948,0.7366517663626839
681.608002,0.7274136362804506
681.849056,0.7245025482313856
682.09011,0.7223034048762953
682.331164,0.7130027511641784
682.572218,0.6964286024931187
682.813272,0.6690877911730675
683.054326,0.6533711071700582
683.29538,0.6110845192494495
683.536434,0.5702274287072224
683.777488,0.5125023410897536
684.018542,0.45963159077591587
684.259596,0.3934190304091675
684.50065,0.2996919995132463
684.741704,0.2917669242710291
684.982758,0.1712381502250622
685.223812,0.2700630037453464
685.464866,0.33844286149719716
685.70592,0.3075861710303276
685.946974,0.5357808839998323
686.188028,0.6234978263967744
686.429082,0.6582174046657713
686.670136,0.684087120717746
686.91119,0.6981160006394026
687.152244,0.7080291597846724
687.393298,0.7164548846434501
687.634352,0.7232719402125797
687.875406,0.7259239657600541
688.11646,0.7238507892735021
688.357514,0.7251839008122659
688.598568,0.7234600153657453
688.839622,0.7235178944821085
689.080676,0.7234166090670254
689.32173,0.7294897221609793
689.562784,0.7285711439368655
689.803838,0.7345993723555085
690.044892,0.7383406319206701
690.285946,0.7392493496447663
690.527,0.742568616336983
690.768054,0.743936200382524
691.009108,0.7477025802994073
691.250162,0.7455075629698722
691.491216,0.7506318203207444
691.73227,0.7476053852817813
691.973324,0.753195844003858
692.214378,0.7498590675817923
692.455432,0.7528494535915191
692.696486,0.7517435779125042
692.93754,0.7544471874326001
693.178594,0.7556174873212306
693.419648,0.7560785545997195
693.660702,0.7592152082086517
693.901756,0.7623877457704547
694.14281,0.7611232319493217
694.383864,0.7641814637661763
694.624918,0.7694648544312455
694.865972,0.7694417708318683
695.107026,0.7711132723978614
695.34808,0.772433004142718
695.589134,0.7771514742963161
695.830188,0.7782324659607461
696.071242,0.7844126953499962
696.312296,0.7879268684236705
696.55335,0.794795841859274
696.794404,0.7980292723996729
697.035458,0.7995309785933038
697.276512,0.807098145812406
697.517566,0.8101466486392761
697.75862,0.8184278787345518
697.999674,0.821987574681048
698.240728,0.8277533958966862
698.481782,0.8289213514000294
698.722836,0.8347775473367327
698.96389,0.8401372564142747
