nu,[0]C-56-PNNL(x-sec)-X=0.01-T=323.15K-P=1.0atm-L=15cm
604.085288,0.9749910378258729
604.20449,0.9622547985778562
604.323692,0.9663733777877519
604.442894,0.9722425194850489
604.562096,0.9637840731206149
604.681298,0.9411827029066909
604.8005,0.9526087550204401
604.919702,0.9627591522214254
605.038904,0.9560567555144387
605.158106,0.9543412185948271
605.277308,0.9717273674770628
605.39651,0.9554422086186436
605.515712,0.9531070997050916
605.634914,0.9540234758761339
605.754116,0.9629700195648931
605.873318,0.9542515147364267
605.99252,0.9659811098321534
606.111722,0.9509108160134075
606.230924,0.957141538831084
606.350126,0.9688785600219101
606.469328,0.9450012771573957
606.58853,0.9658140095547432
606.707732,0.9566028198083567
606.826934,0.9619950248532712
606.946136,0.9629440197253644
607.065338,0.9514120780844011
607.18454,0.9427605049743979
607.303742,0.9417334558674256
607.422944,0.9563302268510528
607.542146,0.9519212197294222
607.661348,0.9609873821642189
607.78055,0.95012948849225
607.899752,0.9391078031754395
608.018954,0.9481789772301417
608.138156,0.9695502255692369
608.257358,0.9590529421919517
608.37656,0.9400962644238355
608.495762,0.9694755730760259
608.614964,0.9528431256005746
608.734166,0.9552883948054002
608.853368,0.9534207235291846
608.97257,0.9477305946247576
609.091772,0.9558932837864768
609.210974,0.971377608585149
609.330176,0.9509032087573085
609.449378,0.9484388138658961
609.56858,0.9417089711158761
609.687782,0.9428246148684479
609.806984,0.9433895359897387
609.926186,0.9478822436514962
610.045388,0.9369587698559978
610.16459,0.9310837953582262
610.283792,0.9460375663398982
610.402994,0.948241559107818
610.522196,0.951298866783315
610.641398,0.9504430829636943
610.7606,0.9560137339284335
610.879802,0.9598310496079785
610.999004,0.9511504757348995
611.118206,0.9533225262519077
611.237408,0.9489833740188675
611.35661,0.9415027594322053
611.475812,0.9599327970917583
611.595014,0.9497846540791598
611.714216,0.9580215562113202
611.833418,0.9649567473949899
611.95262,0.9501646439336958
612.071822,0.9422572052577259
612.191024,0.938241406576648
612.310226,0.9468941178685412
612.429428,0.9552119747906571
612.54863,0.9678366073623864
612.667832,0.9395605622427398
612.787034,0.931538275134407
612.906236,0.9452006934645564
613.025438,0.9498986350763723
613.14464,0.9511171860508217
613.263842,0.9449483585676092
613.383044,0.9528707584518914
613.502246,0.9428189579377295
613.621448,0.9440123785989438
613.74065,0.9485270227772364
613.859852,0.957253530942538
613.979054,0.9402532736098965
614.098256,0.9786404171390044
614.217458,0.9556916115807638
614.33666,0.9621056606425652
614.455862,0.9462542337500617
614.575064,0.9444250021600732
614.694266,0.9663840079533734
614.813468,0.9459949956072616
614.93267,0.9358191846113566
615.051872,0.9535914011138845
615.171074,0.9672531778098353
615.290276,0.951127648397411
615.409478,0.9638409380584282
615.52868,0.9578002787903616
615.647882,0.9465286872716864
615.767084,0.9614776107267803
615.886286,0.9560041738388947
616.005488,0.9732064893900552
616.12469,0.9534979537355717
616.243892,0.9599020797337317
616.363094,0.956905154065713
616.482296,0.9777023508536453
616.601498,0.9669282353354839
616.7207,0.9597360310375641
616.839902,0.9573396876373159
616.959104,0.9658439502531179
617.078306,0.9537773695684367
617.197508,0.9624193582178613
617.31671,0.9474472655367743
617.435912,0.963373588544888
617.555114,0.9717458304724428
617.674316,0.9759811561293015
617.793518,0.9617497473961385
617.91272,0.9663337572914883
618.031922,0.9610508094245183
618.151124,0.9686334647520836
618.270326,0.9755430389548655
618.389528,0.9707871905044138
618.50873,0.9569520435670457
618.627932,0.9703484938472192
618.747134,0.9545979709142679
618.866336,0.9662632175019397
618.985538,0.95776196754544
619.10474,0.9577150383588047
619.223942,0.9735101771875777
619.343144,0.9673441038820079
619.462346,0.9464756831493284
619.581548,0.9808458179653837
619.70075,0.9688814666619502
619.819952,0.9696006434918212
619.939154,0.9688427121783785
620.058356,0.9684630002636022
620.177558,0.9622769306927419
620.29676,0.9622913649549589
620.415962,0.986233635114023
620.535164,0.9642178735512957
620.654366,0.9779575644711465
620.773568,0.9807653919058241
620.89277,0.9768501660102916
621.011972,0.980735969385407
621.131174,0.9719994892352246
621.250376,0.973181186350272
621.369578,0.979855663801263
621.48878,0.961325709264817
621.607982,0.975101218038212
621.727184,0.9688649958170195
621.846386,0.965611209907445
621.965588,0.9788733612775363
622.08479,0.9824527775069212
622.203992,0.9758552626804629
622.323194,0.9716476890997878
622.442396,0.9767690908111801
622.561598,0.9746527746278064
622.6808,0.9800986981408981
622.800002,0.9764350928990212
622.919204,0.9677659578687868
623.038406,0.970912430129771
623.157608,0.9734556621440906
623.27681,0.9876360693030235
623.396012,0.9768120695967022
623.515214,0.9745660343908623
623.634416,0.9647348328642383
623.753618,0.9701175783857136
623.87282,0.9812068356495747
623.992022,0.9767642069779356
624.111224,0.9601872129916055
624.230426,0.9678879040619272
624.349628,0.9742249959640316
624.46883,0.9901084464342443
624.588032,0.9727881005596626
624.707234,0.9665202777052866
624.826436,0.9709056337665474
624.945638,0.9742162279785239
625.06484,0.968912471364956
625.184042,0.9639951649463395
625.303244,0.984147002798513
625.422446,0.9760016519487855
625.541648,0.9705872289399181
625.66085,0.977028945948537
625.780052,0.9793766315146037
625.899254,0.9689396012939714
626.018456,0.9768794719548589
626.137658,0.9812715974378431
626.25686,0.9844235869645548
626.376062,0.9685617885277449
626.495264,0.9746498506738684
626.614466,0.9862868931682736
626.733668,0.9771950549882166
626.85287,0.963659752994003
626.972072,0.9841588126334054
627.091274,0.9861399473689254
627.210476,0.9690568500791364
627.329678,0.9798027530240215
627.44888,0.968931849808167
627.568082,0.9810488740652838
627.687284,0.9707697164922513
627.806486,0.9772742109934456
627.925688,0.9790182452561554
628.04489,0.9784300320665252
628.164092,0.9784554715780711
628.283294,0.9814511865720787
628.402496,0.9856479862896859
628.521698,0.9743136544725653
628.6409,0.974972513172139
628.760102,0.9808134505874556
628.879304,0.9789497163775263
628.998506,0.9720733640036121
629.117708,0.9829598539545872
629.23691,0.9711542174261425
629.356112,0.9625637319493531
629.475314,0.9770240608160201
629.594516,0.9679546906314175
629.713718,0.9842601862117564
629.83292,0.9731656155758568
629.952122,0.974555314223445
630.071324,0.9831377857904984
630.190526,0.9687836145754308
630.309728,0.9830856808686441
630.42893,0.9885629065547448
630.548132,0.9735685895505624
630.667334,0.9905296291146612
630.786536,0.9742805283714602
630.905738,0.9578558328175826
631.02494,0.9718148268757496
631.144142,0.9737964312569571
631.263344,0.9807546035458492
631.382546,0.9653910756478453
631.501748,0.9782901265754207
631.62095,0.9902340001451893
631.740152,0.9729564074591864
631.859354,0.972521593133294
631.978556,0.9714757226782944
632.097758,0.9838508191285492
632.21696,0.9807585265721095
632.336162,0.9671458186656411
632.455364,0.9709036919572217
632.574566,0.9702310887826134
632.693768,0.976546412844728
632.81297,0.9680708521638458
632.932172,0.9740467291016855
633.051374,0.9710852679244415
633.170576,0.9646759858342864
633.289778,0.9809978608501876
633.40898,0.9669398385439271
633.528182,0.965636316125282
633.647384,0.9786727128056455
633.766586,0.9799771734370161
633.885788,0.9685307950464104
634.00499,0.9680059935895373
634.124192,0.9734819458017964
634.243394,0.9743195003720299
634.362596,0.9616064573591493
634.481798,0.974202589046805
634.601,0.9836491503823805
634.720202,0.9707396230974901
634.839404,0.9761012091946175
634.958606,0.9838173687693581
635.077808,0.9665686049273423
635.19701,0.9748564983460906
635.316212,0.9649992064259671
635.435414,0.9784359026643293
635.554616,0.9673837658033309
635.673818,0.9668189786180118
635.79302,0.9680631076280067
635.912222,0.9623616147886884
636.031424,0.9615208781927737
636.150626,0.9681250656495305
636.269828,0.9634111608474963
636.38903,0.9715233261549813
636.508232,0.9743555508604735
636.627434,0.9552138852165171
636.746636,0.969685002417365
636.865838,0.9682906291910359
636.98504,0.9652124948180865
637.104242,0.9746868880719001
637.223444,0.9738548607957013
637.342646,0.9675230790959228
637.461848,0.9685133616490006
637.58105,0.9817093421801217
637.700252,0.9843113690721822
637.819454,0.9640163730732569
637.938656,0.9691072423455281
638.057858,0.9630056501147782
638.17706,0.9555864912852121
638.296262,0.9657444734493851
638.415464,0.9659347438516739
638.534666,0.9551088174679754
638.653868,0.9606943257060404
638.77307,0.9693795997450497
638.892272,0.9579190533888045
639.011474,0.975704016836603
639.130676,0.9702349697147303
639.249878,0.9599145585418803
639.36908,0.951643299311617
639.488282,0.9533158530175804
639.607484,0.9592351795629702
639.726686,0.9615516473531798
639.845888,0.9419510214235852
639.96509,0.963319641134471
640.084292,0.954165635964703
640.203494,0.9488628607831195
640.322696,0.9537249132556723
640.441898,0.9583090057934651
640.5611,0.945977967850591
640.680302,0.9636077167723319
640.799504,0.9411017646746348
640.918706,0.9500420806001333
641.037908,0.9408373522304495
641.15711,0.9551623050593921
641.276312,0.9513131363733385
641.395514,0.9448699311086326
641.514716,0.9431905017964908
641.633918,0.9600527961911822
641.75312,0.9472606368089967
641.872322,0.9323099082382383
641.991524,0.936042872126072
642.110726,0.9441228345087846
642.229928,0.9316360917885806
642.34913,0.9430075405869534
642.468332,0.9326782433933966
642.587534,0.9380106275776108
642.706736,0.9383990443741571
642.825938,0.9418097393667909
642.94514,0.933250150428194
643.064342,0.9304862314001612
643.183544,0.9348455037290054
643.302746,0.9351409615880669
643.421948,0.9260435640798104
643.54115,0.9291621619678262
643.660352,0.9270961473226907
643.779554,0.9321495647239589
643.898756,0.9226456770808533
644.017958,0.9270293988030591
644.13716,0.9259028161551836
644.256362,0.9292244179182292
644.375564,0.9191334086220461
644.494766,0.9303373655127258
644.613968,0.9294762718601527
644.73317,0.9183056423855656
644.852372,0.9287014118109751
644.971574,0.9251818187263581
645.090776,0.9159440472151089
645.209978,0.9227231825729132
645.32918,0.9212498484346642
645.448382,0.9117139403563065
645.567584,0.9179705219892877
645.686786,0.9196096430617834
645.805988,0.9172483633951625
645.92519,0.9204505505117057
646.044392,0.9083086820033995
646.163594,0.9268968430769906
646.282796,0.9205232689775377
646.401998,0.9025330219736418
646.5212,0.918419519345447
646.640402,0.9039511117273096
646.759604,0.9110395216061563
646.878806,0.9336123217432518
646.998008,0.9084731007542902
647.11721,0.9111379191878636
647.236412,0.8992088120617435
647.355614,0.9106278247928794
647.474816,0.9143699775418785
647.594018,0.9046474221284405
647.71322,0.9176612180440193
647.832422,0.9097949814171448
647.951624,0.9130286671775342
648.070826,0.9160145776221303
648.190028,0.9122775537100348
648.30923,0.9062138167093634
648.428432,0.9104466278854358
648.547634,0.9116428294423203
648.666836,0.9092592699556029
648.786038,0.9182606465114966
648.90524,0.9183203353933875
649.024442,0.9232215876487618
649.143644,0.9189891160041593
649.262846,0.9090292564582385
649.382048,0.9192381958033848
649.50125,0.9196464281832034
649.620452,0.9183800281551818
649.739654,0.9145684173569464
649.858856,0.9149434672880448
649.978058,0.9139165624892465
650.09726,0.9111643425706571
650.216462,0.9104093003389125
650.335664,0.9105158244585916
650.454866,0.9129081553474224
650.574068,0.9149700010333336
650.69327,0.9222471802298716
650.812472,0.9120413044192277
650.931674,0.9129227619947609
651.050876,0.9204072903524533
651.170078,0.9164873631123496
651.28928,0.9084930873823589
651.408482,0.9269292850342292
651.527684,0.9226401412233984
651.646886,0.9165286059716471
651.766088,0.9293089811878301
651.88529,0.9278835861722605
652.004492,0.9157901815402554
652.123694,0.9216635824929567
652.242896,0.9079063903714476
652.362098,0.9275384776723652
652.4813,0.9127712293938236
652.600502,0.9235475423968301
652.719704,0.9246869788348134
652.838906,0.9218036860050928
652.958108,0.9130423627102581
653.07731,0.9192722082458559
653.196512,0.9161400802159959
653.315714,0.9224519418315795
653.434916,0.9216101275553802
653.554118,0.9238070957217779
653.67332,0.9156601485670363
653.792522,0.9149498719147319
653.911724,0.9304620390726465
654.030926,0.9267087021147997
654.150128,0.9177768506421936
654.26933,0.9184461538977071
654.388532,0.9141834650913767
654.507734,0.9158570366636901
654.626936,0.9116173038004566
654.746138,0.9155621781726492
654.86534,0.9095930293487792
654.984542,0.9060017874846402
655.103744,0.9053134877131952
655.222946,0.9147559231011867
655.342148,0.9237719917191207
655.46135,0.9099068930822853
655.580552,0.8968649371495818
655.699754,0.9055344111557612
655.818956,0.8978520313827426
655.938158,0.9018203024475628
656.05736,0.8949029520950152
656.176562,0.9145327498841896
656.295764,0.9074198829418473
656.414966,0.902993431209224
656.534168,0.8983100527042571
656.65337,0.8975827161726292
656.772572,0.9004595813938109
656.891774,0.9121388980599673
657.010976,0.8845909006512819
657.130178,0.8953236553400181
657.24938,0.8874438741736863
657.368582,0.8965062629143513
657.487784,0.8886693921329482
657.606986,0.8839453849357088
657.726188,0.8834063426755022
657.84539,0.882443954358903
657.964592,0.8917049274063041
658.083794,0.8855290641447804
658.202996,0.8934543829704144
658.322198,0.8840514647465625
658.4414,0.8859896590024199
658.560602,0.8873018945124943
658.679804,0.8772440913190273
658.799006,0.881967563260722
658.918208,0.8782886331668317
659.03741,0.8813856567192518
659.156612,0.8746075565795453
659.275814,0.8740042855179564
659.395016,0.8778144853363576
659.514218,0.8693930104237176
659.63342,0.8790882395887559
659.752622,0.8698713080992544
659.871824,0.874590064603334
659.991026,0.8744763752849014
660.110228,0.873375228919934
660.22943,0.8686456538441445
660.348632,0.8662948109530796
660.467834,0.867100839872619
660.587036,0.8733490280560814
660.706238,0.8738469789045832
660.82544,0.8738295021397733
660.944642,0.8731743757162863
661.063844,0.8629142116208581
661.183046,0.8714907743690578
661.302248,0.8702541356907119
661.42145,0.862500112191094
661.540652,0.8722580237907349
661.659854,0.8693321550429511
661.779056,0.8770949724989618
661.898258,0.8796246470025332
662.01746,0.8595382091991335
662.136662,0.8653164506943545
662.255864,0.8621896680340062
662.375066,0.8723539774507065
662.494268,0.8635616400348808
662.61347,0.8724761155570175
662.732672,0.8614657328082199
662.851874,0.8720312661843156
662.971076,0.8715953595369667
663.090278,0.8681333040664233
663.20948,0.8826999002160226
663.328682,0.8725459164382601
663.447884,0.8686022226472413
663.567086,0.8839365455260566
663.686288,0.8857681892725391
663.80549,0.8749662191985556
663.924692,0.8679683744074644
664.043894,0.8748349841085535
664.163096,0.8772879546201666
664.282298,0.8801261759735025
664.4015,0.8743277269365706
664.520702,0.8757190138023487
664.639904,0.8741091723253012
664.759106,0.8687064611681451
664.878308,0.8737333861810126
664.99751,0.8734188987731173
665.116712,0.8822851287418527
665.235914,0.8797741959038201
665.355116,0.8791849446137896
665.474318,0.8852722979490762
665.59352,0.890119104436674
665.712722,0.8767529721540893
665.831924,0.8802229951778182
665.951126,0.8887316011676882
666.070328,0.8835918774879375
666.18953,0.8874083771286649
666.308732,0.8872309132002236
666.427934,0.8950103468928257
666.547136,0.8841840824123508
666.666338,0.8904039881290535
666.78554,0.8947955701838074
666.904742,0.8851129632759962
667.023944,0.8933382414499906
667.143146,0.8941068427888418
667.262348,0.8856264776994837
667.38155,0.8938028981358126
667.500752,0.897367322169062
667.619954,0.8969546281277709
667.739156,0.8886160735689931
667.858358,0.8909740290751015
667.97756,0.903417937873144
668.096762,0.9058314751584534
668.215964,0.8872042966720776
668.335166,0.8902081207978616
668.454368,0.8947418840601962
668.57357,0.9010991347111615
668.692772,0.8965331585056706
668.811974,0.8994876100049312
668.931176,0.8885894154866593
669.050378,0.8933561083934884
669.16958,0.8941873160259342
669.288782,0.8993796779677823
669.407984,0.8839984232499385
669.527186,0.895431100625247
669.646388,0.8885094460379447
669.76559,0.8776038351389117
669.884792,0.8828146586621881
670.003994,0.8841398743134419
670.123196,0.8896029850451929
670.242398,0.8822410155882536
670.3616,0.876367285703583
670.480802,0.8751849880983282
670.600004,0.880046968182069
670.719206,0.8835476989985346
670.838408,0.8727466250796498
670.95761,0.871795849525125
671.076812,0.8655760845726973
671.196014,0.8608973530105319
671.315216,0.8615863464535712
671.434418,0.8684458883176766
671.55362,0.8523568515451656
671.672822,0.8544733198729636
671.792024,0.8505347582180903
671.911226,0.8577350729155656
672.030428,0.8472241325772564
672.14963,0.8506453349239889
672.268832,0.842063375295853
672.388034,0.8458527406098982
672.507236,0.8368085234133016
672.626438,0.8325433386867095
672.74564,0.8280514407640663
672.864842,0.8186570706259649
672.984044,0.8188371949944566
673.103246,0.8072111474627507
673.222448,0.8075825500066196
673.34165,0.8107058427266114
673.460852,0.802085554797761
673.580054,0.7944462086138107
673.699256,0.7954001162942866
673.818458,0.7825714897798067
673.93766,0.7750327441540216
674.056862,0.7873518917017586
674.176064,0.7704966284704018
674.295266,0.7706122116331928
674.414468,0.7629139748431882
674.53367,0.7526838449293498
674.652872,0.7463653898231885
674.772074,0.734966763881914
674.891276,0.7253869807343556
675.010478,0.7099150244377196
675.12968,0.7071163910309746
675.248882,0.7021136454172662
675.368084,0.6892094933324895
675.487286,0.6817174521615451
675.606488,0.6727375470923691
675.72569,0.6548755902088176
675.844892,0.6442489881737397
675.964094,0.6406256512951737
676.083296,0.6234541830764606
676.202498,0.6139388184610819
676.3217,0.6151187133291369
676.440902,0.5965274619675797
676.560104,0.5841952615896642
676.679306,0.5657064357979122
676.798508,0.5634368608281296
676.91771,0.5473263700047577
677.036912,0.5305824041517356
677.156114,0.5196654707032632
677.275316,0.5083119220770459
677.394518,0.5017616865487267
677.51372,0.48364215252977477
677.632922,0.4715689274500947
677.752124,0.45703742438847
677.871326,0.44572192854693193
677.990528,0.4372544447053182
678.10973,0.4203279664193291
678.228932,0.4059927405333463
678.348134,0.39798538320009647
678.467336,0.39013985561520154
678.586538,0.3725179702664896
678.70574,0.3577216889804542
678.824942,0.3528190357844357
678.944144,0.3428713414487622
679.063346,0.32791527889958855
679.182548,0.3207157699388858
679.30175,0.3070330139132308
679.420952,0.29706628002788654
679.540154,0.28490485401891036
679.659356,0.2783711454806931
679.778558,0.26753630559633385
679.89776,0.255201972068555
680.016962,0.24785782091007197
680.136164,0.2402680749592907
680.255366,0.23126292783519195
680.374568,0.22192850467343217
680.49377,0.21318392248864018
680.612972,0.20472247449233189
680.732174,0.19667552291366158
680.851376,0.1934376578650314
680.970578,0.18507391373378718
681.08978,0.17835131394090015
681.208982,0.1714266158273874
681.328184,0.16675993762669233
681.447386,0.16252881010061776
681.566588,0.15741022235994825
681.68579,0.15312510683276892
681.804992,0.14774019307880565
681.924194,0.14600710413480741
682.043396,0.14270153467530902
682.162598,0.13844252796724424
682.2818,0.1372295785262299
682.401002,0.1336541213480304
682.520204,0.1318223626781675
682.639406,0.13071969252998608
682.758608,0.12645105028113807
682.87781,0.1265142916152946
682.997012,0.12369950514949285
683.116214,0.1224319394162966
683.235416,0.11901568355201492
683.354618,0.1179021778027494
683.47382,0.11487622897450857
683.593022,0.11503716832633237
683.712224,0.11202872134297796
683.831426,0.1113362920196344
683.950628,0.10818635820009541
684.06983,0.10977746585240349
684.189032,0.10647979820944073
684.308234,0.10443399854363032
684.427436,0.10344657325384218
684.546638,0.10292033876879719
684.66584,0.10194722515875558
684.785042,0.10133737319325437
684.904244,0.10068081638873835
685.023446,0.10108434617582791
685.142648,0.10033908288916911
685.26185,0.10036918912974613
685.381052,0.10116524600838693
685.500254,0.1012664618538834
685.619456,0.10115512998959544
685.738658,0.10265309345745123
685.85786,0.10468494115081119
685.977062,0.1056419217731606
686.096264,0.10547302984789406
686.215466,0.10799179791212571
686.334668,0.1096896789991448
686.45387,0.11187199087002818
686.573072,0.1148417712747296
686.692274,0.1179021778027494
686.811476,0.11886106368808447
686.930678,0.1219553847382282
687.04988,0.12530556558374092
687.169082,0.12888947819832694
687.288284,0.13014578939564647
687.407486,0.13393508991660233
687.526688,0.13885847916598074
687.64589,0.14233099259859164
687.765092,0.1457445277370184
687.884294,0.14681235561922723
688.003496,0.15323233193195826
688.122698,0.1568445643547723
688.2419,0.1627239617403041
688.361102,0.16526583174969958
688.480304,0.1692294148988029
688.599506,0.171529502659847
688.718708,0.17876199406406437
688.83791,0.18457488815439616
688.957112,0.18936100621937416
689.076314,0.19671486195201707
689.195516,0.20307092027339352
689.314718,0.21019912147919384
689.43392,0.21866814894877046
689.553122,0.2264570447380783
689.672324,0.2384728050744837
689.791526,0.24870197174438607
689.910728,0.2605136551918447
690.02993,0.2711725350455999
690.149132,0.2884019823447882
690.268334,0.30164634224304415
690.387536,0.3141451935836077
690.506738,0.3303508524713371
690.62594,0.34770529897736335
690.745142,0.3680229421343681
690.864344,0.3855169955194385
690.983546,0.4051045893121373
691.102748,0.4206138866383513
691.22195,0.4375125009467998
691.341152,0.46818582495642136
691.460354,0.4788633519676432
691.579556,0.5053368714107397
691.698758,0.5262862567088138
691.81796,0.5432748052774193
691.937162,0.5700677873780134
692.056364,0.5855053256996469
692.175566,0.6004955788122659
692.294768,0.6266544541967842
692.41397,0.6532404460151752
692.533172,0.6650520305223421
692.652374,0.6851962399973609
692.771576,0.6983045174081938
692.890778,0.7183488244394395
693.00998,0.7356358880423643
693.129182,0.7477848321070066
693.248384,0.7703425445536131
693.367586,0.7782402483243175
693.486788,0.7847422178769299
693.60599,0.7936759694178585
693.725192,0.8105275070588542
693.844394,0.8221602101978259
693.963596,0.8254389281551324
