nu,[0]Furfurylalcohol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
651.927039,0.9952155819656184
652.062041,0.9982440434987596
652.197044,0.9937554785723621
652.332047,0.9960998255141914
652.467049,0.997235029591447
652.602052,0.9954691952048579
652.737055,0.997562475598983
652.872057,0.9963039472799999
653.00706,0.9961870876809336
653.142063,0.9970651152195202
653.277066,0.9974922496726825
653.412068,0.9988025175549999
653.547071,0.9963752851964922
653.682074,0.9978125958628807
653.817076,0.999355947490912
653.952079,0.9959207428655765
654.087082,0.9985401665949456
654.222084,0.9981693776368439
654.357087,0.9971529605257
654.49209,0.9986670891158751
654.627093,0.9978646830398483
654.762095,0.9986961507510131
654.897098,0.9983037402774767
655.032101,0.9987203194903019
655.167103,0.9989679329479235
655.302106,0.997157248292649
655.437109,0.999176069617198
655.572111,0.9992172864801616
655.707114,0.997688176389892
655.842117,0.999558167636679
655.97712,0.9985621347202591
656.112122,0.9987752506184661
656.247125,0.9984689732191414
656.382128,0.9984012793176064
656.51713,0.9999996242100706
656.652133,0.998969631194853
656.787136,0.9995178962493775
656.922138,0.9997781446135467
657.057141,0.9977343704218424
657.192144,0.9999801171976656
657.327147,0.9987082350475471
657.462149,0.9984732666449571
657.597152,0.9996727135698924
657.732155,0.9991768289912994
657.867157,0.9996019492432318
658.00216,0.9985583401913568
658.137163,0.9995695026905697
658.272165,1.0
658.407168,0.9988813261825945
658.542171,1.0
658.677174,1.0
658.812176,0.9986661903158994
658.947179,0.9999831431420785
659.082182,0.9998626494334528
659.217184,0.9997145407512468
659.352187,0.9998831968220224
659.48719,1.0
659.622192,1.0
659.757195,0.9988407724239984
659.892198,1.0
660.027201,1.0
660.162203,0.9994455937399761
660.297206,1.0
660.432209,1.0
660.567211,0.9999405697660463
660.702214,1.0
660.837217,1.0
660.972219,1.0
661.107222,0.9990885955815347
661.242225,0.9999971236041368
661.377228,1.0
661.51223,0.9995172865436468
661.647233,1.0
661.782236,1.0
661.917238,0.9994009495024403
662.052241,1.0
662.187244,1.0
662.322246,0.9999881970696551
662.457249,0.9993902259877838
662.592252,1.0
662.727255,1.0
662.862257,0.9991154014881538
662.99726,1.0
663.132263,1.0
663.267265,0.9990799734841593
663.402268,1.0
663.537271,1.0
663.672273,0.9995361076313524
663.807276,0.9997576993595428
663.942279,1.0
664.077282,1.0
664.212284,0.9994721193780277
664.347287,1.0
664.48229,1.0
664.617292,0.9993724969624317
664.752295,1.0
664.887298,1.0
665.0223,0.9995696526260064
665.157303,1.0
665.292306,0.9998734980020526
665.427309,1.0
665.562311,0.9999506292187771
665.697314,1.0
665.832317,1.0
665.967319,0.999324028571697
666.102322,1.0
666.237325,1.0
666.372327,0.9994576171427895
666.50733,1.0
666.642333,0.9996757325860461
666.777336,0.9999568849294813
666.912338,0.9992332940693115
667.047341,0.9997351250855558
667.182344,1.0
667.317346,0.9988683408097592
667.452349,1.0
667.587352,0.9999180903547782
667.722354,0.999307300027477
667.857357,1.0
667.99236,0.9997786045115991
668.127363,0.9997192094290535
668.262365,0.9997284168853725
668.397368,0.9990574944376461
668.532371,1.0
668.667373,0.9991185087418842
668.802376,1.0
668.937379,0.9999557739779994
669.072381,0.9984891424961094
669.207384,1.0
669.342387,0.9999985100011101
669.47739,0.9989043007173029
669.612392,0.9999017568261767
669.747395,0.9997533404254761
669.882398,0.9996452429411717
670.0174,0.9994445143393178
670.152403,0.9999254697775151
670.287406,1.0
670.422408,0.998694452969
670.557411,1.0
670.692414,1.0
670.827417,0.9993810416338091
670.962419,0.9999434675980164
671.097422,0.9993623034149499
671.232425,0.9999395698259765
671.367427,0.9989878126075912
671.50243,0.9996919774486899
671.637433,1.0
671.772435,0.9986793727966158
671.907438,1.0
672.042441,0.9998138273322823
672.177444,0.9991415686631765
672.312446,0.9999957179091682
672.447449,0.9995448536105578
672.582452,0.9993959425162258
672.717454,0.9994339202836143
672.852457,0.9992819479228682
672.98746,0.9998711682995164
673.122462,0.9986181556273888
673.257465,0.9999142526765119
673.392468,0.9999760072878298
673.527471,0.9983024424834579
673.662473,1.0
673.797476,0.9995378668164498
673.932479,0.9992451150691014
674.067481,1.0
674.202484,0.9995932527441032
674.337487,0.9994964268355484
674.472489,0.9985663286900324
674.607492,0.9995179262349149
674.742495,1.0
674.877498,0.9982656058029712
675.0125,0.9998739679427071
675.147503,0.9994839032237808
675.282506,0.9980071882912191
675.417508,0.9998462218250759
675.552511,0.9993037924650098
675.687514,0.9997582092360995
675.822516,0.998720219618275
675.957519,0.999610835744061
676.092522,0.9999320403093644
676.227525,0.9976508635498494
676.362527,0.9997805840751958
676.49753,0.999656289082136
676.632533,0.9979263529828417
676.767535,0.9992913612031541
676.902538,0.9987447884378728
677.037541,0.9991537982308217
677.172543,0.9989438581108424
677.307546,0.9983215102422058
677.442549,0.9995081509973973
677.577552,0.9974250209606875
677.712554,0.998983716765956
677.847557,0.9994013892389547
677.98256,0.9965336218088205
678.117562,0.999847481632109
678.252565,0.9984745646610474
678.387568,0.9979171721026264
678.52257,0.9992826274348238
678.657573,0.9981929347121286
678.792576,0.9986864634453344
678.927579,0.9970843587619436
679.062581,0.9974632230705561
679.197584,0.998833980329839
679.332587,0.997329970885398
679.467589,0.9988952107295258
679.602592,0.9979625783669418
679.737595,0.9977818637082058
679.872597,0.998028745479303
680.0076,0.9980693660758676
680.142603,0.9982499331559906
680.277606,0.9973865210979306
680.412608,0.9977432502972546
680.547611,0.9987363990168855
680.682614,0.9957075390588109
680.817616,0.9976858817097252
680.952619,0.9973740538443374
681.087622,0.9964041804987427
681.222624,0.9977186063433263
681.357627,0.9962081074502414
681.49263,0.9968687127381016
681.627633,0.9970003080932854
681.762635,0.9970448750031202
681.897638,0.998239551410671
682.032641,0.9961808117220504
682.167643,0.997059132846776
682.302646,0.9972588637934718
682.437649,0.994932980871595
682.572651,0.9966730466150494
682.707654,0.9962804347842927
682.842657,0.9961079935662496
682.97766,0.9969580361763932
683.112662,0.9957553341677592
683.247665,0.996273958982513
683.382668,0.9952567847436035
683.51767,0.9961059017416595
683.652673,0.9971380033434712
683.787676,0.9938042731642575
683.922678,0.9954529691892184
684.057681,0.9952978896976248
684.192684,0.9944108775879298
684.327687,0.9954651137895244
684.462689,0.9943391831482713
684.597692,0.994956660558327
684.732695,0.9934629600203141
684.867697,0.9947569927938833
685.0027,0.9943907906910809
685.137703,0.9928861242624536
685.272705,0.9951370625538329
685.407708,0.9944200262100872
685.542711,0.9930305997038673
685.677714,0.9944794943057329
685.812716,0.9934846177489108
685.947719,0.9934304743126656
686.082722,0.9931142164005758
686.217724,0.9928737132634692
686.352727,0.9944661683697932
686.48773,0.9918944287416707
686.622732,0.9933707709352638
686.757735,0.9935818846541258
686.892738,0.9911477142580164
687.027741,0.9929811480113594
687.162743,0.9920548310389745
687.297746,0.9920639579854039
687.432749,0.992019018505994
687.567751,0.9919298400048641
687.702754,0.9921219954245246
687.837757,0.9909162091928101
687.972759,0.9918687390086498
688.107762,0.9923803776320366
688.242765,0.990268956022362
688.377768,0.9914957673176316
688.51277,0.9912335513667643
688.647773,0.9898221484722163
