nu,[0]4-Penten-1-ol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
520,0.9440189867087224
520.137603,0.9244807966287036
520.275206,0.9435338856312112
520.412808,0.9331596295539359
520.550411,0.9424428482123923
520.688014,0.9036618936489175
520.825617,0.9315885795594716
520.963219,0.9211300937385916
521.100822,0.9601315237482556
521.238425,0.9210600905116237
521.376028,0.9591162417749997
521.51363,0.9470247982735476
521.651233,0.938976337285822
521.788836,0.9732113554346672
521.926439,0.9347267858887742
522.064041,0.969297205980856
522.201644,0.9783331722879888
522.339247,0.9495178020858245
522.47685,0.9510772399678812
522.614452,0.9529031566084443
522.752055,0.9458587821354995
522.889658,0.9520059444881739
523.027261,0.9488362929949683
523.164863,0.9583770481483515
523.302466,0.9836983340694816
523.440069,0.9823014914285121
523.577672,0.9666556000165061
523.715274,0.940903213150211
523.852877,0.9620806462205774
523.99048,0.9517774904770747
524.128083,0.923008348092132
524.265685,0.9564220389597413
524.403288,0.9502634661953334
524.540891,0.9418389359212554
524.678494,0.9784554715780711
524.816096,0.9463384541246165
524.953699,0.9532700949548378
525.091302,0.9357911104569328
525.228905,0.95694343103741
525.366507,0.922479615804942
525.50411,0.9454521502912933
525.641713,0.9396911702379368
525.779316,0.9536171484293018
525.916918,0.9477533404319772
526.054521,0.948684491332546
526.192124,0.938755703772013
526.329727,0.9649442030388122
526.467329,0.9427774748162157
526.604932,0.9640154090573658
526.742535,0.9490355695398022
526.880138,0.9839295303424861
527.01774,0.9363349630659925
527.155343,0.9528593240713964
527.292946,0.9462466637464717
527.430549,0.968551134406669
527.568151,0.9317721205878425
527.705754,0.973943485620402
527.843357,0.9522677821239329
527.98096,0.9294706950192522
528.118562,0.9531070997050916
528.256165,0.9682567396120852
528.393768,0.9531395058973836
528.531371,0.9308017197048521
528.668973,0.9389012221834833
528.806576,0.9180595694486526
528.944179,0.953235777849131
529.081782,0.9460006715942632
529.219384,0.9377761542311059
529.356987,0.9586741910880535
529.49459,0.9596247081148181
529.632193,0.941383196174185
529.769795,0.9491171901084168
529.907398,0.9545884249822885
530.045001,0.9677340221191199
530.182604,0.9462864069409503
530.320206,0.9511656942642592
530.457809,0.9766118436462959
530.595412,0.9493687394926168
530.733015,0.9529774859534665
530.870617,0.9504715966838868
531.00822,0.9571578103755518
531.145823,0.9525058788303121
531.283426,0.9527249803781552
531.421028,0.9443333973777673
531.558631,0.9582141378979299
531.696234,0.9557499105471706
531.833837,0.9380565912244623
531.971439,0.9544586097841244
532.109042,0.9348174587845698
532.246645,0.9756279148913042
532.384248,0.9555826689468917
532.52185,0.9638129870765157
532.659453,0.947757131452921
532.797056,0.9466242914970329
532.934659,0.951622363389328
533.072261,0.9666082350525563
533.209864,0.961493955985097
533.347467,0.9461085218181708
533.48507,0.9544920164200796
533.622672,0.9561026473400984
533.760275,0.9633369810440702
533.897878,0.9552043331254254
534.035481,0.9646962442427014
534.173083,0.957270761661171
534.310686,0.9570199895741937
534.448289,0.9391510031279768
534.585892,0.9673499079640434
534.723494,0.9489862209732599
534.861097,0.9572420439690886
534.9987,0.9647329033965021
535.136303,0.9464643255092766
535.273905,0.9407799629023558
535.411508,0.956112208414377
535.549111,0.9579018110010254
535.686714,0.9593061655927085
535.824316,0.9565100338350278
535.961919,0.9428906149014629
536.099522,0.9663453533661521
536.237125,0.9563206635966007
536.374727,0.9653968680116762
536.51233,0.955472783258511
536.649933,0.9500477808697178
536.787536,0.9333780144572887
536.925139,0.9614987634668956
537.062741,0.9545502422089498
537.200344,0.932646532872203
537.337947,0.9681725049400004
537.47555,0.9613468586630634
537.613152,0.9532109940410979
537.750755,0.9518050924245248
537.888358,0.9611055908819122
538.025961,0.974802882713125
538.163563,0.968305153659407
538.301166,0.9534359783827996
538.438769,0.9556533846808436
538.576372,0.9595086005497856
538.713974,0.9564756000936208
538.851577,0.9648467485958376
538.98918,0.9735364623172095
539.126783,0.958569701296022
539.264385,0.9456970541118944
539.401988,0.9574220223907963
539.539591,0.9463829330772076
539.677194,0.9688543383606816
539.814796,0.9582476759796693
539.952399,0.9662854418115209
540.090002,0.9653119168251982
540.227605,0.9751967826401687
540.365207,0.969136315998901
540.50281,0.975181179616471
540.640413,0.9418050303298666
540.778016,0.9652626871728069
540.915618,0.9612536125402831
541.053221,0.962963278798349
541.190824,0.97283090417776
541.328427,0.9707396230974901
541.466029,0.9561609713804513
541.603632,0.9798007934204751
541.741235,0.9611036686726526
541.878838,0.9662062096538552
542.01644,0.9699080556180557
542.154043,0.9535399085685355
542.291646,0.9645255081180633
542.429249,0.9683293615908464
542.566851,0.9679595304169701
542.704454,0.9646248593619006
542.842057,0.9642815140310629
542.97966,0.9608586184823682
543.117262,0.9690597572540474
543.254865,0.9611142408711549
543.392468,0.9650677238019615
543.530071,0.9640549344994033
543.667673,0.9515576552687186
543.805276,0.9693631204319286
543.942879,0.9711124586926123
544.080482,0.952739271360043
544.218084,0.9693379173184392
544.355687,0.9549455078235609
544.49329,0.962953649213709
544.630893,0.9584057998910699
544.768495,0.96101429018763
544.906098,0.965445139061843
545.043701,0.9673944070832816
545.181304,0.9566229086785051
545.318906,0.9690888294828462
545.456509,0.9687807082289467
545.594112,0.9723796153453272
545.731715,0.9703475234992106
545.869317,0.9621980272195116
546.00692,0.975349900554485
546.144523,0.96876327033314
546.282126,0.9679111336503785
546.419728,0.9699633419528716
546.557331,0.9640443299534489
546.694934,0.9649181498970493
546.832537,0.9659308801204259
546.970139,0.9632319830356317
547.107742,0.9642063030062366
547.245345,0.9652366254320883
547.382948,0.9629719455068583
547.52055,0.9644136296481982
547.658153,0.9626426654116007
547.795756,0.9658999708268134
547.933359,0.9634920907840172
548.070961,0.9698595614276397
548.208564,0.9605771281475007
548.346167,0.9694891458290581
548.48377,0.9666101682709597
548.621372,0.9663298919641898
548.758975,0.9700710138595086
548.896578,0.9636173528976801
549.034181,0.9691343777282073
549.171783,0.9658961072346574
549.309386,0.9669446732552066
549.446989,0.9647145736454708
549.584592,0.9674495501360474
549.722194,0.9603773488826098
549.859797,0.9655861043423611
549.9974,0.9688088032768615
550.135003,0.962963278798349
550.272605,0.9777013731517834
550.410208,0.9633832223289422
550.547811,0.961326670591007
550.685414,0.9648814837040153
550.823016,0.9716146536399644
550.960619,0.9656440412467114
551.098222,0.9679963135780016
551.235825,0.9590174578895543
551.373427,0.9730352201200604
551.51103,0.9617507091463667
551.648633,0.9620258091866132
551.786236,0.971114400919472
551.923838,0.9636732443249839
552.061441,0.9673189532622664
552.199044,0.969399956930394
552.336647,0.9695909475338661
552.474249,0.9714698938414448
552.611852,0.9674988913212939
552.749455,0.9830149012477185
552.887058,0.9616285745620154
553.02466,0.9684000522144188
553.162263,0.9736990564826513
553.299866,0.9718468972941955
553.437469,0.9684775273175588
553.575072,0.9727005535702858
553.712674,0.9598684837488742
553.850277,0.9697179722679314
553.98788,0.9758786834878157
554.125483,0.9696462157930059
554.263085,0.9674611596003058
554.400688,0.9686799602742753
554.538291,0.9752933319007596
554.675894,0.9767563928955362
554.813496,0.9649094656727792
554.951099,0.9684029574189333
555.088702,0.9695298652282843
555.226305,0.9640289053675666
555.363907,0.9715233261549813
555.50151,0.9736795826962602
555.639113,0.9724321252623109
555.776716,0.9730838730973806
555.914318,0.972410731990882
556.051921,0.9691595755495985
556.189524,0.972068503648943
556.327127,0.9759557809491208
556.464729,0.9691479457044712
556.602332,0.9710473963374932
556.739935,0.9732814291748828
556.877538,0.9719790774602751
557.01514,0.9735744309796239
557.152743,0.9711182853848446
557.290346,0.9764341164644165
557.427949,0.9767534626307529
557.565551,0.9753206404963715
557.703154,0.9845259723415464
557.840757,0.9748145804179036
557.97836,0.9739970539852276
558.115962,0.9807428345612207
558.253565,0.9745572633360226
558.391168,0.9747083314193137
558.528771,0.9754825571614052
558.666373,0.9729067879477143
558.803976,0.977557661612987
558.941579,0.9779761458413939
559.079182,0.9729943534990203
559.216784,0.9769038942469352
559.354387,0.9760963287007728
559.49199,0.9743165774179131
559.629593,0.9765805925673192
559.767195,0.9756913327668308
559.904798,0.9782490392529444
560.042401,0.976508328277281
560.180004,0.9766167267177218
560.317606,0.9776045855069088
560.455209,0.9764673157887616
560.592812,0.9791484633420853
560.730415,0.9775605942903708
560.868017,0.974981287964244
561.00562,0.9804064974540776
561.143223,0.9812303848962202
561.280826,0.9798154905426045
561.418428,0.9820893372198429
561.556031,0.9806222106110947
561.693634,0.9800046131820269
561.831237,0.9818517003554561
561.968839,0.9780211337788172
562.106442,0.9794030750406407
562.244045,0.9792297360373128
562.381648,0.9810331774088724
562.51925,0.9818998122675058
562.656853,0.9807036056324221
562.794456,0.9796793056544881
562.932059,0.9841834169112734
563.069661,0.982401691290744
563.207264,0.9837475202158286
563.344867,0.9845692924373646
563.48247,0.9874395492796231
563.620072,0.9824675144091103
563.757675,0.9811656258278897
563.895278,0.9799614939276775
564.032881,0.98180751802305
564.170483,0.9829392120143953
564.308086,0.983390484671862
564.445689,0.9816308085741334
564.583292,0.9851355825733277
564.720894,0.9858017593695354
564.858497,0.9823790963116875
564.9961,0.9796538343236698
565.133703,0.9847819823742172
565.271305,0.986577890721787
565.408908,0.9882821945522744
565.546511,0.9853306587305795
565.684114,0.9836009527548634
565.821716,0.9879511754658921
565.959319,0.9863638265463035
566.096922,0.9846746469880233
566.234525,0.9844285090947948
566.372127,0.9877338501139548
566.50973,0.9857593708052432
566.647333,0.9865660518581317
566.784936,0.9891037983850592
566.922538,0.9873585825562632
567.060141,0.9853188348336182
567.197744,0.9883642253786544
567.335347,0.9880776413099931
567.472949,0.9881774421916251
567.610552,0.9869824705901885
567.748155,0.9882891125518493
567.885758,0.9871640920734411
568.02336,0.9869795096472181
568.160963,0.9883375399048248
568.298566,0.9882683586984018
568.436169,0.9885124911321147
568.573771,0.9882080761671571
568.711374,0.9888041453338784
568.848977,0.9885411584100311
568.98658,0.9896123284184517
569.124182,0.9901772613625626
569.261785,0.9886044270687449
569.399388,0.9906746532678726
569.536991,0.9929107481436702
569.674593,0.988186335828626
569.812196,0.9905458739337858
569.949799,0.9883335865625718
570.087402,0.990775905391332
570.225005,0.9883622486521804
570.362607,0.9897271301069175
570.50021,0.9901046840292965
570.637813,0.990130229059674
570.775416,0.9925399652272585
570.913018,0.9912429681302318
571.050621,0.9917905828314098
571.188224,0.9902710355893531
571.325827,0.9923575531458336
571.463429,0.9894391614135334
571.601032,0.9933107731526506
571.738635,0.9923767058314321
571.876238,0.9917351432873791
572.01384,0.9930654556896359
572.151443,0.993133681629976
572.289046,0.9907006092838105
572.426649,0.9933382882421492
572.564251,0.9932297223004811
572.701854,0.9932380654651897
572.839457,0.9937344111795315
572.97706,0.9926860778637663
573.114662,0.9953427786446883
573.252265,0.9954239023868955
573.389868,0.9952623581972037
573.527471,0.9950489968207631
573.665073,0.9955278300672352
573.802676,0.9940506677829261
573.940279,0.9955022453307677
574.077882,0.9941036520955382
574.215484,0.9947470452736931
574.353087,0.9942044593167004
574.49069,0.993456601877716
574.628293,0.9930993197990546
574.765895,0.9946956181808542
574.903498,0.9961367815032474
575.041101,0.9958673629443535
575.178704,0.9954889056900561
575.316306,0.9965818552033548
575.453909,0.9948176748212267
575.591512,0.997157647155628
575.729115,0.9957028592443748
575.866717,0.9950572557617112
576.00432,0.9943757755035064
576.141923,0.9974468648078358
576.279526,0.9967249746334912
576.417128,0.997327278098112
576.554731,0.9974618266230213
576.692334,0.9970089820336975
576.829937,0.9971551542646263
576.967539,0.9975480110479551
577.105142,0.9984544955239932
577.242745,0.9964393541871263
577.380348,0.9967632496073919
577.51795,0.9985335762515942
577.655553,0.9972097001433807
577.793156,0.9976648307597095
577.930759,0.9977088287488944
578.068361,0.9958847907756981
578.205964,0.9979733564209895
578.343567,0.99612263646138
578.48117,0.9987691581080195
578.618772,0.9997926714955255
578.756375,0.9972276500795323
578.893978,0.9983306948423492
579.031581,0.997398489807996
579.169183,0.9982702976623443
579.306786,0.9976994503299829
579.444389,0.9987740520888844
579.581992,0.998459288117074
579.719594,0.9988493624915784
579.857197,0.9965194711318609
579.9948,0.9992353325073106
580.132403,0.9989904099792806
580.270005,0.9969563413491723
580.407608,0.998392693103525
580.545211,0.9986628947229091
580.682814,0.998839174280041
580.820416,0.99902824246246
580.958019,0.9998915458815731
581.095622,0.999552420193739
581.233225,0.9997669571587025
581.370827,1.0
581.50843,0.9996612673828517
581.646033,0.997915874811146
581.783636,0.9992783405215475
581.921238,0.9994185491081251
582.058841,0.999850641155143
582.196444,1.0
582.334047,0.9995531198806781
582.471649,0.9978437281015321
582.609252,0.9989909094746103
582.746855,0.9995100300744875
582.884458,0.999434459978077
583.02206,1.0
583.159663,1.0
583.297266,0.9988954105085879
583.434869,1.0
583.572471,0.9993760847161358
583.710074,0.9998284947087143
583.847677,0.9999390168595473
583.98528,0.9994167101796865
584.122882,1.0
584.260485,0.9996266896976373
584.398088,1.0
584.535691,1.0
584.673293,1.0
584.810896,1.0
584.948499,1.0
585.086102,0.9991508107654312
585.223704,0.9997214987886643
585.361307,0.9999028587185199
585.49891,1.0
585.636513,1.0
585.774115,1.0
585.911718,0.9998849666168471
586.049321,0.9997217787107232
586.186924,0.9999052844857975
586.324526,0.99973264574552
586.462129,0.9998872263594252
586.599732,0.9999349511157705
586.737335,0.9999557229802561
586.874937,0.99974207326882
587.01254,0.9997333955452855
587.150143,0.9998850566064981
587.287746,1.0
587.425349,0.999872918075592
587.562951,0.9998765876159349
587.700554,1.0
587.838157,1.0
587.97576,0.9996159437684826
588.113362,1.0
588.250965,1.0
588.388568,0.9990799135393627
588.526171,1.0
588.663773,1.0
588.801376,0.9996506810260849
588.938979,1.0
589.076582,1.0
589.214184,0.9997294865953509
589.351787,0.9993997702100156
589.48939,1.0
589.626993,0.9999510491981296
589.764595,0.9998252852643974
589.902198,1.0
590.039801,1.0
590.177404,0.9999288655301763
590.315006,1.0
590.452609,0.9993952629272159
590.590212,1.0
590.727815,1.0
590.865417,0.9998438821876542
591.00302,0.9994848627287884
591.140623,0.9989355669112286
591.278226,0.9998975152519206
591.415828,0.9996996151245734
591.553431,0.9996983655008356
591.691034,0.9997499112773994
591.828637,0.9991179892003947
591.966239,0.9998742079124882
592.103842,0.9994433849676546
592.241445,0.9998721181775775
592.379048,0.9994406365021251
592.51665,0.9996125250878009
592.654253,1.0
592.791856,0.9996169034002492
592.929459,0.9994317814973135
593.067061,0.9981587970975179
593.204664,1.0
593.342267,0.9988372764874127
593.47987,0.999204016962707
593.617472,0.9983371840129555
593.755075,0.9983840071248791
593.892678,0.9992737138735416
594.030281,0.9988143034942439
594.167883,0.9994712098588129
594.305486,0.9986488136753651
594.443089,0.9991421881311411
594.580692,0.9986171570097324
594.718294,0.9987363990168855
594.855897,0.9988281871095535
594.9935,0.9982086064642265
595.131103,0.9986618960605137
595.268705,0.9986480147566338
595.406308,0.998209804315273
595.543911,0.9977545248596841
595.681514,0.9982212837940294
595.819116,0.9977077312697864
595.956719,0.9979725580426237
596.094322,0.997296959809698
596.231925,0.9977706886139129
596.369527,0.9976204356625389
596.50713,0.9983611443928951
596.644733,0.9972327359535167
596.782336,0.9977425518772238
596.919938,0.9968895475119205
597.057541,0.9968016257312374
597.195144,0.9968310318129341
597.332747,0.9968531617074813
597.470349,0.9967538800768825
597.607952,0.9964686499347848
597.745555,0.9966708539367588
597.883158,0.996762352520871
598.02076,0.9958143842098918
598.158363,0.9958666658374434
598.295966,0.9957343239518668
598.433569,0.9958839940681842
598.571171,0.9961860914943439
598.708774,0.9952355859998558
