nu,[0]3-Methoxyphenol-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
591.943396,0.9496592907789811
592.18445,0.9358098264663014
592.425504,0.9523944421616612
592.666558,0.9358781430771593
592.907612,0.9600748776594306
593.148666,0.9505828083664555
593.38972,0.9453160149836287
593.630774,0.9613699312645414
593.871828,0.9543965719907386
594.112882,0.9570094624122077
594.353936,0.941659061863014
594.59499,0.9405466784000299
594.836044,0.9209790407898988
595.077098,0.9376598771973064
595.318152,0.9360119832209616
595.559206,0.9505504891004016
595.80026,0.9338018642824825
596.041314,0.9228874419180592
596.282368,0.9396817733732189
596.523422,0.9571731250230348
596.764476,0.9447083721640965
597.00553,0.9319109649774602
597.246584,0.9442049767685233
597.487638,0.9177777684195032
597.728692,0.9290562435188282
597.969746,0.9252623130460393
598.2108,0.934057761049552
598.451854,0.9171217918546511
598.692908,0.925738945859673
598.933962,0.9563082315087827
599.175016,0.9300806278312741
599.41607,0.924355075789573
599.657124,0.9265298645936675
599.898178,0.9296101260805731
600.139232,0.9198984458293664
600.380286,0.9264955836228793
600.62134,0.9502663169900082
600.862394,0.9382873815319475
601.103448,0.9175694565103681
601.344502,0.9358014042157633
601.585556,0.9517851047274555
601.82661,0.9414500367539259
602.067664,0.9347492196008391
602.308718,0.9201569736140971
602.549772,0.9525392171194879
602.790826,0.9241378778685178
603.03188,0.9239059483695425
603.272934,0.9269200157877252
603.513988,0.9282436748563826
603.755042,0.9329702173751231
603.996096,0.9361589486388107
604.23715,0.9397964215429665
604.478204,0.94502395746021
604.719258,0.9334228176772513
604.960312,0.9375914305246049
605.201366,0.9282158279638424
605.44242,0.9091256186665299
605.683474,0.9368988064135776
605.924528,0.9256176820007216
606.165582,0.9240399244450868
606.406636,0.9149956205520341
606.64769,0.9721900198065008
606.888744,0.9363153002382285
607.129798,0.9582706741998703
607.370852,0.9555616463594242
607.611906,0.9458928336645802
607.85296,0.9496308014276001
608.094014,0.937939341478821
608.335068,0.9485867818620628
608.576122,0.9451146841149359
608.817176,0.9398142778446101
609.05823,0.9468732864270947
609.299284,0.9607298720536949
609.540338,0.95906636902713
609.781392,0.9712222006007456
610.022446,0.963394782996974
610.2635,0.9571444102600076
610.504554,0.939348245548363
610.745608,0.9611536473628582
610.986662,0.971165871346675
611.227716,0.9585936658381099
611.46877,0.958192099226204
611.709824,0.9495871194154285
611.950878,0.9611113575327573
612.191932,0.9577696296718288
612.432986,0.9608682271165961
612.67404,0.9631269964713526
612.915094,0.9592812239566458
613.156148,0.9586856952473714
613.397202,0.94718959492534
613.638256,0.9671535558631392
613.87931,0.9526802033563457
614.120364,0.9674379408111019
614.361418,0.9690597572540474
614.602472,0.9709687446838248
614.843526,0.9560691843330476
615.08458,0.9731685350770828
615.325634,0.9788312706279569
615.566688,0.9690394072128212
615.807742,0.9717662373491541
616.048796,0.9796450174788368
616.28985,0.9696782146461053
616.530904,0.9691023968214302
616.771958,0.9774051745120784
617.013012,0.9794951432568328
617.254066,0.9789007701153741
617.49512,0.9859249922913538
617.736174,0.9973231890646542
617.977228,0.9728639809908046
618.218282,0.9892719603241446
618.459336,0.9841115741441319
618.70039,0.9920916369559516
618.941444,0.9934480581876778
619.182498,0.9761636816711039
619.423552,0.9986621956591275
619.664606,0.9894332247963747
619.90566,0.9927387908940194
620.146714,0.9970741885533524
620.387768,0.999094779959082
620.628822,0.9928081857608252
620.869876,0.9981417287280225
621.11093,0.9957529443578249
621.351984,0.9922224032510119
621.593038,1.0
621.834092,0.9960833900026638
622.075146,1.0
622.3162,0.9823211376548023
622.557254,1.0
622.798308,0.9986055731178978
623.039362,1.0
623.280416,0.9851227758939978
623.52147,1.0
623.762524,1.0
624.003578,1.0
624.244632,0.997949305552914
624.485686,0.9995064518349849
624.72674,1.0
624.967794,0.9936374274338842
625.208848,1.0
625.449902,1.0
625.690956,1.0
625.93201,0.9972466973095493
626.173064,1.0
626.414118,1.0
626.655172,1.0
626.896226,1.0
627.13728,1.0
627.378334,1.0
627.619388,1.0
627.860442,1.0
628.101496,1.0
628.34255,1.0
628.583604,1.0
628.824658,1.0
629.065712,1.0
629.306766,1.0
629.54782,1.0
629.788874,1.0
630.029928,1.0
630.270982,1.0
630.512036,1.0
630.75309,1.0
630.994144,1.0
631.235198,1.0
631.476252,1.0
631.717306,1.0
631.95836,1.0
632.199414,1.0
632.440468,1.0
632.681522,1.0
632.922576,1.0
633.16363,1.0
633.404684,1.0
633.645738,1.0
633.886792,1.0
634.127846,1.0
634.3689,1.0
634.609954,1.0
634.851008,1.0
635.092062,1.0
635.333116,1.0
635.57417,1.0
635.815224,1.0
636.056278,1.0
636.297332,1.0
636.538386,1.0
636.77944,1.0
637.020494,1.0
637.261548,1.0
637.502602,1.0
637.743656,1.0
637.98471,1.0
638.225764,1.0
638.466818,1.0
638.707872,1.0
638.948926,1.0
639.18998,1.0
639.431034,1.0
639.672088,1.0
639.913142,1.0
640.154196,1.0
640.39525,1.0
640.636304,1.0
