nu,[0]Valeraldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
642.126843,0.9925248787344447
642.244845,0.9928878121702995
642.362847,0.9913272273634895
642.48085,0.991505880626036
642.598852,0.9923443548781454
642.716854,0.9921973995614978
642.834857,0.991796533592759
642.952859,0.991446292913239
643.070861,0.9921908510802707
643.188864,0.9914831754013455
643.306866,0.9909831973927271
643.424868,0.9906994204437927
643.542871,0.9913031384045466
643.660873,0.9912343443539225
643.778876,0.9905431004092218
643.896878,0.9910990500999611
644.01488,0.9907080395662436
644.132883,0.9897103048887205
644.250885,0.9901038919458661
644.368887,0.9895341521325106
644.48689,0.9892729495965995
644.604892,0.989316478564012
644.722894,0.9892590998722534
644.840897,0.988807111750764
644.958899,0.9880746770815154
645.076902,0.9885283074585031
645.194904,0.9881764540146769
645.312906,0.9887754704294518
645.430909,0.9876331063992599
645.548911,0.9886261766053843
645.666913,0.9873980776894629
645.784916,0.9876222424948412
645.902918,0.9862129244251485
646.02092,0.9867860806199912
646.138923,0.986978522668202
646.256925,0.9867545039706405
646.374927,0.986606501895478
646.49293,0.9863924315120434
646.610932,0.9864022954856783
646.728935,0.9854636873487377
646.846937,0.9854755129839395
646.964939,0.9858392205481493
647.082942,0.9859003444746455
647.200944,0.9853444534563645
647.318946,0.9857376843376375
647.436949,0.9842050691846197
647.554951,0.9841037012830302
647.672953,0.9839846319390155
647.790956,0.9843408988561989
647.908958,0.9834652251888006
648.026961,0.984108621813838
648.144963,0.9840456408774533
648.262965,0.9826257044128838
648.380968,0.9819665837249437
648.49897,0.9822455018392191
648.616972,0.9828930149570699
648.734975,0.982679750312875
648.852977,0.9819606919431167
648.970979,0.9819803313533491
649.088982,0.9814148735499707
649.206984,0.9820579108638763
649.324986,0.9815856545954884
649.442989,0.9808919188021893
649.560991,0.9812578597316431
649.678994,0.9805104260509261
649.796996,0.9806182881300972
649.914998,0.9799448347238843
650.033001,0.9795470578751507
650.151003,0.9791259431864111
650.269005,0.979486327840213
650.387008,0.9785895291604121
650.50501,0.9796117101144709
650.623012,0.9785122236412166
650.741015,0.9788665091879898
650.859017,0.9777267937179512
650.97702,0.9782803437230693
651.095022,0.9782030626285586
651.213024,0.9775048749245132
651.331027,0.9779673440956892
651.449029,0.9767866728130523
651.567031,0.976862865144994
651.685034,0.9763989654689454
651.803036,0.976202728999312
651.921038,0.9758045195261369
652.039041,0.9769361326073753
652.157043,0.9759108880157426
652.275046,0.9753791614904135
652.393048,0.9762739943996845
652.51105,0.9739123199275159
652.629053,0.9749452143239559
652.747055,0.9740701065037117
652.865057,0.9750173629392817
652.98306,0.9742425321717844
653.101062,0.9737282678925148
653.219064,0.972939867340851
653.337067,0.9742425321717844
653.455069,0.9726820724353393
653.573071,0.9721346065546644
653.691074,0.9724603262028552
653.809076,0.9724233734125669
653.927079,0.9715709319642957
654.045081,0.9705746113879562
654.163083,0.9703484938472192
654.281086,0.9700040812687533
654.399088,0.9700710138595086
654.51709,0.9696307015776673
654.635093,0.9694755730760259
654.753095,0.9686450884234025
654.871097,0.9683593802663427
654.9891,0.9682790097732022
655.107102,0.9678975829893622
655.225105,0.966287374384337
655.343107,0.9677117644925748
655.461109,0.9673682877869024
655.579112,0.9679266203524102
655.697114,0.9663753105364402
655.815116,0.9662902732508085
655.933119,0.9652945413670749
656.051121,0.9657377132617316
656.169123,0.9649992064259671
656.287126,0.9659540627397392
656.405128,0.9657464049402634
656.52313,0.9656633543206664
656.641133,0.9646335410247023
656.759135,0.9639421466702834
656.877138,0.9642921211860565
656.99514,0.9636636076407242
657.113142,0.9645023597836495
657.231145,0.9632079025370633
657.349147,0.9636954090644969
657.467149,0.9628486929861629
657.585152,0.9627861098550927
657.703154,0.9626012726669384
657.821156,0.9620460119407342
657.939159,0.9627764820421333
658.057161,0.962339480726091
658.175164,0.9626263006253898
658.293166,0.9611969002501722
658.411168,0.9607510083433785
658.529171,0.9598963203385315
658.647173,0.9603773488826098
658.765175,0.960098879831398
658.883178,0.9605185347298011
659.00118,0.9592159950512247
659.119182,0.9594539101182463
659.237185,0.9575819252200503
659.355187,0.9585073962903724
659.473189,0.9581269443787465
659.591192,0.958330088823505
659.709194,0.958143232675251
659.827197,0.9581930574187822
659.945199,0.9562374673179584
660.063201,0.9568391298879428
660.181204,0.9567530182413351
660.299206,0.9563895211632223
660.417208,0.9556122924687913
660.535211,0.9554689613750217
660.653213,0.9551441571480017
660.771215,0.9550572429843557
660.889218,0.9543230862839314
661.00722,0.9541694526348803
661.125223,0.954119837113358
661.243225,0.953658154848316
661.361227,0.9537897687548357
661.47923,0.9533873543878245
661.597232,0.9528002486246617
661.715234,0.9529650973266753
661.833237,0.9516042827361904
661.951239,0.9523887278121513
662.069241,0.9523611089395204
