nu,[0]Diethylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
650.768015,0.9534445593452193
650.896218,0.9521535168461319
651.02442,0.951853635722082
651.152623,0.9511504757348995
651.280826,0.9514663101184502
651.409028,0.9515928635533127
651.537231,0.9502311577867288
651.665433,0.9512370343665494
651.793636,0.9498568404559173
651.921838,0.9493972209820217
652.050041,0.9488448325600333
652.178244,0.9496013633290488
652.306446,0.9501019351366092
652.434649,0.948785057218525
652.562851,0.9489055605725928
652.691054,0.9474993765694191
652.819256,0.9472312721844097
652.947459,0.9470863568860686
653.075662,0.9475581233518978
653.203864,0.9479362744792483
653.332067,0.9462362550904182
653.460269,0.9459656702169437
653.588472,0.9446800313380461
653.716674,0.9445071707095412
653.844877,0.9446998698270076
653.973079,0.945256461950625
654.101282,0.9455277894888441
654.229485,0.9431565475496062
654.357687,0.9430735534252168
654.48589,0.9424089208805523
654.614092,0.9425446375365238
654.742295,0.9423146847003517
654.870497,0.9425342696025346
654.9987,0.9420781933953923
655.126903,0.9402927650767031
655.255105,0.9405692517911911
655.383308,0.9399092038803566
655.51151,0.9396263337840738
655.639713,0.94044792618338
655.767915,0.939089960296687
655.896118,0.9385876815394762
656.02432,0.9375586153988046
656.152523,0.9374339283948261
656.280726,0.9375361142620497
656.408928,0.9367657762284336
656.537131,0.937333628330637
656.665333,0.9358098264663014
656.793536,0.9355225769446338
656.921738,0.9344202457783292
657.049941,0.9338784391748813
657.178144,0.9343389547531573
657.306346,0.9342137617213409
657.434549,0.9340119933405786
657.562751,0.9321066868301807
657.690954,0.9317525535787644
657.819156,0.9311722525204339
657.947359,0.930841745039338
658.075562,0.9311517669562205
658.203764,0.9300583061640673
658.331967,0.9304564563171603
658.460169,0.9280933115608117
658.588372,0.9278724516360338
658.716574,0.9276136113319288
658.844777,0.927429962018767
658.972979,0.9275505357509523
659.101182,0.9262195290731305
659.229385,0.9263603251417798
659.357587,0.9244354981794899
659.48579,0.9244105387579927
659.613992,0.9240214438314046
659.742195,0.9242238266877176
659.870397,0.9240852035107127
659.9986,0.9224473295834009
660.126803,0.9222398022819416
660.255005,0.9207202820367443
660.383208,0.9202637180140918
660.51141,0.9201293693189552
660.639613,0.9196096430617834
