nu,[0]Hexafluorobenzene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
662.11138,1.000084065533309
662.230382,0.9997117015659827
662.349384,1.0002711167455034
662.468386,1.0001986797342046
662.587388,0.9999290265187367
662.70639,1.000245520135136
662.825392,0.9990498916390421
662.944394,1.0000115820670716
663.063396,1.00002835340195
663.182398,0.999987353079973
663.3014,0.9997228384163702
663.420402,1.0007412946231498
663.539404,0.9997464421512262
663.658406,1.0000785080815981
663.777408,0.9998696884912823
663.89641,1.0002353676946303
664.015412,0.9996151540721989
664.134414,0.9992121205401445
664.253416,0.999654809591923
664.372418,1.0002184738619389
664.49142,0.9998524108923441
664.610422,0.9999526511209935
664.729424,1.0003454196436308
664.848426,0.9997595189202114
664.967428,1.0004289819864662
665.08643,0.9999470284030446
665.205432,1.001481496333017
665.324434,0.999725277743072
665.443436,1.0001802562442048
665.562438,1.0002082416792888
665.68144,1.0003686379302679
665.800442,1.000065600151596
665.919444,1.0003275136208785
666.038446,1.0002516116489022
666.157448,0.9999020857939088
666.27645,0.999522264152128
666.395452,0.9988661433018267
666.514454,1.0006676427742869
666.633456,0.9994264845229085
666.752458,0.9996737832202682
666.87146,0.9999598168073661
666.990462,1.0004002400746934
667.109464,0.9993712677350165
667.228466,1.0002341374058847
667.347468,1.0000405268211894
667.46647,1.0001478109229582
667.585472,1.0001425701621598
667.704474,0.999729866492628
667.823476,0.9998309942830754
667.942478,0.9999583218685575
668.06148,0.9998064387353992
668.180482,0.9991952639738565
668.299484,1.0004088935741964
668.418486,0.9995599768385998
668.537488,1.0000143951036085
668.65649,0.999546642797447
668.775492,1.0004364752276036
668.894494,1.000321841779956
669.013496,1.0001440203699379
669.132498,0.9998898960618836
669.2515,1.0005137519253378
669.370502,1.0002720469980746
669.489504,1.0002022504498649
669.608506,1.0004987943565546
669.727508,1.0003967987037867
669.84651,1.0001408099127853
669.965512,0.9996237607957273
670.084514,1.0001801762297875
670.203516,0.9998021995650861
670.322518,0.9995147477729632
670.44152,1.0004284317506775
670.560522,1.0004056122384068
670.679524,1.0001148365932169
670.798526,1.0001588626173292
670.917528,1.0001917483813711
671.03653,1.0003334855939612
671.155532,0.9990777855014132
671.274534,0.999725997545531
671.393536,1.000372399323418
671.512538,1.0001045454644961
671.63154,1.0001781658696536
671.750542,0.9991787474126528
671.869544,1.0005282894957683
671.988546,1.0001109661562886
672.107548,1.000173465043321
672.22655,0.9999995579000978
672.345552,1.0007945454841634
672.464554,0.9997951109926202
672.583556,0.9996878587262273
672.702558,1.0000893739936174
672.82156,1.0000673812700158
672.940562,0.9997974805098411
673.059564,0.9996887984332562
673.178566,1.0001616030563674
673.297568,1.0001374894508084
673.41657,1.0001570023235749
673.535572,0.9999895770543192
673.654574,1.0006938405961026
673.773576,0.9992614828381379
673.892578,0.9993560074522707
674.01158,0.9987875356296013
674.130582,1.0006119771816722
674.249584,0.9990896446251109
674.368586,0.9999953259109235
674.487588,0.9999764482773462
674.60659,1.0007230112467163
674.725592,0.9995786088102175
674.844594,0.9996661557384011
674.963596,0.9996915475812319
675.082598,1.0003830433423728
675.2016,0.9996901180233411
675.320602,0.9995938624961733
675.439604,1.0004660885855459
675.558606,0.9997980204006264
675.677608,0.999524403132062
675.79661,0.9997945011177884
675.915612,1.0004556937968865
676.034614,0.9997862828407664
676.153616,0.999934099171555
676.272618,1.0007528232292684
676.39162,1.0002084417209571
676.510622,0.9997140508912418
676.629624,1.000028121395399
676.748626,1.0004568343170275
676.867628,1.000352101973353
676.98663,1.0002804293129504
677.105632,1.0005033666464924
677.224634,1.0010247246719277
677.343636,1.0003487207889625
677.462638,1.0002078515981507
677.58164,0.9997565696339809
677.700642,1.0004931015346108
677.819644,1.0000767649462776
677.938646,1.0000193291868062
678.057648,1.0003972288745027
678.17665,1.0003604849590921
678.295652,1.000740694178553
678.414654,1.0002552625739476
678.533656,1.0008848812766316
678.652658,0.9999681605068874
678.77166,1.0004547133507868
678.890662,0.9991507008588482
679.009664,1.0007518524995007
679.128666,0.9999292195050574
679.247668,0.999369508843133
679.36667,0.9997392639975412
679.485672,1.0011202269860493
679.604674,0.99828257646252
679.723676,1.0003053466087881
679.842678,1.0009760460231978
679.96168,1.0001525216302414
680.080682,1.000551772170291
680.199684,0.9998509511088899
680.318686,1.0008250601750492
680.437688,0.9998241854571885
680.55669,1.0001642734914125
680.675692,1.000298904663099
680.794694,1.0008918274418108
680.913696,0.9995211846686657
681.032698,1.0003039461822831
681.1517,1.000018618173316
681.270702,1.000762660677872
681.389704,1.0001154666657623
681.508706,0.9999030027045419
681.627708,1.0006952715893178
681.74671,1.0002170235462031
681.865712,1.0004575846599346
681.984714,1.0002341474082261
682.103716,1.0008581379898958
682.222718,0.9998279647997524
682.34172,1.0004001200266717
682.460722,0.9994971364782634
682.579724,1.0006756481474504
682.698726,0.9999482483391634
682.817728,1.0002181737964415
682.93673,1.0004596155908927
683.055732,1.0002194740809127
683.174734,1.0002981944511289
683.293736,1.0003255429776179
683.412738,1.000621753208445
683.53174,1.0007351000537084
683.650742,1.0005984089752542
683.769744,1.0001150166139037
683.888746,1.0006075644925827
684.007748,1.0001738251058332
684.12675,1.0003926770774665
684.245752,1.0000785860877248
684.364754,1.0014635699746741
684.483756,0.9997294466061722
684.602758,1.0002645749937915
684.72176,1.0004435483384868
684.840762,1.000779653772121
684.959764,1.0000517563393132
685.078766,1.0005999298859916
685.197768,1.000493341652984
685.31677,1.0004855878596322
685.435772,1.0004518320453615
685.554774,0.999654889564311
685.673776,1.001005905584004
685.792778,1.000198759750102
685.91178,1.0002842103801193
686.030782,1.0003339257407917
686.149784,1.001141651188145
686.268786,1.0003907563253704
686.387788,1.0006597575443297
686.50679,1.000349661117202
686.625792,1.0006776895278549
686.744794,0.9997050235141209
686.863796,1.0002284060806976
686.982798,1.000865754549307
687.1018,1.0001347690805367
687.220802,1.0006840438513582
687.339804,1.0009941138038898
687.458806,1.0011886058326636
687.577808,1.0000642040609926
687.69681,1.0003862745848213
687.815812,0.9998884762192393
687.934814,1.0006283373212428
688.053816,1.0002298764175352
688.172818,1.000187417560477
688.29182,1.000421048616095
688.410822,1.0003994597628103
688.529824,1.0000166601387785
688.648826,1.0008062448407826
688.767828,1.0007165766184412
688.88683,1.000756345885406
689.005832,1.0002574931456703
689.124834,1.0005367439955348
689.243836,1.0004944121814323
689.362838,1.00021808377681
689.48184,1.0008210268581839
689.600842,1.0002284060806976
689.719844,1.001197716690431
689.838846,1.0002299664382281
689.957848,1.0005936861619096
690.07685,1.0005721936403613
690.195852,1.0004758231679465
690.314854,1.0002364479494108
690.433856,1.0003759706592583
690.552858,1.0002526219035401
690.67186,1.0006583966479847
690.790862,1.0008966217251467
690.909864,1.0001070657311264
691.028866,1.0005967379773064
691.147868,1.000418417512197
691.26687,1.000263104605947
691.385872,1.0002306365925302
691.504874,1.0010728751191933
691.623876,1.0002884715999318
691.742878,1.0004992245711286
691.86188,1.0008273520670612
