nu,[0]Methylbutylether-PNNL(x-sec)-X=0.01-T=278.12K-P=1.0atm-L=15cm
671.037421,0.9999976164028408
671.155423,0.9999347691276259
671.273425,0.9999029467099753
671.391428,0.9994709999698809
671.50943,0.9998263250832348
671.627433,0.999693556963262
671.745435,0.9996794513866883
671.863437,0.999744662604143
671.98144,0.9998708983343374
672.099442,1.0000972077243646
672.217444,1.0000475951326124
672.335447,0.9995863355827276
672.453449,1.0002361278737986
672.571451,1.0000399277970933
672.689454,0.9999226109946836
672.807456,0.9999354020865351
672.925459,1.0000011600006729
673.043461,0.9995286311292294
673.161463,1.0002845504768088
673.279466,1.0001560021670728
673.397468,1.00021388286968
673.51547,0.9996999750164997
673.633473,0.999829874472989
673.751475,0.999935643070996
673.869477,0.9998288046555956
673.98748,0.999574420584621
674.105482,0.9995873251736896
674.223484,0.9996851095883958
674.341487,0.9996676952254664
674.459489,0.9997066230434382
674.577492,1.0003319350782602
674.695494,0.9998751877896921
674.813496,0.9996862792206583
674.931499,1.0001487810668053
675.049501,1.0002891918078907
675.167503,1.0000531454121673
675.285506,0.9999335752062243
675.403508,0.9998445720801709
675.52151,1.000150871379942
675.639513,0.999665495958956
675.757515,1.000183566846332
675.875518,0.9997402737347078
675.99352,1.000491380687956
676.111522,1.0000848115963001
676.229525,0.9996733833508349
676.347527,1.0000171901477488
676.465529,0.9997519807618577
676.583532,0.9998767975900403
676.701534,1.0001189870784009
676.819536,1.0004852176800332
676.937539,0.9998680986997415
677.055541,0.999833823808793
677.173543,0.9996613373591428
677.291546,0.999869378531727
677.409548,0.9997069329525393
677.527551,0.9998763876406374
677.645553,0.999671983809078
677.763555,1.0001774657451825
677.881558,1.0001706245547137
677.99956,1.0001339689730415
678.117562,0.9996711840718108
678.235565,1.0000982588270824
678.353567,1.000172804929052
678.471569,0.9996644163208035
678.589572,1.000577566727468
678.707574,0.9998815470161088
678.825577,0.9999832501402804
678.943579,0.9996338770393748
679.061581,0.9999286955422837
679.179584,0.9997948910377199
679.297586,1.0001342990173057
