nu,[0]Propene-HITRAN(x-sec)-X=0.01-T=150.0K-P=0.5189atm-L=15cm
819.930871,0.9961266209598948
819.961004,0.994356484800582
819.991136,0.993781018416347
820.021268,0.9986401254684799
820.051401,0.9973721588354353
820.081533,0.992079335095925
820.111665,0.9951596524215469
820.141798,0.9969859513922174
820.17193,0.9940838696296977
820.202062,0.9968978217295028
820.232195,0.9988817257352048
820.262327,0.9951710968233549
820.292459,0.9934215334786306
820.322592,0.9933572611846456
820.352724,0.9936675351040644
820.382856,0.9947579875513735
820.412989,0.9952279227153473
820.443121,0.9979018042965084
820.473253,0.9991601928355931
820.503386,0.9957928748514947
820.533518,0.9963011576328531
820.56365,0.9981998222671401
820.593783,0.994727747368205
820.623915,0.9933497116981488
820.654047,0.9946253951491127
820.68418,0.9941482883515937
820.714312,0.9947466473749544
820.744444,0.994034663696008
820.774577,0.9935767180417588
820.804709,0.9971898558677991
820.834841,0.9960242244065332
820.864973,0.9924836898066535
820.895106,0.9959749224276591
820.925238,0.9966601896156759
820.95537,0.9928655717324008
820.985503,0.9957814232992804
821.015635,0.9995796283809185
821.045767,0.9976019798551958
821.0759,0.9954857201306547
821.106032,0.9950839236535138
821.136164,0.9951256185434167
821.166297,0.9941368557120156
821.196429,0.9931642706184381
821.226561,0.9961190504263436
821.256694,0.9973702638301338
821.286826,0.9934442830922293
821.316958,0.9935880448809074
821.347091,0.997032212613614
821.377223,0.9960621736524116
821.407355,0.9950081011474056
821.437488,0.9974295093833808
821.46762,0.9985667281166437
821.497752,0.9961683595397302
821.527885,0.9946368334069269
821.558017,0.9972342318037425
821.588149,0.997070997921054
821.618282,0.9925290473476895
821.648414,0.9941747330477768
821.678546,0.9982195868192894
821.708679,0.9951520892369287
821.738811,0.9934367329443684
821.768943,0.9955046345390236
821.799076,0.9932664724800804
821.829208,0.9905503314002478
821.85934,0.9912824203854581
821.889473,0.9931113363735243
821.919605,0.9959862766064935
821.949737,0.9966601896156759
821.97987,0.9943300352698667
822.010002,0.9933269642502102
822.040134,0.9937621367563735
822.070267,0.995262059618541
822.100399,0.9957397009317339
822.130531,0.9936864149665895
822.160664,0.9960166546511928
822.190796,0.9998371632593415
822.220928,0.9960052005255257
822.251061,0.9933231896149178
822.281193,0.9965709925203349
822.311325,0.9967015518718059
822.341458,0.9948565729527657
822.37159,0.9937053945583698
822.401722,0.9920490771376408
822.431855,0.9937659130596681
822.461987,0.9955918445647526
822.492119,0.9949360651686164
822.522252,0.9967804937607716
822.552384,0.9951218370732511
822.582516,0.9899132162989316
822.612649,0.9933761351519103
822.642781,0.9983264020295909
822.672913,0.9963785732403586
822.703046,0.9981021032879622
822.733178,1.0
822.76331,0.9959256228891725
822.793443,0.9939362591354082
822.823575,0.9980386260127918
822.853707,0.9986842663375316
822.88384,0.9978896299687596
822.913972,0.9988862207130844
822.944104,0.995804226954975
822.974237,0.992094414816424
823.004369,0.9961341915509824
823.034501,1.0
823.064634,0.9981081917293619
823.094766,0.9971772913547717
823.124898,0.9993775038311837
823.155031,0.9969547462203023
823.185163,0.995379507470863
823.215295,0.9973721588354353
823.245428,0.9944928204202415
823.27556,0.9915354279415315
823.305692,0.9949701920609245
823.335825,0.9968720024102816
823.365957,0.9951445261097903
