nu,[0]Methylbromide-PNNL(x-sec)-X=0.01-T=278.18K-P=1.0atm-L=15cm
589.627793,0.8999374662646266
589.746795,0.9049641041423051
589.865797,0.8921062849223051
589.9848,0.9137803990658625
590.103802,0.9189845210700666
590.222804,0.8992178041948248
590.341807,0.8865480083491682
590.460809,0.9033637344229913
590.579812,0.892507823089832
590.698814,0.8958430936826731
590.817816,0.9142657453057891
590.936819,0.9026052275035824
591.055821,0.8823380674377223
591.174823,0.8965779862842811
591.293826,0.895583336852066
591.412828,0.8832208468212868
591.531831,0.9033637344229913
591.650833,0.9045026901197695
591.769835,0.8819058276920638
591.888838,0.8836802410937931
592.00784,0.8944019467364355
592.126843,0.8777530404729794
592.245845,0.8863884440688815
592.364847,0.9024788716168504
592.48385,0.8872397855537173
592.602852,0.8755876658016246
592.721854,0.8915890133003215
592.840857,0.8825586795299442
592.959859,0.8724237685605097
593.078862,0.8954221463590122
593.197864,0.8893272508608355
593.316866,0.8709506175548645
593.435869,0.8846085926462143
593.554871,0.8857947627168169
593.673873,0.8689584225745219
593.792876,0.8845289814554335
593.911878,0.891383971407984
594.030881,0.8714733447278674
594.149883,0.8773669140892052
594.268885,0.886902698485806
594.387888,0.8686022226472413
594.50689,0.8711074027762709
594.625893,0.8891671863619177
594.744895,0.8726942618530575
594.863897,0.8679336563668536
594.9829,0.8853608296053802
595.101902,0.8744151640810486
595.220904,0.861853479624474
595.339907,0.8824086573066744
595.458909,0.8736285444652996
595.577912,0.8624483637368316
595.696914,0.8837244262104664
595.815916,0.8764111051633456
595.934919,0.8583013649194947
596.053921,0.8748699782077952
596.172923,0.8740742086576861
596.291926,0.8602605246248675
596.410928,0.8823468908625137
596.529931,0.8794223565980109
596.648933,0.8600196853970379
596.767935,0.8699322012220557
596.886938,0.8721620806850855
597.00594,0.8586447541387279
597.124942,0.88018778696218
597.243945,0.8836448945910841
597.362947,0.86088013523565
597.48195,0.8627502734952652
597.600952,0.8709331987167023
597.719954,0.8581297218113938
597.838957,0.8792728675043222
597.957959,0.8863263990493977
598.076962,0.8644169893865838
598.195964,0.8575206659493242
598.314966,0.8692365337651632
598.433969,0.8586962743695676
598.552971,0.8803902534359334
598.671973,0.8888115906112644
598.790976,0.8664940816748533
598.909978,0.8563124138282582
599.028981,0.8677080229498135
599.147983,0.8616983599593303
599.266985,0.8828941155569743
599.385988,0.8923828807407679
599.50499,0.8687412101215662
599.623992,0.8567064081503658
599.742995,0.8674477495858852
599.861997,0.8628192962780195
599.981,0.8872930215379141
600.100002,0.8936420280928864
600.219004,0.8697321398237174
600.338007,0.8557987804853731
600.457009,0.867152867483824
600.576012,0.8674217265437453
600.695014,0.8916692599225623
600.814016,0.8944735017543369
600.933019,0.8685587936218436
601.052021,0.8568606291833094
601.171023,0.8672309147539721
601.290026,0.8702715409474777
601.409028,0.8941873160259342
601.528031,0.8925613751657636
601.647033,0.8659570218499645
601.766035,0.855790222540358
601.885038,0.862362123212556
602.00404,0.8703150556123826
602.123042,0.8925792265717803
602.242045,0.8882962293579205
602.361047,0.8656626465091792
602.48005,0.8621034533780075
602.599052,0.8718394404073642
602.718054,0.8889271436288272
602.837057,0.9062926607410827
602.956059,0.8969097815175392
603.075062,0.8691148491685565
603.194064,0.8660176409631382
603.313066,0.8737945496587419
603.432069,0.8983190358496999
603.551071,0.9162142905679721
603.670073,0.9063416018661613
603.789076,0.8835565345197022
603.908078,0.8866810005245844
604.027081,0.8989301005325234
604.146083,0.9230941918601779
604.265085,0.9275097244252349
604.384088,0.9096694383723785
604.50309,0.8909116630759016
604.622092,0.898633502540708
604.741095,0.9148830830119068
604.860097,0.9325681938537266
604.9791,0.9309348338682059
605.098102,0.912079610958445
605.217104,0.9018473574624594
605.336107,0.9108154334478147
605.455109,0.929658467063984
605.574111,0.9413333041869372
605.693114,0.9349156197711038
605.812116,0.916100687039506
605.931119,0.9129355430028957
606.050121,0.9236232764003584
606.169123,0.9416298708845586
606.288126,0.9468742333008546
606.407128,0.9359595680175405
606.526131,0.9206420241387789
606.645133,0.9233997866108248
606.764135,0.93860833069561
606.883138,0.9524020613476752
607.00214,0.9510819953659695
607.121142,0.9345585502089797
607.240145,0.9253668735949733
607.359147,0.9349763912614409
607.47815,0.9485659131824182
607.597152,0.9521059103604617
607.716154,0.9430829842079049
607.835157,0.9275867109272579
607.954159,0.9303373655127258
608.073161,0.9383708928251012
608.192164,0.9413587205292693
608.311166,0.9337103561837529
608.430169,0.9201919402434562
608.549171,0.9107188921286495
608.668173,0.910680642738423
608.787176,0.904692655630375
608.906178,0.8939816765926896
609.025181,0.8749137228003113
609.144183,0.8560898015415142
609.263185,0.8405069981443125
609.382188,0.8290208279306699
609.50119,0.8062350126549761
609.620192,0.7871157215615403
609.739195,0.7974867969569951
609.858197,0.8270335636147021
