nu,[0]HCFE-235ca2-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
826.579808,0.9999269306696935
826.69881,0.9999270646599112
826.817812,0.9999271986501469
826.936814,0.9999273066422901
827.055816,0.9999275426251624
827.174818,0.9999275966212512
827.29382,0.9999277276117748
827.412822,0.9999278876002241
827.531824,0.9999280595878356
827.650826,0.9999282185764097
827.769828,0.9999282725725349
827.88883,0.9999283325682331
828.007832,0.9999284895569936
828.126834,0.9999285855501332
828.245836,0.9999286385463497
828.364838,0.9999286475457074
828.48384,0.9999286705440666
828.602842,0.9999287215404301
828.721844,0.9999288665301053
828.840846,0.9999290025204404
828.959848,0.9999290585164661
829.07885,0.999929182507677
829.197852,0.9999292875002467
829.316854,0.9999294334899334
829.435856,0.9999295604809795
829.554858,0.9999294924857717
829.67386,0.9999293884931099
829.792862,0.9999293284973483
829.911864,0.999929187507323
830.030866,0.9999291125126367
830.149868,0.9999289365251284
830.26887,0.9999288325325244
830.387872,0.9999287975350158
830.506874,0.9999287905355143
830.625876,0.9999287475385772
830.744878,0.9999287945352294
830.86388,0.9999286965422124
830.982882,0.9999286765436387
831.101884,0.9999285285542054
831.220886,0.9999284415604273
831.339888,0.99992831056981
831.45889,0.999928205577343
831.577892,0.9999280845860373
831.696894,0.9999280605877636
831.815896,0.9999278516028208
831.934898,0.9999278346040474
832.0539,0.9999277906072237
832.172902,0.9999277466104018
832.291904,0.9999276436178492
832.410906,0.9999275736229167
832.529908,0.9999274476320503
832.64891,0.9999274096348081
832.767912,0.9999272006500013
832.886914,0.9999271106565573
833.005916,0.9999268736738601
833.124918,0.9999268146781763
833.24392,0.9999266066934205
833.362922,0.9999265776955494
833.481924,0.9999264027084136
833.600926,0.999926350712242
833.719928,0.9999262927165153
833.83893,0.9999263637112846
833.957932,0.9999263287138624
834.076934,0.9999264957015733
834.195936,0.9999264997012793
834.314938,0.9999266866875522
834.43394,0.9999265926944482
834.552942,0.999926665689092
834.671944,0.9999265986940077
834.790946,0.9999266936870391
834.909948,0.9999265936943748
835.02895,0.9999266696887987
835.147952,0.99992651670003
835.266954,0.9999266736885054
835.385956,0.9999263397130521
835.504958,0.9999263637112846
835.62396,0.9999263397130521
835.742962,0.9999264817026025
835.861964,0.9999265266992952
835.980966,0.999926743683375
836.099968,0.9999268566751034
836.21897,0.9999272826440351
836.337972,0.9999273316404732
836.456974,0.9999275146271915
836.575976,0.9999275606238583
836.694978,0.9999278136055632
836.81398,0.9999279385965477
836.932982,0.999928261573324
837.051984,0.9999284765579234
837.170986,0.9999288525311012
837.289988,0.9999291685086685
837.40899,0.9999296074776699
837.527992,0.9999298494606642
837.646994,0.999930355425296
837.765996,0.9999307144003581
837.884998,0.9999311823680419
838.004,0.9999315063457974
838.123002,0.9999319733139199
838.242004,0.9999324342826659
838.361006,0.9999329652469294
838.480008,0.999933310223862
838.59901,0.9999338791860773
838.718012,0.9999343251566869
838.837014,0.9999348981192194
838.956016,0.9999352210982436
839.075018,0.999935744064501
839.19402,0.9999361570380486
839.313022,0.9999366530065056
839.432024,0.9999370749798622
839.551026,0.9999376689426611
839.670028,0.999938131913909
839.78903,0.9999387228775196
839.908032,0.9999391108538194
840.027034,0.9999396858189734
840.146036,0.999940044797385
840.265038,0.9999405247687218
840.38404,0.9999408167513976
840.503042,0.9999411967289801
840.622044,0.9999415097106237
840.741046,0.9999419606843463
840.860048,0.999942234668481
840.97905,0.9999426986417855
841.098052,0.9999429606268069
841.217054,0.9999433486047509
841.336056,0.9999437135841398
841.455058,0.9999441455599173
841.57406,0.9999444645421507
841.693062,0.9999449465154987
841.812064,0.9999452424992467
841.931066,0.9999456724757934
842.050068,0.9999459884586758
842.16907,0.9999463624385454
842.288072,0.9999466124251672
842.407074,0.9999469494072325
842.526076,0.9999471763952158
842.645078,0.999947547375687
842.76408,0.9999478373605178
842.883082,0.9999481843424776
843.002084,0.9999484373294002
843.121086,0.9999488073103905
843.240088,0.9999490702969613
843.35909,0.9999494542774781
843.478092,0.9999497352633142
843.597094,0.9999501022449344
843.716096,0.9999504382282252
843.835098,0.9999508472080381
843.9541,0.9999511581927999
844.073102,0.9999515151754271
844.192104,0.9999517541638678
844.311106,0.9999521421452237
844.430108,0.999952401132862
844.54911,0.9999527391168307
844.668112,0.9999530041043417
844.787114,0.999953388086369
844.906116,0.9999537250707176
845.025118,0.9999542020487582
845.14412,0.9999546600278876
845.263122,0.9999551820043564
845.382124,0.9999555539877533
845.501126,0.9999560249669301
845.620128,0.9999563719517309
845.73913,0.9999568589306027
845.858132,0.9999571999159498
845.977134,0.999957646896918
846.096136,0.9999580378804344
846.215138,0.9999584428635218
846.33414,0.999958905844388
846.453142,0.9999593778251029
846.572144,0.9999597638094972
846.691146,0.9999601147954359
846.810148,0.9999603977841884
846.92915,0.9999608247673695
847.048152,0.9999612537506553
847.167154,0.9999616987335123
847.286156,0.9999620837188403
847.405158,0.9999624877036037
847.52416,0.9999629576860835
847.643162,0.9999633896701745
847.762164,0.9999637886556466
847.881166,0.9999642296397746
848.000168,0.9999646126261479
848.11917,0.9999651386076724
848.238172,0.9999656465900919
848.357174,0.999966144573108
848.476176,0.9999666805551051
848.595178,0.9999671655390627
848.71418,0.9999675925251336
848.833182,0.9999680805094378
848.952184,0.9999685294952068
849.071186,0.9999690404792558
849.190188,0.9999695354640534
849.30919,0.9999699244522784
849.428192,0.9999704284372473
849.547194,0.9999709804210761
849.666196,0.9999714364079472
849.785198,0.9999719613930891
849.9042,0.9999724223802695
850.023202,0.9999729403661185
850.142204,0.9999734983511749
850.261206,0.9999740463368021
850.380208,0.9999745823230346
850.49921,0.9999750623109493
850.618212,0.9999755422990945
850.737214,0.9999760162876138
850.856216,0.9999764672768988
850.975218,0.9999768682675426
851.09422,0.9999772842580064
851.213222,0.9999777382477965
851.332224,0.9999782122373567
851.451226,0.9999786582277389
851.570228,0.9999791002184035
851.68923,0.9999795572089567
851.808232,0.9999799392012205
851.927234,0.9999802511950102
852.046236,0.9999805871884311
852.165238,0.9999809231819649
852.28424,0.9999812491757989
852.403242,0.9999815221707172
852.522244,0.9999818581645651
852.641246,0.9999822341578144
852.760248,0.9999826271509097
852.87925,0.9999829381455551
852.998252,0.999983244140381
853.117254,0.9999835921346105
853.236256,0.9999839511287845
853.355258,0.9999843061231501
853.47426,0.9999845821188568
853.593262,0.9999848331150184
853.712264,0.999985115110781
853.831266,0.9999853551072375
853.950268,0.9999855691041264
854.06927,0.9999857371017161
854.188272,0.9999859040993482
854.307274,0.9999860960966601
854.426276,0.999986288094009
854.545278,0.9999865500904509
854.66428,0.9999868160869085
854.783282,0.9999870100843696
854.902284,0.9999872230816255
855.021286,0.999987418079153
855.140288,0.9999876300765081
855.25929,0.9999878700735682
855.378292,0.9999880060719277
855.497294,0.9999881370703652
855.616296,0.9999883780675352
855.735298,0.9999885050660673
855.8543,0.9999886490644223
855.973302,0.999988738063416
856.092304,0.9999887770629776
856.211306,0.9999889110614827
856.330308,0.9999890280601922
856.44931,0.9999891260591217
856.568312,0.9999892700575662
856.687314,0.9999893780564132
856.806316,0.9999895090550304
856.925318,0.9999896290537786
857.04432,0.9999896950530963
857.163322,0.9999897290527465
857.282324,0.9999897930520912
857.401326,0.9999898320516939
857.520328,0.9999899280507224
857.63933,0.9999900001499988
857.758332,0.9999900776492269
857.877334,0.9999902268477575
857.996336,0.999990360946456
858.115338,0.999990460945497
858.23434,0.999990521744919
858.353342,0.9999905273448659
858.472344,0.99999059684421
858.591346,0.9999905931442448
858.710348,0.9999905703444595
858.82935,0.9999905457446917
858.948352,0.999990521744919
859.067354,0.999990569444468
859.186356,0.9999905931442448
859.305358,0.9999906168440221
859.42436,0.9999906405437999
859.543362,0.9999906189440024
859.662364,0.9999906839433947
859.781366,0.9999907359429117
859.900368,0.9999907595426933
860.01937,0.9999907648426444
860.138372,0.9999907583427043
860.257374,0.9999908063422619
860.376376,0.9999908134421966
860.495378,0.9999907730425687
860.61438,0.9999907251430118
860.733382,0.9999906771434581
860.852384,0.9999906675435476
860.971386,0.9999906540436737
861.090388,0.9999906189440024
861.20939,0.9999906556436587
861.328392,0.9999906792434385
861.447394,0.9999907383428894
861.566396,0.9999908134421966
861.685398,0.9999908134421966
861.8044,0.9999908226421123
861.923402,0.9999907961423558
862.042404,0.9999906918433211
862.161406,0.9999906918433211
862.280408,0.9999906229439649
862.39941,0.999990546044689
862.518412,0.999990551644636
862.637414,0.9999905996441836
862.756416,0.9999906432437747
862.875418,0.9999906396438084
862.99442,0.9999906189440024
863.113422,0.9999906700435243
863.232424,0.999990690043338
863.351426,0.9999906177440137
863.470428,0.9999905691444708
863.58943,0.999990521744919
863.708432,0.999990521744919
863.827434,0.9999904513455887
863.946436,0.9999903553465099
864.065438,0.9999903055469915
864.18444,0.9999903485465755
864.303442,0.9999903722463471
864.422444,0.9999903759463115
864.541446,0.9999903516465457
864.660448,0.9999903516465457
864.77945,0.9999903516465457
864.898452,0.9999903341467147
865.017454,0.9999902618474161
865.136456,0.9999902138478847
865.255458,0.9999901415485949
865.37446,0.9999901178488287
865.493462,0.9999900843491604
865.612464,0.9999900600494016
865.731466,0.9999900225497751
865.850468,0.9999899870501299
865.96947,0.9999899990500098
866.088472,0.9999900227497731
866.207474,0.9999900464495369
866.326476,0.9999900640493619
866.445478,0.9999899680503204
866.56448,0.9999899050509543
866.683482,0.9999898660513488
866.802484,0.9999898660513488
866.921486,0.9999898100519179
867.040488,0.9999897620524082
867.15949,0.9999898100519179
867.278492,0.9999898850511565
867.397494,0.9999899170508333
867.516496,0.9999901775482406
867.635498,0.9999899600504006
867.7545,0.9999897170528699
867.873502,0.9999896100539759
867.992504,0.9999893520566897
868.111506,0.9999893050571913
868.230508,0.9999890610598307
868.34951,0.9999887730630225
868.468512,0.9999890570598744
868.587514,0.9999890650597869
868.706516,0.9999891320590565
868.825518,0.9999891180592088
868.94452,0.9999890640597978
869.063522,0.9999890230602471
869.182524,0.9999889910605988
869.301526,0.9999889040615604
869.420528,0.9999888510621499
869.53953,0.9999887850628879
869.658532,0.9999887480633035
869.777534,0.9999887070637656
869.896536,0.999988650064411
870.015538,0.9999886110648544
870.13454,0.9999886260646836
870.253542,0.9999885740652765
870.372544,0.9999884910662283
870.491546,0.9999884300669322
870.610548,0.9999883710676165
870.72955,0.9999883000684447
870.848552,0.9999881910697259
870.967554,0.9999880600712815
871.086556,0.9999879360727697
871.205558,0.9999878360739811
871.32456,0.9999876610761251
871.443562,0.9999875570774138
871.562564,0.9999874210791153
871.681566,0.9999872940807208
871.800568,0.9999871920820221
871.91957,0.9999871870820861
872.038572,0.9999871390827023
872.157574,0.9999870620836956
872.276576,0.999986973084851
872.395578,0.9999869430852423
872.51458,0.9999868500864608
872.633582,0.9999867490877941
872.752584,0.9999866050897126
872.871586,0.9999864610916519
872.990588,0.9999863660929426
873.10959,0.9999862460945859
873.228592,0.9999861250962574
873.347594,0.9999860540972451
873.466596,0.9999858900995455
873.585598,0.9999857161020158
873.7046,0.9999856001036795
873.823602,0.9999853671070619
873.942604,0.9999851901096675
874.061606,0.9999850091123644
874.180608,0.9999847871157171
874.29961,0.9999847031169985
874.418612,0.9999845901187334
874.537614,0.9999844541208385
874.656616,0.9999842381242197
874.775618,0.9999840211276635
874.89462,0.99998386813012
875.013622,0.9999837101326813
875.132624,0.9999834681366527
875.251626,0.9999831801414554
875.370628,0.9999830371438708
875.48963,0.9999828581469232
875.608632,0.9999826401506839
875.727634,0.9999824311543339
875.846636,0.999982148159346
875.965638,0.9999819471629544
876.08464,0.9999817151671696
876.203642,0.9999814841714201
876.322644,0.9999811651773775
876.441646,0.9999808051842228
876.560648,0.9999805341894613
876.67965,0.9999803131937877
876.798652,0.9999800781984417
876.917654,0.9999798502030098
877.036656,0.9999795752085889
877.155658,0.9999794022121373
877.27466,0.9999791622171096
877.393662,0.9999789192222027
877.512664,0.999978558229878
877.631666,0.9999781992376401
877.750668,0.9999778382455753
877.86967,0.9999775742514608
877.988672,0.9999772402590068
878.107674,0.9999768602677277
878.226676,0.9999764732767576
878.345678,0.9999761592841944
878.46468,0.9999758232922613
878.583682,0.9999754243019874
878.702684,0.9999750113122224
878.821686,0.9999747123197388
878.940688,0.999974340329215
879.05969,0.9999739973380751
879.178692,0.9999736213479228
879.297694,0.9999732213585543
879.416696,0.9999728043698078
879.535698,0.999972342382479
879.6547,0.9999718913950543
879.773702,0.9999714804066914
879.892704,0.9999710014204669
880.011706,0.9999706784298856
880.130708,0.9999702944412189
880.24971,0.9999699114526694
880.368712,0.9999695004651202
880.487714,0.9999691644754246
880.606716,0.9999687624879012
880.725718,0.9999683545007294
880.84472,0.9999679305142369
880.963722,0.9999675395268526
881.082724,0.9999671135407715
881.201726,0.9999666635556717
881.320728,0.9999661815718559
881.43973,0.9999658065846082
881.558732,0.9999653066018298
881.677734,0.9999648996160329
881.796736,0.9999644426321782
881.915738,0.9999640356467329
882.03474,0.9999636056622899
882.153742,0.9999632216763391
882.272744,0.9999628376905357
882.391746,0.9999624297057812
882.510748,0.9999620447203199
882.62975,0.9999617557313307
882.748752,0.9999613507469016
882.867754,0.9999610127600222
882.986756,0.9999605827768792
883.105758,0.9999602877885507
883.22476,0.9999599318027517
883.343762,0.9999596198153016
883.462764,0.9999592598299033
883.581766,0.9999589838411856
883.700768,0.9999586788537421
883.81977,0.9999583808661002
883.938772,0.9999579808828278
884.057774,0.9999577168939557
884.176776,0.9999573809082193
884.295778,0.9999571939162065
884.41478,0.9999568889293089
884.533782,0.9999566779384276
884.652784,0.9999564849468074
884.771786,0.9999563419530403
884.890788,0.999956101963547
885.00979,0.9999559209715089
885.128792,0.9999557389795478
885.247794,0.999955667982693
885.366796,0.9999555169893984
885.485798,0.9999554849908224
885.6048,0.999955379995502
885.723802,0.9999554359930048
885.842804,0.999955397994699
885.961806,0.9999554039944314
886.080808,0.9999553849952789
886.19981,0.9999555109896654
886.318812,0.9999555779866869
886.437814,0.9999556809821167
886.556816,0.9999557979769382
886.675818,0.9999559169716853
886.79482,0.9999559939682938
886.913822,0.9999561819600383
887.032824,0.9999561579610903
887.151826,0.9999563019547874
887.270828,0.9999563289536079
887.38983,0.999956419949638
887.508832,0.999956519945285
887.627834,0.9999565889422872
887.746836,0.9999566649389909
887.865838,0.999956849930991
887.98484,0.9999568869293951
888.103842,0.9999569979246158
888.222844,0.9999569899249598
888.341846,0.9999569669259493
888.460848,0.9999568189323291
888.57985,0.9999567329360464
888.698852,0.9999565249450676
888.817854,0.9999563309535205
888.936856,0.9999560949638543
889.055858,0.9999559599697906
889.17486,0.999955825975701
889.293862,0.9999556949814963
889.412864,0.9999555379884645
889.531866,0.9999554539922029
889.650868,0.999955322998047
889.76987,0.9999552180027436
889.888872,0.9999550350109554
890.007874,0.99995498201334
890.126876,0.999954804021369
890.245878,0.9999546430286586
890.36488,0.9999545710319269
890.483882,0.9999546160298836
890.602884,0.9999546570280237
890.721886,0.9999547540236301
890.840888,0.9999547580234491
890.95989,0.9999549960127099
891.078892,0.9999552480014006
891.197894,0.999955515989443
891.316896,0.9999557359796807
891.435898,0.9999560699649522
891.5549,0.9999563359533022
891.673902,0.9999567439355705
891.792904,0.9999570319231542
891.911906,0.999957412906856
892.030908,0.9999577768914205
892.14991,0.9999581318764943
892.268912,0.9999585638585007
892.387914,0.9999590618379894
892.506916,0.9999594598217753
892.625918,0.9999599668013499
892.74492,0.9999603747850996
892.863922,0.999960832767056
892.982924,0.999961222751857
893.101926,0.9999616287361958
893.220928,0.9999620337207374
893.33993,0.999962458704692
893.458932,0.9999628206911676
893.577934,0.9999631686782898
893.696936,0.9999635616638923
893.815938,0.9999640216472364
893.93494,0.9999643636349903
894.053942,0.9999647146225435
894.172944,0.9999651226082303
894.291946,0.9999654815957738
894.410948,0.9999658445833095
894.52995,0.9999662005712135
894.648952,0.9999666095574732
894.767954,0.9999670505428453
894.886956,0.9999674095310809
895.005958,0.9999677515199934
895.12496,0.999968169506601
895.243962,0.9999685594942631
895.362964,0.9999689204829783
895.481966,0.9999691654753937
895.600968,0.9999694814657
895.71997,0.9999698734538135
895.838972,0.9999702474426161
895.957974,0.9999705084348848
896.076976,0.9999707484278356
896.195978,0.9999710394193657
896.31498,0.9999713504104073
896.433982,0.999971663401489
896.552984,0.9999718793953916
896.671986,0.9999721403880862
896.790988,0.9999724783787267
896.90999,0.9999727413715231
897.028992,0.9999730083642807
897.147994,0.9999732273583936
897.266996,0.9999733753544422
897.385998,0.9999736453472899
897.505,0.9999739003406021
897.624002,0.9999741113351173
897.743004,0.9999742983302936
897.862006,0.9999745103248673
897.981008,0.9999747823179711
898.10001,0.9999749733131728
898.219012,0.9999751443089078
898.338014,0.9999753073048696
898.457016,0.9999755062999756
898.576018,0.9999756522964102
898.69502,0.9999757822932533
898.814022,0.9999758542915124
898.933024,0.9999759872883098
899.052026,0.9999761182851727
899.171028,0.9999762272825755
899.29003,0.9999763522796118
899.409032,0.9999765412751602
899.528034,0.9999766452727259
899.647036,0.9999768612677046
899.766038,0.9999771972599865
899.88504,0.9999774042552877
900.004042,0.9999774882533932
900.123044,0.9999776222503856
900.242046,0.9999777082484648
900.361048,0.9999778882444684
900.48005,0.999977853245243
900.599052,0.9999778142461074
900.718054,0.9999779152438718
900.837056,0.9999780312413167
900.956058,0.9999781052396938
901.07506,0.9999782492365513
901.194062,0.9999783212349879
901.313064,0.9999783692339483
901.432066,0.9999784162329328
901.551068,0.9999784432323504
901.67007,0.9999784652318765
901.789072,0.9999785162307795
901.908074,0.9999785322304359
902.027076,0.9999786482279523
902.146078,0.9999786812272483
902.26508,0.9999787292262261
902.384082,0.9999787952248245
902.503084,0.9999788982226456
902.622086,0.999978905222498
902.741088,0.9999789692211499
902.86009,0.9999790422196173
902.979092,0.9999790992184244
903.098094,0.99997913821761
903.217096,0.9999792102161106
903.336098,0.9999792842145748
903.4551,0.999979391212364
903.574102,0.9999793672128588
903.693104,0.999979437211417
903.812106,0.9999795442092225
903.931108,0.9999796342073856
904.05011,0.9999796002080786
904.169112,0.9999796102078746
904.288114,0.9999795852083847
904.407116,0.9999796342073856
904.526118,0.9999796342073856
904.64512,0.999979689206267
904.764122,0.9999797372052932
904.883124,0.9999798092038369
905.002126,0.9999798902022047
905.121128,0.999980026199479
905.24013,0.9999800531989401
905.359132,0.9999801441971291
905.478134,0.9999801461970893
905.597136,0.9999802451951287
905.716138,0.999980364192785
905.83514,0.9999804601909046
905.954142,0.9999805321895003
906.073144,0.9999806521871714
906.192146,0.9999807701848953
906.311148,0.9999808471834175
906.43015,0.9999809611812406
906.549152,0.9999811541775847
906.668154,0.9999811451777544
906.787156,0.9999812471758364
906.906158,0.9999813541738356
907.02516,0.9999814201726072
907.144162,0.9999815581700526
907.263164,0.9999815861695367
907.382166,0.9999815861695367
907.501168,0.9999817861658739
907.62017,0.999981845164801
907.739172,0.9999819761624313
907.858174,0.9999821161599177
907.977176,0.9999822011584013
908.096178,0.9999823451558486
908.21518,0.9999824891533167
908.334182,0.99998260815124
908.453184,0.9999827521487459
908.572186,0.9999828481470947
908.691188,0.9999829821448053
908.81019,0.9999830781431762
908.929192,0.9999832151408673
909.048194,0.9999833751381946
909.167196,0.999983519135811
909.286198,0.9999836451337423
909.4052,0.9999838011312031
909.524202,0.9999839021295721
909.643204,0.9999840711268658
909.762206,0.9999842151245825
909.881208,0.9999843621222729
910.00021,0.9999845541192889
910.119212,0.9999847441163722
910.238214,0.9999849391134162
910.357216,0.9999851781098453
910.476218,0.999985321107736
910.59522,0.9999854891052841
910.714222,0.999985658102846
910.833224,0.9999858261004506
910.952226,0.9999860170977617
911.071228,0.9999861840954405
911.19023,0.9999863310934204
911.309232,0.9999865200908548
911.428234,0.9999866680888707
911.547236,0.9999867930872121
911.666238,0.9999869130856344
911.78524,0.9999870750835275
911.904242,0.9999872610811407
912.023244,0.9999874770784124
912.142246,0.9999876290765205
912.261248,0.9999878520737866
912.38025,0.9999880620712577
912.499252,0.9999882450690898
912.618254,0.9999883750675701
912.737256,0.9999885190659065
912.856258,0.9999886870639917
912.97526,0.9999888550621053
913.094262,0.9999889400611616
913.213264,0.9999890700597323
913.332266,0.9999892480578025
913.451268,0.9999894400557566
913.57027,0.9999895990540902
913.689272,0.9999897430526028
913.808274,0.9999898870511362
913.927276,0.9999900622493798
914.046278,0.9999902542474901
914.16528,0.9999904110459743
914.284282,0.9999905118450129
914.403284,0.9999906600436177
914.522286,0.9999908205421315
914.641288,0.999990946740981
914.76029,0.9999911363392825
914.879292,0.9999912525382593
914.998294,0.9999913524373903
915.117296,0.9999915191359627
915.236298,0.9999916151351532
915.3553,0.9999917825337635
915.474302,0.9999919529323779
915.593304,0.9999920489316099
915.712306,0.9999922126303217
915.831308,0.9999923591291916
915.95031,0.9999925031281017
916.069312,0.9999926471270325
916.188314,0.9999927475262993
916.307316,0.9999928864253016
916.426318,0.9999930547241186
916.54532,0.999993174323295
916.664322,0.9999933183223225
916.783324,0.9999934623213708
916.902326,0.9999935509207954
917.021328,0.999993598920487
917.14033,0.9999936855199364
917.259332,0.9999937678194201
917.378334,0.9999938157191227
917.497336,0.9999938880186783
917.616338,0.999993947918314
917.73534,0.9999940794175267
917.854342,0.9999942021168078
917.973344,0.9999942701164158
918.092346,0.9999944047156537
918.211348,0.9999945094150733
918.33035,0.9999946777141634
918.449352,0.9999947823136122
918.568354,0.999994861513202
918.687356,0.9999949332128362
918.806358,0.9999950049124755
918.92536,0.9999951009120006
919.044362,0.9999951393118132
919.163364,0.9999951432117943
919.282366,0.9999951669116794
919.401368,0.9999952418113203
919.52037,0.9999953601107643
919.639372,0.9999953824106611
919.758374,0.9999954082105423
919.877376,0.9999954799102156
919.996378,0.9999956235095768
920.11538,0.9999957447090537
920.234382,0.9999958164087512
920.353384,0.9999959124083542
920.472386,0.9999959414082361
920.591388,0.9999960071079717
920.71039,0.9999960830076714
920.829392,0.999996087207655
920.948394,0.9999960629077503
921.067396,0.9999960629077503
921.186398,0.999996098207612
921.3054,0.9999961601073724
921.424402,0.9999961522074028
921.543404,0.9999962160071593
921.662406,0.9999962330070952
921.781408,0.9999962573070039
921.90041,0.9999962956068613
922.019412,0.9999963812065479
922.138414,0.9999964274063817
922.257416,0.9999963910065124
922.376418,0.9999963788065566
922.49542,0.999996449206304
922.614422,0.999996510606088
922.733424,0.9999965150060726
922.852426,0.9999965094060921
922.971428,0.9999965658058969
923.09043,0.9999966218057061
923.209432,0.9999966461056243
923.328434,0.9999966396056461
923.447436,0.9999966218057061
923.566438,0.9999966218057061
923.68544,0.9999965928058046
923.804442,0.9999965773058574
923.923444,0.9999966253056943
924.042446,0.9999966490056146
924.161448,0.999996747905288
924.28045,0.999996816305068
924.399452,0.9999968426049846
924.518454,0.9999969135047633
924.637456,0.9999969135047633
924.756458,0.9999969856045433
924.87546,0.9999969650046056
924.994462,0.9999969378046886
925.113464,0.9999969594046226
925.232466,0.9999970041044877
925.351468,0.9999970554043354
925.47047,0.9999970152044545
925.589472,0.999996967204599
925.708474,0.9999970049044853
925.827476,0.9999970286044146
925.946478,0.9999969934045199
926.06548,0.9999969287047165
926.184482,0.9999969296047136
926.303484,0.999996993004521
926.422486,0.9999970255044238
926.541488,0.9999970350043956
926.66049,0.999997072904284
926.779492,0.9999971209041446
926.898494,0.9999971565040428
927.017496,0.9999971565040428
927.136498,0.9999971677040109
927.2555,0.9999971460040726
927.374502,0.9999971322041121
927.493504,0.9999971472040692
927.612506,0.9999971322041121
927.731508,0.9999971565040428
927.85051,0.9999970930042253
927.969512,0.9999970418043754
928.088514,0.9999970836042527
928.207516,0.9999970593043238
928.326518,0.9999970593043238
928.44552,0.9999970593043238
928.564522,0.9999970668043018
928.683524,0.9999971565040428
928.802526,0.9999971322041121
928.921528,0.9999971341041067
929.04053,0.9999971578040391
929.159532,0.9999972051039058
929.278534,0.9999972051039058
929.397536,0.9999971808039739
929.516538,0.9999972039039091
929.63554,0.9999972294038381
929.754542,0.9999971832039671
929.873544,0.9999971808039739
929.992546,0.9999971602040322
930.111548,0.9999971766039858
930.23055,0.9999971808039739
930.349552,0.9999971996039211
930.468554,0.9999972476037878
930.587556,0.9999972361038195
930.706558,0.9999971882039531
930.82556,0.9999971972039279
930.944562,0.9999972380038143
931.063564,0.9999972051039058
931.182566,0.9999971906039463
931.301568,0.9999971947039349
931.42057,0.9999972405038074
931.539572,0.9999972178038703
931.658574,0.9999971936039379
931.777576,0.9999969393046839
931.896578,0.9999972024039133
932.01558,0.9999975211030725
932.134582,0.9999975159030854
932.253584,0.9999976681027188
932.372586,0.9999977091026241
932.491588,0.9999978977022098
932.61059,0.9999980062019876
932.729592,0.9999976240028227
932.848594,0.9999975152030871
932.967596,0.9999974186033318
933.086598,0.9999974285033063
933.2056,0.9999973915034022
933.324602,0.9999973855034178
933.443604,0.9999974155033399
933.562606,0.9999973288035676
933.681608,0.9999973737034488
933.80061,0.9999973014036412
933.919612,0.9999972777037055
934.038614,0.9999972537037711
934.157616,0.9999972294038381
934.276618,0.9999972537037711
934.39562,0.9999972559037651
934.514622,0.999997299603646
934.633624,0.9999973266035735
934.752626,0.9999972820036938
934.871628,0.9999972826036921
934.99063,0.9999972780037046
935.109632,0.9999973023036388
935.228634,0.9999972780037046
935.347636,0.9999972537037711
935.466638,0.9999972460037923
935.58564,0.9999972697037273
935.704642,0.9999972780037046
935.823644,0.9999972780037046
935.942646,0.9999972780037046
936.061648,0.9999972402038082
936.18065,0.9999972051039058
936.299652,0.9999972051039058
936.418654,0.9999972051039058
936.537656,0.9999972051039058
936.656658,0.9999972399038091
936.77566,0.9999972879036777
936.894662,0.9999973451035242
937.013664,0.9999973666034674
937.132666,0.9999973346035522
937.251668,0.9999973509035088
937.37067,0.9999972888036753
937.489672,0.999997223303855
937.608674,0.9999972051039058
937.727676,0.9999972002039195
937.846678,0.9999971765039861
937.96568,0.9999971808039739
938.084682,0.9999971869039568
938.203684,0.9999972537037711
938.322686,0.9999972313038329
938.441688,0.9999972537037711
938.56069,0.9999972792037014
938.679692,0.9999973266035735
938.798694,0.9999972550037675
938.917696,0.9999972294038381
939.036698,0.9999972294038381
939.1557,0.9999972319038312
939.274702,0.999997208203897
939.393704,0.9999972051039058
939.512706,0.9999972294038381
939.631708,0.9999972537037711
939.75071,0.9999972537037711
939.869712,0.9999972780037046
939.988714,0.9999972780037046
940.107716,0.9999972611037508
940.226718,0.9999972051039058
940.34572,0.9999972451037947
940.464722,0.9999972387038124
940.583724,0.9999971907039461
940.702726,0.9999971946039351
940.821728,0.9999972294038381
940.94073,0.9999972294038381
941.059732,0.999997229803837
941.178734,0.9999971338041076
941.297736,0.9999971537040507
941.416738,0.9999971606040311
941.53574,0.9999970646043083
941.654742,0.9999970350043956
941.773744,0.999997010704468
941.892746,0.9999970183044453
942.011748,0.9999970593043238
942.13075,0.9999970350043956
942.249752,0.999997095204219
942.368754,0.9999971322041121
942.487756,0.9999971322041121
942.606758,0.9999971040041934
942.72576,0.9999971112041726
942.844762,0.9999971025041977
942.963764,0.9999970086044743
943.082766,0.9999969621046144
943.201768,0.9999969612046171
943.32077,0.9999969380046879
943.439772,0.99999701000447
943.558774,0.9999970350043956
943.677776,0.999997080404262
943.796778,0.999997154304049
943.91578,0.9999971808039739
944.034782,0.9999972260038476
944.153784,0.9999972092038942
944.272786,0.9999971369040986
944.391788,0.9999971322041121
944.51079,0.9999971565040428
944.629792,0.9999971387040936
944.748794,0.9999970908042317
944.867796,0.9999971079041822
944.986798,0.9999971163041579
945.1058,0.9999971079041822
945.224802,0.9999970932042247
945.343804,0.9999970695042939
945.462806,0.9999970593043238
945.581808,0.9999970708042901
945.70081,0.9999970228044318
945.819812,0.9999970350043956
