nu,[0]alpha-Pinene(1S)(-)-PNNL(x-sec)-X=0.01-T=298.17K-P=1.0atm-L=15cm
658.528182,0.9987186216672019
658.647384,1.0044887443664814
658.766586,0.9974007838271606
658.885788,1.0020982983533262
659.00499,0.9996751927612963
659.124192,1.0008667253895596
659.243394,1.0000494522227208
659.362596,0.9988764316760878
659.481798,1.0026138100606419
659.601,0.9988359779997973
659.720202,1.0010883918690123
659.839404,0.9966332801538357
659.958606,0.9968170762761777
660.077808,1.0029279781791998
660.19701,0.9966582959631146
660.316212,1.0006923095356977
660.435414,0.996094845027515
660.554616,1.0015127430431487
660.673818,0.9963178956329002
660.79302,0.997979444077031
660.912222,0.9998996050399114
661.031424,0.9947579875513735
661.150626,1.003300434479731
661.269828,1.0022931251990819
661.38903,0.9991382814928229
661.508232,0.9916758392990175
661.627434,1.0000818303479202
661.746636,0.9976722135067732
661.865838,0.9981774628415478
661.98504,0.9994562278976672
662.104242,0.9985396673249871
662.223444,1.0015584130655002
662.342646,0.9996785916627298
662.461848,0.9968623327987559
662.58105,0.999262392166501
662.700252,0.9990951696061222
662.819454,0.9968543579319931
662.938656,0.9996825503977911
663.057858,0.9975908067755909
663.17706,0.9987052389273361
663.296262,1.0002553525969253
663.415464,0.9997822637079878
663.534666,1.0003582441541155
663.653868,0.9972754184280139
663.77307,0.9980844370370808
663.892272,1.0016404440586535
664.011474,0.9953851811502256
664.130676,0.9984748642034618
664.249878,0.9984340274166338
664.36908,0.9963758830218427
664.488282,0.9982498333310024
664.607484,0.9964647637146281
664.726686,1.0011543657678525
664.845888,1.002633160693909
664.96509,1.0041081152661373
665.084292,0.9966480304355337
665.203494,0.9983626419357349
665.322696,0.9935839711782745
665.441898,1.000635992157303
665.5611,0.9983430742197172
665.680302,1.0024860851974866
665.799504,1.0006897277528697
665.918706,0.9991183488829356
666.037908,0.9999988778006297
666.15711,0.9994582268121218
666.276312,0.9980842374202133
666.395514,0.9992963876513424
666.514716,0.9985902945695103
666.633918,0.9988066126537168
666.75312,0.9974526500164288
666.872322,0.9979183696039514
666.991524,1.001094398417383
667.110726,0.9994154009446538
667.229928,0.9997225484967891
667.34913,0.9978054116380538
667.468332,0.9958873800795203
667.587534,0.9949871066979635
667.706736,0.9936692243403099
667.825938,0.995625297012728
667.94514,0.9986870626573923
668.064342,0.9970677075921899
668.183544,0.9975159902707367
668.302746,0.997315210511056
668.421948,0.998947054736303
668.54115,1.0004189977550475
668.660352,0.9973054368698838
668.779554,0.9989105938342207
668.898756,1.0011278355286868
669.017958,0.9969011114977426
669.13716,0.9967398259462552
669.256362,1.000675157816503
669.375564,1.000553162938221
669.494766,0.9984909397781835
669.613968,0.9966981630922904
669.73317,0.9984329291398077
669.852372,0.9964443363963528
669.971574,0.9959823922675892
670.090776,0.9934527274045238
670.209978,0.9972677394368562
670.32918,0.9967492950195798
670.448382,1.0008348883253961
670.567584,1.0004289519735972
670.686786,0.997356799422457
670.805988,1.0000405418217975
670.92519,0.9989133907877991
671.044392,0.9949945691292479
671.163594,0.9982490347314551
671.282796,1.0012786167342573
671.401998,0.9983327913390097
671.5212,0.9966583956289492
671.640402,0.9955471434944781
671.759604,0.9970468690948643
671.878806,0.997600682973465
671.998008,0.9968084040053385
672.11721,0.9980711626023434
672.236412,0.9972387193678826
672.355614,1.0004717912585033
672.474816,0.9982236795279854
