nu,[0]Halon-1211-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
600,1.0005537732758365
600.118002,0.9993508208080514
600.236005,0.9987497821742993
600.354007,0.9986875620010484
600.472009,0.9986535073358195
600.590012,1.000271156756349
600.708014,0.9986637935199189
600.826017,0.9997456623493055
600.944019,0.9990364145469071
601.062021,0.9995416950538109
601.180024,0.9998979152110067
601.298026,0.999675112787284
601.416028,0.999901448856483
601.534031,0.9993087790033756
601.652033,0.999180685821303
601.770035,0.9991410291268751
601.888038,0.9999232549450524
602.00604,1.0000129490838388
602.124042,0.9986603980687931
602.242045,1.0001023152338466
602.360047,0.999286224858758
602.47805,0.9992597141468785
602.596052,0.9993482424862598
602.714054,0.9989414606484599
602.832057,0.9994053168941324
602.950059,0.9991370725362337
603.068061,0.9984674755168048
603.186064,1.0001955891250591
603.304066,0.999306910297706
603.422068,0.9994633240620766
603.540071,0.9995241832367174
603.658073,0.9995233136510563
603.776076,0.9996475921102529
603.894078,0.9996997450855318
604.01208,0.9997185996005217
604.130083,1.0001955291133255
604.248085,0.9991429974366413
604.366087,0.9996909677603025
604.48409,0.9991103060125998
604.602092,1.0005306507453178
604.720094,1.0000866447534398
604.838097,0.999926266718432
604.956099,0.9994020888201721
605.074101,0.999270646107949
605.192104,0.9989017035694973
605.310106,0.9996485617688875
605.428109,0.9989719288276471
605.546111,0.9998880162706459
605.664113,0.9999711494161861
605.782116,0.9994676217636101
605.900118,0.999862669430706
606.01812,1.0003554131442904
606.136123,0.9988482637578839
606.254125,1.0002711167455034
606.372127,0.9989284744938817
606.49013,0.9997342953057463
606.608132,0.9993158541345768
606.726135,1.0000327345357631
606.844137,0.9999653865990575
606.962139,1.0003085175817628
607.080142,0.9991088473126178
607.198144,0.9995925030494447
607.316146,0.9994308120489556
607.434149,0.9986718827294075
607.552151,0.9990636186788578
607.670153,0.9995561185445357
607.788156,1.0002694362914388
607.906158,0.9995959616454886
608.02416,0.9990101801951197
608.142163,0.9997659174016077
608.260165,0.9993449546359504
608.378168,0.9997213188388108
608.49617,0.9988453671021192
608.614172,0.9991660379398181
608.732175,0.9991447059726276
608.850177,0.9985075148653566
608.968179,0.998885821158676
609.086182,1.0001137864731897
609.204184,0.9987230160388049
609.322186,0.9992200443236782
609.440189,0.9997643177774196
609.558191,0.9997065630610426
609.676194,0.9998865264386116
609.794196,0.9989159879659915
609.912198,0.9989954049438178
610.030201,0.9993521499455269
610.148203,0.999218525510365
610.266205,0.9997637779048337
610.384208,0.9990862277443691
610.50221,1.0002328170976946
610.620212,0.9993250578759766
610.738215,0.9993860785269519
610.856217,0.9996638765021644
610.974219,0.9994872215158478
611.092222,0.9990709518327315
611.210224,0.9994252952060996
611.328227,1.000342228546832
611.446229,0.9993037824719718
611.564231,0.9996802511305694
611.682234,0.9990967082138681
611.800236,0.9991756099963116
611.918238,0.9990677747921562
612.036241,0.999266099436853
612.154243,0.9996463325550804
612.272245,0.9995926529883314
612.390248,0.9992235316077182
612.50825,0.999579698351495
612.626253,0.9992989458533693
612.744255,0.9989288740653514
612.862257,0.9989619391583072
612.98026,0.99889610973562
613.098262,0.9990851886952326
613.216264,0.9993348013427902
613.334267,0.999121096462173
613.452269,0.9990404107005576
613.570271,0.9994156607926917
613.688274,0.999369678735964
613.806276,0.998676177027736
613.924278,0.9989168869907852
614.042281,0.9990121182767492
614.160283,0.9990866973150065
614.278286,0.9995959416535696
614.396288,0.9990732097356341
614.51429,0.99894645536825
614.632293,0.9987228162942217
614.750295,0.999477416594298
614.868297,0.9983232073902158
614.9863,0.9987353004074508
615.104302,0.9992274485716393
615.222304,0.9990313494451254
615.340307,0.9991517199930827
615.458309,0.9989939064518343
615.576312,0.998725213231857
615.694314,0.9985729192495505
615.812316,0.9991714934012786
615.930319,0.9989171866658962
616.048321,0.9987566735715716
616.166323,0.9983778171632237
616.284326,0.998939262979664
616.402328,0.998669985254633
616.52033,0.9983421757113548
616.638333,0.9980930206001486
616.756335,0.9991879498912938
616.874337,0.9987062376330744
616.99234,0.9984908399290945
617.110342,0.9982043141764471
617.228345,0.9989153886165785
617.346347,0.9980218591047172
617.464349,0.9985831047452728
617.582352,0.9979831366078052
617.700354,0.9975956949825201
617.818356,0.9975196810867286
617.936359,0.9983580494781447
618.054361,0.998166482949846
618.172363,0.997296760350326
618.290366,0.9975700571026073
618.408368,0.9981828530144006
618.526371,0.9973872192687397
618.644373,0.9978142921457356
618.762375,0.9974877609676586
618.880378,0.997752429577382
618.99838,0.9974299083552643
619.116382,0.9966072683646789
619.234385,0.9969362030344747
619.352387,0.9971673196317169
619.470389,0.9966726479459105
619.588392,0.9969755827922397
619.706394,0.996597103022385
619.824396,0.9966421502295009
619.942399,0.9963676131363336
620.060401,0.9957622049032689
620.178404,0.9953782134783444
620.296406,0.9957188901894575
620.414408,0.9951623393562358
620.532411,0.995707140775875
620.650413,0.9959184522505021
620.768415,0.9952523060981491
620.886418,0.995262059618541
621.00442,0.9951892091021384
621.122422,0.9950218323539465
621.240425,0.9945701949715011
621.358427,0.9945125115730274
621.47643,0.9939717432932478
621.594432,0.9938971982079764
621.712434,0.9930737974744991
621.830437,0.993843727977075
621.948439,0.9936148721202852
622.066441,0.9927644038852306
622.184444,0.9928932730682839
622.302446,0.9922237923633488
622.420448,0.9926288015295116
622.538451,0.9922807476436314
622.656453,0.9922672527172292
622.774455,0.9917835411432696
622.892458,0.991392855398205
623.01046,0.9912175926350554
623.128463,0.9907941358357107
623.246465,0.9897835461611758
623.364467,0.9893105426829483
623.48247,0.989380786225095
623.600472,0.9895212882721482
623.718474,0.9891433633282882
623.836477,0.9886854959555433
623.954479,0.9881211176826838
624.072481,0.98773681331995
624.190484,0.9868926592718418
624.308486,0.9870278728280791
624.426489,0.9862277177299644
624.544491,0.986058101149959
624.662493,0.9863727038606902
624.780496,0.9851011034313261
624.898498,0.9845958761671391
625.0165,0.9840505611179583
625.134503,0.9834927626006279
625.252505,0.9832213560539764
625.370507,0.9824822515323546
625.48851,0.9804564994604881
625.606512,0.9813697295041084
625.724514,0.9811450215660928
625.842517,0.9809968798528172
625.960519,0.9792042763951526
626.078522,0.9777082170853492
626.196524,0.9780045075608662
626.314526,0.9768443049268789
626.432529,0.9762232294718753
626.550531,0.9754649986334035
626.668533,0.9744266814119199
626.786536,0.9735880611170684
626.904538,0.9730790076901786
627.02254,0.9719197885448803
627.140543,0.9712707629248236
627.258545,0.97008556503385
627.376548,0.9693146534875907
627.49455,0.968071820235182
627.612552,0.9676498329214788
627.730555,0.9667899744837175
627.848557,0.9659299141900288
627.966559,0.9644415980489979
628.084562,0.963928651574696
628.202564,0.9623962604304386
628.320566,0.9617651355152014
628.438569,0.959647739384187
628.556571,0.9593263112337145
628.674573,0.9579525811424053
628.792576,0.9574086185763099
628.910578,0.9560060858491544
629.028581,0.9539843617154687
629.146583,0.9532348246138298
629.264585,0.9525115938827303
629.382588,0.9504069668127528
629.50059,0.9495073574474472
629.618592,0.9477486016771219
629.736595,0.9465940000043714
629.854597,0.9449398540706524
629.972599,0.9435433210172444
630.090602,0.9415328880025617
630.208604,0.9399364616425048
630.326607,0.9385623400141868
630.444609,0.9374301786666119
630.562611,0.9356301682273627
630.680614,0.9333948154127572
630.798616,0.932224139672095
630.916618,0.9296073372543782
631.034621,0.9284516247290667
631.152623,0.9260741240216612
631.270625,0.9254640422179642
631.388628,0.923991875618296
631.50663,0.9217133536702209
631.624632,0.9191085923550344
631.742635,0.917840179429706
631.860637,0.915756297930389
631.97864,0.9135282304765864
632.096642,0.9113921621325585
632.214644,0.9093747532159191
632.332647,0.9072329736982743
632.450649,0.9052347288658237
632.568651,0.9036980408476025
632.686654,0.901639956422277
632.804656,0.8988941440476367
632.922658,0.8969277198925526
633.040661,0.895269937532248
633.158663,0.8919992385910228
633.276666,0.8898165153842195
633.394668,0.8874971224035676
633.51267,0.8855821974826132
633.630673,0.8840691459526689
633.748675,0.8807072509833052
633.866677,0.8793520056235596
633.98468,0.8768318834725393
634.102682,0.8751324785743438
634.220684,0.8713687742008571
634.338687,0.869775627517892
634.456689,0.867543174086591
634.574691,0.8650136429310612
634.692694,0.8631299671420798
634.810696,0.8609662275537178
634.928699,0.8583185311184546
635.046701,0.8559357192450593
635.164703,0.8535083103545701
635.282706,0.8517859637234065
635.400708,0.8491155505401129
635.51871,0.8463265507991105
635.636713,0.8436310706786427
635.754715,0.8422149603456514
635.872717,0.8408348598024565
635.99072,0.8374112425029939
636.108722,0.8353788035970946
636.226725,0.8346189546695192
636.344727,0.8329513848858204
636.462729,0.8287307214124963
636.580732,0.8281839395942123
636.698734,0.8273975384512846
636.816736,0.8253068684916823
636.934739,0.8223246586841659
637.052741,0.8206488263106498
637.170743,0.8185670233008897
637.288746,0.816261916024036
637.406748,0.8162047796897094
637.52475,0.8133855911606541
637.642753,0.8124101138547022
637.760755,0.809166964023145
637.878758,0.8077521601505628
637.99676,0.8081561372164884
638.114762,0.8056869592056618
638.232765,0.8050104663267159
638.350767,0.8026070798856711
638.468769,0.8004989966101956
638.586772,0.7976941704815939
638.704774,0.7994910030437712
638.822776,0.7985561455684769
638.940779,0.7934061654575288
639.058781,0.7955671678585088
639.176784,0.7964109161640377
639.294786,0.7940729066286005
639.412788,0.7920981247148983
639.530791,0.7909820533742505
639.648793,0.7944303198485266
639.766795,0.794160259452647
639.884798,0.7946607380503071
640.0028,0.790547132859
640.120802,0.7905945671099849
640.238805,0.7881002314039524
640.356807,0.7872652877569756
640.474809,0.7874385051734993
640.592812,0.7873361448213938
640.710814,0.781914405742324
640.828817,0.7873518917017586
640.946819,0.7888650595100768
641.064821,0.7863683166995774
641.182824,0.7796579352800687
641.300826,0.7822741691081958
641.418828,0.7870291435940441
641.536831,0.779743702370053
