nu,[0]PFC-71-18-HITRAN(x-sec)-X=0.01-T=297.0K-P=0.0atm-L=15cm
700,0.9998724781316047
700.060265,0.9998669688494284
700.12053,0.9998615995782222
700.180795,0.9998567602597913
700.24106,0.9998536307130295
700.301325,0.9998519909544197
700.36159,0.9998530008054406
700.421855,0.9998547105555338
700.48212,0.9998561403487921
700.542385,0.9998569002397476
700.60265,0.999857920094306
700.662915,0.9998598298247571
700.72318,0.9998620595146638
700.783445,0.9998655090447195
700.84371,0.9998699384587357
700.903975,0.9998750578059261
700.96424,0.9998802071757334
701.024505,0.9998852565835294
701.08477,0.9998888861735985
701.145035,0.999891285909805
701.2053,0.9998929857264359
701.265565,0.9998939256262842
701.32583,0.999893685651771
701.386095,0.9998929157339294
701.44636,0.999892435785445
701.506625,0.9998916958653163
701.56689,0.9998899560552791
701.627155,0.9998869563899104
701.68742,0.9998825768946326
701.747685,0.9998776974795631
701.80795,0.9998725381239553
701.868215,0.9998672088175297
701.92848,0.9998618495436533
701.988745,0.9998562003401624
702.04901,0.9998506311566366
702.109275,0.9998452719716163
702.16954,0.9998396228617884
702.229805,0.999833283898674
702.29007,0.9998272249273322
702.350335,0.9998225957379975
702.4106,0.9998187264320391
702.470865,0.9998153470504548
702.53113,0.9998131874516376
702.591395,0.9998127375358045
702.65166,0.9998135073919088
702.711925,0.9998144872096262
702.77219,0.9998154170375316
702.832455,0.999815906947206
702.89272,0.9998164368497771
702.952985,0.9998174066721912
703.01325,0.9998186264501714
703.073515,0.9998201261792359
703.13378,0.9998220758303829
703.194045,0.9998245153992241
703.25431,0.9998266750225098
703.314575,0.9998275748669222
703.37484,0.9998265650415816
703.435105,0.9998243754238018
703.49537,0.9998221758125955
703.555635,0.9998194962927548
703.6159,0.9998165368314258
703.676165,0.9998136073732645
703.73643,0.9998109578707156
703.796695,0.9998077584807694
703.85696,0.9998038592381149
703.917225,0.9998004399147633
703.97749,0.9997975504956672
704.037755,0.9997945910992976
704.09802,0.9997914217554672
704.158285,0.9997887723117101
704.21855,0.9997866127702942
704.278815,0.9997859229177694
704.33908,0.9997864128129916
704.399345,0.9997876625467887
704.45961,0.9997888822884811
704.519875,0.9997901420232664
704.58014,0.9997922915743825
704.640405,0.999794531111624
704.70067,0.9997969606152864
704.760935,0.9997996800667177
704.8212,0.9998035792930735
704.881465,0.9998064687295929
704.94173,0.9998081484058713
705.001995,0.9998086283138977
705.06226,0.9998096081268335
705.122525,0.9998108278952995
705.18279,0.999811237817823
705.243055,0.999810757908544
705.30332,0.9998094981477826
705.363585,0.999807588513465
705.42385,0.9998056288925119
705.484115,0.9998038892322311
705.54438,0.9998011697693509
705.604645,0.9997977604531748
705.66491,0.9997938612495125
705.725175,0.9997899220694594
705.78544,0.9997855330013355
705.845705,0.9997811839437262
705.90597,0.9997778046890353
705.966235,0.9997758551242171
706.0265,0.9997739055632003
706.086765,0.9997709462368197
706.14703,0.9997675270260304
706.207295,0.9997638678835777
706.26756,0.9997599688120962
706.327825,0.9997561797289948
706.38809,0.9997513009307419
706.448355,0.9997464221562976
706.50862,0.9997436328676709
706.568885,0.9997366746762006
706.62915,0.9997317959731322
706.689415,0.9997269272911411
706.74968,0.9997220486356398
706.809945,0.9997196093168171
706.87021,0.99971681010583
706.930475,0.9997123013931836
706.99074,0.999709862098144
707.051005,0.9997074228090566
707.11127,0.9997049835259207
707.171535,0.9997049835259207
707.2318,0.9997049835259207
707.292065,0.9997049835259207
707.35233,0.9997074228090566
707.412595,0.9997077827037935
707.47286,0.999709862098144
707.533125,0.9997126612896768
707.59339,0.9997171700039464
707.653655,0.9997220486356398
707.71392,0.9997244879604145
707.774185,0.9997269272911411
707.83445,0.9997293666278196
707.894715,0.9997293666278196
707.95498,0.9997317959731322
708.015245,0.9997317959731322
708.07551,0.9997317959731322
708.135775,0.9997317959731322
708.19604,0.9997317959731322
708.256305,0.9997342353216905
708.31657,0.9997342353216905
708.376835,0.9997366746762006
708.4371,0.9997391140366628
708.497365,0.9997394739428087
708.55763,0.9997419133101011
708.617895,0.9997439927754435
708.67816,0.9997464221562976
708.738425,0.9997513009307419
708.79869,0.9997562497119298
708.858955,0.9997614784507889
708.91922,0.999767327072545
708.979485,0.9997733856809047
709.03975,0.9997785045337436
709.100015,0.9997831035254421
709.16028,0.9997870026871493
709.220545,0.9997906619142755
709.28081,0.9997943211547945
709.341075,0.999797250556447
709.40134,0.9998000999826715
709.461605,0.9998020495947674
709.52187,0.999803269354012
709.582135,0.9998039592185057
709.6424,0.9998042091695268
709.702665,0.9998039292243874
709.76293,0.9998024595136917
709.823195,0.9998004799067817
709.88346,0.9997982803481454
709.943725,0.9997963307433996
710.00399,0.9997949010356689
710.064255,0.9997942111774252
710.12452,0.9997942111774252
710.184785,0.9997944511280646
710.24505,0.9997941711856575
710.305315,0.9997936912845705
710.36558,0.9997932313795783
710.425845,0.9997932313795783
710.48611,0.9997932313795783
710.546375,0.9997934813279175
710.60664,0.9997937212783817
710.666905,0.9997937212783817
710.72717,0.999793441336179
