nu,[0]Methylnitrite-PNNL(x-sec)-X=0.01-T=278.04K-P=1.0atm-L=15cm
596.665133,0.5490586569057829
596.784736,0.5415824293642335
596.904338,0.5426829583548376
597.02394,0.5388220020486838
597.143543,0.5376432730435662
597.263145,0.5312301097048511
597.382748,0.5304869079139076
597.50235,0.527893880171313
597.621952,0.5322084729248415
597.741555,0.5290036221409108
597.861157,0.523216469987869
597.98076,0.5206798070276331
598.100362,0.5169702239703983
598.219964,0.5129176361578326
598.339567,0.5122154201241119
598.459169,0.5103747597881825
598.578772,0.5071644342827684
598.698374,0.50262043305173
598.817976,0.4993739825052971
598.937579,0.4913050799737046
599.057181,0.4877364892579697
599.176784,0.4792705588552257
599.296386,0.4716066544733515
599.415988,0.4772141199643921
599.535591,0.4778014544686202
599.655193,0.4762606455167358
599.774795,0.48231396370698476
599.894398,0.47609398345836645
600.014,0.4758988249353796
600.133603,0.47414125279667174
600.253205,0.47683250133622485
600.372807,0.47205017314967657
600.49241,0.47611778875266675
600.612012,0.47058437760469674
600.731615,0.4669888020875391
600.851217,0.46487812710233534
600.970819,0.4647293899008841
601.090422,0.4670728676375874
601.210024,0.46045506811574854
601.329627,0.45939723842954805
601.449229,0.45880041004209476
601.568831,0.4589334814554293
601.688434,0.4543034100870813
601.808036,0.44942782736388576
601.927639,0.4503320857721463
602.047241,0.4523043432308519
602.166843,0.4466812616068041
602.286446,0.43796775063659
602.406048,0.4383051156734507
602.525651,0.4389455085153534
602.645253,0.4421526917998815
602.764855,0.42954017626005203
602.884458,0.42827489994024537
603.00406,0.43010324261889454
603.123662,0.4262027955903383
603.243265,0.422455991390304
603.362867,0.4203489833430688
603.48247,0.41166720948582086
603.602072,0.405465292885906
603.721674,0.39592518988739683
603.841277,0.3776263742838362
603.960879,0.37307343576121443
604.080482,0.3527837556448936
604.200084,0.3535253799647368
604.319686,0.3662277028846236
604.439289,0.36644750544052707
604.558891,0.3538790821663272
604.678494,0.36615446466811247
604.798096,0.3750147201683009
604.917698,0.3821393294865887
605.037301,0.38277420757656194
605.156903,0.38549386519362405
605.276506,0.3840010469368807
605.396108,0.38896730023094206
605.51571,0.391480332924332
605.635313,0.38492760551462274
605.754915,0.37555513036730365
605.874517,0.37341682125522185
605.99412,0.38271679575142
606.113722,0.3817611987559924
606.233325,0.3790527126733839
606.352927,0.37549129142160537
606.472529,0.38255991402811285
606.592132,0.3797963845505893
606.711734,0.3748010226873729
606.831337,0.3726632806085684
606.950939,0.3751647560615464
607.070541,0.37074529075009705
607.190144,0.3666674399175364
607.309746,0.3672913047002141
607.429349,0.3646927721434123
607.548951,0.370919581991983
607.668553,0.3620764143746032
607.788156,0.3606310014701304
607.907758,0.3707008039844663
608.027361,0.3750597246349351
608.146963,0.3657519161992257
608.266565,0.3605228283964617
608.386168,0.3671811338352601
608.50577,0.3668141362308102
608.625373,0.36102791383352545
608.744975,0.3524663930993807
608.864577,0.350743532229481
608.98418,0.3535960921117087
609.103782,0.3594788267282021
609.223384,0.3487499811139889
609.342987,0.34669841429877124
609.462589,0.3454180003923312
609.582192,0.34676776091606154
609.701794,0.33895090672810757
609.821396,0.3349412954418392
609.940999,0.3355782888552927
610.060601,0.331177762809756
610.180204,0.3221622430271368
610.299806,0.3189566751492759
610.419408,0.3181284649337264
610.539011,0.30906613372020164
610.658613,0.2876818778945434
610.778216,0.2790121359717935
610.897818,0.2914461571086143
611.01742,0.25947368190428316
611.137023,0.2612441155937104
611.256625,0.2732139748886128
611.376228,0.2957029132873307
611.49583,0.30092325906855005
611.615432,0.3091588674696846
611.735035,0.30918978490227744
611.854637,0.32853891019161613
611.974239,0.3271292258711691
612.093842,0.3231624955709284
612.213444,0.3316417363834089
612.333047,0.32716194042945684
612.452649,0.3324053902423845
612.572251,0.32830901342773683
612.691854,0.3305491224578677
612.811456,0.33601482431737617
612.931059,0.3242631180538243
613.050661,0.32919664552809075
613.170263,0.3393578919584813
613.289866,0.3368559123000814
613.409468,0.32611669550390565
613.529071,0.3260188751690383
613.648673,0.3310122153186728
613.768275,0.33002066673924724
613.887878,0.32387423568824497
614.00748,0.32222668191941667
614.127083,0.32400381129591416
614.246685,0.3199149819161441
614.366287,0.31720722882341135
614.48589,0.3206836999654173
614.605492,0.320171016301776
614.725095,0.3086028820452372
614.844697,0.3124846284423433
614.964299,0.3189566751492759
615.083902,0.3027947789914377
615.203504,0.30167650838555043
615.323106,0.2973040281384732
615.442709,0.30140512167034383
615.562311,0.28690618448156935
615.681914,0.2701710505547658
615.801516,0.2646359952720335
615.921118,0.2690925248420062
616.040721,0.23728341699719535
616.160323,0.2131412899675367
616.279926,0.21722969129755507
616.399528,0.24079724659957288
616.51913,0.26216007198693797
616.638733,0.2906312492720877
616.758335,0.3112060643132491
616.877938,0.3211329715621056
616.99754,0.3140509641606528
617.117142,0.32543256902756407
617.236745,0.3415025954000588
617.356347,0.33277123735067105
617.47595,0.32084408190754427
617.595552,0.33996928625379597
617.715154,0.3478791950972592
617.834757,0.3441767312160066
617.954359,0.32300095471172313
618.073961,0.34345471845918735
618.193564,0.3521493160516654
618.313166,0.3347069185765032
618.432769,0.32494478610267563
618.552371,0.3354440843824345
618.671973,0.34304281998554825
618.791576,0.32824335819079375
618.911178,0.3214864121875292
619.030781,0.3257581643671285
619.150383,0.31985100531763394
619.269985,0.31755634875587707
619.389588,0.3151835851261386
619.50919,0.29478765364156123
619.628793,0.2846770212809415
619.748395,0.27803730045319414
619.867997,0.271688252638755
619.9876,0.2646624601947848
620.107202,0.238425115282607
620.226805,0.23142486855731673
620.346407,0.21324788725962274
620.466009,0.18813415127705943
620.585612,0.17151235056719996
620.705214,0.20234117928231335
620.824816,0.28436404872399684
620.944419,0.324684934228402
621.064021,0.3578290215862342
621.183624,0.36385494264075363
621.303226,0.3691988098316084
621.422828,0.3620764143746032
621.542431,0.36795302441775596
621.662033,0.3718703525889992
621.781636,0.3778530180947505
621.901238,0.37904513169494053
622.02084,0.3789996490081529
622.140443,0.3769208728133893
622.260045,0.37820080282784446
622.379648,0.3732450890188871
622.49925,0.3634185785803846
622.618852,0.3625474198004838
622.738455,0.36041468776984786
622.858057,0.35519086006293177
622.97766,0.3415709027496461
623.097262,0.33732784085020495
623.216864,0.33719293669649436
623.336467,0.3031886681766242
