nu,[0]Menthol-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
672.082628,1.0
672.323682,0.9977250915353444
672.564736,1.0
672.80579,0.999863689291149
673.046844,1.0
673.287898,0.9948704015552383
673.528952,1.0
673.770006,0.9989642367734095
674.01106,1.0
674.252114,1.0
674.493168,1.0
674.734222,1.0
674.975276,0.999047583836458
675.21633,1.0
675.457384,0.997981140643528
675.698438,1.0
675.939492,1.0
676.180546,1.0
676.4216,0.9960122721875537
676.662654,1.0
676.903708,1.0
677.144762,0.9996793814091292
677.385816,1.0
677.62687,1.0
677.867924,1.0
678.108978,0.9913768941017219
678.350032,1.0
678.591086,1.0
678.83214,1.0
679.073194,0.992558228130637
679.314248,1.0
679.555302,1.0
679.796356,0.9999138787086513
680.03741,0.9951019348355327
680.278464,1.0
680.519518,1.0
680.760572,0.9921714043301683
681.001626,1.0
681.24268,0.999475717484134
681.483734,1.0
681.724788,0.9921727933711066
681.965842,1.0
682.206896,0.9974480617447917
682.44795,0.9972870866186683
682.689004,1.0
682.930058,1.0
683.171112,0.9998952654850423
683.412166,0.998945456422294
683.65322,1.0
683.894274,0.9983648383359632
684.135328,0.9996225712441599
684.376382,0.9916649309247814
684.617436,1.0
684.85849,0.987869178921232
685.099544,1.0
685.340598,1.0
685.581652,0.9999221980267305
685.822706,1.0
686.06376,0.9994986657100521
686.304814,1.0
686.545868,0.999053907827679
686.786922,1.0
687.027976,0.99889561028769
687.26903,1.0
687.510084,0.9931756920732235
687.751138,0.9998552804728812
687.992192,1.0
688.233246,1.0
688.4743,0.9943161147468168
688.715354,1.0
688.956408,1.0
689.197462,0.9994802651089943
689.438516,1.0
689.67957,0.9992573259190157
689.920624,0.9996905079025631
690.161678,0.992477139435917
690.402732,1.0
690.643786,0.9965561437231701
690.88484,0.9991495618276984
691.125894,0.9973303698174661
691.366948,1.0
691.608002,1.0
691.849056,0.9962281314344414
692.09011,1.0
692.331164,1.0
692.572218,1.0
692.813272,0.9941686686004019
693.054326,1.0
693.29538,0.9951493028149798
693.536434,0.9999825021530891
693.777488,0.990044883512375
694.018542,1.0
694.259596,0.9968750927182791
694.50065,0.9985029217413525
694.741704,1.0
694.982758,0.9996885884986305
695.223812,0.9998095881306416
695.464866,0.9993430758692018
695.70592,1.0
695.946974,0.9975709549160626
696.188028,0.9955513248012615
696.429082,0.9946553338240816
696.670136,1.0
696.91119,0.9893797968448035
697.152244,0.9972990541355127
697.393298,1.0
697.634352,0.9993608543406606
697.875406,0.9968142851922717
698.11646,1.0
698.357514,1.0
698.598568,0.9918146836353962
698.839622,1.0
699.080676,1.0
699.32173,0.9995401057837792
699.562784,0.9858618951109784
699.803838,1.0
700.044892,1.0
700.285946,0.9981754664886184
700.527,0.9930362599944174
700.768054,1.0
701.009108,1.0
701.250162,0.9987800447511749
701.491216,1.0
701.73227,0.9998060688070853
701.973324,0.9933895458202566
702.214378,0.9859772477007014
702.455432,1.0
702.696486,0.9975249679550486
702.93754,0.9956316690350192
703.178594,0.9984849488505176
703.419648,1.0
703.660702,0.9974375885951275
703.901756,0.9977390597844035
704.14281,1.0
704.383864,0.9983072343466822
704.624918,0.9947968833490946
704.865972,0.9935674778212481
705.107026,1.0
705.34808,0.9898320467431923
705.589134,0.9972135892687951
705.830188,0.9980634774839791
706.071242,1.0
706.312296,0.9929789634552367
706.55335,0.999901522849193
706.794404,1.0
707.035458,0.9979436172580839
707.276512,0.9999723063834752
707.517566,0.9997313760858662
707.75862,0.9999395888248286
707.999674,0.993455906458338
708.240728,0.9957203837689129
708.481782,1.0
708.722836,0.9963191908470064
708.96389,0.998985814633964
709.204944,1.0
709.445998,1.0
709.687052,0.998753777181418
709.928106,0.9993015240479755
710.16916,0.9999744273269864
710.410214,0.9997589490574481
710.651268,0.9954550596426487
710.892322,1.0
711.133376,0.996287906915574
711.37443,0.998695951011803
711.615484,0.9929410323833209
711.856538,1.0
712.097592,1.0
712.338646,0.9975954954634011
712.5797,1.0
712.820754,1.0
713.061808,1.0
713.302862,0.9967460057523335
713.543916,1.0
713.78497,0.9964243080664765
714.026024,0.9994511306839028
714.267078,0.9923978436803836
714.508132,1.0
714.749186,0.9955982163729475
714.99024,0.9954721816169231
715.231294,0.9966571996395921
715.472348,1.0
715.713402,0.9977746797046495
715.954456,0.9995991703536755
716.19551,1.0
716.436564,0.9965986975790255
716.677618,0.9997693865953601
716.918672,0.9988825248409051
717.159726,0.999985295108118
717.40078,0.989664779261793
717.641834,0.9976073669204322
717.882888,1.0
718.123942,1.0
718.364996,0.9998260551301634
718.60605,1.0
718.847104,1.0
719.088158,0.9994973263827374
719.329212,1.0
719.570266,1.0
719.81132,0.9996964560787809
720.052374,0.9916100933703735
720.293428,1.0
720.534482,0.996618829076044
720.775536,1.0
721.01659,1.0
721.257644,1.0
721.498698,0.9995294107618657
721.739752,1.0
721.980806,1.0
722.22186,0.9993153644699283
722.462914,1.0
722.703968,1.0
722.945022,1.0
723.186076,0.9929847227499268
723.42713,1.0
723.668184,1.0
723.909238,1.0
724.150292,1.0
724.391346,1.0
724.6324,1.0
724.873454,1.0
725.114508,1.0
725.355562,1.0
725.596616,1.0
725.83767,0.9998300844372847
726.078724,1.0
726.319778,0.9984966311927607
726.560832,1.0
726.801886,0.9987172234621103
727.04294,1.0
727.283994,1.0
727.525048,0.9998945855564929
727.766102,1.0
728.007156,1.0
728.24821,1.0
728.489264,0.999529550695993
728.730318,1.0
728.971372,0.9978094028676827
729.212426,1.0
729.45348,1.0
729.694534,1.0
729.935588,1.0
730.176642,1.0
730.417696,1.0
730.65875,1.0
730.899804,1.0
731.140858,1.0
731.381912,1.0
731.622966,0.9968220603740193
731.86402,1.0
732.105074,1.0
732.346128,1.0
732.587182,0.9940083221264474
732.828236,1.0
733.06929,1.0
733.310344,1.0
733.551398,1.0
733.792452,0.99999786930227
734.033506,1.0
734.27456,0.9999181553494562
734.515614,1.0
734.756668,1.0
734.997722,1.0
735.238776,0.9962904972674995
735.47983,1.0
735.720884,0.9990060742717167
735.961938,1.0
736.202992,1.0
736.444046,1.0
736.6851,0.9982015192082804
736.926154,0.999295718122987
737.167208,1.0
737.408262,1.0
737.649316,0.9998911959195933
737.89037,0.993019577125386
738.131424,1.0
738.372478,1.0
738.613532,1.0
738.854586,1.0
739.09564,1.0
739.336694,1.0
739.577748,0.9998243654255581
739.818802,1.0
740.059856,0.9969110805587028
740.30091,1.0
740.541964,1.0
740.783018,1.0
741.024072,0.9939993760918054
741.265126,1.0
741.50618,1.0
741.747234,1.0
741.988288,0.9988039158795033
742.229342,1.0
742.470396,1.0
742.71145,0.9985835041785945
742.952504,1.0
743.193558,1.0
743.434612,1.0
743.675666,0.988014406364489
743.91672,1.0
744.157774,0.9960638669595462
744.398828,1.0
744.639882,0.9988708379837327
744.880936,1.0
745.12199,1.0
745.363044,0.9997030540971644
745.604098,1.0
745.845152,0.9986492131349705
746.086206,0.9992059154521428
746.32726,0.9914927928347913
746.568314,1.0
746.809368,0.992682404932073
747.050422,0.9971320205333997
747.291476,0.9973870197913158
747.53253,1.0
747.773584,0.9984239432838818
748.014638,0.9992072643810391
748.255692,1.0
748.496746,0.9989772233929004
748.7378,1.0
748.978854,0.9958198612040666
749.219908,1.0
749.460962,0.9926479594502545
749.702016,1.0
749.94307,0.999768876713103
750.184124,1.0
750.425178,1.0
750.666232,0.9988626472764431
750.907286,1.0
751.14834,0.9992414778235024
751.389394,0.9989364659536435
751.630448,0.9996172432700542
751.871502,1.0
752.112556,0.9956363485148605
752.35361,1.0
752.594664,0.9942379645715398
752.835718,0.9975299555923575
753.076772,0.9885134796451001
753.317826,1.0
753.55888,1.0
753.799934,1.0
754.040988,0.9986394264206367
754.282042,0.9996111556195796
754.523096,0.9999029397106547
754.76415,0.9945463255732557
755.005204,1.0
755.246258,0.9996633566770837
755.487312,0.9997482416964417
755.728366,0.9931027956527567
755.96942,1.0
756.210474,0.9960521134752617
756.451528,0.996567504527965
756.692582,1.0
756.933636,1.0
757.17469,1.0
757.415744,0.9995190357004288
757.656798,1.0
757.897852,1.0
758.138906,0.9994106137563485
758.37996,1.0
758.621014,1.0
758.862068,1.0
759.103122,0.992921570929809
759.344176,1.0
759.58523,1.0
759.826284,1.0
760.067338,1.0
760.308392,1.0
760.549446,1.0
760.7905,1.0
761.031554,1.0
761.272608,1.0
761.513662,1.0
761.754716,0.9998266950190435
761.99577,1.0
762.236824,0.9984721683249679
762.477878,1.0
762.718932,0.9986963504902633
762.959986,1.0
763.20104,1.0
763.442094,0.9999095360921061
763.683148,1.0
763.924202,1.0
764.165256,1.0
764.40631,0.9995966313750073
764.647364,1.0
764.888418,0.9977880499749382
765.129472,1.0
765.370526,1.0
765.61158,1.0
765.852634,1.0
766.093688,1.0
766.334742,1.0
766.575796,1.0
766.81685,1.0
767.057904,1.0
767.298958,1.0
767.540012,0.9968710055387776
767.781066,1.0
768.02212,1.0
768.263174,1.0
768.504228,0.9939125043426857
768.745282,1.0
768.986336,1.0
769.22739,1.0
769.468444,1.0
769.709498,0.9999982415015461
769.950552,1.0
770.191606,0.9999223330162363
770.43266,1.0
770.673714,1.0
770.914768,1.0
771.155822,0.9962312197464358
771.396876,1.0
771.63793,0.9989895108883161
771.878984,1.0
772.120038,1.0
772.361092,1.0
772.602146,0.9981724719667108
772.8432,0.9993996103060652
773.084254,1.0
773.325308,1.0
773.566362,0.9999073012967903
773.807416,0.9929082658699027
774.04847,1.0
774.289524,1.0
774.530578,1.0
774.771632,1.0
775.012686,1.0
775.25374,1.0
775.494794,0.9998510410954795
775.735848,1.0
775.976902,0.9969807670787494
776.217956,1.0
776.45901,1.0
776.700064,1.0
776.941118,0.9939179708764926
777.182172,1.0
777.423226,1.0
777.66428,1.0
777.905334,0.9987848389068957
778.146388,1.0
778.387442,1.0
778.628496,0.9986891599024259
778.86955,1.0
779.110604,1.0
779.351658,1.0
779.592712,0.9878800455419665
779.833766,1.0
780.07482,0.9959980293138982
780.315874,1.0
780.556928,0.9988512603071701
780.797982,1.0
781.039036,1.0
781.28009,0.9997483616662379
781.521144,1.0
781.762198,0.9988560548047264
782.003252,0.9991935753352873
782.244306,0.9914484740974828
782.48536,1.0
782.726414,0.9925661686282239
782.967468,0.9970861535154046
783.208522,0.9973458285580032
783.449576,1.0
783.69063,0.9984008799571744
783.931684,0.9993297846946793
784.172738,1.0
784.413792,0.9990367841904488
784.654846,1.0
784.8959,0.9958149816987015
785.136954,1.0
785.378008,0.992550089186536
785.619062,1.0
785.860116,0.9997650676009391
786.10117,1.0
786.342224,1.0
786.583278,0.9988448676795606
786.824332,1.0
787.065386,0.999360324679548
787.30644,0.9990015188144045
787.547494,0.9996773420652713
787.788548,1.0
788.029602,0.9957209812013225
788.270656,1.0
788.51171,0.9941466977156049
788.752764,0.997501227143328
788.993818,0.9883632370149232
789.234872,1.0
789.475926,1.0
789.71698,1.0
789.958034,0.9986153595004675
790.199088,0.9996729235011843
790.440142,0.9999179353674862
790.681196,0.9946258924619347
790.92225,1.0
791.163304,0.9997170700322344
791.404358,0.9997884023899328
791.645412,0.9929937589520185
791.886466,1.0
792.12752,0.9959895633666295
792.368574,0.9998512410657077
792.609628,0.9997299864602192
792.850682,0.9999252947905731
793.091736,0.9998100380450574
793.33279,0.9963752851964922
793.573844,1.0
793.814898,0.9969194546469506
794.055952,0.9979916195005187
794.297006,0.994407695478213
794.53806,1.0
794.779114,0.992713476377613
795.020168,0.9935309152108205
795.261222,0.999443854706156
795.502276,0.999914705637771
795.74333,0.9955561034590894
795.984384,0.9995609564078571
796.225438,1.0
796.466492,0.993645972752505
796.707546,0.9946420055319081
796.9486,0.9998330839320372
797.189654,1.0
797.430708,0.9903248087665143
797.671762,1.0
797.912816,1.0
798.15387,0.9958823010668334
798.394924,0.9922647720521982
798.635978,1.0
798.877032,1.0
799.118086,0.9965936149386285
799.35914,0.9999905549446049
799.600194,0.9999300634456748
799.841248,0.9995990504017822
800.082302,0.9893728712104652
800.323356,1.0
800.56441,0.9982422466610984
800.805464,0.9963459921937167
801.046518,0.9906573166131366
801.287572,1.0
801.528626,0.9953354131353788
801.76968,0.9972069079601295
802.010734,1.0
802.251788,0.9996358663127694
802.492842,1.0
802.733896,0.9943036858730631
802.97495,1.0
803.216004,0.9901069612726886
803.457058,0.9999040586026703
803.698112,0.9944510525989141
803.939166,0.9999720443907654
804.18022,0.9936852225436069
804.421274,0.9997132211289239
804.662328,1.0
804.903382,0.9994039776919049
805.144436,1.0
805.38549,0.9998420124813426
805.626544,1.0
805.867598,0.9942502931987378
806.108652,0.9997581492506088
806.349706,0.9977135179914093
806.59076,0.9994861020907866
806.831814,0.9933976916479302
807.072868,0.9999373349635354
807.313922,1.0
807.554976,0.9995563284513427
807.79603,0.9982984492816743
808.037084,1.0
808.278138,0.9999880700711622
808.519192,0.9929897869849266
808.760246,0.9996625469500928
809.0013,0.9997814738803116
809.242354,0.9976504644895838
809.483408,0.9903600649572628
809.724462,1.0
809.965516,1.0
810.20657,0.9987042402225965
810.447624,1.0
810.688678,0.9998989451063898
810.929732,0.9999547280248068
811.170786,0.9994769068609455
811.41184,1.0
811.652894,0.9996049580496272
811.893948,0.9997839433436018
812.135002,0.9915791556180918
812.376056,1.0
812.61711,0.9938864641761996
812.858164,0.9952258327389041
813.099218,0.997374552531489
813.340272,1.0
813.581326,0.9989754252355167
813.82238,0.9999869690849031
814.063434,1.0
814.304488,0.9994197683994988
814.545542,0.9986038754898665
814.786596,0.996307733242193
815.02765,1.0
815.268704,0.9909697201128883
815.509758,0.9978611905195696
815.750812,0.9989871133163671
815.991866,0.9998697084886763
816.23292,0.992795775736066
816.473974,1.0
816.715028,1.0
816.956082,0.99931854229784
817.197136,1.0
817.43819,0.999922307018256
817.679244,0.9999750013124724
817.920298,0.9955355952145938
818.161352,1.0
818.402406,1.0
818.64346,1.0
818.884514,1.0
819.125568,1.0
819.366622,1.0
819.607676,1.0
819.84873,1.0
820.089784,1.0
820.330838,1.0
820.571892,1.0
820.812946,1.0
821.054,1.0
821.295054,1.0
821.536108,1.0
821.777162,1.0
822.018216,1.0
822.25927,1.0
822.500324,1.0
822.741378,1.0
822.982432,1.0
823.223486,0.9997603487209565
823.46454,0.9986429216647459
823.705594,1.0
823.946648,1.0
824.187702,0.9998790273177851
824.428756,1.0
824.66981,1.0
824.910864,1.0
825.151918,1.0
825.392972,1.0
825.634026,1.0
825.87508,0.9983671345777321
826.116134,1.0
826.357188,1.0
826.598242,0.995015961742454
826.839296,0.9958726410553641
827.08035,0.9976540560377208
827.321404,0.9997886323412918
827.562458,0.9973151107795399
827.803512,1.0
828.044566,1.0
828.28562,0.9976103597470222
828.526674,0.9986951520553617
828.767728,0.9999154415752651
829.008782,0.9995279114688741
829.249836,0.9904902068199313
829.49089,0.9939998730916177
829.731944,1.0
829.972998,0.990373038759092
830.214052,0.9898953980214031
830.455106,0.9929188900451867
830.69616,0.9961322988978164
830.937214,0.9843871639656667
831.178268,0.9944904336403365
831.419322,0.9959830894555077
831.660376,0.9916677075904753
831.90143,0.9852626732606526
832.142484,0.9877536049885052
832.383538,0.984300541706673
832.624592,0.9797165341754404
832.865646,0.9783762198946099
833.1067,0.9839374018102146
833.347754,0.9764643863912084
833.588808,0.9743156031018229
833.829862,0.9787510097545061
834.070916,0.9796891024965287
834.31197,0.9710318597034452
834.553024,0.9724904729402395
834.794078,0.9775684148064071
835.035132,0.9701350406592845
835.276186,0.9653399112767037
835.51724,0.9691731438786343
835.758294,0.9671293773264756
835.999348,0.9612045898561327
836.240402,0.9578587063893914
836.481456,0.9623433300917126
836.72251,0.9560682282643412
836.963564,0.952426824123185
837.204618,0.9567587587766662
837.445672,0.9538660749885447
837.686726,0.943812269187028
837.92778,0.9484634735956318
838.168834,0.9471147699029683
838.409888,0.9464908268814084
838.650942,0.934429590027508
838.891996,0.9366589910168163
839.13305,0.9377770920077291
839.374104,0.9273557705895022
839.615158,0.9227250280211238
839.856212,0.9253067267029849
840.097266,0.9271323047775022
840.33832,0.9169090442786139
840.579374,0.9157489719093097
840.820428,0.9181899431638291
841.061482,0.9152637535484215
841.302536,0.9070724076724422
841.54359,0.9127018614164062
841.784644,0.9081479255940468
842.025698,0.9053777672527195
842.266752,0.9009819994376069
842.507806,0.8990110078823476
842.74886,0.899703512938648
842.989914,0.8949566478829986
843.230968,0.8990919225141607
843.472022,0.9002164901256325
843.713076,0.8931863868569502
843.95413,0.8910809523738601
844.195184,0.9010991347111615
844.436238,0.8922758012199787
844.677292,0.8915087738999516
844.918346,0.8902615348875161
845.1594,0.8984537938116718
845.400454,0.8884294837861565
845.641508,0.8880653023600981
845.882562,0.8905998985557987
846.123616,0.8883051123646291
846.36467,0.8841929242973843
846.605724,0.887372881503497
846.846778,0.897178894816971
847.087832,0.8873462607163657
847.328886,0.8868051445545372
847.56994,0.8940263767940149
847.810994,0.8960491612910867
848.052048,0.8924810482567638
848.293102,0.8930166975644407
848.534156,0.8983729366088574
848.77521,0.895153560005072
849.016264,0.8891494031960228
849.257318,0.8978520313827426
849.498372,0.9012343097192405
849.739426,0.8888115906112644
849.98048,0.8954848281030928
850.221534,0.9029663418126308
850.462588,0.9039420722613898
850.703642,0.9029392532287072
850.944696,0.9086529962373047
851.18575,0.9112053458886405
851.426804,0.9108664405402731
851.667858,0.9098049892169832
851.908912,0.9208795804244498
852.149966,0.9142922593968554
852.39102,0.9120157676202209
852.632074,0.9236943981307927
852.873128,0.9265002161123786
853.114182,0.9264677891722896
853.355236,0.9262297175439869
853.59629,0.9384196893802276
853.837344,0.9332240197898127
854.078398,0.9380096895674522
854.319452,0.9445100042353035
854.560506,0.9520611624342592
854.80156,0.9454029880577073
855.042614,0.9496099097797778
855.283668,0.9550371869928417
855.524722,0.9557527778012032
855.765776,0.9490858697579317
856.00683,0.9556380943490117
856.247884,0.9628718016320973
856.488938,0.9591066506605376
856.729992,0.9611469193108749
856.971046,0.9667136010925219
857.2121,0.9718128832480395
857.453154,0.9635046162626129
857.694208,0.9729184628992192
857.935262,0.9759596847800524
858.176316,0.9734576090573619
858.41737,0.9679111336503785
