nu,[0]PFC-31-10-PNNL(x-sec)-X=0.01-T=278.16K-P=1.0atm-L=15cm
601.042021,0.6736665657828178
601.162023,0.6736935129843895
601.282026,0.6786973362926216
601.402028,0.6799268908825364
601.52203,0.6823517442921795
601.642033,0.6837041391749846
601.762035,0.6863002944691214
601.882038,0.6864238396408577
602.00204,0.6928789294730598
602.122042,0.6925256513126168
602.242045,0.6955029681350972
602.362047,0.6978786815457173
602.48205,0.6994716602452807
602.602052,0.7037725904055655
602.722054,0.7058870783227923
602.842057,0.7069608425359095
602.962059,0.7115995183824921
603.082062,0.713045532612679
603.202064,0.7151664258119241
603.322066,0.7173725340661345
603.442069,0.7218051874317158
603.562071,0.7251766490095168
603.682074,0.7263741781702507
603.802076,0.7297888742690568
603.922078,0.7312352877168796
604.042081,0.7336963705874445
604.162083,0.7362246322190692
604.282086,0.7397670053478761
604.402088,0.7424869382815613
604.52209,0.7445166969830653
604.642093,0.7469328431243952
604.762095,0.7491395483014275
604.882098,0.7527290073149036
605.0021,0.7546207302423678
605.122102,0.7562751605815856
605.242105,0.7606134501798786
605.362107,0.7626012442276596
605.48211,0.761595274671253
605.602112,0.7660713249994808
605.722114,0.7684728847270498
605.842117,0.7686957741810294
605.962119,0.772494801254901
606.082122,0.7725025262415384
606.202124,0.7738555892472782
606.322126,0.7754436203810054
606.442129,0.7764911762096066
606.562131,0.7774312991925221
606.682134,0.7795955651400851
606.802136,0.780242898065153
606.922138,0.7828532662328458
607.042141,0.7827671571096488
607.162143,0.7838324446746658
607.282146,0.7857944773052489
607.402148,0.7861481643936626
607.52215,0.7892359132318443
607.642153,0.7903258106483549
607.762155,0.7912431205255748
607.882158,0.7935331206001426
608.00216,0.7958217900896076
608.122162,0.7960128102407305
608.242165,0.7993071412579871
608.362167,0.7984762939465677
608.48217,0.8027033985142595
608.602172,0.8036591841381471
608.722174,0.805823937631563
608.842177,0.8067027645972666
608.962179,0.8086250037342202
609.082182,0.8100332360475333
609.202184,0.8121176988515731
609.322186,0.813963299992745
609.442189,0.8149569412166381
609.562191,0.8163680369708312
609.682194,0.8180269473101929
609.802196,0.8197630040083794
609.922198,0.8213384609307407
610.042201,0.8227276965031227
610.162203,0.8239874333317032
610.282206,0.8256948538892998
610.402208,0.8272817109040189
610.52221,0.8297506873502932
610.642213,0.8315116247415809
610.762215,0.8339598660696054
610.882218,0.834485426319325
611.00222,0.8365156916786498
611.122222,0.8383748193823839
611.242225,0.8408348598024565
611.362227,0.8418360488749709
611.48223,0.8448552230270977
611.602232,0.8473258055734234
611.722234,0.8493448426918063
611.842237,0.851521950998739
611.962239,0.8534912403590635
612.082242,0.8567920830748557
612.202244,0.8584129513498951
612.322246,0.8617155940988703
612.442249,0.8636825471277847
612.562251,0.8667887397516573
612.682254,0.8696277782287595
612.802256,0.8715430653842348
612.922258,0.8743452136659761
613.042261,0.8768844949638765
613.162263,0.8794575341958221
613.282266,0.8811565262367583
613.402268,0.8847766842470134
613.52227,0.887222040935453
613.642273,0.8899588974169398
613.762275,0.8922847240226048
613.882278,0.8946076828429301
614.00228,0.8971071233762815
614.122282,0.9001714804263781
614.242285,0.9015768438342937
614.362287,0.9045479163849226
614.48229,0.9072057571173141
614.602292,0.9091019817077264
614.722294,0.911438644318113
614.842297,0.9126644414072036
614.962299,0.9151273894085236
615.082302,0.9177135262242169
615.202304,0.9195526290313668
615.322306,0.9206797712355789
615.442309,0.9229474315514259
615.562311,0.9244123875809191
615.682314,0.9262371274113667
615.802316,0.9282167561801344
615.922318,0.9295459851947596
616.042321,0.931596963894417
616.162323,0.9328470734341084
616.282326,0.9338887118942121
616.402328,0.9355216414225247
616.52233,0.9367217492715925
616.642333,0.9384393964006275
616.762335,0.9389143668926065
616.882338,0.9404751995687015
617.00234,0.9420942088608112
617.122342,0.9432904852887126
617.242345,0.9432216275966229
617.362347,0.9446573592893597
617.48235,0.9459401294886493
617.602352,0.9466801439778633
617.722354,0.948077527507235
617.842357,0.9486436987764649
617.962359,0.9491997668959943
618.082362,0.9503375896364733
618.202364,0.9516927860498251
618.322366,0.9525868452710378
618.442369,0.952576366873371
618.562371,0.9538336440933234
618.682374,0.9547440355774796
618.802376,0.954986571363257
618.922378,0.9557441760649108
