nu,[0]1-Butene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
566.706334,0.9814207620568774
566.825837,0.9810096328951499
566.945339,0.9807526420386037
567.064841,0.9805702390111919
567.184344,0.9815395211538669
567.303846,0.98238597298943
567.423348,0.9823810610718449
567.542851,0.98238597298943
567.662353,0.9825117264420219
567.781856,0.9816779279838017
567.901358,0.9807320464493753
568.02086,0.9821826401386973
568.140363,0.9822779164756184
568.259865,0.9822916684627128
568.379368,0.981863482646554
568.49887,0.9828025929591696
568.618372,0.9814413721092855
568.737875,0.9811921176574252
568.857377,0.9815738756383072
568.97688,0.9832656020105255
569.096382,0.9817584288743878
569.215884,0.9833098499581873
569.335387,0.983381634197327
569.454889,0.9843743670157155
569.574391,0.9828419058491406
569.693894,0.9832115238895768
569.813396,0.9813716922455301
569.932899,0.983921658937729
570.052401,0.9833708170588452
570.171903,0.9836943992840149
570.291406,0.9837268617348188
570.410908,0.9838340938067897
570.530411,0.9841588126334054
570.649913,0.9842050691846197
570.769415,0.9832577359171738
570.888918,0.9844816696696086
571.00842,0.984956304212125
571.127923,0.9849809284275317
571.247425,0.9843684607872322
571.366927,0.9841410979342108
571.48643,0.9846067067813452
571.605932,0.9845033285045877
571.725435,0.9843576327937176
571.844937,0.9856617854580879
571.964439,0.9847179736256698
572.083942,0.9851799146720082
572.203444,0.9854814258547561
572.322946,0.9849297107509246
572.442449,0.9849838833747494
572.561951,0.9847721346036324
572.681454,0.985394707304953
572.800956,0.9855937771412052
572.920458,0.9850203284526641
573.039961,0.9864891027071427
573.159463,0.9854508764040735
573.278966,0.9854548182154628
573.398468,0.9866222877257946
573.51797,0.9853277027430372
573.637473,0.9863894723391875
573.756975,0.9859772477007014
573.876478,0.9863342360753664
573.99598,0.9854863532742039
574.115482,0.9869123973224071
574.234985,0.9867574642385928
574.354487,0.985400619690934
574.473989,0.986344099467044
574.593492,0.9866094617194234
574.712994,0.9858786549056532
574.832497,0.9876212548730925
574.951999,0.9873348862346388
575.071501,0.9863776357365392
575.191004,0.9868472632536317
575.310506,0.9865058731644372
575.430009,0.9874474488276155
575.549511,0.9875619993754828
575.669013,0.9874879350029784
575.788516,0.9873743804199666
575.908018,0.9874089391280553
576.027521,0.9880104543147676
576.147023,0.988186335828626
576.266525,0.9873980776894629
576.386028,0.9875797756514576
576.50553,0.9866923403950635
576.625033,0.9882772531536551
576.744535,0.9880687486512383
576.864037,0.9887586613893318
576.98354,0.9893283504329858
577.103042,0.9896697275980602
577.222544,0.9881853476427843
577.342047,0.9889178643493098
577.461549,0.9885164451899874
577.581052,0.9894223410907625
577.700554,0.9884185869059785
577.820056,0.9893313184224891
577.939559,0.9902305343322539
