nu,[0]HFC-32-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
600.331007,0.9977844579444239
600.450809,0.9969611267510958
600.570611,0.9969158657433739
600.690414,0.9977068333332324
600.810216,0.9986293402133654
600.930019,0.9981295514732135
601.049821,0.9972163814707542
601.169623,0.9969371002774613
601.289426,0.9978876341914954
601.409228,0.9983301956771266
601.529031,0.9980649745803182
601.648833,0.9977476403772141
601.768635,0.9973808360109628
601.888438,0.9980214598960534
602.00824,0.9987666611882453
602.128043,0.9980951165976927
602.247845,0.9976998494098428
602.367647,0.9972697339743296
602.48745,0.9981071936216693
602.607252,0.9985229918517834
602.727055,0.9986647921842117
602.846857,0.9975047184037328
602.966659,0.9970338078664304
603.086462,0.9984071699025315
603.206264,0.9986251459789444
603.326067,0.9984551944423847
603.445869,0.9985022227895518
603.565671,0.99785450487199
603.685474,0.9986376288712869
603.805276,0.9984596875008691
603.925079,0.9982110021677568
604.044881,0.9982083070016894
604.164683,0.9979309434546235
604.284486,0.9982472378848097
604.404288,0.9986251459789444
604.52409,0.9987495824243628
604.643893,0.9977069331039207
604.763695,0.9979289475947325
604.883498,0.9981250599003378
605.0033,0.9992202541599094
605.123102,0.9982863699435182
605.242905,0.9983006455406787
605.362707,0.997831454699158
605.48251,0.9989704303708777
605.602312,0.9982684009505807
605.722114,0.998910194270063
605.841917,0.9985881975320936
605.961719,0.9975505049211
606.081522,0.9984560930524641
606.201324,0.9995552489310908
606.321126,0.9992640609360893
606.440929,0.9984164551323879
606.560731,0.9982357581075829
606.680534,0.9993152345589393
606.800336,0.9987551754376849
