nu,[0]trans-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
695.463909,0.20829498642831518
695.581912,0.20756722829546817
695.699914,0.20690407477644404
695.817916,0.2060781115051649
695.935919,0.20333508413905857
696.053921,0.20238165156526325
696.171923,0.2011709972507759
696.289926,0.19994758935520926
696.407928,0.20109054494340972
696.525931,0.20038795827999253
696.643933,0.20012762318870173
696.761935,0.1990896605897524
696.879938,0.1963807307786659
696.99794,0.19357311162882324
697.115942,0.1915320732598003
697.233945,0.19051963859332924
697.351947,0.1901199671541736
697.469949,0.19231896678959517
697.587952,0.1916661926473913
697.705954,0.19076747518237977
697.823956,0.18883153700478014
697.941959,0.1877394841049485
698.059961,0.1883223795267757
698.177964,0.18713967795748312
698.295966,0.186840493883836
698.413968,0.18713967795748312
698.531971,0.18802130464366865
698.649973,0.1867470969880638
698.767975,0.18564853306615287
698.885978,0.1856856664859843
699.00398,0.18755183845930354
699.121982,0.18845425134219507
699.239985,0.18885042110266978
699.357987,0.18945571039655512
699.47599,0.1935537552854936
699.593992,0.19516693689705508
699.711994,0.19712839722217576
699.829997,0.19895034659292712
699.947999,0.19661652910630106
700.066001,0.1961059901189119
700.184004,0.19837422636590105
700.302006,0.20159390023772197
700.420008,0.20256387704083575
700.538011,0.2040071982951315
700.656013,0.20568693482882658
700.774015,0.20533756408888662
700.892018,0.20609872034674032
701.01002,0.20677996956686417
701.128023,0.20879549476550377
701.246025,0.2112527489602361
701.364027,0.21188745879583787
701.48203,0.21271543338613522
701.600032,0.2104725580323674
701.718034,0.20618117632497523
701.836037,0.20466106696157438
701.954039,0.20094983081763917
702.072041,0.2034571217971783
702.190044,0.21142181877831445
702.308046,0.21608141954174245
702.426049,0.22135224002994683
702.544051,0.2257335404192169
702.662053,0.22864150098093136
702.780056,0.2296038147293221
702.898058,0.23126292783519195
703.01606,0.2317259165252228
703.134063,0.23379748197450637
703.252065,0.23600553991876203
703.370067,0.23728341699719535
703.48807,0.23942860662347792
703.606072,0.2418349041247734
703.724074,0.24421653712592958
703.842077,0.24482784228180118
703.960079,0.24431424328070817
704.078082,0.24630122506369195
704.196084,0.2451708413042883
704.314086,0.24541613477188523
704.432089,0.24578453520529303
704.550091,0.2504489929872826
704.668093,0.2557128867570757
704.786096,0.2609569050613106
704.904098,0.2640808427960805
705.0221,0.26612211409453806
705.140103,0.27073900590532535
705.258105,0.2748032202994762
705.376108,0.27728761227644466
705.49411,0.2828326214359316
705.612112,0.2866480850776894
705.730115,0.2900795741557935
705.848117,0.2931707720468052
705.966119,0.2961764166502667
706.084122,0.2999918414087205
706.202124,0.30492177825656586
706.320126,0.31080175928484993
706.438129,0.31594093418578545
706.556131,0.32052339819421705
706.674133,0.32458754335749457
706.792136,0.32982271373104477
706.910138,0.3354105416511608
707.028141,0.34133188678306947
707.146143,0.3485756497099148
707.264145,0.3570783691018764
707.382148,0.3636730606437217
707.50015,0.36934282544866265
707.618152,0.37663075545084185
707.736155,0.3851316712181801
707.854157,0.3914294437889173
707.972159,0.4018766814446006
708.090162,0.4101509566896808
708.208164,0.41999183851528216
708.326167,0.42780405656164605
708.444169,0.4386164228065336
708.562171,0.44689125114343486
708.680174,0.45614250834088765
708.798176,0.46585539694343675
708.916178,0.4758131708559896
709.034181,0.4866597818166611
709.152183,0.49804741283168846
709.270185,0.5078952771487094
709.388188,0.5191304908303701
709.50619,0.5273715238389913
709.624192,0.5396254452482763
709.742195,0.5507743950750664
709.860197,0.563510112381285
709.9782,0.5723640723236076
710.096202,0.5837864680009999
710.214204,0.5924078177106069
710.332207,0.6034633315153148
710.450209,0.6138467345447791
710.568211,0.629619254645403
710.686214,0.6383490786801812
710.804216,0.6483529856503539
710.922218,0.6559701461442886
711.040221,0.6656641599267732
711.158223,0.6744012626765871
711.276226,0.6845387672443787
711.394228,0.6974740292709243
711.51223,0.7069537729628321
711.630233,0.7152951673549616
711.748235,0.7203053929688251
711.866237,0.7292344454342561
711.98424,0.7374846533511962
712.102242,0.7456417664091539
712.220244,0.7569258369704296
712.338247,0.7614810439475708
712.456249,0.7690263844400388
712.574251,0.7769416717228781
712.692254,0.7811563165014762
712.810256,0.7854095323305902
712.928259,0.7932554326061662
713.046261,0.8014040717475103
713.164263,0.8052439532159134
713.282266,0.8113790079009765
713.400268,0.8161313245650674
713.51827,0.8188699491373349
713.636273,0.8227441512215994
713.754275,0.8273148028342893
713.872277,0.8327015369494191
713.99028,0.8341016512982402
714.108282,0.8392639678563665
714.226285,0.8435551472988849
714.344287,0.8455651995628388
714.462289,0.8468090944449401
714.580292,0.8500585920924473
