nu,[0]HFC-125-PNNL(x-sec)-X=0.01-T=278.14K-P=1.0atm-L=15cm
510,0.9830719177654539
510.119802,0.9725634124609078
510.239605,0.9771794199924171
510.359407,0.9772712791752103
510.47921,0.9788058213457627
510.599012,0.9740204301950367
510.718814,0.9761109702555146
510.838617,0.9774374294150403
510.958419,0.9744627358661354
511.078222,0.9735111506982417
511.198024,0.9771823515350744
511.317826,0.9816052865048988
511.437629,0.9814747416832167
511.557431,0.9719285358623401
511.677234,0.9754054970833026
511.797036,0.9844422911903967
511.916838,0.9726976354730023
512.036641,0.9724243458364266
512.156443,0.9713678948576319
512.276246,0.9731266897297559
512.396048,0.9670935942015064
512.51585,0.9696801540044739
512.635653,0.973337881134866
512.755455,0.9723358592471564
512.875258,0.9741382937976945
512.99506,0.9760602138047405
513.114862,0.9725284008082729
513.234665,0.9725673027223383
513.354467,0.9769849806351962
513.474269,0.9650503527392731
513.594072,0.9732989483982806
513.713874,0.9710143812872767
513.833677,0.9720053212496561
513.953479,0.9747073567114696
514.073281,0.970150562944113
514.193084,0.9758103743708185
514.312886,0.9664410262918671
514.432689,0.9709939901993768
514.552491,0.9662265001973078
514.672293,0.9689299119464053
514.792096,0.9673798962760067
514.911898,0.9820726418430213
515.031701,0.9646914207735389
515.151503,0.9687371140779522
515.271305,0.9620431258070277
515.391108,0.9601862528048726
515.51091,0.9733203612106853
515.630713,0.9620325433908472
515.750515,0.9664207312434137
515.870317,0.9668325141784612
515.99012,0.9679566265427347
516.109922,0.9605435085363622
516.229725,0.9587144562496417
516.349527,0.9657657200615128
516.469329,0.9577083343770001
516.589132,0.971637972671479
516.708934,0.959213117407556
516.828737,0.9672386691209836
516.948539,0.9605656012911242
517.068341,0.9677185384986353
517.188144,0.9598675238808704
517.307946,0.9669369377287627
517.427749,0.9611959390537526
517.547551,0.9570496576537233
517.667353,0.9598636844184538
517.787156,0.9565712524361676
517.906958,0.9689783596531851
518.026761,0.9625675822119815
518.146563,0.9687642390968948
518.266365,0.9594961270190565
518.386168,0.9631558907146582
518.50597,0.964334550972837
518.625773,0.9682828828969876
518.745575,0.9609412558769147
518.865377,0.9623346690407165
518.98518,0.9660506629759444
519.104982,0.9608691879853036
519.224784,0.960482035718967
519.344587,0.9580263463310766
519.464389,0.9536381282373443
519.584192,0.9575522406404818
519.703994,0.9626965749103156
519.823796,0.9586003760172565
519.943599,0.9643335866387682
520.063401,0.9547593116042568
520.183204,0.9563283141925119
520.303006,0.9502349587189619
520.422808,0.9529317441319533
520.542611,0.9538393671123571
520.662413,0.9586348862519736
520.782216,0.9541618193097925
520.902018,0.957623102128132
521.02182,0.9601939343256211
521.141623,0.9573061813346123
521.261425,0.949291843739038
521.381228,0.9593761974989303
521.50103,0.9599529558921639
521.620832,0.9586166723621672
521.740635,0.9570659276361978
521.860437,0.9596352640446649
521.98024,0.9491437657617972
522.100042,0.9604416963206001
522.219844,0.9443947810435445
522.339647,0.9567692831808968
522.459449,0.95196881698033
522.579252,0.946176644084114
522.699054,0.9521201920562296
522.818856,0.9393097330598069
522.938659,0.9562173865419936
523.058461,0.9449474136197231
523.178264,0.9580416748752459
523.298066,0.9486598258564239
523.417868,0.9430782688047724
523.537671,0.9311024172203513
523.657473,0.9462807292395418
523.777276,0.9470541564973441
523.897078,0.9446186291316024
524.01688,0.9438471908870354
524.136683,0.941299416797963
524.256485,0.9467738699514762
524.376288,0.9423994968384638
524.49609,0.9433602913674171
524.615892,0.94368486313079
