nu,[0]Tribromomethane-PNNL(x-sec)-X=0.01-T=278.25K-P=1.0atm-L=15cm
680.831617,0.663663523274053
680.949619,0.6665167555963002
681.067621,0.6650121285975805
681.185624,0.6610075613084753
681.303626,0.6587441892752526
681.421628,0.6570139682953609
681.539631,0.6546136923557967
681.657633,0.6490665663319916
681.775636,0.6521700096814244
681.893638,0.653652117158959
682.01164,0.6452031826059443
682.129643,0.6493392315455376
682.247645,0.6460101908592809
682.365647,0.6487226521971318
682.48365,0.6521569664116639
682.601652,0.6515311961416974
682.719654,0.6524570276250012
682.837657,0.6529726723296655
682.955659,0.6597990236205379
683.073661,0.6618608112904771
683.191664,0.6686262798368795
683.309666,0.6727240924759739
683.427669,0.6695764035824547
683.545671,0.6820447550850001
683.663673,0.6867671373779605
683.781676,0.6908241319372955
683.899678,0.7014679979068766
684.01768,0.7043921828658205
684.135683,0.7072790465055742
684.253685,0.7051180805873235
684.371687,0.71423017117479
684.48969,0.7121761474956456
684.607692,0.720737705885512
684.725695,0.7238290740755535
684.843697,0.7191538258394462
684.961699,0.7100641222475736
685.079702,0.7095388691647202
685.197704,0.7076610803305365
685.315706,0.7058376679566927
685.433709,0.7054495639776942
685.551711,0.7072366110358607
685.669713,0.7022119482086594
685.787716,0.6948008647591702
685.905718,0.6938010715378007
686.02372,0.6900577425756299
686.141723,0.6873305173848451
686.259725,0.6881489275580068
686.377728,0.6884311264651285
686.49573,0.6919095776763827
686.613732,0.6883141031208955
686.731735,0.6834102095945281
686.849737,0.6836904652289411
686.967739,0.6822562217347137
687.085742,0.6800764912539681
687.203744,0.6854018297062745
687.321746,0.6831847214329549
687.439749,0.6783377220105892
687.557751,0.6729999659040773
687.675754,0.6743675434564407
687.793756,0.6786091113736475
687.911758,0.6763328110854592
688.029761,0.6785548248162289
688.147763,0.6774496813883601
688.265765,0.68152659799577
688.383768,0.6785751817663261
688.50177,0.6737271985021697
688.619772,0.6781478140367833
688.737775,0.6772464769661309
688.855777,0.68300028645801
688.973779,0.6879769118289795
689.091782,0.6910175897770716
689.209784,0.6936553886100205
689.327787,0.6890785559681998
689.445789,0.68984385782928
689.563791,0.6948911947429106
689.681794,0.7012435640588773
689.799796,0.704061196327803
689.917798,0.711236695155904
690.035801,0.710575552508392
690.153803,0.7157244732342591
690.271805,0.7113860705457538
690.389808,0.7223322975903408
690.50781,0.7241910791063073
690.625813,0.733777081627235
690.743815,0.7298983508107325
690.861817,0.7241186636192314
690.97982,0.7284327285693938
691.097822,0.726185345433246
691.215824,0.7312645377133844
691.333827,0.7344304339285306
691.451829,0.730920924136175
691.569831,0.7302341812871932
691.687834,0.723206848667124
691.805836,0.7222600679721228
691.923838,0.7125180741022641
692.041841,0.7034559639861704
692.159843,0.7012155148773024
692.277846,0.6882521576392031
692.395848,0.6782563263677842
692.51385,0.6650320792606969
692.631853,0.6519352707334849
692.749855,0.6390580395580109
692.867857,0.6348414476544606
692.98586,0.6183936810410836
693.103862,0.6046775126549215
693.221864,0.588346040460302
693.339867,0.5729940192104317
693.457869,0.5582602653415695
693.575872,0.5487841961982248
693.693874,0.5531146363156224
693.811876,0.5465059958841612
693.929879,0.5394581872865729
694.047881,0.5335459940787213
694.165883,0.5334446299697417
694.283886,0.5282635352516168
694.401888,0.5335726720453688
694.51989,0.5461126531874878
694.637893,0.5652540516270693
694.755895,0.5699195890199167
694.873897,0.5799867619072472
694.9919,0.5975543720917031
695.109902,0.5990201751789027
695.227905,0.6180042157164866
695.345907,0.636933515581922
695.463909,0.6712591513204014
695.581912,0.6839571565118002
695.699914,0.7091132735346782
695.817916,0.7272245333194679
695.935919,0.7364676264395427
696.053921,0.7566155609881945
696.171923,0.7661479359624651
696.289926,0.7870291435940441
696.407928,0.801219770006521
696.525931,0.8146961967167937
696.643933,0.8201729879978397
696.761935,0.8321022076272625
696.879938,0.8298668605784585
696.99794,0.8412301450713253
697.115942,0.8431081815272088
697.233945,0.8456328474846846
697.351947,0.845100266571372
697.469949,0.8413310987458331
697.587952,0.8403893354011566
697.705954,0.8349528690298069
