nu,[0]Triethylamine-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
588.311266,0.9734322994885523
588.441769,0.9763940834863231
588.572271,0.9739834181219231
588.702774,0.978849868598779
588.833277,0.9780592773468293
588.963779,0.9769888885829346
589.094282,0.9745533651147656
589.224784,0.9774071293243822
589.355287,0.9756084025281306
589.48579,0.9754649986334035
589.616292,0.9763345252637747
589.746795,0.9753108873387324
589.877298,0.9757225553890386
590.0078,0.9768491891606141
590.138303,0.9741996664434217
590.268805,0.9768892407984227
590.399308,0.975991891981066
590.529811,0.9776407575457512
590.660313,0.9749900628353226
590.790816,0.9738607039423954
590.921318,0.9752806531698569
591.051821,0.9746430281487926
591.182324,0.9766089138151598
591.312826,0.9746888374476257
591.443329,0.9755196262028847
591.573831,0.9767495556247164
591.704334,0.9746420535062518
591.834837,0.9747775381676549
591.965339,0.9760846156151071
592.095842,0.9767808121105975
592.226345,0.9787715637415272
592.356847,0.9763618630132088
592.48735,0.9751577755490102
592.617852,0.9742688370752676
592.748355,0.974420834869371
592.878858,0.9766792321883855
593.00936,0.9771198138658028
593.139863,0.978660968803556
593.270365,0.9751782540773205
593.400868,0.975344048472638
593.531371,0.9747580428118457
593.661873,0.976696812572788
593.792376,0.9797273111165894
593.922878,0.9755323080404571
594.053381,0.9761548962375034
594.183884,0.9761919908283532
594.314386,0.9732532044226977
594.444889,0.977466752977774
594.575392,0.975607426920216
594.705894,0.9763394069486052
594.836397,0.9764780569883117
594.966899,0.9776583552377658
595.097402,0.974640104224094
595.227905,0.9746030686038147
595.358407,0.9763237856430648
595.48891,0.9766977892700888
595.619412,0.9761919908283532
595.749915,0.9761900384463239
595.880418,0.9756435250628235
596.01092,0.9765532486935433
596.141423,0.9784662346474553
596.271925,0.9761021852963148
596.402428,0.9782099100739631
596.532931,0.9763052356673629
596.663433,0.9782627348353627
596.793936,0.9783194757194529
596.924438,0.97722925741368
597.054941,0.9760162920833655
597.185444,0.9775175825704868
597.315946,0.9768052319361469
597.446449,0.9760777830467118
597.576952,0.9764741510838956
597.707454,0.9777473261962096
597.837957,0.9787549247663753
597.968459,0.9796283636550975
598.098962,0.9785591933552155
598.229465,0.9771119969385597
598.359967,0.9769781417642679
598.49047,0.9790926534702712
598.620972,0.9790769881131388
598.751475,0.9797214327703577
598.881978,0.9774618656562274
599.01248,0.9787549247663753
599.142983,0.9796038732521375
599.273485,0.9766089138151598
599.403988,0.9786697767919111
599.534491,0.9792992638167785
599.664993,0.9788988123157917
599.795496,0.9798968186033874
599.925999,0.9797341692317706
600.056501,0.9775684148064071
600.187004,0.9796744072702058
600.317506,0.9802270994804587
600.448009,0.9806369200545744
600.578512,0.9791259431864111
600.709014,0.9796988994365383
600.839517,0.9772869156407685
600.970019,0.9794363753112935
601.100522,0.9800153932920624
601.231025,0.9801369227355003
601.361527,0.9815100754099206
601.49203,0.9796264044003294
601.622532,0.979824308921702
601.753035,0.9800732159060169
601.883538,0.978971253508194
602.01404,0.9819813133341714
602.144543,0.981840900046154
602.275046,0.9808654350779136
602.405548,0.9816347351052207
602.536051,0.9803143435746171
602.666553,0.9815601337002421
602.797056,0.9810890978937034
602.927559,0.9836530849868513
603.058061,0.981863482646554
603.188564,0.9804457144983114
603.319066,0.9805094455409903
603.449569,0.981467871384071
603.580072,0.9814619825945091
603.710574,0.9827691782390624
603.841077,0.982019611352198
603.971579,0.9816092129338977
604.102082,0.9802143566109943
604.232585,0.9828664772039274
604.363087,0.9819803313533491
604.49359,0.9827259373465266
604.624092,0.9847288055829553
604.754595,0.9836609542430081
604.885098,0.9838045792266964
605.0156,0.9824920764039942
605.146103,0.9833619667613182
605.276606,0.9852439534476995
605.407108,0.9845978453608606
605.537611,0.985086327025598
605.668113,0.9840790989980279
605.798616,0.9833540998970516
605.929119,0.9831427014917166
606.059621,0.9838734479576197
606.190124,0.9851474042712486
606.320626,0.983521284304306
606.451129,0.9861606565252656
606.581632,0.9846795703735667
606.712134,0.9832597024346121
606.842637,0.9852035592736944
606.973139,0.9846677542896188
607.103642,0.9865897297275096
607.234145,0.9856539001953453
607.364647,0.9853109523144696
607.49515,0.985102088532922
607.625653,0.983921658937729
607.756155,0.9861182525287274
607.886658,0.9869528615602084
608.01716,0.9866074885024732
608.147663,0.9863480448513327
608.278166,0.986339167758876
608.408668,0.9863085917186065
608.539171,0.9854114591573675
608.669673,0.9866469535913098
608.800176,0.9878504095851418
608.930679,0.9857751430813539
609.061181,0.9872272725970891
609.191684,0.9862632225668859
609.322186,0.9867061541845253
609.452689,0.9868373948303414
609.583192,0.9882831828349631
609.713694,0.9881527380643731
609.844197,0.9859102035273855
609.974699,0.9864072275094857
610.105202,0.986603542080412
610.235705,0.9865404014742398
610.366207,0.9887408638936047
610.49671,0.9876321187666474
610.627213,0.9877447152460642
610.757715,0.9873832668293793
610.888218,0.9881685486346664
611.01872,0.9887359202016445
611.149223,0.9887873358062891
611.279726,0.9900621104432219
611.410228,0.9893075747557721
611.540731,0.9887161456809863
611.671233,0.9873230382870919
