nu,[0]Formicacid-dimer-PNNL(x-sec)-X=0.01-T=278.24K-P=1.0atm-L=15cm
619.122382,1.0304328946355175
619.255585,1.0278363893111628
619.388788,1.032311022453031
619.52199,1.0253479311332525
619.655193,1.022201873334459
619.788396,1.0299765139589774
619.921598,1.0430394511586585
620.054801,1.0453659337951118
620.188004,1.0317083288195887
620.321206,1.030636940548534
620.454409,1.027907312468846
620.587612,1.0382753299452798
620.720814,1.0335598412380176
620.854017,1.033238454105682
620.98722,1.0371182981175056
621.120422,1.0294534187673143
621.253625,1.027742860455363
621.386828,1.0307276405900456
621.52003,1.0249460735134877
621.653233,1.0255119999273874
621.786436,1.035909722918169
621.919638,1.0287608296988466
622.052841,1.0193742921532374
622.186044,1.0175502267341587
622.319246,1.0207748543222728
622.452449,1.0181079970735236
622.585652,1.0178504483315536
622.718854,1.0400034183262052
622.852057,1.0413458884429043
622.98526,1.0331310028940148
623.118462,1.0270154760346297
623.251665,1.0098275765577198
623.384868,1.0289830660387222
623.51807,1.0347925791345969
623.651273,1.0340167756629137
623.784476,1.0230813450641658
623.917678,1.0263727655360066
624.050881,1.0241233721752507
624.184084,1.0260187280068822
624.317286,1.0127455407696209
624.450489,1.0275291121709804
624.583692,1.0111557666196356
624.716894,1.022898229892696
624.850097,1.029152862252421
624.9833,1.0279617930001281
625.116502,1.0285797837253325
625.249705,1.0250362727366644
625.382908,1.0266920171071345
625.51611,1.0305647984876973
625.649313,1.022751965903946
625.782516,1.0216755749031703
625.915718,1.028841076173135
626.048921,1.0226159489378093
626.182124,1.0304339250689274
626.315326,1.0348867495439869
626.448529,1.0220199375937669
626.581732,1.011384313647733
626.714934,1.02386942107019
626.848137,1.0222110731927183
626.98134,1.0259602466061215
627.114542,1.025570455777359
627.247745,1.01846439723889
627.380948,1.0196199909631638
627.51415,1.0340684777942393
627.647353,1.039751767949894
627.780556,1.0182271226778932
627.913758,1.0124022782175899
628.046961,1.0221977845351433
628.180164,1.031716582519234
628.313366,1.0243722643938693
628.446569,1.0228767492554158
628.579772,1.0195955203770288
628.712974,1.0164599973584512
628.846177,1.0262619232629193
628.97938,1.0302082847478542
629.112582,1.0235101059668839
629.245785,1.0179033779310245
629.378988,1.0251193040374784
629.51219,1.0333800174707637
629.645393,1.0300661258137511
629.778596,1.0237138047453276
629.911798,1.0232747257122785
630.045001,1.0364817029371813
630.178204,1.0309709210191864
630.311406,1.0377812284937005
630.444609,1.0303978605126833
630.577812,1.0332394873446527
630.711014,1.0346187485834775
630.844217,1.0408076517647493
630.97742,1.048302301569927
631.110622,1.043898225964322
631.243825,1.0423043674930301
631.377028,1.0360029589887918
631.51023,1.034072614076423
631.643433,1.0484679464191735
631.776636,1.039696662566498
631.909838,1.034447016125401
632.043041,1.0271962466657607
632.176244,1.0199718205471595
632.309446,1.04477337931572
632.442649,1.0412271817780303
632.575852,1.0253356270319036
632.709054,1.0391644741271304
632.842257,1.0297695094843184
632.97546,1.047090117190898
633.108662,1.0434807501746604
633.241865,1.0365221265118505
633.375068,1.0341222507531693
633.50827,1.0378466107706157
633.641473,1.052884983773021
633.774675,1.0419146185471835
633.907878,1.036094131260704
634.041081,1.0401968769531085
634.174283,1.0397392910035403
634.307486,1.0528628734205212
634.440689,1.0429966874178236
634.573891,1.0443263119886055
634.707094,1.0507046139358096
634.840297,1.0535780100729917
634.973499,1.0526249532971148
635.106702,1.0531377064946401
635.239905,1.0363438600374468
635.373107,1.0418489799938513
635.50631,1.0494119923278866
635.639513,1.0581202660595834
635.772715,1.057339661381787
635.905918,1.055025566200701
636.039121,1.0635017487589902
636.172323,1.062744805017823
636.305526,1.0651269564596293
636.438729,1.063278436840323
636.571931,1.0618206191166175
636.705134,1.0585245452136205
636.838337,1.057371382047436
636.971539,1.057557495788205
637.104742,1.0577415268027062
637.237945,1.0577838373099828
637.371147,1.0542757096287327
637.50435,1.0535295465991967
637.637553,1.0533715290188217
637.770755,1.0528965655715423
637.903958,1.0516706553040351
638.037161,1.051654880362518
638.170363,1.0511375934244012
638.303566,1.0504640301271158
638.436769,1.0499126812530422
638.569971,1.0495169387743544
638.703174,1.049099314145536
638.836377,1.0480402587512516
638.969579,1.0472084450595391
639.102782,1.046089577373099
639.235985,1.0458845639079097
639.369187,1.0459065277143709
639.50239,1.0449886248013829
639.635593,1.0488528047726975
639.768795,1.0462475488258267
639.901998,1.0387353878117391
640.035201,1.0453920682701363
640.168403,1.04342962087058
640.301606,1.0397184964256667
640.434809,1.0431020354032365
640.568011,1.0446971136427607
640.701214,1.0425274444960615
640.834417,1.043589277816018
640.967619,1.0407670610578543
641.100822,1.0416927143670671
641.234025,1.0408909197075638
641.367227,1.0414281580176967
641.50043,1.0434609242287542
641.633633,1.0492587893610954
641.766835,1.0510776802891166
641.900038,1.0532177480018723
642.033241,1.052598638002225
642.166443,1.0519683202170849
642.299646,1.0509715268042485
642.432849,1.0525923224293436
642.566051,1.0575648987165858
642.699254,1.0616019065972424
642.832457,1.0643443757802618
642.965659,1.0646179474372897
643.098862,1.0535442961160955
643.232065,1.0632422859880382
643.365267,1.04948440425354
643.49847,1.0491989833145905
643.631673,1.04872065764474
643.764875,1.0506825493705956
643.898078,1.0534821388362825
644.031281,1.0523702488788946
644.164483,1.054057497142611
644.297686,1.0539478808630536
644.430889,1.0540406323575755
644.564091,1.0554413281735144
644.697294,1.0567413764640485
644.830497,1.0454861577902455
644.963699,1.0441185117293312
645.096902,1.0470168234480055
645.230105,1.0497541564071002
645.363307,1.0497184653725333
645.49651,1.0493406347385938
645.629713,1.0494350796456775
645.762915,1.0538098227336654
645.896118,1.0507319326109132
646.029321,1.0451119407346063
646.162523,1.0400158984421057
646.295726,1.0386606015561541
646.428929,1.0348846797725575
646.562131,1.0386149014950945
646.695334,1.0390584847563193
646.828537,1.0283586628431782
646.961739,1.0286373858060645
647.094942,1.0284800163251084
647.228145,1.029356654693933
647.361347,1.0268788920593528
647.49455,1.0226456052303428
647.627753,1.028004968302109
647.760955,1.0293206278414921
647.894158,1.0284440201544738
648.027361,1.0288204995573784
648.160563,1.0296830124784468
648.293766,1.0298570436127723
648.426969,1.0318734153587708
648.560171,1.031389580195182
648.693374,1.0317867416322282
648.826577,1.0303782831393191
648.959779,1.029133308533799
649.092982,1.0277048346730073
649.226185,1.0262311358670346
649.359387,1.0249235249479056
649.49259,1.0258125189672556
649.625793,1.0273606112140405
649.758995,1.0253438297497308
649.892198,1.0282044206122083
650.025401,1.0208238526912317
650.158603,1.018272943929384
650.291806,1.0256873774737278
650.425009,1.0196934062454315
650.558211,1.024892777703368
650.691414,1.026469249110624
650.824616,1.0189839465552963
650.957819,1.0233617077606487
651.091022,1.0127394643146057
651.224224,1.0158299874833316
651.357427,1.0146401321294356
651.49063,1.0159264959162204
651.623832,1.0190624113400366
651.757035,1.019037954135652
651.890238,1.0148339469033942
652.02344,1.0139392579780415
652.156643,1.0148248134389726
652.289846,1.0157192680490148
652.423048,1.017028357338789
652.556251,1.0133766778202982
652.689454,1.0139463555776889
652.822656,1.0132905444634028
652.955859,1.0121350392932307
653.089062,1.0142749274226606
653.222264,1.0125440244585457
653.355467,1.0181130876262354
653.48867,1.0138084682498811
653.621872,1.0151100192810931
653.755075,1.004939157623169
653.888278,1.0106341448340543
654.02148,1.0159854213618051
654.154683,1.0134901823643498
654.287886,1.0067708190507754
654.421088,1.0097093326718194
654.554291,1.0082522637543372
654.687494,1.0124508746932503
