nu,[0](E)-HFC-1225ye-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
994.214556,1.0
994.334158,1.0
994.45376,1.0
994.573362,1.0
994.692964,1.0
994.812566,1.0
994.932168,1.0
995.05177,1.0
995.171372,1.0
995.290974,1.0
995.410576,1.0
995.530178,1.0
995.64978,1.0
995.769382,1.0
995.888984,1.0
996.008586,1.0
996.128188,1.0
996.24779,1.0
996.367392,1.0
996.486994,1.0
996.606596,1.0
996.726198,1.0
996.8458,1.0
996.965402,1.0
997.085004,1.0
997.204606,1.0
997.324208,1.0
997.44381,1.0
997.563412,1.0
997.683014,1.0
997.802616,1.0
997.922218,1.0
998.04182,1.0
998.161422,1.0
998.281024,1.0
998.400626,1.0
998.520228,1.0
998.63983,1.0
998.759432,1.0
998.879034,1.0
998.998636,1.0
999.118238,1.0
999.23784,1.0
999.357442,1.0
999.477044,1.0
999.596646,1.0
999.716248,1.0
999.83585,1.0
999.955452,1.0
1000.075054,1.0
1000.194656,1.0
1000.314258,1.0
1000.43386,1.0
1000.553462,1.0
1000.673064,1.0
1000.792666,1.0
1000.912268,1.0
1001.03187,1.0
1001.151472,1.0
1001.271074,1.0
1001.390676,1.0
1001.510278,1.0
1001.62988,1.0
1001.749482,1.0
1001.869084,1.0
1001.988686,1.0
1002.108288,1.0
1002.22789,1.0
1002.347492,1.0
1002.467094,1.0
1002.586696,1.0
1002.706298,1.0
1002.8259,1.0
1002.945502,1.0
1003.065104,1.0
1003.184706,1.0
1003.304308,1.0
1003.42391,1.0
1003.543512,1.0
1003.663114,1.0
1003.782716,1.0
1003.902318,1.0
1004.02192,1.0
1004.141522,1.0
1004.261124,1.0
1004.380726,1.0
1004.500328,1.0
1004.61993,1.0
1004.739532,1.0
1004.859134,1.0
1004.978736,1.0
1005.098338,1.0
1005.21794,1.0
1005.337542,1.0
1005.457144,1.0
1005.576746,1.0
1005.696348,1.0
1005.81595,1.0
1005.935552,1.0
1006.055154,1.0
1006.174756,1.0
1006.294358,1.0
1006.41396,1.0
1006.533562,1.0
1006.653164,1.0
1006.772766,1.0
1006.892368,1.0
1007.01197,1.0
1007.131572,1.0
1007.251174,1.0
1007.370776,1.0
1007.490378,1.0
1007.60998,1.0
1007.729582,1.0
1007.849184,1.0
1007.968786,1.0
1008.088388,1.0
1008.20799,1.0
1008.327592,1.0
1008.447194,1.0
1008.566796,1.0
1008.686398,1.0
1008.806,1.0
1008.925602,1.0
1009.045204,1.0
1009.164806,1.0
1009.284408,1.0
1009.40401,1.0
1009.523612,1.0
1009.643214,1.0
1009.762816,1.0
1009.882418,1.0
1010.00202,1.0
1010.121622,1.0
1010.241224,1.0
1010.360826,1.0
1010.480428,1.0
1010.60003,1.0
1010.719632,1.0
1010.839234,1.0
1010.958836,1.0
1011.078438,1.0
1011.19804,1.0
1011.317642,1.0
1011.437244,1.0
1011.556846,1.0
1011.676448,1.0
1011.79605,1.0
1011.915652,1.0
1012.035254,1.0
1012.154856,1.0
1012.274458,1.0
1012.39406,1.0
1012.513662,1.0
1012.633264,1.0
1012.752866,1.0
1012.872468,1.0
1012.99207,1.0
1013.111672,1.0
1013.231274,1.0
1013.350876,1.0
1013.470478,1.0
1013.59008,1.0
1013.709682,1.0
1013.829284,1.0
1013.948886,1.0
1014.068488,1.0
1014.18809,1.0
1014.307692,1.0
1014.427294,1.0
1014.546896,1.0
1014.666498,1.0
1014.7861,1.0
1014.905702,1.0
1015.025304,1.0
1015.144906,1.0
1015.264508,1.0
1015.38411,1.0
1015.503712,1.0
1015.623314,1.0
1015.742916,1.0
1015.862518,1.0
1015.98212,1.0
1016.101722,1.0
1016.221324,1.0
1016.340926,1.0
1016.460528,1.0
1016.58013,1.0
1016.699732,1.0
1016.819334,1.0
1016.938936,1.0
1017.058538,1.0
1017.17814,1.0
1017.297742,1.0
1017.417344,1.0
1017.536946,1.0
1017.656548,1.0
1017.77615,1.0
1017.895752,1.0
1018.015354,1.0
1018.134956,1.0
1018.254558,1.0
1018.37416,1.0
1018.493762,1.0
1018.613364,1.0
1018.732966,1.0
1018.852568,1.0
1018.97217,1.0
1019.091772,1.0
1019.211374,1.0
1019.330976,1.0
1019.450578,1.0
1019.57018,1.0
1019.689782,1.0
1019.809384,1.0
1019.928986,1.0
1020.048588,1.0
1020.16819,1.0
1020.287792,1.0
1020.407394,1.0
1020.526996,1.0
1020.646598,1.0
1020.7662,1.0
1020.885802,1.0
1021.005404,1.0
1021.125006,1.0
1021.244608,1.0
1021.36421,1.0
1021.483812,1.0
1021.603414,1.0
1021.723016,1.0
1021.842618,1.0
1021.96222,1.0
1022.081822,1.0
1022.201424,1.0
1022.321026,1.0
1022.440628,1.0
1022.56023,1.0
1022.679832,1.0
1022.799434,1.0
1022.919036,1.0
1023.038638,1.0
1023.15824,1.0
1023.277842,1.0
1023.397444,1.0
1023.517046,1.0
1023.636648,1.0
1023.75625,1.0
1023.875852,1.0
1023.995454,1.0
1024.115056,1.0
1024.234658,1.0
1024.35426,1.0
1024.473862,1.0
1024.593464,1.0
1024.713066,1.0
1024.832668,1.0
1024.95227,1.0
1025.071872,1.0
1025.191474,1.0
1025.311076,1.0
1025.430678,1.0
1025.55028,1.0
1025.669882,1.0
1025.789484,1.0
1025.909086,1.0
1026.028688,1.0
1026.14829,1.0
1026.267892,1.0
1026.387494,1.0
1026.507096,1.0
1026.626698,1.0
1026.7463,1.0
1026.865902,1.0
1026.985504,1.0
1027.105106,1.0
1027.224708,1.0
1027.34431,1.0
1027.463912,1.0
1027.583514,1.0
1027.703116,1.0
1027.822718,1.0
1027.94232,1.0
1028.061922,1.0
1028.181524,1.0
1028.301126,1.0
1028.420728,1.0
1028.54033,1.0
1028.659932,1.0
1028.779534,1.0
1028.899136,1.0
1029.018738,1.0
1029.13834,1.0
1029.257942,1.0
1029.377544,1.0
1029.497146,1.0
1029.616748,1.0
1029.73635,1.0
1029.855952,1.0
1029.975554,1.0
1030.095156,1.0
1030.214758,1.0
1030.33436,1.0
1030.453962,1.0
1030.573564,1.0
1030.693166,1.0
1030.812768,1.0
1030.93237,1.0
1031.051972,1.0
1031.171574,1.0
1031.291176,1.0
1031.410778,1.0
1031.53038,1.0
1031.649982,1.0
1031.769584,1.0
1031.889186,1.0
1032.008788,1.0
1032.12839,1.0
1032.247992,1.0
1032.367594,1.0
1032.487196,1.0
1032.606798,1.0
1032.7264,1.0
1032.846002,1.0
1032.965604,1.0
1033.085206,1.0
1033.204808,1.0
1033.32441,1.0
1033.444012,1.0
1033.563614,1.0
1033.683216,1.0
1033.802818,1.0
1033.92242,1.0
1034.042022,1.0
1034.161624,1.0
1034.281226,1.0
1034.400828,1.0
1034.52043,1.0
1034.640032,1.0
1034.759634,1.0
1034.879236,1.0
1034.998838,1.0
1035.11844,1.0
1035.238042,1.0
1035.357644,1.0
1035.477246,1.0
1035.596848,1.0
1035.71645,1.0
1035.836052,1.0
1035.955654,1.0
1036.075256,1.0
1036.194858,1.0
1036.31446,1.0
1036.434062,1.0
1036.553664,1.0
1036.673266,1.0
1036.792868,1.0
1036.91247,1.0
1037.032072,1.0
1037.151674,1.0
1037.271276,1.0
1037.390878,1.0
1037.51048,1.0
1037.630082,1.0
1037.749684,1.0
1037.869286,1.0
1037.988888,1.0
1038.10849,1.0
1038.228092,1.0
1038.347694,1.0
1038.467296,1.0
1038.586898,1.0
1038.7065,1.0
1038.826102,1.0
1038.945704,1.0
1039.065306,1.0
1039.184908,1.0
1039.30451,1.0
1039.424112,1.0
1039.543714,1.0
1039.663316,1.0
1039.782918,1.0
1039.90252,1.0
1040.022122,1.0
1040.141724,1.0
1040.261326,1.0
1040.380928,1.0
1040.50053,1.0
1040.620132,1.0
1040.739734,1.0
1040.859336,1.0
1040.978938,1.0
1041.09854,1.0
1041.218142,1.0
1041.337744,1.0
1041.457346,1.0
1041.576948,1.0
1041.69655,1.0
1041.816152,1.0
1041.935754,1.0
1042.055356,1.0
1042.174958,1.0
1042.29456,1.0
1042.414162,1.0
1042.533764,1.0
1042.653366,1.0
1042.772968,1.0
1042.89257,1.0
1043.012172,1.0
1043.131774,1.0
1043.251376,1.0
1043.370978,1.0
1043.49058,1.0
1043.610182,1.0
1043.729784,1.0
1043.849386,1.0
1043.968988,1.0
1044.08859,1.0
1044.208192,1.0
1044.327794,1.0
1044.447396,1.0
1044.566998,1.0
1044.6866,1.0
1044.806202,1.0
1044.925804,1.0
1045.045406,1.0
1045.165008,1.0
1045.28461,1.0
1045.404212,1.0
1045.523814,1.0
1045.643416,1.0
1045.763018,1.0
1045.88262,1.0
1046.002222,1.0
1046.121824,1.0
1046.241426,1.0
1046.361028,1.0
1046.48063,1.0
1046.600232,1.0
1046.719834,1.0
1046.839436,1.0
1046.959038,1.0
1047.07864,1.0
1047.198242,1.0
1047.317844,1.0
1047.437446,1.0
1047.557048,1.0
1047.67665,1.0
1047.796252,1.0
1047.915854,1.0
1048.035456,1.0
1048.155058,1.0
1048.27466,1.0
1048.394262,1.0
1048.513864,1.0
1048.633466,1.0
1048.753068,1.0
1048.87267,1.0
1048.992272,1.0
1049.111874,1.0
1049.231476,1.0
1049.351078,1.0
1049.47068,1.0
1049.590282,1.0
1049.709884,1.0
1049.829486,1.0
1049.949088,1.0
1050.06869,1.0
1050.188292,1.0
1050.307894,1.0
1050.427496,1.0
1050.547098,1.0
1050.6667,1.0
1050.786302,1.0
1050.905904,1.0
1051.025506,1.0
1051.145108,1.0
1051.26471,1.0
1051.384312,1.0
1051.503914,1.0
1051.623516,1.0
1051.743118,1.0
1051.86272,1.0
1051.982322,1.0
1052.101924,1.0
1052.221526,1.0
1052.341128,1.0
1052.46073,1.0
1052.580332,1.0
1052.699934,1.0
1052.819536,1.0
1052.939138,1.0
1053.05874,1.0
1053.178342,1.0
1053.297944,1.0
1053.417546,1.0
1053.537148,1.0
1053.65675,1.0
1053.776352,1.0
1053.895954,1.0
1054.015556,1.0
1054.135158,1.0
1054.25476,1.0
1054.374362,1.0
1054.493964,1.0
1054.613566,1.0
1054.733168,1.0
1054.85277,1.0
1054.972372,1.0
1055.091974,1.0
1055.211576,1.0
1055.331178,1.0
1055.45078,1.0
1055.570382,1.0
1055.689984,1.0
1055.809586,1.0
1055.929188,1.0
1056.04879,1.0
1056.168392,1.0
1056.287994,1.0
1056.407596,1.0
1056.527198,1.0
1056.6468,1.0
1056.766402,1.0
1056.886004,1.0
1057.005606,1.0
1057.125208,1.0
1057.24481,1.0
1057.364412,1.0
1057.484014,1.0
1057.603616,1.0
1057.723218,1.0
1057.84282,1.0
1057.962422,1.0
1058.082024,1.0
1058.201626,1.0
1058.321228,1.0
1058.44083,1.0
1058.560432,1.0
1058.680034,1.0
1058.799636,1.0
1058.919238,1.0
1059.03884,1.0
1059.158442,1.0
1059.278044,1.0
1059.397646,1.0
1059.517248,1.0
1059.63685,1.0
1059.756452,1.0
1059.876054,1.0
1059.995656,1.0
1060.115258,1.0
1060.23486,1.0
1060.354462,1.0
1060.474064,1.0
1060.593666,1.0
1060.713268,1.0
1060.83287,1.0
1060.952472,1.0
1061.072074,1.0
1061.191676,1.0
1061.311278,1.0
1061.43088,1.0
1061.550482,1.0
1061.670084,1.0
1061.789686,1.0
1061.909288,1.0
1062.02889,1.0
1062.148492,1.0
1062.268094,1.0
1062.387696,1.0
1062.507298,1.0
1062.6269,1.0
1062.746502,1.0
1062.866104,1.0
1062.985706,1.0
1063.105308,1.0
1063.22491,1.0
1063.344512,1.0
1063.464114,1.0
1063.583716,1.0
1063.703318,1.0
1063.82292,1.0
1063.942522,1.0
1064.062124,1.0
1064.181726,1.0
1064.301328,1.0
1064.42093,1.0
1064.540532,1.0
1064.660134,1.0
1064.779736,1.0
1064.899338,1.0
1065.01894,1.0
1065.138542,1.0
1065.258144,1.0
1065.377746,1.0
1065.497348,1.0
1065.61695,1.0
1065.736552,1.0
1065.856154,1.0
1065.975756,1.0
1066.095358,1.0
1066.21496,1.0
1066.334562,1.0
1066.454164,1.0
1066.573766,1.0
1066.693368,1.0
1066.81297,1.0
1066.932572,1.0
1067.052174,1.0
1067.171776,1.0
1067.291378,1.0
1067.41098,1.0
1067.530582,1.0
1067.650184,1.0
1067.769786,1.0
1067.889388,1.0
1068.00899,1.0
1068.128592,1.0
1068.248194,1.0
1068.367796,1.0
1068.487398,1.0
1068.607,1.0
1068.726602,1.0
1068.846204,1.0
1068.965806,1.0
1069.085408,1.0
1069.20501,1.0
1069.324612,1.0
1069.444214,1.0
1069.563816,1.0
1069.683418,1.0
1069.80302,1.0
1069.922622,1.0
1070.042224,1.0
1070.161826,1.0
1070.281428,1.0
1070.40103,1.0
1070.520632,1.0
1070.640234,1.0
1070.759836,1.0
1070.879438,1.0
1070.99904,1.0
1071.118642,1.0
1071.238244,1.0
1071.357846,1.0
1071.477448,1.0
1071.59705,1.0
1071.716652,1.0
1071.836254,1.0
1071.955856,1.0
1072.075458,1.0
1072.19506,1.0
1072.314662,1.0
1072.434264,1.0
1072.553866,1.0
1072.673468,1.0
1072.79307,1.0
1072.912672,1.0
1073.032274,1.0
1073.151876,1.0
1073.271478,1.0
1073.39108,1.0
1073.510682,1.0
1073.630284,1.0
1073.749886,1.0
1073.869488,1.0
1073.98909,1.0
1074.108692,1.0
1074.228294,1.0
1074.347896,1.0
1074.467498,1.0
1074.5871,1.0
1074.706702,1.0
1074.826304,1.0
1074.945906,1.0
1075.065508,1.0
1075.18511,1.0
1075.304712,1.0
1075.424314,1.0
1075.543916,1.0
1075.663518,1.0
1075.78312,1.0
1075.902722,1.0
1076.022324,1.0
1076.141926,1.0
1076.261528,1.0
1076.38113,1.0
1076.500732,1.0
1076.620334,1.0
1076.739936,1.0
1076.859538,1.0
1076.97914,1.0
1077.098742,1.0
1077.218344,1.0
1077.337946,1.0
1077.457548,1.0
1077.57715,1.0
1077.696752,1.0
1077.816354,1.0
1077.935956,1.0
1078.055558,1.0
1078.17516,1.0
1078.294762,1.0
1078.414364,1.0
1078.533966,1.0
1078.653568,1.0
1078.77317,1.0
1078.892772,1.0
1079.012374,1.0
1079.131976,1.0
1079.251578,1.0
1079.37118,1.0
1079.490782,1.0
1079.610384,1.0
1079.729986,1.0
1079.849588,1.0
1079.96919,1.0
1080.088792,1.0
1080.208394,1.0
1080.327996,1.0
1080.447598,1.0
1080.5672,1.0
1080.686802,1.0
1080.806404,1.0
1080.926006,1.0
1081.045608,1.0
1081.16521,1.0
1081.284812,1.0
1081.404414,1.0
1081.524016,1.0
1081.643618,1.0
1081.76322,1.0
1081.882822,1.0
1082.002424,1.0
1082.122026,1.0
1082.241628,1.0
1082.36123,1.0
1082.480832,1.0
1082.600434,1.0
1082.720036,1.0
1082.839638,1.0
1082.95924,1.0
1083.078842,1.0
1083.198444,1.0
1083.318046,1.0
1083.437648,1.0
1083.55725,1.0
1083.676852,1.0
1083.796454,1.0
1083.916056,1.0
1084.035658,1.0
1084.15526,1.0
1084.274862,1.0
1084.394464,1.0
1084.514066,1.0
1084.633668,1.0
1084.75327,1.0
1084.872872,1.0
1084.992474,1.0
1085.112076,1.0
1085.231678,1.0
1085.35128,1.0
1085.470882,1.0
1085.590484,1.0
1085.710086,1.0
1085.829688,1.0
1085.94929,1.0
1086.068892,1.0
1086.188494,1.0
1086.308096,1.0
1086.427698,1.0
1086.5473,1.0
1086.666902,1.0
1086.786504,1.0
1086.906106,1.0
1087.025708,1.0
1087.14531,1.0
1087.264912,1.0
1087.384514,1.0
1087.504116,1.0
1087.623718,1.0
1087.74332,1.0
1087.862922,1.0
1087.982524,1.0
1088.102126,1.0
1088.221728,1.0
1088.34133,1.0
1088.460932,1.0
1088.580534,1.0
1088.700136,1.0
1088.819738,1.0
1088.93934,1.0
1089.058942,1.0
1089.178544,1.0
1089.298146,1.0
1089.417748,1.0
1089.53735,1.0
1089.656952,1.0
1089.776554,1.0
1089.896156,1.0
1090.015758,1.0
1090.13536,1.0
1090.254962,1.0
1090.374564,1.0
1090.494166,1.0
1090.613768,1.0
1090.73337,1.0
1090.852972,1.0
1090.972574,1.0
1091.092176,1.0
1091.211778,1.0
1091.33138,1.0
1091.450982,1.0
1091.570584,1.0
1091.690186,1.0
1091.809788,1.0
1091.92939,1.0
1092.048992,1.0
1092.168594,1.0
1092.288196,1.0
1092.407798,1.0
1092.5274,1.0
1092.647002,1.0
1092.766604,1.0
1092.886206,1.0
1093.005808,1.0
1093.12541,1.0
1093.245012,1.0
1093.364614,1.0
1093.484216,1.0
1093.603818,1.0
1093.72342,1.0
1093.843022,1.0
1093.962624,1.0
1094.082226,1.0
1094.201828,1.0
1094.32143,1.0
1094.441032,1.0
1094.560634,1.0
1094.680236,1.0
1094.799838,1.0
1094.91944,1.0
1095.039042,1.0
1095.158644,1.0
1095.278246,1.0
1095.397848,1.0
1095.51745,1.0
1095.637052,1.0
1095.756654,1.0
1095.876256,1.0
1095.995858,1.0
1096.11546,1.0
1096.235062,1.0
1096.354664,1.0
1096.474266,1.0
1096.593868,1.0
1096.71347,1.0
1096.833072,1.0
1096.952674,1.0
1097.072276,1.0
1097.191878,1.0
1097.31148,1.0
1097.431082,1.0
1097.550684,1.0
1097.670286,1.0
1097.789888,1.0
1097.90949,1.0
1098.029092,1.0
1098.148694,1.0
1098.268296,1.0
1098.387898,1.0
1098.5075,1.0
1098.627102,1.0
1098.746704,1.0
1098.866306,1.0
1098.985908,1.0
1099.10551,1.0
1099.225112,1.0
1099.344714,1.0
1099.464316,1.0
1099.583918,1.0
1099.70352,1.0
1099.823122,1.0
1099.942724,1.0
1100.062326,1.0
1100.181928,1.0
1100.30153,1.0
1100.421132,1.0
1100.540734,1.0
1100.660336,1.0
1100.779938,1.0
1100.89954,1.0
1101.019142,1.0
1101.138744,1.0
1101.258346,1.0
1101.377948,1.0
1101.49755,1.0
1101.617152,1.0
1101.736754,1.0
1101.856356,1.0
1101.975958,1.0
1102.09556,1.0
1102.215162,1.0
1102.334764,1.0
1102.454366,1.0
1102.573968,1.0
1102.69357,1.0
1102.813172,1.0
1102.932774,1.0
1103.052376,1.0
1103.171978,1.0
1103.29158,1.0
1103.411182,1.0
1103.530784,1.0
1103.650386,1.0
1103.769988,1.0
1103.88959,1.0
1104.009192,1.0
1104.128794,1.0
1104.248396,1.0
1104.367998,1.0
1104.4876,1.0
1104.607202,1.0
1104.726804,1.0
1104.846406,1.0
1104.966008,1.0
1105.08561,1.0
1105.205212,1.0
1105.324814,1.0
1105.444416,1.0
1105.564018,1.0
1105.68362,0.9349997659634051
1105.803222,1.0
1105.922824,1.0
1106.042426,1.0
1106.162028,1.0
1106.28163,1.0
1106.401232,1.0
1106.520834,0.9284525531811556
1106.640436,0.9307216741989637
1106.760038,0.9378605578830941
1106.87964,0.991520455869609
1106.999242,0.9360484884001535
1107.118844,0.926028747501318
1107.238446,0.941993410173289
1107.358048,0.9252206771787663
1107.47765,0.9269626550891478
1107.597252,0.9240426965690183
1107.716854,0.920327218401373
1107.836456,0.917550187754104
1107.956058,0.9182661560919044
1108.07566,0.9189523571747006
1108.195262,0.9123149578565167
1108.314864,0.911793262919599
1108.434466,0.9120376562613064
1108.554068,0.9140344653303772
1108.67367,0.9131711107599244
1108.793272,0.9067159982552646
1108.912874,0.9056231578765727
1109.032476,0.8994606257813964
1109.152078,0.8994966049260058
1109.27168,0.898759320038083
1109.391282,0.9016760227418554
1109.510884,0.8941247251045201
1109.630486,0.8898343118924916
1109.750088,0.8878610708280817
1109.86969,0.889941098416982
1109.989292,0.8878344353954905
1110.108894,0.8775424050205313
1110.228496,0.8783852502303211
1110.348098,0.8817823695184608
1110.4677,0.8778057072353949
1110.587302,0.8724237685605097
1110.706904,0.8680291343202451
1110.826506,0.8652212711197507
1110.946108,0.8602089105418279
1111.06571,0.8600110852431847
1111.185312,0.8555335239803051
1111.304914,0.8601917065356577
1111.424516,0.8541145164326138
1111.544118,0.8531243180196657
1111.66372,0.8452185888910612
1111.783322,0.8418697229904037
1111.902924,0.8408937203027361
1112.022526,0.8323601992982699
1112.142128,0.8340516067005153
1112.26173,0.8288301750661657
1112.381332,0.8221026609973575
1112.500934,0.8201729879978397
1112.620536,0.8127270155909273
1112.740138,0.810414041150665
1112.85974,0.8076552357069277
1112.979342,0.8037797420573857
1113.098944,0.7972396143652196
1113.218546,0.7914884439160986
1113.338148,0.7872495426086725
1113.45775,0.7866278610665535
1113.577352,0.7759012671095395
1113.696954,0.7757771328378086
1113.816556,0.768465200036626
1113.936158,0.777050451171303
1114.05576,0.7602864567049368
1114.175362,0.7529925085774948
1114.294964,0.7469403124901732
1114.414566,0.7390941235806481
1114.534168,0.7360258784013429
1114.65377,0.7290886131288858
1114.773372,0.7222239558715343
1114.892974,0.7186505943129414
1115.012576,0.7101351322102374
1115.132178,0.6992548576367452
1115.25178,0.693912088590374
1115.371382,0.692401007913623
1115.490984,0.6836836283584732
1115.610586,0.6757716877506553
1115.730188,0.6681316794145267
1115.84979,0.663769717933123
1115.969392,0.6600035930244796
1116.088994,0.6520135076600946
1116.208596,0.636997212118254
1116.328198,0.6403310312633803
1116.4478,0.6284052613642873
1116.567402,0.615635630122992
1116.687004,0.6117999065569385
1116.806606,0.6021431928987078
1116.926208,0.5921412941649324
1117.04581,0.589435488063467
1117.165412,0.5751352778668883
1117.285014,0.5672529243640481
1117.404616,0.5564210428521439
1117.524218,0.5511270035105782
1117.64382,0.5424876276514661
1117.763422,0.530285361185204
1117.883024,0.5275772388451073
1118.002626,0.5189695853198554
1118.122228,0.5083475051569846
1118.24183,0.49864542846470444
1118.361432,0.4933334324401057
1118.481034,0.48701517315944504
1118.600636,0.4739848119974004
1118.720238,0.46946102388464267
1118.83984,0.45891971365750367
1118.959442,0.4500034633113244
1119.079044,0.44205100837480965
1119.198646,0.4332024969093125
1119.318248,0.4260749539288693
1119.43785,0.419798686697889
1119.557452,0.4112105123970672
1119.677054,0.4018244408717236
1119.796656,0.38956677134758205
1119.916258,0.3841969374186454
1120.03586,0.37651401801188994
1120.155462,0.36498464309394074
1120.275064,0.35850954301788457
1120.394666,0.35317203128855595
1120.514268,0.34359212782661236
1120.63387,0.33497479124614576
1120.753472,0.32784970240167705
1120.873074,0.32200120216919276
1120.992676,0.3105532173074686
1121.112278,0.30501326851289506
1121.23188,0.2975122138146559
1121.351482,0.2882289930573573
1121.471084,0.28553233467338807
1121.590686,0.2767612660004241
1121.710288,0.27060367023910875
1121.82989,0.2643979300217207
1121.949492,0.25686618772847347
1122.069094,0.24952404392420885
1122.188696,0.24751106274814835
1122.308298,0.23904582715811223
1122.4279,0.23412502767776383
1122.547502,0.22602718484928647
1122.667104,0.22212833023565307
1122.786706,0.2148102926780192
1122.906308,0.21087283603631568
1123.02591,0.20644938615281289
1123.145512,0.19901004065056593
1123.265114,0.19452394752127758
1123.384716,0.19239590976387996
1123.504318,0.18745808598014688
1123.62392,0.18255569033291952
1123.743522,0.1775860497880271
1123.863124,0.17541511996398101
1123.982726,0.16980577416498535
1124.102328,0.16830120802561438
1124.22193,0.16398177260289773
1124.341532,0.15875391184017812
1124.461134,0.15484974799157405
1124.580736,0.15195057127523182
1124.700338,0.14938924452591087
1124.81994,0.14231676021096304
1124.939542,0.13829032491350698
1125.059144,0.1387335627555479
1125.178746,0.1355926647097328
1125.298348,0.13293433426695173
1125.41795,0.12961328404105224
1125.537552,0.12813126919295934
1125.657154,0.12480534443067345
1125.776756,0.1224319394162966
1125.896358,0.11902758571546834
1126.01596,0.11640264739501631
1126.135562,0.11389252937646045
1126.255164,0.1123428413254888
1126.374766,0.11030566435075032
1126.494368,0.10746393242896046
1126.61397,0.1057581918239151
1126.733572,0.10317796150996715
1126.853174,0.10194722515875558
1126.972776,0.09923147765048747
1127.092378,0.09640473117414326
1127.21198,0.09539777725625578
1127.331582,0.0937803437344049
1127.451184,0.09262464759643559
1127.570786,0.09013019886429688
1127.690388,0.08887716776400652
1127.80999,0.08654420111577343
1127.929592,0.08344229198556422
1128.049194,0.08227401140210557
1128.168796,0.08300951825412407
1128.288398,0.08150425919821778
1128.408,0.07965902028589804
1128.527602,0.07717343402662327
1128.647204,0.07545642059798922
1128.766806,0.07249048261605778
1128.886408,0.07132559784028007
1129.00601,0.0712186896447116
1129.125612,0.07079973650288872
1129.245214,0.06773176545661702
1129.364816,0.06572341659644143
1129.484418,0.06483562877166581
1129.60402,0.0636535615703867
1129.723622,0.059564233149092184
1129.843224,0.058186611131330244
1129.962826,0.05888316809781038
1130.082428,0.060343623239236796
1130.20203,0.05864224134594879
1130.321632,0.05634848073975029
1130.441234,0.0545356861419504
1130.560836,0.052198579349015235
1130.680438,0.051195686424876256
1130.80004,0.0530563883431848
1130.919642,0.05235541021573924
1131.039244,0.052209020108926224
1131.158846,0.04831563812606779
1131.278448,0.048913590342485824
1131.39805,0.04843173491799419
1131.517652,0.05011674977097951
1131.637254,0.05168436298432052
1131.756856,0.04923256422176656
1131.876458,0.04496369017134607
1131.99606,0.044667906974457154
1132.115662,0.046101951407256765
1132.235264,0.04444956959372165
1132.354866,0.044108622239725254
1132.474468,0.04542012455565137
1132.59407,0.043464967942449285
1132.713672,0.043161775578161636
1132.833274,0.04190291014212098
1132.952876,0.04148182083031416
1133.072478,0.04157318129580418
1133.19208,0.040896941446042265
1133.311682,0.039589157449205305
1133.431284,0.03865805951780893
1133.550886,0.03656733219955182
1133.670488,0.035958132623346115
1133.79009,0.035536320245836195
1133.909692,0.036538090032218695
1134.029294,0.03548660420683961
1134.148896,0.035084354100845025
1134.268498,0.035179209854559954
1134.3881,0.037257574967430894
1134.507702,0.03722033601504289
1134.627304,0.03744432933912584
1134.746906,0.03728739295300877
1134.866508,0.038461405308749017
1134.98611,0.0383346918634074
1135.105712,0.0387315796529038
1135.225314,0.03901925643366025
1135.344916,0.04045763102478876
1135.464518,0.04017541651078923
1135.58412,0.04109371865246659
1135.703722,0.04292074515001525
1135.823324,0.04234944343504775
1135.942926,0.04015131849101163
1136.062528,0.040567014229431674
1136.18213,0.0396644483520665
1136.301732,0.042100317363365225
1136.421334,0.044130682065341945
1136.540936,0.04575290463437543
1136.660538,0.04502218097935657
1136.78014,0.0456751907719961
1136.899742,0.045620413416056535
1137.019344,0.04556114541116577
1137.138946,0.04374841042418782
1137.258548,0.04208348060399624
1137.37815,0.03825809909797694
1137.497752,0.03731723480251942
1137.617354,0.038384559369685906
1137.736956,0.041718942363410075
1137.856558,0.04274513035124468
1137.97616,0.04455637667798028
1138.095762,0.043530214316910114
1138.215364,0.04412185681148368
1138.334966,0.0442234538739846
1138.454568,0.045170999592246845
1138.57417,0.04378342315575247
1138.693772,0.04437850714748865
1138.813374,0.043226566822814
1138.932976,0.04378342315575247
1139.052578,0.04446290646503042
1139.17218,0.045954660953167935
1139.291782,0.045520158827025176
1139.411384,0.04607890619333674
1139.530986,0.045615851602809405
1139.650588,0.046803373281104434
1139.77019,0.0464861899882008
1139.889792,0.0470003608331728
1140.009394,0.047023866889613776
1140.128996,0.04871345517952164
1140.248598,0.04944966477530467
1140.3682,0.05100661238777478
1140.487802,0.05083348439003244
1140.607404,0.05210470641717137
1140.727006,0.052945086835150854
1140.846608,0.05491328358940689
1140.96621,0.055559542248379126
1141.085812,0.0570743771191692
1141.205414,0.058413981999743354
1141.325016,0.06070070296571323
1141.444618,0.061846485791723485
1141.56422,0.06468667818432879
1141.683822,0.06553309478831738
1141.803424,0.06809169678902911
1141.923026,0.06900336551463135
1142.042628,0.0712044473310615
1142.16223,0.0731019673102224
1142.281832,0.07575885073741996
1142.401434,0.07841029864381777
1142.521036,0.08193737852432284
1142.640638,0.08308426044949561
1142.76024,0.08724805590839944
1142.879842,0.0900761369651699
1142.999444,0.09320070434214457
1143.119046,0.09888477456303976
