nu,[0]Ethylformate-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
646.405576,0.9962859143417528
646.525178,0.9959709385359372
646.64478,0.9958319106972865
646.764382,0.9960176506683455
646.883984,0.9959900613615356
647.003586,0.9955456501748828
647.123188,0.995327151885734
647.24279,0.9958821018903931
647.362392,0.9957554337432976
647.481994,0.9956853350282657
647.601596,0.9963068365656366
647.721198,0.9961821067579474
647.8408,0.9957998454260156
647.960402,0.9962437723388858
648.080004,0.995325260765942
648.199606,0.9954957745872031
648.319208,0.9958291223718402
648.43881,0.9962262386027899
648.558412,0.9957149073218625
648.678014,0.9959575926147787
648.797616,0.9961576009795435
648.917218,0.996270671283873
649.03682,0.9961219391757785
649.156422,0.995725959818675
649.276024,0.9959378728496712
649.395626,0.9957998454260156
649.515228,0.995802534089228
649.63483,0.995797057190352
649.754432,0.9958133883960054
649.874034,0.9954615301215654
649.993636,0.9961902754847146
650.113238,0.9961089896747412
650.23284,0.9954199206992493
650.352442,0.9961237321968828
650.472044,0.9956781661196616
650.591646,0.9957691752630995
650.711248,0.9957445800682224
650.83085,0.9957155047509861
650.950452,0.9957308388878318
651.070054,0.9962068123805435
651.189656,0.9957482643299845
651.309258,0.9960895657388266
651.42886,0.9961875857746019
651.548462,0.9959460395737121
651.668064,0.9957221760672168
651.787666,0.9958453545188265
651.907268,0.9960131685990021
652.02687,0.995880010540175
652.146472,0.9961187515906733
652.266074,0.9959285110776668
652.385676,0.9958958451582275
652.505278,0.9963928215558311
652.62488,0.9959195477614021
652.744482,0.9957634993949768
652.864084,0.9962290280401632
652.983686,0.9958827990081084
653.103288,0.9961660683551381
653.22289,0.9960577909884895
653.342492,0.9961361838213577
653.462094,0.9963499775856562
653.581696,0.9964181302549178
653.701298,0.9962940839197456
653.8209,0.9959137714447764
653.940502,0.9962326144711198
654.060104,0.996474429469715
654.179706,0.9960662575156956
654.299308,0.9956864302827366
654.41891,0.9964419449328151
654.538512,0.9962243457747348
654.658114,0.9964469271549954
654.777716,0.9960934504957082
654.897318,0.9962093029006875
655.01692,0.9959749224276591
655.136522,0.9966012887390077
655.256124,0.9962612067574524
655.375726,0.9960408581499721
655.495328,0.9967418194279006
655.61493,0.9960405593377595
655.734532,0.996142658727596
655.854134,0.9958871809020642
655.973736,0.9958389811289524
656.093338,0.9961316016054512
656.21294,0.9959965353179748
656.332542,0.9957129158940392
656.452144,0.9958449561807643
656.571746,0.995761109565446
656.691348,0.9963648233109226
656.81095,0.9961229352982157
656.930552,0.9961284139894263
657.050154,0.9963087295504244
657.169756,0.9961278163125572
657.289358,0.9964004938100952
657.40896,0.9960958411228581
657.528562,0.9962067127598673
657.648164,0.9962523400721691
657.767766,0.9965662089910513
657.887368,0.9961344903912847
658.00697,0.9961514248215635
658.126572,0.9960207383278484
658.246174,0.996051515844173
658.365776,0.9964326780658183
658.485378,0.9962203608853215
658.60498,0.9963072350884509
658.724582,0.996024423611398
658.844184,0.9966431468721494
658.963786,0.9962328137176626
659.083388,0.9960117741815422
659.20299,0.9956968850451421
659.322592,0.9964021876923745
659.442194,0.9962429753441867
659.561796,0.9961579994426636
659.681398,0.9960930520584077
659.801,0.9962330129642453
659.920602,0.996442144221224
660.040204,0.9958826994198334
660.159806,0.9965703945779187
660.279408,0.9963036483888607
660.39901,0.9962597123667631
660.518612,0.9963698051474937
660.638214,0.9966648739295753
660.757816,0.9959753208177078
660.877418,0.9962532366996787
660.99702,0.9960602811360796
661.116622,0.9967416200795567
661.236224,0.9964064722309933
661.355826,0.9959424541744234
661.475428,0.9962319171085338
661.59503,0.9963942165067577
661.714632,0.9961826048491254
661.834234,0.9958367902856039
661.953836,0.996160788688967
662.073438,0.9963876403266303
662.19304,0.9961923674864896
662.312642,0.9963895334649454
662.432244,0.9966530136881441
662.551846,0.9964741305274311
662.671448,0.996514289244084
662.79105,0.9962992646624519
662.910652,0.9965939139167579
663.030254,0.9960759194052535
663.149856,0.9966958706891516
663.269458,0.9960624724711086
663.38906,0.996595907106579
663.508662,0.9962559265870491
663.628264,0.9967598606181045
663.747866,0.9967506904695697
663.867468,0.9964948574049047
