nu,[0]PFC-41-12-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
500,0.9796695089104154
500.120002,0.9887349314662186
500.240005,0.9589560827362752
500.360007,0.9448642619060537
500.48001,0.9906920892952067
500.600012,0.9836039035621478
500.720014,0.9591363834275636
500.840017,0.9777267937179512
500.960019,0.9603955962255878
501.080022,0.9603907942596116
501.200024,0.9658574721630745
501.320026,0.9736893195407713
501.440029,0.9665454075591936
501.560031,0.9733631882487666
501.680034,0.981627863686125
501.800036,0.9673160513097595
501.920038,0.9686034375800998
502.040041,0.975148999168524
502.160043,0.9811440404215619
502.280046,0.9449389091312708
502.400048,0.9603254899059751
502.52005,0.9749705632290626
502.640053,0.9513017206841963
502.760055,0.9545626514427583
502.880058,0.9660158857780706
503.00006,0.9794500875165331
503.120062,0.9772712791752103
503.240065,0.9731529645050865
503.360067,0.9519964244763292
503.48007,0.9858047167792496
503.600072,0.9891146785866824
503.720074,0.9595728897796876
503.840077,0.9484786491326133
503.960079,0.9719353393859034
504.080082,0.9684194204091444
504.200084,0.9463886113918409
504.320086,0.9577207846662738
504.440089,0.9564478627034122
504.560091,0.96575123368436
504.680094,0.9707891320807364
504.800096,0.943357461290788
504.920098,0.9732259537144855
505.040101,0.9366524344268272
505.160103,0.9717127916758694
505.280106,0.9751753285469466
505.400108,0.947541067459181
505.52011,0.955033366851734
505.640113,0.9821590680382003
505.760115,0.95309280320582
505.880118,0.9598521661233507
506.00012,0.9498273953502647
506.120122,0.9549445528785305
506.240125,0.9612334264263747
506.360127,0.9441955347659657
506.48013,0.9617891799441434
506.600132,0.9721686318613333
506.720134,0.9538985069864352
506.840137,0.9794246221453089
506.960139,0.9695773733556201
507.080142,0.9492738073653529
507.200144,0.9375886177545325
507.320146,0.9478092595286598
507.440149,0.9524668268898504
507.560151,0.9755332835732529
507.680154,0.9419830483027675
507.800156,0.9486607745167241
507.920158,0.9748720961748464
508.040161,0.9405984098899448
508.160163,0.9599894347975826
508.280166,0.9249921758925738
508.400168,0.9546514298974766
508.52017,0.9720646153827049
508.640173,0.9323015174868227
508.760175,0.9650850951773318
508.880178,0.9560213820688974
509.00018,0.958002395971799
509.120182,0.9776671542025581
509.240185,0.965397833409027
509.360187,0.937328941674212
509.48019,0.9652935760730162
509.600192,0.9535523046679214
509.720194,0.9241147747103616
509.840197,0.9564382982726074
509.960199,0.963181896274781
510.080202,0.949069735435288
510.200204,0.9458502694447675
510.320206,0.9435867250082952
510.440209,0.945565611356856
510.560211,0.9324842664930677
510.680214,0.957097511332938
510.800216,0.946664997216734
510.920218,0.9599030396362914
511.040221,0.9430669519334481
511.160223,0.9559573307820409
511.280226,0.9694716951814895
511.400228,0.9625637319493531
511.52023,0.9508157296862018
511.640233,0.9459401294886493
511.760235,0.9466205050074399
511.880238,0.9551155032530979
512.00024,0.9279643155559347
512.120242,0.9421601577636161
512.240245,0.9546075169417071
512.360247,0.9440869585227214
512.48025,0.9541789943771153
512.600252,0.9575857555554118
512.720254,0.9353878713925863
512.840257,0.9479381703536931
512.960259,0.933657136210234
513.080262,0.940858050879883
513.200264,0.952245880216817
513.320266,0.9418492962065321
513.440269,0.9315876479713578
513.560271,0.9458531069998322
513.680274,0.9408702821140472
513.800276,0.9522087433516622
513.920278,0.9399411613365622
514.040281,0.9340811127854737
514.160283,0.942496568985768
514.280286,0.9436093713614506
514.400288,0.9409803703770924
514.52029,0.9311424554851083
