nu,[0]Acrylicacid-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
541.969339,0.803474363780951
542.088842,0.7872416701526088
542.208344,0.8159925940323208
542.327847,0.7870134031685769
542.447349,0.7770970755970921
542.566851,0.7852681713376417
542.686354,0.7862896837996179
542.805856,0.7605297873019015
542.925359,0.7792837892733595
543.044861,0.8433189849219169
543.164363,0.8048736261791826
543.283866,0.8257526545520716
543.403368,0.7992511917163558
543.52287,0.8076067778465356
543.642373,0.7509621709935039
543.761875,0.8073403115791985
543.881378,0.7917892666774915
544.00088,0.7628758300980727
544.120382,0.7514354262209735
544.239885,0.7588888158485086
544.359387,0.8012117578488818
544.47889,0.7536403606713425
544.598392,0.6552162140702548
544.717894,0.7022681274116542
544.837397,0.7325819992409286
544.956899,0.7575391952749536
545.076402,0.7250171276947228
545.195904,0.7574255729175522
545.315406,0.7585929069163202
545.434909,0.7419896386468935
545.554411,0.7420490001924154
545.673913,0.7725334269605983
545.793416,0.7641050494405797
545.912918,0.7411071961343343
546.032421,0.7600356035672683
546.151923,0.7836443474605125
546.271425,0.7614201279007294
546.390928,0.7554210523121848
546.51043,0.7729738965358691
546.629933,0.7853231420335872
546.749435,0.7714294936604736
546.868937,0.7409293517494419
546.98844,0.7319595691118542
547.107942,0.7376542943294315
547.227445,0.7586004928833191
547.346947,0.7359596390531021
547.466449,0.7617323741592776
547.585952,0.7470299507058573
547.705454,0.7598988094704643
547.824956,0.7580999817448604
547.944459,0.75984561841551
548.063961,0.7340926736197504
548.183464,0.7550509866700386
548.302966,0.7343569945571675
548.422468,0.7264613483017345
548.541971,0.7575619217917079
548.661473,0.7353049263647077
548.780976,0.7194055737318011
548.900478,0.7512100294043202
549.01998,0.7571453772949595
549.139483,0.7479643220046385
549.258985,0.7355329062269337
549.378488,0.7293948946610194
549.49799,0.7277774340404518
549.617492,0.7182985417816422
549.736995,0.7331976266476029
549.856497,0.7369759644582341
549.976,0.7461862836232347
550.095502,0.7706969836388473
550.215004,0.7624411147805522
550.334507,0.7397448126706074
550.454009,0.7611917361228387
550.573511,0.7707046906472187
550.693014,0.752939800946683
550.812516,0.7334909643618936
550.932019,0.7510222503703263
551.051521,0.7536102156598199
551.171023,0.7543340288415917
551.290526,0.724046255373342
551.410028,0.7231634575579503
551.529531,0.7150305570989564
551.649033,0.7362614443709763
551.768535,0.7478745716711257
551.888038,0.7483533645943878
552.00754,0.7096665976563892
552.127043,0.7405811967769471
552.246545,0.7291104861153729
552.366047,0.7237494572564106
552.48555,0.7422345356334273
552.605052,0.7247706637725476
552.724554,0.7343423075641468
552.844057,0.699338773254498
552.963559,0.7340339485548947
553.083062,0.7244735687090507
553.202564,0.7336523501258364
553.322066,0.7364087113860611
553.441569,0.7362835325456284
553.561071,0.7232936386962617
553.680574,0.717953841216341
553.800076,0.7246257241342401
553.919578,0.7288261884674327
554.039081,0.7333442808378626
554.158583,0.7239521354780692
554.278086,0.7223106279464594
554.397588,0.7031605745174269
554.51709,0.7105258139605859
554.636593,0.7157960492603243
554.756095,0.7124610749363329
554.875598,0.7021487519771937
554.9951,0.705470727782069
555.114602,0.717817442944756
555.234105,0.741752239948344
555.353607,0.7086950201001887
555.473109,0.6941550003284551
555.592612,0.7062259854515911
555.712114,0.6955725219095414
555.831617,0.7092976669559032
555.951119,0.6901474559134053
556.070621,0.6845250766059406
556.190124,0.6987865137948356
556.309626,0.6986677301843834
556.429129,0.6981229818343149
556.548631,0.711962526696119
556.668133,0.7216969247735034
556.787636,0.7037374026557462
556.907138,0.6990451126427764
557.026641,0.6800968938547433
557.146143,0.7123542137898788
557.265645,0.6917020359358974
557.385148,0.683423877935403
557.50465,0.6786973362926216
557.624152,0.6867396672418716
557.743655,0.6790775132405557
557.863157,0.6701390840541765
557.98266,0.6836289358559338
558.102162,0.6770568744981647
558.221664,0.6950301868806097
558.341167,0.6745024304533821
558.460669,0.6635971602399326
558.580172,0.674252910718112
558.699674,0.6692149299311899
558.819176,0.6627681820089669
558.938679,0.6671369045035493
559.058181,0.6628742334019736
559.177684,0.6515702891862456
559.297186,0.6514074169738239
559.416688,0.65151816564808
559.536191,0.6494171569287526
559.655693,0.6549934784246764
559.775196,0.6465013452193499
559.894698,0.6577239266896449
560.0142,0.6450677041633315
560.133703,0.6607167819576479
560.253205,0.6457712113026074
560.372707,0.645596876611798
560.49221,0.6357626354533139
560.611712,0.6274068909135581
560.731215,0.6352034104292142
560.850717,0.6203446923659576
560.970219,0.6227064867642798
561.089722,0.6406064328139135
561.209224,0.6307788205474283
561.328727,0.6357689931114567
561.448229,0.6388344083819043
561.567731,0.6239157099158068
561.687234,0.614553064351301
561.806736,0.6256338394634238
561.926239,0.6349874779802648
562.045741,0.6284555357961469
562.165243,0.6089616410728969
562.284746,0.6281413865720996
562.404248,0.6163686725966051
562.52375,0.6202330403703128
562.643253,0.6152355969882654
562.762755,0.6256275831563107
562.882258,0.6229182429662941
563.00176,0.6035780004415058
563.121262,0.6049678275309921
563.240765,0.6053369704829398
563.360267,0.6035780004415058
563.47977,0.6046170479269427
563.599272,0.6053248638645967
563.718774,0.606457880400314
563.838277,0.5951451223897505
563.957779,0.578359286779734
564.077282,0.5841602109254993
564.196784,0.5854936157102331
564.316286,0.5914725524127757
564.435789,0.5874524337919195
564.555291,0.596730315787844
564.674793,0.5794765980617834
564.794296,0.5830571908092015
564.913798,0.5851482763620895
565.033301,0.5756473761141072
565.152803,0.5765922123648907
565.272305,0.5761599303316427
565.391808,0.5751410292484239
565.51131,0.570210322140961
565.630813,0.5633467181420043
565.750315,0.5647003740028234
565.869817,0.56370737543964
565.98932,0.5557926421869639
566.108822,0.5638990685332688
566.228325,0.5555259257357833
566.347827,0.5563264593146875
566.467329,0.553490882177412
566.586832,0.5577022841133404
566.706334,0.5511270035105782
566.825837,0.5489653248675569
566.945339,0.5425798583875573
567.064841,0.5430629694140395
567.184344,0.5433345687929331
567.303846,0.5381381324551916
567.423348,0.5349082725304635
567.542851,0.5189384480788627
567.662353,0.5132665387638616
567.781856,0.520945421455139
567.901358,0.5266389866521446
568.02086,0.5243321088024856
568.140363,0.515112477114811
568.259865,0.5206017109139339
568.379368,0.5382403884143666
568.49887,0.5356576685668302
568.618372,0.5389836728987133
568.737875,0.5391885256139657
568.857377,0.5395445075019718
568.97688,0.536864255222064
569.096382,0.5393395195393006
569.215884,0.5322457288218875
569.335387,0.529856003955797
569.454889,0.5369662691215698
569.574391,0.534988514789362
569.693894,0.5329487570805034
569.813396,0.5346622713097181
569.932899,0.5344324159554977
570.052401,0.5365207720250692
570.171903,0.5307044521396711
570.291406,0.5304550796542901
570.410908,0.5312460468471981
570.530411,0.5377561899867694
570.649913,0.5311982368544639
570.769415,0.530067988751512
570.888918,0.5256813753870216
571.00842,0.5222546368409516
571.127923,0.5318254207396702
571.247425,0.5258969489404889
571.366927,0.522359098214109
571.48643,0.5275508606426257
571.605932,0.5135232362022553
571.725435,0.5028969503251881
571.844937,0.5009094163165463
571.964439,0.49930407504138297
572.083942,0.4884930670126062
572.203444,0.4788106798959438
572.322946,0.4686167541123981
572.442449,0.4621850162466456
572.561951,0.4569597346301405
572.681454,0.4441290969125563
572.800956,0.427500423483985
572.920458,0.41622054622953575
573.039961,0.40167177659224246
573.159463,0.38393961168432206
573.278966,0.36276501352395324
573.398468,0.33621649370673334
573.51797,0.30464747211241544
573.637473,0.2682328050478099
573.756975,0.23031669094221807
573.876478,0.21978620512828123
573.99598,0.28895046700666965
574.115482,0.36005445322936774
574.234985,0.3805986009626768
574.354487,0.3809984393721174
574.473989,0.3757204109837344
574.593492,0.3593709992551132
574.712994,0.38062905006870185
574.832497,0.3877245942601985
574.951999,0.3897460132848869
575.071501,0.39407264835244715
575.191004,0.39887388091138
575.310506,0.3912298656693313
575.430009,0.39481025365087596
575.549511,0.39210328176677167
575.669013,0.3929157762016476
575.788516,0.39301401742533926
575.908018,0.3843160569318158
576.027521,0.3789200674382185
576.147023,0.37672869217848187
576.266525,0.3657153428363044
576.386028,0.3665208022710539
576.50553,0.35035792646608044
576.625033,0.2875955862755651
576.744535,0.2997219702117076
576.864037,0.3517269903185224
576.98354,0.3723503748916571
577.103042,0.3862308620841211
577.222544,0.3775168785129481
577.342047,0.35455209157892154
577.461549,0.36374580252979655
577.581052,0.3853859420213191
577.700554,0.3974405165439935
577.820056,0.3949050194831972
577.939559,0.37926124900758934
578.059061,0.3500777522095528
578.178564,0.3427684954739951
578.298066,0.35526190533923513
578.417568,0.35232543473569317
578.537071,0.3555106757324521
578.656573,0.35158632765680287
578.776076,0.3359476280723612
578.895578,0.328768967939568
579.01508,0.35575962032590724
579.134583,0.3685495914061041
579.254085,0.3648751641236792
579.373587,0.3590118078814776
579.49309,0.364146143059503
579.612592,0.3719633317990635
579.732095,0.3786965705364992
579.851597,0.38152076494537884
579.971099,0.3818337402749821
580.090602,0.3786700627043466
580.210104,0.3731629841311717
580.329607,0.36795302441775596
580.449109,0.35757862891878184
580.568611,0.36196780774210024
580.688114,0.3725179702664896
580.807616,0.3689662878335345
580.927119,0.3741045407142052
581.046621,0.38212786547866506
581.166123,0.39361185297173773
581.285626,0.40970003868769084
581.405128,0.4175086568233352
581.52463,0.42079899746986865
581.644133,0.4219071554221703
581.763635,0.4126316386981271
581.883138,0.41858303405476743
582.00264,0.4217890379558691
582.122142,0.4317968741685516
582.241645,0.43826566998812255
582.361147,0.4394901385467467
582.48065,0.4436985005615437
582.600152,0.44728916140075164
582.719654,0.44517402760297636
582.839157,0.44485361766452175
582.958659,0.44165775799973084
583.078162,0.445476848889315
583.197664,0.45314188074916073
583.317166,0.45035009941584764
583.436669,0.44735178626698613
583.556171,0.4472936343147302
583.675674,0.44550803336018097
583.795176,0.45070601656314874
583.914678,0.45211441529435353
584.034181,0.4578287834608882
584.153683,0.45749469040776264
584.273185,0.46070838805981107
584.392688,0.45861692657721737
584.51219,0.4543488426996828
584.631693,0.45090887991143214
584.751195,0.4542852383141157
584.870697,0.46017427617444695
584.9902,0.4588279388925546
585.109702,0.4622774624942115
585.229205,0.45425798201751394
585.348707,0.4494368160103192
585.468209,0.4437384352236271
585.587712,0.4472265453013847
585.707214,0.45148641281992774
585.826717,0.4529017791848986
585.946219,0.45145480987714626
586.065721,0.43841908981952277
586.185224,0.4309815488015468
586.304726,0.43844978022996195
586.424228,0.4519426444550681
586.543731,0.4615476408144249
586.663233,0.4660977047444156
586.782736,0.4707585260398842
586.902238,0.4747342999399124
587.02174,0.4752425374994524
587.141243,0.4751047371455946
587.260745,0.4753043230453008
587.380248,0.48155250935167637
587.49975,0.4810182826169855
587.619252,0.47658461289211124
587.738755,0.4781551583992406
587.858257,0.4774336889565722
587.97776,0.4799324087978707
588.097262,0.4814032512099846
588.216764,0.48407762640089913
588.336267,0.4834970816457365
588.455769,0.4860226748986241
588.575272,0.4860372557975835
588.694774,0.4884246827702331
588.814276,0.48830259186154
588.933779,0.4879901781857886
589.053281,0.4850564514867325
589.172783,0.4874536841156193
589.292286,0.4875365582860239
589.411788,0.49028422746202277
589.531291,0.4882293519658903
589.650793,0.4880633822026805
589.770295,0.4904411435200409
589.889798,0.48916276115015195
590.0093,0.49129525397036555
590.128803,0.4967939134239582
590.248305,0.4974799622893244
590.367807,0.49429637119351727
590.48731,0.49056867479570354
590.606812,0.4868983035428017
590.726315,0.4748197598050587
590.845817,0.47636067075457666
590.965319,0.48439237914161853
591.084822,0.4934913243998527
591.204324,0.49625270307155245
591.323826,0.5025751992483071
591.443329,0.5009394717831802
591.562831,0.5032440689630707
591.682334,0.5019674510190456
591.801836,0.5069311922927688
591.921338,0.5054278402345421
592.040841,0.513754373660574
592.160343,0.5167428071072302
592.279846,0.5128560897343529
592.399348,0.5133692023376295
592.51885,0.5158754080105435
592.638353,0.518736101544251
592.757855,0.5206381543092018
592.877358,0.5215813627146046
592.99686,0.5216022263863838
593.116362,0.5259127260856131
593.235865,0.5256393225591262
593.355367,0.5294905294162838
593.474869,0.528691602058823
593.594372,0.5338074956784796
593.713874,0.540311204928967
593.833377,0.5379336788135107
593.952879,0.5406084578287321
594.072381,0.5397225865708777
594.191884,0.5450705735227803
594.311386,0.5412413398882006
594.430889,0.5428675019313084
594.550391,0.5427100931811204
594.669893,0.5434269435212573
594.789396,0.5446891576324505
594.908898,0.5445747849189029
595.028401,0.544585676523517
595.147903,0.5460908091182446
595.267405,0.5416474231553067
595.386908,0.5419508306584455
595.50641,0.5370414496617618
595.625913,0.5397927550679855
595.745415,0.5445094398654943
595.864917,0.5482685814307057
595.98442,0.5505816577677864
596.103922,0.5540778935735962
596.223424,0.556176271446947
596.342927,0.5583607612336898
596.462429,0.5576074827833826
596.581932,0.5608734377891801
596.701434,0.5621199599487225
596.820936,0.5646777864396175
596.940439,0.5671791862769602
597.059941,0.5662894136088166
597.179444,0.5661931525909214
597.298946,0.5685249951019548
597.418448,0.5669013365544258
597.537951,0.5721122875285023
597.657453,0.5703814108996339
597.776956,0.5727247752986785
597.896458,0.5724442089031626
598.01596,0.5732175304597844
598.135463,0.5773942328151589
598.254965,0.5779892552589121
598.374467,0.5755207476210071
598.49397,0.572427035834493
598.613472,0.571523315245144
598.732975,0.5707636944956408
598.852477,0.575026012544628
598.971979,0.5739517186789921
599.091482,0.5782436264887927
599.210984,0.5788684669585197
599.330487,0.579673653602668
599.449989,0.5826608466917236
599.569491,0.581898060716456
599.688994,0.585640007412361
599.808496,0.5850312584090025
599.927999,0.5855170359232627
600.047501,0.5868476692922974
600.167003,0.5860442384611495
600.286506,0.5880460604810641
600.406008,0.5861790441380541
600.525511,0.5874171877032851
600.645013,0.5883695747726037
600.764515,0.589087823696583
600.884018,0.5876992156346713
601.00352,0.5864663422519714
601.123022,0.5837923058948693
601.242525,0.5824977244928236
601.362027,0.583022208427235
601.48153,0.5806192921440794
601.601032,0.5783014537427561
601.720534,0.5760159083525573
601.840037,0.5762982253096558
601.959539,0.5791405990840303
602.079042,0.5813048272950035
602.198544,0.5792796095083941
602.318046,0.5805554275345615
602.437549,0.5811827660981458
602.557051,0.585686860487052
602.676554,0.5898187456759385
602.796056,0.5894649605746769
602.915558,0.5895946571321015
603.035061,0.5874641829580866
603.154563,0.5931903123628371
603.274065,0.5952463056608911
603.393568,0.5962411974948051
603.51307,0.5931487904942541
603.632573,0.5915967746916652
603.752075,0.5925203858896103
603.871577,0.5968198320487639
603.99108,0.5945621658651615
604.110582,0.5914193222784506
604.230085,0.5987806150240563
604.349587,0.6001653970522266
604.469089,0.6022636335809544
604.588592,0.5978890962540925
604.708094,0.5968019277223686
604.827597,0.6003514771662402
604.947099,0.6006997820216405
605.066601,0.5951986878611757
605.186104,0.5869357030450576
605.305606,0.584148527838112
605.425109,0.5837164178279342
605.544611,0.5946097327410804
605.664113,0.5947227193236867
605.783616,0.5893235059593718
605.903118,0.5911118641769002
606.02262,0.5895180148085333
606.142123,0.5891585184770286
606.261625,0.5795635260709303
606.381128,0.569970884091172
606.50063,0.5710377268314979
606.620132,0.568650084360191
606.739635,0.5771748646892727
606.859137,0.5783361528709441
606.97864,0.5767075423399767
607.098142,0.5712204881443345
607.217644,0.570084889668168
607.337147,0.5719063641734199
607.456649,0.5774635242805014
607.576152,0.5768055909560708
607.695654,0.5838623651750494
607.815156,0.59534750613465
607.934659,0.5929590132472748
608.054161,0.5901255311810084
608.173663,0.5911295977988286
608.293166,0.5943125021885404
608.412668,0.5976559649701088
608.532171,0.5897184850115715
608.651673,0.5831388245301419
608.771175,0.5837981438471179
608.890678,0.5874994318665208
609.01018,0.5863901065829045
609.129683,0.5844932771605861
609.249185,0.5799983617584834
609.368687,0.5750490140451567
609.48819,0.5774115549019733
609.607692,0.5717233834153672
609.727195,0.5678602098329032
609.846697,0.5628905920563126
609.966199,0.5609631847187893
610.085702,0.5625867131912801
610.205204,0.5596968394304993
610.324706,0.5582435177848237
610.444209,0.5538729226749286
610.563711,0.5489982637752063
610.683214,0.5318413757416162
610.802716,0.49384676609707656
610.922218,0.4630593719332017
611.041721,0.488224469696782
611.161223,0.5055036600969248
611.280726,0.5086882121095236
611.400228,0.5149322192947795
611.51973,0.5182590837926417
611.639233,0.5253397935191536
611.758735,0.5337220933115426
611.878238,0.5497948886711547
611.99774,0.5511710954345125
612.117242,0.5513530119105735
612.236745,0.5632960192188573
612.356247,0.5711462343074797
612.47575,0.5705012035737135
612.595252,0.5747960481355582
612.714754,0.575388393070411
612.834257,0.5713290303482647
612.953759,0.5728679743916438
613.073261,0.5670600911532677
613.192764,0.5665839606794943
613.312266,0.559512169945628
613.431769,0.5625023315130855
613.551271,0.5554870402819886
613.670773,0.5488829862443779
613.790276,0.5341545833419409
613.909778,0.5198941738213689
614.029281,0.5156587858330207
614.148783,0.5142940990591646
614.268285,0.4989646636832953
614.387788,0.4799468069861064
614.50729,0.48251175297613413
614.626793,0.4670868800338014
614.746295,0.43487788997577737
614.865797,0.4254405749771996
614.9853,0.4293683945481808
615.104802,0.3957391487712367
615.224304,0.3548003649285613
615.343807,0.3368222283930748
615.463309,0.2958212181120332
615.582812,0.2657232301611371
615.702314,0.2512768398602101
615.821816,0.1943683905943277
615.941319,0.15198096442870093
616.060821,0.12277522922811615
616.180324,0.08041134546531582
616.299826,0.07156136110859057
616.419328,0.06355179730499612
616.538831,0.11391531016033819
616.658333,0.20006759390658765
616.777836,0.24098996147252358
616.897338,0.3060520786022707
617.01684,0.4374643772185492
617.136343,0.4879072269065555
617.255845,0.49155570946958027
617.375348,0.47139919319021256
617.49485,0.48675712350686895
617.614352,0.5451359859162681
617.733855,0.5780643987463165
617.853357,0.5968854858411816
617.972859,0.6142704349514451
618.092362,0.6277143956226068
618.211864,0.636226911617377
618.331367,0.6424090684069798
618.450869,0.6464043772903435
618.570371,0.6495405579112912
618.689874,0.6471999438475423
618.809376,0.6491379675812847
618.928879,0.6475754286950535
619.048381,0.6383618457894255
619.167883,0.6380746475832632
619.287386,0.6448548669410308
619.406888,0.6460941776431154
619.526391,0.6477438201964608
619.645893,0.6500603982660372
619.765395,0.6478798606824532
619.884898,0.651394388955765
620.0044,0.6488069916238614
620.123902,0.6457582960075346
620.243405,0.6235477082181323
620.362907,0.59339796530931
620.48241,0.57405503928693
620.601912,0.5652597041958484
620.721414,0.5567271585998266
620.840917,0.5508790521522382
620.960419,0.5370253386599382
621.079922,0.5333486185776316
621.199424,0.5598423795281441
621.318926,0.5800795672133788
621.438429,0.584131003645141
621.557931,0.6013428747816739
621.677434,0.6178064860058983
621.796936,0.6226753522183117
621.916438,0.6260844580310551
622.035941,0.6327689065720894
622.155443,0.640990912005825
622.274945,0.6379470454143887
622.394448,0.631315210478319
622.51395,0.6188328964576449
622.633453,0.598948297070654
622.752955,0.5900370189899116
622.872457,0.5886049696783552
622.99196,0.5902966924022284
623.111462,0.6009821772768773
623.230965,0.6075444121620442
623.350467,0.6079820016521135
623.469969,0.6117448470430636
623.589472,0.6173741727929715
623.708974,0.6210522885684575
623.828477,0.6262284740176058
623.947979,0.6317951924083128
624.067481,0.6292919377427576
624.186984,0.6293359897202009
624.306486,0.6240030642298543
624.425989,0.6117876706811665
624.545491,0.5968914547258843
624.664993,0.593914446175729
624.784496,0.5985112243647398
624.903998,0.6057972014461204
625.0235,0.613963376504978
625.143003,0.6206983896347513
625.262505,0.622644219229032
625.382008,0.6231113775559283
625.50151,0.6211019747389632
625.621012,0.6245024664154776
625.740515,0.6281036992195371
625.860017,0.6254086518174252
625.97952,0.622308082115837
626.099022,0.6185792269758946
626.218524,0.6057911435043957
626.338027,0.6064760744096347
626.457529,0.6118855645397754
626.577032,0.6147620479183736
626.696534,0.6197804354717298
626.816036,0.6231923873005298
626.935539,0.6250897747255685
627.055041,0.62512102999568
627.174543,0.6250585210181814
627.294046,0.6265040751739815
627.413548,0.62074804749221
627.533051,0.6174606112277118
627.652553,0.6184864470505166
627.772055,0.6198858071020948
627.891558,0.6199849967661927
628.01106,0.6231176087008595
628.130563,0.6281288238699956
628.250065,0.6265103402460587
628.369567,0.6271434353489157
628.48907,0.6282670274130793
628.608572,0.6277143956226068
628.728075,0.6224263318848113
628.847577,0.6241278773235935
628.967079,0.6260155925283437
629.086582,0.6271308926056366
629.206084,0.6303689475372316
629.325587,0.6323450933979535
629.445089,0.632648691900596
629.564591,0.6338455285826844
629.684094,0.6336617400300237
629.803596,0.6373476569484131
629.923098,0.6358007823558367
630.042601,0.6361060399873382
630.162103,0.6377812007433225
630.281606,0.6387896915384254
630.401108,0.637035433097599
630.52061,0.639556699280876
630.640113,0.6396910202909374
630.759615,0.6422484862134885
630.879118,0.6441201512602258
630.99862,0.6447839368068962
631.118122,0.6437659825823471
631.237625,0.645713094508885
631.357127,0.6472711397570687
631.47663,0.6485280645910729
631.596132,0.6475819044817194
631.715634,0.6484437614225008
631.835137,0.6506196906698086
631.954639,0.6488524097028893
632.074141,0.6541229161506119
632.193644,0.6523004567276305
632.313146,0.6525418525520933
632.432649,0.6566724098447408
632.552151,0.6598584082049299
632.671653,0.6603138676220198
632.791156,0.6605516234078375
632.910658,0.6620925031181335
633.030161,0.6615167331366794
633.149663,0.6640020779950385
633.269165,0.6655243851300559
633.388668,0.6673437490031865
633.50817,0.6719240269393362
633.627673,0.6719105885931813
633.747175,0.6746845706974309
633.866677,0.674448472417296
633.98618,0.6767319651828795
634.105682,0.678364856062147
634.225185,0.6818401723474196
634.344687,0.6810565068432514
634.464189,0.6853881218067598
634.583692,0.6882039816743468
634.703194,0.6895266026289688
634.822696,0.6913424443791183
634.942199,0.6930105889769165
635.061701,0.6954334213156826
635.181204,0.6971323507146642
635.300706,0.698576909282946
635.420208,0.6998074872342279
635.539711,0.7018819861401614
635.659213,0.7047515145008605
635.778716,0.7093898816464326
635.898218,0.7107603261715796
636.01772,0.7144158951623677
636.137223,0.7155527199718988
636.256725,0.7198877369728504
636.376228,0.7199453302955103
636.49573,0.723337037616538
636.615232,0.7256699368296942
636.734735,0.7288043240097472
636.854237,0.7306943737668143
636.973739,0.7333956167342567
637.093242,0.7359081236814274
637.212744,0.7398705799786798
637.332247,0.7414778423862426
637.451749,0.7455522947655908
637.571251,0.7485030502353719
637.690754,0.7487426095388915
637.810256,0.75098470019657
637.929759,0.7540021948777271
638.049261,0.7569561146094571
638.168763,0.7612221844012452
638.288266,0.7640057222405603
638.407768,0.7667610995439657
638.527271,0.767643382023632
638.646773,0.771275223189303
638.766275,0.7733682137654491
638.885778,0.7738865440899407
639.00528,0.7771592458499168
639.124782,0.7799932602819477
639.244285,0.7820864458353036
639.363787,0.785103282335612
639.48329,0.7872495426086725
639.602792,0.7897490833376616
639.722294,0.7943826554592817
639.841797,0.7966578418195477
639.961299,0.7993870759687818
640.080802,0.8021417027517523
640.200304,0.8031450068145928
640.319806,0.8068963964956684
640.439309,0.8100737387218941
640.558811,0.810405937050774
640.678314,0.8146554629253111
640.797816,0.8161394859191198
640.917318,0.8174954025651981
641.036821,0.8207719328673574
641.156323,0.8235178943260335
641.275826,0.8246633801273459
641.395328,0.8290042476799143
641.51483,0.8289876677607605
641.634333,0.832177100196064
641.753835,0.8343352324604403
641.873337,0.836892208449825
641.99284,0.835863463841065
642.112342,0.8364404086541857
642.231845,0.8395997405935794
642.351347,0.8436226344101173
642.470849,0.845810449030166
642.590352,0.850075593434302
642.709854,0.8503731719652091
642.829357,0.8525188147329748
642.948859,0.8548322740424092
643.068361,0.8579066370859938
643.187864,0.8597703158486049
643.307366,0.8614485036658558
643.426869,0.8630091374049589
643.546371,0.8650136429310612
643.665873,0.8664940816748533
643.785376,0.8661475533524682
643.904878,0.8702367307820478
644.02438,0.8707503219477046
644.143883,0.8719179094880566
644.263385,0.8734800402359576
644.382888,0.8752725109732089
