nu,[0]5-Nonanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
601.052021,0.9999359170533998
601.184424,0.9988113070558281
601.316826,1.0
601.449229,0.9986270433685241
601.581632,0.999653160162848
601.714034,1.0
601.846437,0.9960835892193617
601.97884,0.9979205650267795
602.111242,0.9979190681470547
602.243645,0.9991221555310965
602.376048,0.9972555728446514
602.50845,0.9966084642941185
602.640853,0.99425745182662
602.773255,0.9979854319716591
602.905658,0.9977505338495667
603.038061,0.999218915205666
603.170463,1.0
603.302866,1.0
603.435269,0.9998547705468182
603.567671,0.9943445525943578
603.700074,1.0
603.832477,1.0
603.964879,0.9988977079706741
604.097282,1.0
604.229685,1.0
604.362087,0.9954092697630804
604.49449,0.9964790132626333
604.626893,1.0
604.759295,0.9999922877297397
604.891698,0.9985096117333395
605.0241,0.9992887630489925
605.156503,1.0
605.288906,0.9978938211140068
605.421308,0.9999826521504757
605.553711,1.0
605.686114,1.0
605.818516,1.0
605.950919,1.0
606.083322,0.995013772709746
606.215724,0.9969979152954174
606.348127,0.9980719610595928
606.48053,1.0
606.612932,1.0
606.745335,1.0
606.877738,0.9998309342932177
607.01014,0.9955699417851036
607.142543,0.9998462618189256
607.274945,1.0
607.407348,1.0
607.539751,0.9999091851239206
607.672153,0.9998668288680626
607.804556,0.998730306743433
607.936959,0.9983540560539336
608.069361,1.0
608.201764,1.0
608.334167,0.9985373706863934
608.466569,0.9994419657590556
608.598972,1.0
608.731375,0.9998112478159354
608.863777,1.0
608.99618,1.0
609.128583,1.0
609.260985,1.0
609.393388,0.9999409567431217
609.525791,1.0
609.658193,0.9995422148156274
609.790596,1.0
609.922998,1.0
610.055401,1.0
610.187804,1.0
610.320206,0.999039121939259
610.452609,0.9976536569761782
610.585012,0.9996895382032407
610.717414,0.9997158603753115
610.849817,0.9998920758242329
610.98222,0.997140396477551
611.114622,1.0
611.247025,0.996499042692095
611.379428,0.9998811670611931
611.51183,1.0
611.644233,1.0
611.776636,1.0
611.909038,1.0
612.041441,0.9961896777707286
612.173843,1.0
612.306246,0.9962647933042525
612.438649,1.0
612.571051,1.0
612.703454,1.0
612.835857,1.0
612.968259,1.0
613.100662,0.998927175887709
613.233065,0.9987593702182307
613.365467,0.999485232538256
613.49787,1.0
613.630273,1.0
613.762675,1.0
613.895078,0.9976826891200119
614.027481,1.0
614.159883,0.9999548910174407
614.292286,1.0
614.424688,0.9995728112710993
614.557091,0.9998567602597913
614.689494,0.9959542063647204
614.821896,0.9998733580197727
614.954299,1.0
615.086702,1.0
615.219104,0.9953946373543634
615.351507,0.9972094009805156
615.48391,0.9962194642874002
615.616312,0.9997218986773438
615.748715,1.0
615.881118,1.0
616.01352,1.0
616.145923,1.0
616.278326,0.99818954086192
616.410728,0.9995382566362939
616.543131,0.9987360993960108
616.675534,1.0
616.807936,1.0
616.940339,1.0
617.072741,0.9963688087781868
617.205144,0.9967439125879193
617.337547,0.99582165368143
617.469949,1.0
617.602352,1.0
617.734755,0.9991366928642184
617.867157,0.9991469340678063
617.99956,0.9991284799943579
618.131963,0.9932123409324283
618.264365,1.0
618.396768,1.0
618.529171,1.0
618.661573,1.0
618.793976,0.9941766219815641
618.926379,0.99525947194055
619.058781,0.9998539406677031
619.191184,1.0
619.323586,1.0
619.455989,0.9999732363581526
619.588392,0.9997903919708332
619.720794,1.0
619.853197,0.9980393246400746
619.9856,0.9994131722507946
620.118002,0.9995151775643971
620.250405,1.0
620.382808,0.9996253501987706
620.51521,0.9987662616816607
620.647613,0.9974656169851641
620.780016,0.9973186013885362
620.912418,1.0
621.044821,1.0
621.177224,0.997019350981029
621.309626,1.0
621.442029,1.0
621.574431,0.9967370350786499
621.706834,0.9985204955474242
621.839237,1.0
621.971639,1.0
622.104042,1.0
622.236445,1.0
622.368847,0.9975510036964772
622.50125,0.9962526389479159
622.633653,0.9998995950409153
622.766055,1.0
622.898458,1.0
623.030861,0.9996793014347819
623.163263,0.9983261025317152
623.295666,0.9972814020984755
623.428069,0.9987367985115251
623.560471,0.9999683824998437
623.692874,1.0
623.825277,0.9996408245189626
623.957679,0.9979148768957701
624.090082,0.995808608503213
624.222484,0.9979038998924978
624.354887,0.9973596917613693
624.48729,1.0
624.619692,1.0
624.752095,0.9998298044849002
624.884498,0.9972499882290804
625.0169,0.9968342216773397
625.149303,0.9980643757415131
625.281706,1.0
625.414108,1.0
625.546511,1.0
625.678914,0.9939670716370327
625.811316,0.9921392584974333
625.943719,1.0
626.076122,1.0
626.208524,0.9998152570670776
626.340927,0.9998386330210517
626.473329,0.9975930014777799
626.605732,0.9985029217413525
626.738135,0.9991968526955892
626.870537,1.0
627.00294,1.0
627.135343,1.0
627.267745,1.0
627.400148,0.995769274840022
627.532551,0.9957410949682911
627.664953,0.9959866750010838
627.797356,1.0
627.929759,1.0
628.062161,1.0
628.194564,0.9992912812598483
628.326967,0.9941488848407457
628.459369,0.9984620838069946
628.591772,1.0
628.724174,0.999092032452215
628.856577,1.0
628.98898,0.9937919500676736
629.121382,0.9952375764730184
629.253785,0.9985838037536907
629.386188,0.9982180894910322
629.51859,0.9989694314009469
629.650993,0.9977096269162767
629.783396,0.9983779170010104
629.915798,0.9993214603122438
630.048201,0.9955918445647526
630.180604,0.9998707983472526
630.313006,1.0
630.445409,1.0
630.577812,0.9983802132728603
630.710214,0.9994500212937635
630.842617,0.9928035195733177
630.97502,0.9933484203443629
631.107422,0.99852339126106
631.239825,1.0
631.372227,0.9976902715372623
631.50463,1.0
631.637033,0.9956872268321996
631.769435,0.9944522459408932
631.901838,0.9994068659735741
632.034241,1.0
632.166643,1.0
632.299046,1.0
632.431449,0.9995303203340434
632.563851,0.9984194503862461
632.696254,0.9965028293956519
632.828657,0.9986327355588941
632.961059,1.0
633.093462,0.9995161770800745
633.225865,1.0
633.358267,0.9932002238157834
633.49067,1.0
633.623072,0.9962446689586844
633.755475,1.0
633.887878,1.0
634.02028,0.9992846260020772
634.152683,0.9953966281456289
634.285086,0.9954089711403443
634.417488,0.9928662667385443
634.549891,0.9995259124150502
634.682294,1.0
634.814696,1.0
634.947099,1.0
635.079502,0.9951205434157038
635.211904,0.9986539067973023
635.344307,1.0
635.47671,1.0
635.609112,1.0
635.741515,0.9998991250882161
635.873917,0.9970290221156385
636.00632,0.9949805398047301
636.138723,0.9986470161091183
636.271125,0.9999077132586833
636.403528,0.9999340091774901
636.535931,1.0
636.668333,1.0
636.800736,1.0
636.933139,0.9922209149185233
637.065541,1.0
637.197944,0.99949326843183
637.330347,1.0
637.462749,1.0
637.595152,0.9995102099863091
637.727555,0.992172892588391
637.859957,0.9994600458277499
637.99236,0.9990806228863531
638.124762,1.0
638.257165,1.0
638.389568,1.0
638.52197,0.9956750795221309
638.654373,0.9995558886466549
638.786776,0.9980856347391238
638.919178,1.0
639.051581,0.997464320280705
639.183984,0.999652220489319
639.316386,0.999057744202051
639.448789,0.9958932558323962
639.581192,1.0
639.713594,0.9999762272825755
639.845997,1.0
639.9784,1.0
640.110802,1.0
640.243205,0.9988794283098777
640.375608,0.9953325266668661
640.50801,0.9994950375364807
640.640413,1.0
640.772815,1.0
640.905218,1.0
641.037621,0.9990365544120149
641.170023,0.9952162786167696
641.302426,0.9972754184280139
641.434829,1.0
641.567231,1.0
641.699634,0.9990463150468322
641.832037,0.9992985761128278
641.964439,0.9957444804937694
642.096842,0.9940413237505659
642.229245,1.0
642.361647,0.9999344701471746
642.49405,1.0
642.626453,1.0
642.758855,0.9991116148479579
642.891258,0.991662451765553
643.02366,0.9997175698908943
643.156063,0.9991980817084739
643.288466,1.0
643.420868,1.0
643.553271,0.9998114577763195
643.685674,0.9956605427720884
643.818076,0.9988066126537168
643.950479,1.0
644.082882,1.0
644.215284,0.9985784114157098
644.347687,1.0
644.48009,0.9949766593881917
644.612492,0.994929001147631
644.744895,0.9991075085076594
644.877298,1.0
645.0097,1.0
645.142103,0.9983901971249122
645.274505,0.9983246050436845
645.406908,0.9972903776714843
645.539311,0.9911264048112371
645.671713,0.9975277610288692
645.804116,0.9998806771195412
645.936519,1.0
646.068921,0.9984178529164035
646.201324,0.9997836334106274
646.333727,0.9983443720665572
646.466129,0.9994467131196679
646.598532,1.0
646.730935,1.0
646.863337,0.9999087811606914
646.99574,1.0
647.128143,0.9979620793857773
647.260545,0.9980557924247899
647.392948,0.9996414343000516
647.525351,1.0
647.657753,0.9989098945970497
647.790156,0.9988544566363172
647.922558,0.9958063181460473
648.054961,0.9941123008349334
648.187364,0.9934453758815418
648.319766,0.998314122690364
648.452169,0.9993444149898206
648.584572,1.0
648.716974,0.9995309300477248
648.849377,0.9938698664108396
648.98178,0.9971322199598237
649.114182,0.9986690864520508
649.246585,1.0
649.378988,1.0
649.51139,1.0
649.643793,0.9924243410565483
649.776196,0.9998596798457939
649.908598,1.0
650.041001,1.0
650.173403,1.0
650.305806,0.999798440315883
650.438209,0.9928246665134987
650.570611,0.9877308869168493
650.703014,0.9996337170979672
650.835417,1.0
650.967819,1.0
651.100222,1.0
651.232625,0.9996604176711354
651.365027,0.9955032408335108
651.49743,0.9946969112859984
651.629833,0.9992983762531326
651.762235,0.9973660748838226
651.894638,1.0
652.027041,0.9976082647674663
652.159443,0.9962305223848261
652.291846,0.9911046993806472
652.424248,0.9956203188986882
652.556651,1.0
652.689054,0.9989791214514281
652.821456,0.9994306621343451
652.953859,0.9970246351975923
653.086262,0.9964217173666435
653.218664,0.9936275904720456
653.351067,1.0
653.48347,0.997882644765798
653.615872,0.9983047385817161
653.748275,1.0
653.880678,0.9937790308562977
654.01308,0.9924637410849736
654.145483,0.9932797823399875
654.277886,0.9995739607804932
654.410288,1.0
654.542691,0.9974884592093356
654.675094,0.9969238411022012
654.807496,0.9934921682606976
654.939899,0.9907916588534673
655.072301,0.9996276493397201
655.204704,0.9976019798551958
655.337107,0.998792929096856
655.469509,0.9988357782326217
655.601912,0.9923544768421871
655.734315,0.992796272134078
655.866717,0.9948797533809665
655.99912,0.999679281441196
656.131523,1.0
656.263925,0.9975385343868644
656.396328,0.996467952406974
656.528731,0.9931721166471678
656.661133,0.9984536967607164
656.793536,0.9988640456851282
656.925939,0.9969750843045729
657.058341,1.0
657.190744,0.9961672637551374
657.323146,0.993659188331826
657.455549,0.9932476005963867
657.587952,0.9954319653531598
657.720354,0.9983091311322295
657.852757,1.0
657.98516,0.9998377831585749
658.117562,0.9945629346355781
658.249965,0.9971476756290142
658.382368,0.9976854826354523
658.51477,0.9989691317101623
658.647173,1.0
658.779576,0.9986904581991777
658.911978,0.9958559105355311
659.044381,0.9944483675846969
659.176784,0.9921307261364994
659.309186,0.9938830849679661
659.441589,0.9941117043677319
659.573991,0.9998918258512453
659.706394,0.9999811071784716
659.838797,0.9908961928875497
659.971199,0.9935498918325272
660.103602,0.9938724504758516
660.236005,0.9993298846276627
660.368407,1.0
660.50081,0.9991972923423011
660.633213,0.9935381680129742
660.765615,0.9896113388066181
660.898018,0.9926376359651584
661.030421,0.9958327073631337
661.162823,0.9984035756431895
661.295226,0.9978839420140795
661.427629,0.9992356522626682
661.560031,0.9913956313020864
661.692434,0.9924850792847918
661.824836,0.9956076746009296
661.957239,0.996763149931072
662.089642,0.9998952954819007
662.222044,0.9994965667650579
662.354447,0.9990860179362833
662.48685,0.9927089099061246
662.619252,0.9872924317473087
662.751655,0.998163987536758
662.884058,1.0
663.01646,0.9990034668692656
663.148863,0.9951909009252319
663.281266,0.9924214630301323
663.413668,0.9903349101310805
663.546071,0.9954050890529269
663.678474,0.9978864367270529
663.810876,0.9975780376949864
663.943279,0.9957372115855933
664.075682,0.9948888068279154
664.208084,0.9927739344692547
664.340487,0.9901837965540538
664.472889,0.9915640837294731
664.605292,0.9985334763982416
664.737695,0.999746182217185
664.870097,0.9979857313673336
665.0025,0.9952967948705483
665.134903,0.9852853345627417
665.267305,0.9933116671327488
665.399708,0.9994338703119197
665.532111,0.9992322748518713
665.664513,0.9993586857299596
665.796916,0.9994252752175938
665.929319,0.994266996743973
666.061721,0.9968428941727936
666.194124,0.9920889583121479
666.326527,0.9985591390383486
666.458929,1.0
666.591332,0.9967361380157219
666.723734,0.9955864683833076
666.856137,0.9872055538359992
666.98854,0.9945319047560861
667.120942,0.9951745799282893
667.253345,0.9958474457962668
667.385748,0.9922742978397336
667.51815,0.9934992220801333
667.650553,0.9943113420409205
667.782956,0.9933879563982548
667.915358,0.9955624750385406
668.047761,1.0
668.180164,0.9984444111845144
668.312566,0.9932230676836347
668.444969,0.9906604867216219
668.577372,0.9895113931087414
668.709774,0.993853169537338
668.842177,0.9995307701227888
668.974579,0.9956017009728029
669.106982,0.997440979888694
669.239385,0.9910895355947499
669.371787,0.9936625667788097
669.50419,0.9966353730859215
669.636593,0.9982941566075717
669.768995,0.9966069693825433
669.901398,0.9998119176896958
670.033801,0.998290263267953
670.166203,0.9916809960267893
670.298606,0.9949106946224304
670.431009,0.9972888817370398
670.563411,0.9980572895096014
670.695814,0.9957880950571669
670.828217,0.9963194897428085
670.960619,0.9895856092462949
671.093022,0.9905147712816585
671.225425,0.9922830298919756
671.357827,0.9936516365506914
671.49023,0.9954322639827942
671.622632,0.9979325401454104
671.755035,0.9986960508814031
671.887438,0.9888862194839712
672.01984,0.9947076540706511
672.152243,0.994388702472613
672.284646,0.9930544327242552
672.417048,0.9965379069126074
672.549451,0.9959018205512246
672.681854,0.9889475323302578
672.814256,0.9953641787444795
672.946659,0.9939534543814297
673.079062,0.9958769233169276
673.211464,0.997472100532746
673.343867,0.9978859377839593
673.47627,0.9928981382572417
673.608672,0.9927506045559221
673.741075,0.9943662295418823
673.873477,0.9989747259529638
674.00588,0.9988707380966539
674.138283,0.9983718269142915
674.270685,0.9936463702109736
674.403088,0.9990965383674422
674.535491,0.9843911015221977
674.667893,0.9970348049007368
674.800296,0.9967360383421131
674.932699,0.9929265355500752
675.065101,0.9973231890646542
675.197504,0.9886894507054367
675.329907,0.9932127382174442
675.462309,0.9875708874734735
675.594712,0.994725161079424
675.727115,0.9948343878985532
675.859517,0.9983053375647389
675.99192,0.9945929708897492
676.124322,0.9990634588286916
676.256725,0.9905676661827263
676.389128,0.997968067176217
676.52153,0.9968671177494373
676.653933,0.9950207378305329
676.786336,0.9983327913390097
676.918738,0.9906873339845909
677.051141,0.9915891706181392
677.183544,0.9875264477834378
677.315946,0.9922748932044909
677.448349,0.9992459944051896
677.580752,0.9997157204151008
677.713154,0.9907906680623039
677.845557,0.9933772278662599
677.97796,0.9895143616473735
678.110362,0.9866686600630591
678.242765,0.9980125775445869
678.375168,0.9986977486661327
678.50757,0.9941330779991415
678.639973,0.9935218741206291
678.772375,0.9987449881868504
678.904778,0.9911529673548226
679.037181,0.9939181696601066
679.169583,0.9917387135403214
679.301986,1.0
679.434389,0.9999364540191313
679.566791,0.9914209122130149
679.699194,0.9870861091905317
679.831597,0.9950187477910473
679.963999,0.9999192582597898
680.096402,1.0
680.228805,0.9968438910161862
680.361207,0.9902231076310967
680.49361,0.9892442610970464
680.626013,0.9987250134868344
680.758415,0.9935856602724612
680.890818,0.9962402854917846
681.02322,0.9981386344934595
681.155623,0.9957612091415619
681.288026,0.9889811571179752
681.420428,0.9869538485135635
681.552831,0.993879308219419
681.685234,0.9944299704600705
681.817636,0.9974738959841429
681.950039,0.995017255264045
682.082442,0.9963108218009533
682.214844,0.9940762152133711
682.347247,0.9927649002675566
682.47965,0.9957421902840979
682.612052,0.9994936482393441
682.744455,0.9992651001712531
682.876858,0.9962524396974081
683.00926,0.992519816870471
683.141663,0.992100764240997
683.274065,0.9979388271402173
683.406468,0.9979198664826285
683.538871,0.9974632230705561
683.671273,0.9970879482720962
683.803676,0.9877516294832707
683.936079,0.9966490270840626
684.068481,0.9977848570582869
684.200884,1.0
684.333287,0.9988515599625931
684.465689,0.9965806593058462
684.598092,0.9934863066741966
684.730495,0.9916002764790429
684.862897,0.9931847300131439
684.9953,0.9972489909795909
685.127703,0.9995878749468696
685.260105,0.9947803698578933
685.392508,0.9964033833757172
685.52491,0.9926550072757864
685.657313,0.9933295469036746
685.789716,0.9914776231111097
685.922118,0.9945344905424
686.054521,0.99714677819651
686.186924,0.9962513438203272
686.319326,0.9938108322941055
686.451729,0.9940140873914349
686.584132,0.9885579637525691
686.716534,0.9972823993803762
686.848937,0.9970338078664304
686.98134,0.9962048199689111
687.113742,0.9995866754421394
687.246145,0.9925491958918577
687.378548,0.9943233732809481
687.51095,0.9941342709595509
687.643353,1.0
687.775756,1.0
687.908158,0.9985165014734301
688.040561,0.9893352757556775
688.172963,0.991998583124698
688.305366,0.9934472634295491
688.437769,0.9988072119378643
688.570171,0.9988475645643441
688.702574,0.9981144798307774
688.834977,0.9996553094194528
688.967379,0.9952490217709581
689.099782,0.9955735258433454
689.232185,0.9977684935208125
689.364587,1.0
689.49699,1.0
689.629393,0.9986174565949244
689.761795,0.9975131972298742
689.894198,0.9950836251283814
690.026601,0.9944596049147414
690.159003,0.9999250748070325
690.291406,0.994448665919252
690.423808,0.9985447598902765
690.556211,0.9929902834799441
690.688614,0.9966585949606482
690.821016,0.9948747789946355
690.953419,0.9979234590006144
691.085822,0.9996545396851608
691.218224,0.9991226750747525
691.350627,1.0
691.48303,0.9931472876546154
691.615432,0.992899627605566
691.747835,0.9968659215096137
691.880238,0.9979312428339515
692.01264,0.9994782561556805
692.145043,1.0
692.277446,0.9965812572544211
692.409848,0.9946603071131839
692.542251,0.9945336949151258
692.674653,0.999644853079603
692.807056,1.0
692.939459,1.0
693.071861,0.9998874863301378
693.204264,0.9942616277166869
693.336667,0.992866862458483
693.469069,0.9990185019845809
693.601472,1.0
693.733875,0.998903002142556
693.866277,0.9977981276851353
693.99868,0.9994320813268929
694.131083,0.9921602920726685
694.263485,0.996286611742137
694.395888,0.9998001399746763
694.528291,1.0
694.660693,1.0
694.793096,0.9999863570930653
694.925499,0.9952949038084346
695.057901,0.9933642147098113
695.190304,0.9969436800840364
695.322706,0.9998603097575907
695.455109,1.0
695.587512,0.9998260551301634
695.719914,0.9970391918635296
695.852317,0.9932954762845303
695.98472,0.994937060105179
696.117122,0.9991327163080941
696.249525,0.9979818392305709
696.381928,1.0
696.51433,0.9997401937554891
696.646733,0.9984293347877327
696.779136,0.9953141131854479
696.911538,0.9996439034174437
697.043941,0.9981592961770412
697.176344,0.9995639351039455
697.308746,0.9999922208302578
697.441149,0.9967018508823162
697.573551,0.9923521944295152
697.705954,0.9976895731543167
697.838357,0.9986344332359876
697.970759,1.0
698.103162,0.9996963261182501
698.235565,0.9983795144069556
698.367967,0.9949309910076232
698.50037,0.9947177006686925
698.632773,0.9980408217001843
698.765175,0.9995103998932671
698.897578,0.9999367470005553
699.029981,1.0
699.162383,0.9949354682071564
699.294786,0.9985141050367022
699.427189,0.9937000285637274
699.559591,1.0
699.691994,1.0
699.824396,1.0
699.956799,0.9991006346716469
700.089202,0.9942455208087843
700.221604,0.9956268900144776
700.354007,0.9979700631143473
700.48641,1.0
700.618812,1.0
700.751215,0.9999055184636615
700.883618,0.9986378285988328
701.01602,0.9958344002801752
701.148423,0.9984603864228949
701.280826,1.0
701.413228,1.0
701.545631,0.9999451305053858
701.678034,0.9980413207207199
701.810436,0.9953546232942297
701.942839,0.9925751017639406
702.075242,1.0
702.207644,1.0
702.340047,1.0
702.472449,1.0
702.604852,0.9973954976170147
702.737255,0.9927913081651273
702.869657,1.0
703.00206,0.9995633053788647
703.134463,0.9996609674845164
703.266865,0.9999320723071902
703.399268,1.0
703.531671,0.9980636770966945
703.664073,0.9962753537670319
703.796476,0.999906767346434
703.928879,1.0
704.061281,0.999711631586166
704.193684,0.9986611969974312
704.326087,0.995922535524527
704.458489,0.9952700217468664
704.590892,0.99731560943722
704.723294,1.0
704.855697,0.9978702710977199
704.9881,0.9990574045224757
705.120502,0.9978372421383788
705.252905,0.9942493983738766
705.385308,0.997630112627698
705.51771,0.9999918904328827
705.650113,1.0
705.782516,1.0
705.914918,1.0
706.047321,0.9977495360995318
706.179724,0.9951631354864258
706.312126,0.9984759625264165
706.444529,1.0
706.576932,0.9989361662727486
706.709334,1.0
706.841737,0.9967609570545543
706.974139,0.9972225642314858
707.106542,0.9922247845876373
707.238945,0.9988596506929962
707.371347,1.0
707.50375,1.0
707.636153,0.9992659195689713
707.768555,0.9936015577702052
707.900958,0.9956108605505858
708.033361,0.9993301244668638
708.165763,1.0
708.298166,1.0
708.430569,0.9978379406246928
708.562971,0.995498462429423
708.695374,0.9967122166354673
708.827777,0.9981338434395125
708.960179,0.9990804230702485
709.092582,0.9999364500193856
709.224984,1.0
709.357387,0.9981849492005929
709.48979,0.9949932756371488
709.622192,0.9992961478202381
709.754595,0.9979559918356601
709.886998,1.0
710.0194,1.0
710.151803,1.0
710.284206,0.9962340091977563
710.416608,0.9966727476131803
710.549011,0.9964665573528171
710.681414,0.9986615964619898
710.813816,0.9999149436174992
710.946219,1.0
711.078622,0.9937071832296899
711.211024,0.9928779826296154
711.343427,0.9908030530230605
711.47583,0.9998053989372436
711.608232,0.9999896430536336
711.740635,0.9992879136539049
711.873037,0.9983056370563852
712.00544,0.9934614698269917
712.137843,0.9935319087422324
712.270245,0.9939398373123818
712.402648,0.9989949054462403
712.535051,0.9981839510161428
712.667453,0.9993762346225598
712.799856,0.9966259050948503
712.932259,0.9951845317238475
713.064661,0.9940838696296977
713.197064,0.997923758377697
713.329467,0.9992493718623585
713.461869,0.9972674402565792
713.594272,0.9980949169786892
713.726675,0.989724160929981
713.859077,0.9927672829061764
713.99148,0.9956541705650057
714.123882,0.9983356865083025
714.256285,0.9976754060629645
714.388688,0.99436583179547
714.52109,0.996435368437681
714.653493,0.989763750688208
714.785896,0.9912715163388062
714.918298,0.9956124535292371
715.050701,0.9931270276565999
715.183104,0.9964020880521608
715.315506,0.9913424939203431
715.447909,0.9895509743560854
715.580312,0.9881576788404154
715.712714,0.9929189893370807
715.845117,0.9951233297571261
715.97752,0.9959378728496712
716.109922,0.9939758185857496
716.242325,0.9902432093642134
716.374727,0.988014406364489
716.50713,0.9900724071427133
716.639533,0.9923518967239014
716.771935,0.9947343125930028
716.904338,0.9931472876546154
717.036741,0.9889554439421628
717.169143,0.9859240063668544
717.301546,0.9839649524431724
717.433949,0.9870594582253733
717.566351,0.9910109453107232
717.698754,0.9943582746438656
717.831157,0.9906818852192381
717.963559,0.983328533022825
718.095962,0.9858697820376869
718.228365,0.9848282682150976
718.360767,0.9876212548730925
718.49317,0.991979536934746
718.625573,0.9881645959683771
718.757975,0.9881537262176052
718.890378,0.9824822515323546
719.02278,0.978660968803556
719.155183,0.9858806266649347
719.287586,0.9835193172637045
719.419988,0.9881468091657315
719.552391,0.9863924315120434
719.684794,0.9805359196534188
719.817196,0.9762007765958065
719.949599,0.9774276550896178
720.082002,0.979663630910996
720.214404,0.9820628211657063
720.346807,0.9871838355527167
720.47921,0.9799791333933229
720.611612,0.9736640039475674
720.744015,0.9730108945436283
720.876418,0.9759792041689411
721.00882,0.9812725787099311
721.141223,0.9808703394173498
721.273625,0.9793697759021779
721.406028,0.972600370572781
721.538431,0.9710085552184672
721.670833,0.973373895302726
721.803236,0.9728289585178972
721.935639,0.9757371913371388
722.068041,0.976291567489741
722.200444,0.9680340661704019
722.332847,0.9687419577756318
722.465249,0.9672850976913782
722.597652,0.9672909014193755
722.730055,0.9717866446544144
722.862457,0.9715398421919118
722.99486,0.968420388829049
723.127263,0.9644232738327155
723.259665,0.9657377132617316
723.392068,0.9619777090986661
723.52447,0.9669562766609059
723.656873,0.9657203301393414
723.789276,0.9666343338272346
723.921678,0.9621470320754523
724.054081,0.9592841018046345
