nu,[0]Dichloromethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
621.694764,0.999361503925427
621.813966,0.9999787922248881
621.933168,0.9994643335205436
622.05237,0.9999852971080886
622.171572,0.9999990648804372
622.290774,1.0
622.409976,0.9995311499445536
622.529178,0.9999928813253379
622.64838,0.9995952919164187
622.767582,0.9994043374774016
622.886784,0.9997505211250314
623.005986,0.9999870400839804
623.125188,0.9998639992489408
623.24439,1.0
623.363592,0.9997312661154208
623.482794,0.9999532340935591
623.601996,0.9999981709016728
623.721198,0.9997913517700702
623.8404,1.0
623.959602,1.0
624.078804,0.9999522081420672
624.198006,1.0
624.317208,1.0
624.43641,0.9993957026612283
624.555612,0.9998817369936207
624.674814,1.0
624.794016,0.9995265021355125
624.913218,0.9999553449970643
625.03242,0.9997403937035478
625.151622,0.999877657484456
625.270824,0.999996958304626
625.390026,0.9992323647827801
625.509228,1.0
625.62843,0.9998087582890278
625.747632,0.9999549180162232
625.866834,1.0
625.986036,0.9997790144209109
626.105238,1.0
626.22444,1.0
626.343642,0.9998530407995614
626.462844,0.9999772402590068
626.582046,1.0
626.701248,0.9999949965125174
626.82045,0.9995709620631089
626.939652,0.9999823861551256
627.058854,0.9999970990042079
627.178056,0.9999260537341599
627.297258,0.9998079884365803
627.41646,0.9995868353760203
627.535662,0.9995947321432119
627.654864,0.9998451419917394
627.774066,1.0
627.893268,0.9999730583629324
628.01247,1.0
628.131672,0.9998915558804886
628.250874,0.999757409429852
628.370076,0.9999571899163778
628.489278,1.0
628.60848,0.999768876713103
628.727682,1.0
628.846884,1.0
628.966086,1.0
629.085288,0.9998857865228559
629.20449,1.0
629.323692,1.0
629.442894,0.9999485903215228
629.562096,0.9999431386166697
629.681298,0.999844172142422
629.8005,1.0
629.919702,0.9998424324150761
630.038904,1.0
630.158106,1.0
630.277308,0.9997775947357185
630.39651,0.9998458018897509
630.515712,0.9997862228535913
630.634914,0.9995732111003037
630.754116,1.0
630.873318,0.999862729422468
630.99252,0.9992473633731397
631.111722,1.0
631.230924,1.0
631.350126,0.9996913476429424
631.469328,0.9997978804289133
631.58853,0.999429442829681
631.707732,0.9997059632372847
631.826934,0.9997368346340814
631.946136,0.9998616795671533
632.065338,1.0
632.18454,0.9990849888782148
632.303742,0.9999923043296118
632.422944,0.9999008999107383
632.542146,1.0
632.661348,0.9996571487869144
632.78055,0.999986686088631
632.899752,0.9999998362400134
