nu,[0]Pentadecane-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
623.371067,0.780422374570715
623.48967,0.8684198353318238
623.608272,0.763097096170831
623.726875,0.7706507432070558
623.845477,0.833526319671082
623.964079,0.7767629956869136
624.082682,0.7289282312766481
624.201284,0.8079379645140802
624.319886,0.8677253772838153
624.438489,0.7851817965894928
624.557091,0.7111300176526435
624.675694,0.795694468789169
624.794296,0.8481650734900126
624.912898,0.8002668855589079
625.031501,0.7351137719350056
625.150103,0.764961326521609
625.268705,0.8340599472582849
625.387308,0.7781935553102225
625.50591,0.7998268597900292
625.624512,0.7755754570022655
625.743115,0.8264217851635717
625.861717,0.722773054709125
625.98032,0.8266201501948626
626.098922,0.8245314445416537
626.217524,0.7700421695381724
626.336127,0.7298326629151591
626.454729,0.7986200326155702
626.573331,0.8671181820628378
626.691934,0.7397670053478761
626.810536,0.7113149354955111
626.929139,0.776561063560349
627.047741,0.8741878456910588
627.166343,0.757758913499186
627.284946,0.7659870617882925
627.403548,0.7908950501336454
627.52215,0.818010586934851
627.640753,0.7599596038069629
627.759355,0.8194761371616032
627.877958,0.8170785862070957
627.99656,0.7621133355787755
628.115162,0.7637689171733475
628.233765,0.830921461020927
628.352367,0.8262647799403592
628.470969,0.7291542340569649
628.589572,0.7465744013925931
628.708174,0.847054704694094
628.826777,0.8817470989290965
628.945379,0.7290959040514716
629.063981,0.7587977546543878
629.182584,0.8508069728927452
629.301186,0.8877012702178191
629.419788,0.7619761675238665
629.538391,0.8246303942518627
629.656993,0.7973113691594298
629.775596,0.7754591294085028
629.894198,0.7807502208109257
630.0128,0.8280514407640663
630.131403,0.8631127047153617
630.250005,0.7516233085618428
630.368607,0.7704658092216521
630.48721,0.831453420965005
630.605812,0.8341016512982402
630.724414,0.737912518519044
630.843017,0.7504366814166178
630.961619,0.867664638633283
631.080222,0.8573063125781246
631.198824,0.7493942990530237
631.317426,0.8013159221479349
631.436029,0.8467244177694
631.554631,0.8198695801261981
631.673233,0.8130440409429331
631.791836,0.8284904243480451
631.910438,0.8392723605380084
632.029041,0.744546478246566
632.147643,0.8175771561930679
632.266245,0.8550289080774861
632.384848,0.8322603220671078
632.50345,0.7196861966234636
632.622052,0.7974708473805522
632.740655,0.8948671566928443
632.859257,0.8633198766241281
632.97786,0.7337477311309838
633.096462,0.7907527018363524
633.215064,0.8715866436269509
633.333667,0.7939061688262906
633.452269,0.8003309094706749
633.570871,0.810373521461608
633.689474,0.8278858470358382
633.808076,0.7623953696860319
633.926679,0.8439432719284633
634.045281,0.8111761885024824
634.163883,0.7911007095812497
634.282486,0.7413295616463336
634.401088,0.839121305108508
634.51969,0.8731219868254257
634.638293,0.8142563795318941
634.756895,0.728024920438329
634.875498,0.8259013034078866
634.9941,0.9096248656619386
635.112702,0.8112491976448097
635.231305,0.7579635360286292
635.349907,0.8168743420921221
635.468509,0.8697060482508983
635.587112,0.7913539023169929
635.705714,0.8097254818948276
635.824316,0.807412975477067
635.942919,0.8201155778980568
636.061521,0.7848913330638206
636.180124,0.8504922325433302
636.298726,0.8375871173301301
636.417328,0.7894964040618339
636.535931,0.7415000870551826
636.654533,0.8502116164107993
636.773135,0.9291249962246674
636.891738,0.7890544098454906
