nu,[0]HFE-216-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
850,1.0
850.241054,1.0
850.482108,1.0
850.723162,1.0
850.964216,1.0
851.20527,1.0
851.446324,1.0
851.687378,1.0
851.928432,1.0
852.169486,1.0
852.41054,1.0
852.651594,1.0
852.892648,1.0
853.133702,1.0
853.374756,1.0
853.61581,1.0
853.856864,1.0
854.097918,1.0
854.338972,1.0
854.580026,1.0
854.82108,1.0
855.062134,1.0
855.303188,1.0
855.544242,1.0
855.785296,1.0
856.02635,1.0
856.267404,1.0
856.508458,1.0
856.749512,1.0
856.990566,1.0
857.23162,1.0
857.472674,1.0
857.713728,1.0
857.954782,1.0
858.195836,1.0
858.43689,1.0
858.677944,1.0
858.918998,1.0
859.160052,1.0
859.401106,1.0
859.64216,1.0
859.883214,1.0
860.124268,1.0
860.365322,1.0
860.606376,1.0
860.84743,1.0
861.088484,1.0
861.329538,1.0
861.570592,1.0
861.811646,1.0
862.0527,1.0
862.293754,1.0
862.534808,1.0
862.775862,1.0
863.016916,1.0
863.25797,1.0
863.499024,1.0
863.740078,1.0
863.981132,1.0
864.222186,1.0
864.46324,1.0
864.704294,1.0
864.945348,1.0
865.186402,1.0
865.427456,1.0
865.66851,1.0
865.909564,1.0
866.150618,1.0
866.391672,1.0
866.632726,1.0
866.87378,1.0
867.114834,1.0
867.355888,1.0
867.596942,1.0
867.837996,1.0
868.07905,1.0
868.320104,1.0
868.561158,1.0
868.802212,1.0
869.043266,1.0
869.28432,1.0
869.525374,1.0
869.766428,1.0
870.007482,1.0
870.248536,1.0
870.48959,1.0
870.730644,1.0
870.971698,1.0
871.212752,1.0
871.453806,1.0
871.69486,1.0
871.935914,1.0
872.176968,1.0
872.418022,1.0
872.659076,1.0
872.90013,1.0
873.141184,1.0
873.382238,1.0
873.623292,1.0
873.864346,1.0
874.1054,1.0
874.346454,1.0
874.587508,1.0
874.828562,1.0
875.069616,1.0
875.31067,1.0
875.551724,1.0
875.792778,1.0
876.033832,1.0
876.274886,1.0
876.51594,1.0
876.756994,1.0
876.998048,1.0
877.239102,1.0
877.480156,1.0
877.72121,1.0
877.962264,1.0
878.203318,1.0
878.444372,1.0
878.685426,1.0
878.92648,1.0
879.167534,1.0
879.408588,1.0
879.649642,1.0
879.890696,1.0
880.13175,1.0
880.372804,1.0
880.613858,1.0
880.854912,1.0
881.095966,1.0
881.33702,1.0
881.578074,1.0
881.819128,1.0
882.060182,1.0
882.301236,1.0
882.54229,1.0
882.783344,1.0
883.024398,1.0
883.265452,1.0
883.506506,1.0
883.74756,1.0
883.988614,1.0
884.229668,1.0
884.470722,1.0
884.711776,1.0
884.95283,1.0
885.193884,1.0
885.434938,1.0
885.675992,1.0
885.917046,1.0
886.1581,1.0
886.399154,1.0
886.640208,1.0
886.881262,1.0
887.122316,1.0
887.36337,1.0
887.604424,1.0
887.845478,1.0
888.086532,1.0
888.327586,1.0
888.56864,1.0
888.809694,1.0
889.050748,1.0
889.291802,1.0
889.532856,1.0
889.77391,1.0
890.014964,1.0
890.256018,0.9864565491038908
890.497072,0.9625974222695485
890.738126,1.0
890.97918,0.9626041604750881
891.220234,1.0
891.461288,0.98644175236663
891.702342,1.0
891.943396,0.9878523852879367
892.18445,1.0
892.425504,0.9744529912874997
892.666558,0.9878622638611824
892.907612,0.9744529912874997
893.148666,0.9744529912874997
893.38972,0.9864161052144829
893.630774,0.9864131459706061
893.871828,0.9744529912874997
894.112882,0.9864072275094857
894.353936,0.9878839970700517
894.59499,0.9612007450454628
894.836044,0.9744529912874997
895.077098,0.9611949778582941
895.318152,0.9611920942776859
895.559206,0.9366421313067158
895.80026,0.9495576826709985
896.041314,0.9495576826709985
896.282368,0.9495576826709985
896.523422,0.9495576826709985
896.764476,0.9253150545010002
897.00553,0.9253150545010002
897.246584,0.9253150545010002
897.487638,0.9253150545010002
897.728692,0.8893717183350562
897.969746,0.8666500646476012
898.2108,0.8786400188925584
898.451854,0.85617541480226
898.692908,0.8229251748467368
898.933962,0.8343185459226571
899.175016,0.845869657833882
899.41607,0.8129952597639266
899.657124,0.8018930773628257
899.898178,0.7813985124980316
900.139232,0.7719851228984317
900.380286,0.7522775053746418
900.62134,0.7522775053746418
900.862394,0.7230188393287437
901.103448,0.7143301703985369
901.344502,0.6783445054217263
901.585556,0.6783445054217263
901.82661,0.6701390840541765
902.067664,0.6783445054217263
902.308718,0.6609084176102422
902.549772,0.6352669339463801
902.790826,0.6352669339463801
903.03188,0.6441459165815792
903.272934,0.6275951412169658
903.513988,0.6275951412169658
903.755042,0.6352605813088039
903.996096,0.6275951412169658
904.23715,0.6441459165815792
904.478204,0.6441459165815792
904.719258,0.6598584082049299
904.960312,0.6794307253746364
905.201366,0.6689673662092281
905.44242,0.6518961557907009
905.683474,0.6609084176102422
905.924528,0.6609084176102422
906.165582,0.6609084176102422
906.406636,0.6441459165815792
906.64769,0.620146213822661
906.888744,0.5888875678819437
