nu,[0]Propylenecarbonate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
623.128463,0.9802202379147779
623.246465,0.9846982794631396
623.364467,0.9821158539899226
623.48247,0.9841952271831379
623.600472,0.981714250739104
623.718474,0.9827613161170851
623.836477,0.9835557081516705
623.954479,0.9850922375612917
624.072481,0.9826826983565481
624.190484,0.9834888286374455
624.308486,0.9817662829732352
624.426489,0.9853277027430372
624.544491,0.9843911015221977
624.662493,0.9844875765773473
624.780496,0.9797567033768045
624.898498,0.9836737419185331
625.0165,0.9831309038500846
625.134503,0.9824645670109882
625.252505,0.9804457144983114
625.370507,0.9832518363884568
625.48851,0.9783576309230276
625.606512,0.9764350928990212
625.724514,0.982686629095203
625.842517,0.9834288376486423
625.960519,0.9792454038384315
626.078522,0.9773563054750889
626.196524,0.9867673318625731
626.314526,0.9816249188069512
626.432529,0.9839069002235356
626.550531,0.9810076708778461
626.668533,0.9776388022661914
626.786536,0.9880400950730063
626.904538,0.9796077916754673
627.02254,0.9806065207812439
627.140543,0.98129514823879
627.258545,0.9851040587390694
627.376548,0.9842897144602643
627.49455,0.9829991731351237
627.612552,0.980751661286452
627.730555,0.9854912807182888
627.848557,0.9784143773112505
627.966559,0.9843822420421517
628.084562,0.9831446677790858
628.202564,0.9801447638622467
628.320566,0.9836265267120949
628.438569,0.9826365133550813
628.556571,0.9836225922138572
628.674573,0.9806879145002614
628.792576,0.9802741515104735
628.910578,0.9814776861118584
629.028581,0.9831427014917166
629.146583,0.9806869338128372
629.264585,0.9846382147000862
629.382588,0.9833177164684529
629.50059,0.9824517950546349
629.618592,0.9804957185048422
629.736595,0.9842099902222682
629.854597,0.9795862405411138
629.972599,0.9819803313533491
630.090602,0.9780612334673402
630.208604,0.9815925257191195
630.326607,0.9861399473689254
630.444609,0.9809596026796535
630.562611,0.9851070140556786
630.680614,0.9847100959133916
630.798616,0.9831240219578443
630.916618,0.9821659431757396
631.034621,0.9853040551619435
631.152623,0.9801761289965298
631.270625,0.9794167867796731
631.388628,0.9813363635005306
631.50663,0.982217017132696
631.624632,0.9844806851884312
631.742635,0.9858027451717877
631.860637,0.9838518029798602
631.97864,0.9846687389578654
632.096642,0.9841617651142721
632.214644,0.9808723011599904
632.332647,0.9845466476040551
632.450649,0.9804545385494501
632.568651,0.9781081815332912
632.686654,0.9763042593626154
632.804656,0.982355519496299
632.922658,0.9853060257720244
633.040661,0.9822533598346658
633.158663,0.9834583409563191
633.276666,0.9860817668283736
633.394668,0.9862612500424133
633.51267,0.9859890794986644
633.630673,0.9832351212493173
633.748675,0.9855395709741457
633.866677,0.9812382347706987
633.98468,0.9837170245153877
634.102682,0.9818880295404551
634.220684,0.9842956202162683
634.338687,0.9830542226301908
634.456689,0.9810684952389762
634.574691,0.9819636378296114
634.692694,0.9842710131333526
634.810696,0.983580297351738
634.928699,0.9837858871172667
635.046701,0.9888367764090842
635.164703,0.9845564931197586
635.282706,0.9831377857904984
635.400708,0.9882901008414559
635.51871,0.9842188481520407
635.636713,0.9845427094253411
635.754715,0.986603542080412
635.872717,0.9832606856948062
635.99072,0.9849395600972788
636.108722,0.989462908238368
636.226725,0.9858944290903248
636.344727,0.9872914444553706
636.462729,0.985720926939442
636.580732,0.987514597537166
636.698734,0.9849809284275317
636.816736,0.9837593252569012
636.934739,0.9833727838024461
637.052741,0.9840220240654751
637.170743,0.9847228972278469
637.288746,0.9851562706377855
637.406748,0.9860857111633294
637.52475,0.9852350862920207
637.642753,0.9881991823344939
637.760755,0.9887329539983332
637.878758,0.9863529766038862
637.99676,0.9882713235079251
638.114762,0.9887220779956573
