nu,[0]Methylsalicylate-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
599.147983,1.0012316578683265
599.266985,1.0006171003281106
599.385988,0.9965503637142986
599.50499,0.9936769749904872
599.623992,0.9963536640873933
599.742995,0.9987716550340359
599.861997,0.9976052719471613
599.981,1.0012894306017128
600.100002,0.999109416804823
600.219004,0.9990178925834805
600.338007,0.9996195523885532
600.457009,0.9975213768716279
600.576012,0.9985028218910652
600.695014,0.99616746298861
600.814016,0.9971235449472464
600.933019,0.9934538202031251
601.052021,0.997593101237085
601.171023,0.9917807641532422
601.290026,0.9941184643503055
601.409028,0.995476362608866
601.528031,0.9939007762443304
601.647033,0.9942589432139162
601.766035,0.9964794118543183
601.885038,0.9974182384936054
602.00404,0.9958853883067519
602.123042,0.99589425172615
602.242045,0.9953226729236282
602.361047,0.9918084352225718
602.48005,0.9937970184195433
602.599052,0.997746443080764
602.718054,0.9962104983525684
602.837057,0.9952234441997718
602.956059,0.9933326262300429
603.075062,0.9958719439447594
603.194064,0.9902786607056839
603.313066,0.9963696058735526
603.432069,0.9944050105810598
603.551071,0.9971384021987524
603.670073,0.989804331833894
603.789076,0.9861961589479402
603.908078,0.9919842984479509
604.027081,0.993177678426594
604.146083,0.992824567231037
604.265085,0.9933966982507353
604.384088,0.9924837890550273
604.50309,0.9873664814565192
604.622092,0.991847711614274
604.741095,0.9925925712394627
604.860097,0.9872953936290468
604.9791,0.9892195302996553
605.098102,0.9927360112292964
605.217104,0.9901977582440148
605.336107,0.9936026507325199
605.455109,0.9897291095631572
605.574111,0.9895044665532325
605.693114,0.9864585220189619
605.812116,0.9883316098973753
605.931119,0.9899538035728332
606.050121,0.9905007060717695
606.169123,0.9914105023480885
606.288126,0.9900023124976672
606.407128,0.9894668660979168
606.526131,0.9908742943236669
606.645133,0.9918135926398441
606.764135,0.9867831202661899
606.883138,0.9884630667431782
607.00214,0.9856775561728206
607.121142,0.9898726306890739
607.240145,0.9895331625988533
607.359147,0.9904933763936644
607.47815,0.9852557764460788
607.597152,0.9846411686191612
607.716154,0.9859309078590542
607.835157,0.9873260002606496
607.954159,0.9832361044849303
608.073161,0.9880539277311657
608.192164,0.9908902475282285
608.311166,0.9845988299591982
608.430169,0.9847741041498712
608.549171,0.9891829298541466
608.668173,0.9832793678253141
608.787176,0.9832302050860016
608.906178,0.9839541288882252
609.025181,0.9863884859502084
609.144183,0.9824537599601899
