nu,[0]1-2-Dibromoethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
653.560602,1.0
653.679804,0.9997605386754408
653.799006,1.0
653.918208,0.9979230598313106
654.03741,1.0
654.156612,0.9980653738063878
654.275814,0.9970406874234391
654.395016,1.0
654.514218,1.0
654.63342,1.0
654.752622,1.0
654.871824,0.9996216415956009
654.991026,1.0
655.110228,1.0
655.22943,0.9992237314524445
655.348632,0.9982112018099772
655.467834,1.0
655.587036,0.9994418258371902
655.706238,0.9978631862439463
655.82544,0.99992119610519
655.944642,1.0
656.063844,1.0
656.183046,1.0
656.302248,0.9980087851039978
656.42145,0.9996268696304577
656.540652,0.9973494190094488
656.659854,1.0
656.779056,0.9947784797769862
656.898258,0.9998939956188615
657.01746,0.9975504051660545
657.136662,1.0
657.255864,0.9986749786170427
657.375066,0.9993666106757597
657.494268,0.9961992412375398
657.61347,1.0
657.732672,0.999949168291975
657.851874,1.0
657.971076,1.0
658.090278,1.0
658.20948,1.0
658.328682,0.9995036932009848
658.447884,1.0
658.567086,1.0
658.686288,1.0
658.80549,0.9994544988398886
658.924692,0.9981150786996449
659.043894,1.0
659.163096,0.9961046068048289
659.282298,1.0
659.4015,0.9975959942612735
659.520702,1.0
659.639904,1.0
659.759106,1.0
659.878308,0.9997031040823184
659.99751,0.9976005832134017
660.116712,0.9987889339331301
660.235914,1.0
660.355116,0.998839174280041
660.474318,1.0
660.59352,0.9994661625419475
660.712722,0.9999407817534696
660.831924,1.0
660.951126,0.9981817550138662
661.070328,0.9986319366530253
661.18953,0.9995108996485919
661.308732,1.0
661.427934,0.9997717360561792
661.547136,0.9994540790690871
661.666338,0.9978774557895366
661.78554,0.9999376449441573
661.904742,0.996759063210535
662.023944,0.9995068916179204
662.143146,1.0
662.262348,1.0
662.38155,1.0
662.500752,0.9938375661650631
662.619954,0.9987075359520272
662.739156,0.9987156255158312
662.858358,1.0
662.97756,0.9940198526898611
663.096762,1.0
663.215964,0.9998993650640349
663.335166,0.9995443538382559
663.454368,0.9963451951172417
663.57357,1.0
663.692772,0.9980132761536357
663.811974,1.0
663.931176,1.0
664.050378,0.9999190592758772
664.16958,0.9987298073784044
664.288782,0.9980104817203747
664.407984,0.9998252852643974
664.527186,0.9994834334664566
664.646388,1.0
664.76559,0.9997967806518497
664.884792,1.0
665.003994,0.9954657110687719
665.123196,0.9949396469448982
665.242398,0.997376447544939
665.3616,0.9974291104116568
665.480802,0.9988303845339822
665.600004,0.9974054716218609
665.719206,0.9990919824976146
665.838408,0.9995517205072898
665.95761,0.9943532034295965
666.076812,0.9991884295016249
666.196014,1.0
666.315216,0.9955986146123137
666.434418,1.0
666.55362,0.9967281641585133
666.672822,0.9993595052044179
666.792024,0.9917147137538523
666.911226,1.0
667.030428,0.9992962377568956
667.14963,0.9973586944021762
667.268832,1.0
667.388034,0.997301746846594
667.507236,0.9978360447344067
667.626438,0.9968821705565637
667.74564,1.0
667.864842,0.9956284830187759
667.984044,1.0
668.103246,0.9972621547531525
668.222448,0.9979259538123804
668.34165,0.9981427268702503
668.460852,0.999121446154618
668.580054,0.9988988067587573
668.699256,0.9999665015610852
668.818458,0.9993403676531358
668.93766,0.9975981889748751
669.056862,0.9912449506181505
669.176064,0.9926092469347348
669.295266,0.9990357551830911
669.414468,1.0
669.53367,0.9999755322993391
669.652872,0.9979654724626155
669.772074,1.0
669.891276,0.9988998056580635
670.010478,0.9982978503027845
670.12968,0.9998566902698206
670.248882,0.998801318992698
670.368084,0.9995998100973492
670.487286,1.0
670.606488,0.9986801717404336
670.72569,1.0
670.844892,0.9980005016654578
670.964094,0.9993926744968369
671.083296,0.9993161139567327
671.202498,0.9990179824950949
671.3217,0.9976789977008913
671.440902,0.9959845834312624
671.560104,0.9988141037314032
671.679306,0.996681119699423
671.798508,1.0
671.91771,0.999721148886201
672.036912,1.0
672.156114,0.9984705707707766
672.275316,0.998655005317204
672.394518,0.9950852172634554
672.51372,0.9948447342299881
672.632922,0.9996235908597025
672.752124,0.9998159369416837
672.871326,1.0
672.990528,0.9968064103905242
673.10973,1.0
673.228932,0.9970638190357131
673.348134,0.9997086024645114
673.467336,0.9990803031806049
673.586538,1.0
673.70574,1.0
673.824942,0.9992944290323421
673.944144,0.997870370884752
674.063346,0.9999789922206664
674.182548,0.9974545451782643
674.30175,0.9998829768477433
674.420952,1.0
674.540154,0.9941493819153124
674.659356,1.0
674.778558,1.0
674.89776,0.9997652075680583
675.016962,0.999119927491174
675.136164,0.9982800807591985
675.255366,0.9966470337880017
675.374568,1.0
675.49377,1.0
675.612972,1.0
675.732174,0.9953632829171217
675.851376,0.9995687929964747
675.970578,0.9999785082309514
676.08978,0.9991667773229598
676.208982,1.0
676.328184,0.997793338265617
