nu,[0]Hexadecane-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
631.278366,0.8916870934860959
631.397368,0.9033998696950689
631.51637,0.8730696010778044
631.635372,0.8778408201659382
631.754374,0.8363316784686757
631.873376,0.8488184120996842
631.992378,0.9024337488013493
632.11138,0.8999104685456064
632.230382,0.8181251164338997
632.349384,0.8273975384512846
632.468386,0.9448245784404121
632.587388,0.90176619485266
632.70639,0.8615691148989583
632.825392,0.8234684847346765
632.944394,0.9127876594238226
633.063396,0.8962732015852793
633.182398,0.8791497779193437
633.3014,0.8535509868369909
633.420402,0.8967573198142931
633.539404,0.8649184966634794
633.658406,0.8918386931775971
633.777408,0.9043398942876123
633.89641,0.8752462531917483
634.015412,0.834001565105376
634.134414,0.8558244548339009
634.253416,0.9228283790118096
634.372418,0.8778144853363576
634.49142,0.8268268310664438
634.610422,0.8454721925063687
634.729424,0.9280766060315538
634.848426,0.8640021687965844
634.967428,0.8439432719284633
635.08643,0.839524180017203
635.205432,0.9030385820095451
635.324434,0.8613795905421242
635.443436,0.8745201001967794
635.562438,0.8668320802721489
635.68144,0.8795542798454968
635.800442,0.833068006243009
635.919444,0.8938386509667899
636.038446,0.9219751574370385
636.157448,0.8453115680495992
636.27645,0.8400700481221292
636.395452,0.8778847133042658
636.514454,0.9558990191633856
636.633456,0.8654895312919761
636.752458,0.8093045341001542
636.87146,0.8520670994762832
636.990462,0.9237830770495332
637.109464,0.8585846511095687
637.228466,0.8343936379708816
637.347468,0.8653943326795537
637.46647,0.8734800402359576
637.585472,0.859409288137075
637.704474,0.8751324785743438
637.823476,0.8765601077160815
637.942478,0.8386515287273109
638.06148,0.8280348799008602
638.180482,0.8813327751663111
638.299484,0.9136853708459127
638.418486,0.8259013034078866
638.537488,0.8249850615693993
638.65649,0.8726506282308146
638.775492,0.8982741210207874
638.894494,0.8390541780892159
639.013496,0.8261243268666189
639.132498,0.8582841990638554
639.2515,0.8859807991501293
639.370502,0.8692104570603028
639.489504,0.8439939100439072
639.608506,0.8552683496920095
639.727508,0.835746451147207
639.84651,0.846800626396336
639.965512,0.8695495152506058
640.084514,0.8778583771579108
640.203516,0.8009153643346592
640.322518,0.8340516067005153
640.44152,0.8656626465091792
640.560522,0.8833975086562457
640.679524,0.8240698361951109
640.798526,0.807098145812406
640.917528,0.8814649849980756
641.03653,0.8805223218788343
641.155532,0.8561839765992169
641.274534,0.8132473273629126
641.393536,0.8726942618530575
641.512538,0.8758241063894341
641.63154,0.8558244548339009
641.750542,0.8575206659493242
641.869544,0.8627416460356677
641.988546,0.8305808530513136
642.107548,0.8457089578658741
642.22655,0.8868849606092157
642.345552,0.85527690241827
642.464554,0.8021096177253471
642.583556,0.8259591185226306
642.702558,0.905670251505206
642.82156,0.854994707605177
642.940562,0.8141261089330949
643.059564,0.811955291553074
643.178566,0.8894161880327062
643.297568,0.8538839366428495
643.41657,0.8256122885322474
643.535572,0.8287141469638131
643.654574,0.8542682708830571
643.773576,0.8376960107333009
643.892578,0.8362062381251665
644.01158,0.8729561094067827
644.130582,0.8430575965538815
644.249584,0.8184115103406616
644.368586,0.8561411684705991
644.487588,0.8800029669337003
644.60659,0.8426024683474178
644.725592,0.8035466797278602
644.844594,0.8302902006198881
644.963596,0.8782183728866271
645.082598,0.8329847036075859
645.2016,0.8141993835802085
645.320602,0.8189027045904052
645.439604,0.8649444446075966
645.558606,0.8275299326486901
645.677608,0.8081480556955238
645.79661,0.8386095971991714
645.915612,0.8302403847023434
646.034614,0.834485426319325
646.153616,0.8617586809557377
646.272618,0.8665980672036613
646.39162,0.8080753256434127
646.510622,0.8179287899660741
646.629624,0.8373107591830133
646.748626,0.8919635593350691
646.867628,0.8001068481860668
646.98663,0.8007471897670966
647.105632,0.8419623337534312
647.224634,0.8775599560441413
647.343636,0.8445342390331687
647.462638,0.8109490909648407
647.58164,0.8457597019256525
647.700642,0.848300790758863
647.819644,0.8361058993970355
647.938646,0.8326265971834337
648.057648,0.8447622940637514
648.17665,0.8094906955507434
648.295652,0.8314035352563333
648.414654,0.8523057116682845
648.533656,0.8732093033898638
648.652658,0.7894490356986552
648.77166,0.8071304303839256
648.890662,0.8509516223729945
649.009664,0.8621034533780075
649.128666,0.8082127101261223
649.247668,0.8006430993984474
649.36667,0.847410542390751
649.485672,0.8557046477969125
649.604674,0.8365658841259088
649.723676,0.8256948538892998
649.842678,0.8407928191104924
649.96168,0.8124182379964613
650.080682,0.8593061652099979
650.199684,0.8249685620331639
650.318686,0.8673002960023654
650.437688,0.7962436874312748
650.55669,0.828068001958493
650.675692,0.8454045574364072
650.794694,0.8464535093033801
650.913696,0.7940967291731358
651.032698,0.8196154599470219
