nu,[0]Vinyltoluene-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
567.374347,0.9741568026011097
567.49335,0.9750661150262206
567.612352,0.9776720425505501
567.731355,0.9762554453700073
567.850357,0.9755059690237183
567.969359,0.977198963776254
568.088362,0.9780827510511689
568.207364,0.9751724030253492
568.326367,0.9754552440321903
568.445369,0.9738879724238627
568.564371,0.9765288351674963
568.683374,0.9750066378072777
568.802376,0.9749705632290626
568.921378,0.9760807112844533
569.040381,0.9736523200496235
569.159383,0.9783008878259998
569.278386,0.9746459520822629
569.397388,0.9757196282257632
569.51639,0.9722036305620532
569.635393,0.9797919752530161
569.754395,0.9739366680398642
569.873397,0.9800320536953614
569.9924,0.9718906313885834
570.111402,0.975820132523353
570.230405,0.972986569575328
570.349407,0.9714300643923066
570.468409,0.9720364259176081
570.587412,0.9705435534973207
570.706414,0.9788929389405379
570.825417,0.9681850912643756
570.944419,0.9723047449974911
571.063421,0.9700807146181509
571.182424,0.9771032029701602
571.301426,0.9704300065441878
571.420428,0.9755527944340323
571.539431,0.9697092448454545
571.658433,0.975349900554485
571.777436,0.9712882459559031
571.896438,0.9731646424107279
572.01544,0.9758250116362133
572.134443,0.974759992329881
572.253445,0.9759509011824156
572.372447,0.9723232189631481
572.49145,0.9781473066430495
572.610452,0.971225114271718
572.729455,0.976862865144994
572.848457,0.9739658865781813
572.967459,0.9761509916257276
573.086462,0.9734030969576077
573.205464,0.97557523240634
573.324466,0.9759635886265992
573.443469,0.9746030686038147
573.562471,0.9756806002211995
573.681474,0.9759099121053425
573.800476,0.9775693923753107
573.919478,0.9759948199611339
574.038481,0.9783380639660794
574.157483,0.975043688763478
574.276486,0.9813108490867684
574.395488,0.975201658636272
574.51449,0.9819145408751541
574.633493,0.9775664596715327
574.752495,0.9770553260862078
574.871497,0.9757586577914783
574.9905,0.9730342470853267
575.109502,0.9789918121203824
575.228505,0.9727696177613391
575.347507,0.977910623634641
575.466509,0.9726013431736379
575.585512,0.9775801456977701
575.704514,0.9733777888060942
575.823516,0.9763823668276214
575.942519,0.9753030848828435
576.061521,0.9767905799675578
576.180524,0.9736357681008747
576.299526,0.9751109690991476
576.418528,0.9754601213206037
576.537531,0.9759518771338047
576.656533,0.9786766275043262
576.775536,0.9752572467150594
576.894538,0.9801673074510658
577.01354,0.9737107409414357
577.132543,0.978433945794481
577.251545,0.9786198659060331
577.370547,0.9817240679306972
577.48955,0.9756347443106114
577.608552,0.9791807757745278
577.727555,0.9793119947899592
577.846557,0.9788988123157917
577.965559,0.9780064635718374
578.084562,0.9776935515720845
578.203564,0.9773074388814902
578.322566,0.976270089311517
578.441569,0.9777619925160996
578.560571,0.9764634099273102
578.679574,0.9831043596740286
578.798576,0.9764975867447484
578.917578,0.9808781864114531
579.036581,0.9767358812266587
579.155583,0.9802525857163649
579.274585,0.9750144378915804
579.393588,0.9795999548444813
579.51259,0.9771862602722979
579.631593,0.9756981626300647
579.750595,0.9793149327303505
579.869597,0.9767778817725566
579.9886,0.9818271543697733
580.107602,0.974477352916801
580.226605,0.9818762469547961
580.345607,0.9767192768578153
580.464609,0.981004727859248
580.583612,0.9740964067516391
580.702614,0.9804810111793698
580.821616,0.9789614638446074
580.940619,0.9783449123564965
581.059621,0.9773836718347695
581.178624,0.9777991481777684
581.297626,0.979993833190572
581.416628,0.9749881128571469
581.535631,0.980725181349078
581.654633,0.9778089262181403
581.773635,0.9816023416934565
581.892638,0.9765786394080872
582.01164,0.9801947525199036
582.130643,0.9788811922957507
582.249645,0.9803986542334708
582.368647,0.9777864368714657
582.48765,0.9802006337060624
582.606652,0.981143059278012
582.725655,0.9780103756055157
582.844657,0.9812460847079766
582.963659,0.9794011162364494
583.082662,0.9841420820758008
583.201664,0.9789027279188721
583.320666,0.9842395169648738
583.439669,0.9799330754564234
583.558671,0.9843064475276407
583.677674,0.9801741686462322
583.796676,0.9839974238223778
583.915678,0.9834701425272199
584.034681,0.9829991731351237
584.153683,0.9814875009377936
584.272685,0.983546856190131
584.391688,0.9867170080119173
584.51069,0.9809958988564279
584.629693,0.9855395709741457
584.748695,0.9823132791171353
584.867697,0.9884828362022069
584.9867,0.9812401972491308
585.105702,0.9875254602574838
585.224704,0.9844078363131689
585.343707,0.9882258640726188
585.462709,0.9841509393943974
585.581712,0.9876558222219382
585.700714,0.986603542080412
585.819716,0.9864062411027514
585.938719,0.9902330099116843
586.057721,0.9875847135626806
586.176724,0.9916326031749784
586.295726,0.9861221970096266
586.414728,0.9915892697770613
586.533731,0.9881250701750596
586.652733,0.9906790122459367
586.771735,0.9867268752313334
586.890738,0.9915187702862668
587.00974,0.9903053985904827
587.128743,0.9897627609249522
587.247745,0.9895440475235089
587.366747,0.9901887474854137
587.48575,0.992581851297581
587.604752,0.989459939854096
587.723754,0.9923594386269758
587.842757,0.9903152026624589
587.961759,0.9946006292851098
588.080762,0.9884769053229824
588.199764,0.9942721669457986
588.318766,0.9898726306890739
588.437769,0.9930560216126187
588.556771,0.9896113388066181
588.675774,0.9922599099667273
588.794776,0.9933126604449125
588.913778,0.9922828314353894
589.032781,0.9927373017869499
589.151783,0.9897983930257195
589.270785,0.9961765281537697
589.389788,0.9883849812453233
589.50879,0.994740977335224
589.627793,0.9905577605555926
589.746795,0.9961081927878682
589.865797,0.9911642665630559
589.9848,0.9948366760202767
590.103802,0.9939128025164817
590.222804,0.9925469130313325
590.341807,0.9930675411292825
590.460809,0.9942529776781536
590.579812,0.9959786075416895
590.698814,0.9906978353259881
590.817816,0.9946214166554892
590.936819,0.9928746068502132
591.055821,0.9961742369503899
591.174823,0.9907338973835194
591.293826,0.9967267687400603
591.412828,0.993381797412018
591.531831,0.9942628208313561
591.650833,0.9924978824248947
591.769835,0.9952857471374403
591.888838,0.9952005543237897
592.00784,0.9934420975172107
592.126843,0.9941036520955382
592.245845,0.9929223652673835
592.364847,0.9967914584065084
592.48385,0.9913005610197374
592.602852,0.9959900613615356
592.721854,0.9929519547947502
592.840857,0.9971387013403179
592.959859,0.9916874419742128
593.078862,0.9967604586742004
593.197864,0.9946058012218292
593.316866,0.9942383622668052
593.435869,0.9943399786199361
593.554871,0.9958806080683607
593.673873,0.9976627356657647
593.792876,0.9932665718067326
593.911878,0.9971172630887012
594.030881,0.9930933612210116
594.149883,0.9985515500177301
594.268885,0.9910567310740396
594.387888,0.9984675753635573
594.50689,0.9955457497294529
594.625893,0.9964950567038962
594.744895,0.9939266180004541
594.863897,0.9969548459157819
594.9829,0.9970672090584608
595.101902,0.9940102107440536
595.220904,0.9968844633881927
595.339907,0.9948793554291447
595.458909,0.9986169572863209
595.577912,0.9931157060730177
595.696914,0.997088945360543
595.815916,0.9950947701273948
595.934919,0.9976789977008913
596.053921,0.992884039203782
596.172923,0.9975903079803121
596.291926,0.995426888663082
596.410928,0.9956556640473817
596.529931,0.995149402329915
596.648933,0.9966570999738771
596.767935,0.9975216761280858
596.886938,0.9946898489629995
597.00594,0.9965837487106786
597.124942,0.9943231744162933
597.243945,0.9981290524085624
597.362947,0.9924718793210172
597.48195,0.9974360924398669
597.600952,0.9949475069991562
597.719954,0.9981008057560713
597.838957,0.9937141392043184
597.957959,0.9980770512395742
598.076962,0.9967392279025391
598.195964,0.9959186514342124
598.314966,0.9964776181929913
598.433969,0.9961760300656302
598.552971,0.9985521491488399
598.671973,0.9923285767283395
598.790976,0.9998455819236987
598.909978,0.9954298749482274
599.028981,0.9989456562114053
599.147983,0.993879308219419
599.266985,0.998866542848364
599.385988,0.9969769785590327
599.50499,0.9984048735686815
599.623992,0.9960603807421127
599.742995,0.996967407625979
599.861997,0.9987102324660146
599.981,0.995613747826268
600.100002,0.9984640807331592
600.219004,0.9960682496502027
600.338007,0.999517506437474
600.457009,0.9947196901060833
600.576012,0.9984597873468428
600.695014,0.9963981024517797
600.814016,0.9986375290075291
600.933019,0.994541153945809
601.052021,0.9986935541443968
601.171023,0.9969821628528003
601.290026,0.9971538579637683
601.409028,0.996944677028215
601.528031,0.9976815916696574
601.647033,0.9986109656025524
601.766035,0.9950792467700633
601.885038,0.9988820253997676
602.00404,0.9965078119222552
602.123042,0.99975544990725
602.242045,0.9947316268139846
602.361047,0.9994233863056088
602.48005,0.9966205233294936
602.599052,0.9993343316555439
602.718054,0.9957169983253634
602.837057,0.999629508648877
602.956059,0.9978879335578306
603.075062,0.996896226694264
603.194064,0.9988328816130649
603.313066,0.9961904747227897
603.432069,0.9999714274082043
603.551071,0.9950015341156092
603.670073,0.999824315434341
603.789076,0.9958479437201142
603.908078,1.0
604.027081,0.9953968272249745
604.146083,0.9999909980405178
604.265085,0.9982710962789019
604.384088,0.9975909065346765
604.50309,0.9980546945640222
604.622092,0.9983468679306072
604.741095,0.9989742264657256
604.860097,0.9963497783156806
604.9791,0.9987809436536197
605.098102,0.9975657675605842
605.217104,0.999807768478847
605.336107,0.99591785469961
605.455109,0.9998280247894321
605.574111,0.9976792970046354
605.693114,0.9984545953694478
605.812116,0.99670015649061
605.931119,0.999180745772146
606.050121,0.9984513004747196
606.169123,0.998002896869536
606.288126,0.9984459088522545
606.407128,0.9989782223706234
606.526131,0.9999391898490122
606.645133,0.9964424431539122
606.764135,1.0
606.883138,0.9975590838923318
607.00214,0.9996919374610115
607.121142,0.9965202683477568
607.240145,0.9996007297295976
607.359147,0.9979937152851203
607.47815,0.9995572480435878
607.597152,0.9975696580746642
607.716154,0.9998180265591755
607.835157,1.0
607.954159,0.9978448257302367
608.073161,0.9999859590985744
608.192164,0.9985704228203729
608.311166,0.9999330662401641
608.430169,0.9964885795070785
608.549171,0.9997941511897743
608.668173,0.9981500133387521
608.787176,1.0
608.906178,0.9965591333960858
609.025181,1.0
609.144183,0.999570822123184
609.263185,0.9977206017825344
609.382188,0.998980719819301
609.50119,0.9989414606484599
609.620192,0.9998680287089771
609.739195,0.9976895731543167
609.858197,0.9994756475208363
609.9772,0.9982772855788856
610.096202,1.0
610.215204,0.9971184596301348
610.334207,1.0
610.453209,0.9993436454949174
610.572211,0.9994169800222347
610.691214,0.9973647783087679
610.810216,0.9992713655830733
610.929219,0.9998087982813789
611.048221,0.9985207951036177
611.167223,0.9988544566363172
611.286226,0.9993791927805924
611.405228,1.0
611.52423,0.9977973294469524
611.643233,1.0
611.762235,0.998283075603933
611.881238,0.9999390128597913
612.00024,0.9975893103905029
612.119242,1.0
612.238245,0.9995904139032965
612.357247,0.9997541002383036
612.47625,0.9992156277808428
612.595252,0.9999272226484
612.714254,1.0
612.833257,0.9979360329154133
612.952259,0.9998720081916505
613.071261,0.9989877127088149
613.190264,1.0
613.309266,0.9970154626131426
613.428269,1.0
613.547271,1.0
613.666273,1.0
613.785276,0.9974777861399231
613.904278,1.0
614.02328,0.9997359048792575
614.142283,0.9992350327367558
614.261285,0.9992918608489596
614.380288,0.999584316420369
614.49929,0.9999682895027885
614.618292,0.997986130561706
614.737295,1.0
614.856297,0.9992634813631021
614.9753,1.0
615.094302,0.9978062098827024
615.213304,1.0
615.332307,0.9993733764106161
615.451309,0.999496866614073
615.570311,0.9988666427350232
615.689314,0.999862669430706
615.808316,1.0
615.927319,0.9993336221284204
616.046321,1.0
616.165323,0.9998074685365614
616.284326,1.0
616.403328,0.9978208777417962
616.52233,1.0
616.641333,0.9989760246209517
616.760335,0.9999486813168487
616.879338,0.9976146494807919
616.99834,1.0
617.117342,0.9998370432788891
617.236345,0.999919305255996
617.355347,1.0
617.474349,1.0
617.593352,0.9999608577660772
617.712354,0.9989305722458808
617.831357,0.9998298844712877
617.950359,0.9994642035901887
618.069361,1.0
618.188364,0.9979152760618006
618.307366,1.0
618.426369,1.0
618.545371,1.0
618.664373,0.998725912339751
618.783376,1.0
618.902378,0.9995606365484022
619.02138,0.9993511605873882
619.140383,0.9991266316083797
619.259385,1.0
619.378388,1.0
619.49739,0.9988559549191258
619.616392,1.0
619.735395,0.9995047326853662
619.854397,1.0
619.973399,0.9985262869830934
620.092402,1.0
620.211404,0.9998914558913381
620.330407,0.9997763950033246
620.449409,0.9993506609119328
620.568411,1.0
620.687414,1.0
620.806416,0.9993944534173808
620.925419,1.0
621.044421,1.0
621.163423,1.0
621.282426,0.9987844393930401
621.401428,1.0
621.52043,0.9991865410372777
621.639433,0.9999083022044999
621.758435,0.9979431182864
621.877438,0.9999900556494454
621.99644,0.9997866527617595
622.115442,0.9999875450775632
622.234445,0.9996184927923892
622.353447,1.0
622.472449,0.9999311033734816
622.591452,0.9977955334133758
622.710454,0.9997983303380606
622.829457,0.9992008994510373
622.948459,1.0
623.067461,0.9980624794210007
623.186464,1.0
623.305466,0.9996087665517726
623.424468,1.0
623.543471,0.998640325196525
623.662473,1.0
623.781476,0.9997323758177421
623.900478,0.9988107077692236
624.01948,0.9990917926701559
624.138483,0.9995723214805418
624.257485,0.9999162485073521
624.376488,0.9985583401913568
624.49549,1.0
624.614492,0.9994308520261889
624.733495,1.0
624.852497,0.9982655059764156
624.971499,1.0
625.090502,0.999013407003213
625.209504,0.9995574179683344
625.328507,0.9985037205440094
625.447509,0.9997078226921056
625.566511,1.0
625.685514,0.9988983073094787
625.804516,0.9995282113272925
625.923518,0.9997038638569662
626.042521,1.0
626.161523,0.997554295620221
626.280526,1.0
626.399528,0.9985070156117241
626.51853,0.9999147986298429
626.637533,0.9973946997009359
626.756535,0.9999714324080614
626.875538,0.9989564448827511
626.99454,0.9994096043521383
627.113542,0.9989461556843583
627.232545,0.9998471816779095
627.351547,0.9993067803878162
627.470549,0.9976277183183009
627.589552,0.9994605255686871
627.708554,0.9985927910483673
627.827557,0.9998592899005948
627.946559,0.996944976111663
628.065561,1.0
628.184564,0.9989818186986973
628.303566,0.9996481319200984
628.422568,0.9968988186278229
628.541571,0.9994559480499625
628.660573,0.9984647796582603
628.779576,0.9980069886898014
628.898578,0.9983280991859169
629.01758,0.9985102108392864
629.136583,0.9990631391284359
629.255585,0.9969705979267879
629.374587,0.9991892888040437
629.49359,0.9974169418507383
629.612592,0.9989602409244541
629.731595,0.9957293452926936
629.850597,0.9997845632098389
629.969599,0.9972402152270835
630.088602,0.9984050732496762
630.207604,0.9954241014716959
630.326607,0.998463881040363
630.445609,0.9969711961093262
630.564611,0.9962987665129441
630.683614,0.9964462296423905
630.802616,0.997001305094092
630.921618,0.9967954455803164
631.040621,0.9943333165643972
631.159623,0.9992217330069799
631.278626,0.994882240583459
631.397628,0.9975865171443444
631.51663,0.9934252091451045
631.635633,0.9987403939704715
631.754635,0.9949738734574457
631.873637,0.9958674625310948
631.99264,0.9940343654856536
632.111642,0.99589425172615
632.230645,0.9957817220337523
632.349647,0.9942098280352764
632.468649,0.9956901143293442
632.587652,0.9939753215979645
632.706654,0.9958590972795437
632.825657,0.9916107874976818
632.944659,0.9962055173125292
633.063661,0.9926933244985848
633.182664,0.9944459809114787
633.301666,0.9917782847044312
633.420668,0.9951779635276131
633.539671,0.9923764081184651
633.658673,0.9927595393515697
633.777676,0.9923693622709802
633.896678,0.993222968361333
634.01568,0.9924573893373563
634.134683,0.9905491427405634
634.253685,0.9923361184541811
634.372687,0.9905499351801945
634.49169,0.9919748746418788
634.610692,0.9884719629508117
634.729695,0.9921979948801162
634.848697,0.9888150222393
634.967699,0.9906999157936267
635.086702,0.9873872163703457
635.205704,0.9906653409698998
635.324706,0.9878346041050327
635.443709,0.9882456287875467
635.562711,0.9881112365209129
635.681714,0.9882367346169115
635.800716,0.9880549157855875
635.919718,0.9845427094253411
636.038721,0.9885787236877864
636.157723,0.9849434998633987
636.276726,0.9872371449191766
636.395728,0.9826227565401923
636.51473,0.9871226320522406
636.633733,0.9829883602036905
636.752735,0.9854636873487377
636.871737,0.983360983399843
636.99074,0.9847534241108252
637.109742,0.9826895771595123
637.228745,0.9816651662536894
637.347747,0.9841233835538779
637.466749,0.9814737602089658
637.585752,0.9828360088153966
637.704754,0.979568608147476
637.823756,0.9832577359171738
637.942759,0.9798860397976663
638.061761,0.9813118303981081
638.180764,0.978081772968907
638.299766,0.9818242088927284
638.418768,0.9787656911297625
638.537771,0.9794794714599154
638.656773,0.9778059927957617
638.775776,0.9789458005864923
638.894778,0.9776036079028121
639.01378,0.9757235311120819
639.132783,0.9777678591056546
639.251785,0.9760768069694168
639.370787,0.9766430957253233
639.48979,0.9737866933413343
639.608792,0.9782079536560992
639.727795,0.9735208858584243
639.846797,0.9752660240697779
639.965799,0.9717254240242713
640.084802,0.9757088953688835
640.203804,0.9725964801790795
640.322806,0.9726713729913896
640.441809,0.9720237895262079
640.560811,0.9731315553753687
640.679814,0.9719839373678122
640.798816,0.9693001138768357
640.917818,0.9725614673360281
641.036821,0.9700244515683473
641.155823,0.9710580779176015
641.274825,0.9671854724571036
641.393828,0.9716078523611934
641.51283,0.967376994140671
641.631833,0.9681366832200236
641.750835,0.9665434744703115
641.869837,0.9693912323700422
641.98884,0.967124541691678
642.107842,0.9658748577540432
642.226845,0.9670026916761371
642.345847,0.9668392820297479
642.464849,0.96642459693407
642.583852,0.9639190123363766
642.702854,0.9666778333509888
642.821856,0.9641339902452735
642.940859,0.9651700264026265
643.059861,0.9623057994336917
643.178864,0.9655156191294857
643.297866,0.9623568029926439
643.416868,0.9624655554557806
643.535871,0.9612987925217937
643.654873,0.9633254210696576
643.773875,0.9605665618572058
643.892878,0.9600403155859558
644.01188,0.9608365189882883
644.130883,0.9603350932088907
644.249885,0.9602601899928838
644.368887,0.9576968419459423
644.48789,0.9604887591167489
644.606892,0.9576728998241715
644.725895,0.9592438127184354
644.844897,0.9561265502050664
644.963899,0.9599596755863741
645.082902,0.9557757161431294
645.201904,0.9573885132064268
645.320906,0.9556973457476358
645.439909,0.9568841023838929
645.558911,0.9554708723148554
645.677914,0.9539376176269843
645.796916,0.9558196828372981
645.915918,0.9542906398505901
646.034921,0.955379151513782
646.153923,0.9511000660955529
646.272925,0.95591813733495
646.391928,0.9520887726083154
646.51093,0.9538632133946121
646.629933,0.9501722452812527
646.748935,0.9536695988148377
646.867937,0.9502729688775087
646.98694,0.9508547139302905
647.105942,0.9501399399741064
647.224944,0.950134239151569
647.343947,0.9491228848286415
647.462949,0.9471971724724096
647.581952,0.9491067498767469
647.700954,0.947320316108994
647.819956,0.9468950647631325
647.938959,0.9448633170422641
648.057961,0.9470210101819306
648.176964,0.9438509662833497
648.295966,0.9439378045667476
648.414968,0.9411563501599497
648.533971,0.9436593839834555
648.652973,0.9394064869450517
648.771975,0.938411243641029
648.890978,0.9368997433128525
649.00998,0.9367470411002609
649.128983,0.9341380934712469
649.247985,0.931791688007832
649.366987,0.9321169400601286
649.48599,0.9276971003138965
649.604992,0.9275774351065278
649.723994,0.9250449019492779
649.842997,0.928220469054585
649.961999,0.9243772605776083
650.081002,0.9260472682614751
650.200004,0.9231394245837717
650.319006,0.9263380927607661
650.438009,0.9218783551277178
650.557011,0.9216718775025265
650.676014,0.9218525428951472
650.795016,0.9200162003665622
650.914018,0.9184268667309913
651.033021,0.9146489029189866
651.152023,0.9159522907486297
651.271025,0.9123341166717985
651.390028,0.9151182381803856
651.50903,0.9143297461479638
651.628033,0.9200769234396258
651.747035,0.9177355516131498
651.866037,0.9201321297112037
651.98504,0.9201293693189552
652.104042,0.922140205761604
652.223044,0.9199490416352589
652.342047,0.9202563559337961
652.461049,0.9216119707774786
652.580052,0.9211660185127759
652.699054,0.9206558338727138
652.818056,0.9183919671731513
652.937059,0.9209541746914913
653.056061,0.9180375362833849
653.175064,0.9188935461058158
653.294066,0.9159257285173522
653.413068,0.918249627449853
653.532071,0.9142465459267318
653.651073,0.9158350563585749
653.770075,0.9159861816103645
653.889078,0.9180366182463077
654.00808,0.9174125655478644
654.127083,0.9184406432373158
654.246085,0.9199085647679246
654.365087,0.9194496449041341
654.48409,0.9206282146119885
654.603092,0.9183001325682407
654.722094,0.9232539009698093
654.841097,0.9206015167808852
654.960099,0.923062807191197
655.079102,0.919933402634483
655.198104,0.9237258042742306
655.317106,0.9199996402239973
655.436109,0.9222665476240134
655.555111,0.9230378848318562
655.674113,0.9254464585682073
655.793116,0.924737838017264
655.912118,0.9246213283899345
656.031121,0.9283114391180126
656.150123,0.9272528398117307
656.269125,0.9282121151079563
656.388128,0.926697581677097
656.50713,0.9310307250944077
656.626133,0.9286317618169967
656.745135,0.9295794494525796
656.864137,0.9282028330332156
656.98314,0.9303913266447832
657.102142,0.9291612328061288
657.221144,0.9308808412136436
657.340147,0.9318932588373345
657.459149,0.9333136135961464
657.578152,0.932684772163951
657.697154,0.9324730767490084
657.816156,0.9354945116883064
657.935159,0.9336141889697624
658.054161,0.9348211980618836
658.173163,0.9334741573440515
658.292166,0.9369203553339368
658.411168,0.9341726572201308
658.530171,0.935991391183844
658.649173,0.9353308144726852
658.768175,0.9385135360414204
658.887178,0.9363040645220402
659.00618,0.9377489591169643
659.125183,0.9386149009769209
659.244185,0.9396902305472364
659.363187,0.938715338144618
659.48219,0.9383783998222717
659.601192,0.9414886369967324
659.720194,0.9390561536666394
659.839197,0.9407112884717111
659.958199,0.9387209704535439
660.077202,0.9425455800816326
660.196204,0.9391782389019844
660.315206,0.9411563501599497
660.434209,0.940930499739046
660.553211,0.9435546436050319
660.672213,0.9408025418924122
660.791216,0.9415451280096656
660.910218,0.9430131986491711
661.029221,0.9427850170661831
661.148223,0.9431923881793807
661.267225,0.9420094241973808
661.386228,0.9448916633669682
661.50523,0.9430971305587654
661.624232,0.9443551172956852
661.743235,0.9430556351979255
661.862237,0.9462968161486772
661.98124,0.9434640667070066
662.100242,0.9447801727287679
662.219244,0.944075629547193
662.338247,0.9465788546215348
662.457249,0.9443891146918573
662.576252,0.9457679840507923
662.695254,0.946401860925147
662.814256,0.9467757635011096
662.933259,0.9465220615940654
663.052261,0.9458294609677338
663.171263,0.948730029281032
663.290266,0.947113822788672
663.409268,0.9485393537086835
663.528271,0.9466981310714757
663.647273,0.950474448102954
663.766275,0.9471251882227378
663.885278,0.9494171585330059
664.00428,0.948542199331013
664.123282,0.950274869425347
664.242285,0.9483269046886312
664.361287,0.949291843739038
664.48029,0.9514948545359179
664.599292,0.9506949837560605
664.718294,0.9510458549368181
664.837297,0.9495377421690384
664.956299,0.9535170238853472
665.075302,0.95135023830914
665.194304,0.953896599191329
665.313306,0.9517194338209016
665.432309,0.9558913720018211
665.551311,0.9530279950987026
665.670313,0.9551260095814184
665.789316,0.9550887603934086
665.908318,0.9568946281669108
666.027321,0.9555262912325827
666.146323,0.9563512663474772
666.265325,0.9583578807990626
666.384328,0.95743446895799
666.50333,0.9581269443787465
666.622332,0.9572219420972357
666.741335,0.9611872883292294
666.860337,0.9589033416021192
666.97934,0.9609374121195787
667.098342,0.9597571454625048
667.217344,0.9631828594571589
667.336347,0.9607865567883294
667.455349,0.9626715451247566
667.574351,0.9623452547802974
667.693354,0.9642091956294845
667.812356,0.9628900963701278
667.931359,0.9636337345319229
668.050361,0.9653659758061778
668.169363,0.9647020324375314
668.288366,0.9657628227686986
668.407368,0.9646634451279853
668.526371,0.9683138684450064
668.645373,0.9654161761421172
668.764375,0.9681434602005254
668.883378,0.9658275310455272
669.00238,0.9706076114857418
669.121382,0.9673102474308634
669.240385,0.9697073054289043
669.359387,0.9690452214667072
669.47839,0.9708066064423826
669.597392,0.9699963212671431
669.716394,0.9698731395565464
669.835397,0.972623713261786
669.954399,0.9710629332201293
670.073401,0.9722396027618655
670.192404,0.9707726288057692
670.311406,0.974663495867294
670.430409,0.9713290409189215
670.549411,0.973465396749385
670.668413,0.972945704997568
670.787416,0.9755810858752948
670.906418,0.9732814291748828
671.025421,0.9743214490129792
671.144423,0.9753577033849007
671.263425,0.9759635886265992
