nu,[0]Vinyl2-2-2-trifluoroacetate-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
835.15403,1.0
835.214295,1.0
835.27456,1.0
835.334825,1.0
835.39509,1.0
835.455355,1.0
835.51562,1.0
835.575885,1.0
835.63615,1.0
835.696415,1.0
835.75668,1.0
835.816945,1.0
835.87721,1.0
835.937475,1.0
835.99774,1.0
836.058005,1.0
836.11827,1.0
836.178535,1.0
836.2388,1.0
836.299065,1.0
836.35933,1.0
836.419595,1.0
836.47986,1.0
836.540125,1.0
836.60039,1.0
836.660655,1.0
836.72092,1.0
836.781185,1.0
836.84145,1.0
836.901715,1.0
836.96198,1.0
837.022245,1.0
837.08251,1.0
837.142775,1.0
837.20304,1.0
837.263305,1.0
837.32357,1.0
837.383835,1.0
837.4441,1.0
837.504365,1.0
837.56463,1.0
837.624895,1.0
837.68516,1.0
837.745425,1.0
837.80569,1.0
837.865955,1.0
837.92622,1.0
837.986485,1.0
838.04675,1.0
838.107015,1.0
838.16728,1.0
838.227545,1.0
838.28781,1.0
838.348075,1.0
838.40834,1.0
838.468605,1.0
838.52887,1.0
838.589135,1.0
838.6494,1.0
838.709665,1.0
838.76993,1.0
838.830195,1.0
838.89046,1.0
838.950725,1.0
839.01099,1.0
839.071255,1.0
839.13152,1.0
839.191785,1.0
839.25205,1.0
839.312315,1.0
839.37258,1.0
839.432845,1.0
839.49311,1.0
839.553375,1.0
839.61364,1.0
839.673905,1.0
839.73417,1.0
839.794435,1.0
839.8547,1.0
839.914965,1.0
839.97523,1.0
840.035495,1.0
840.09576,1.0
840.156025,1.0
840.21629,1.0
840.276555,1.0
840.33682,1.0
840.397085,1.0
840.45735,1.0
840.517615,1.0
840.57788,1.0
840.638145,1.0
840.69841,1.0
840.758675,1.0
840.81894,1.0
840.879205,1.0
840.93947,1.0
840.999735,1.0
841.06,1.0
841.120265,1.0
841.18053,1.0
841.240795,1.0
841.30106,1.0
841.361325,1.0
841.42159,1.0
841.481855,1.0
841.54212,1.0
841.602385,1.0
841.66265,1.0
841.722915,1.0
841.78318,1.0
841.843445,1.0
841.90371,1.0
841.963975,1.0
842.02424,1.0
842.084505,1.0
842.14477,1.0
842.205035,1.0
842.2653,1.0
842.325565,1.0
842.38583,1.0
842.446095,1.0
842.50636,1.0
842.566625,1.0
842.62689,1.0
842.687155,1.0
842.74742,1.0
842.807685,1.0
842.86795,1.0
842.928215,1.0
842.98848,1.0
843.048745,1.0
843.10901,1.0
843.169275,1.0
843.22954,1.0
843.289805,1.0
843.35007,1.0
843.410335,1.0
843.4706,1.0
843.530865,1.0
843.59113,1.0
843.651395,1.0
843.71166,1.0
843.771925,1.0
843.83219,1.0
843.892455,1.0
843.95272,1.0
844.012985,1.0
844.07325,1.0
844.133515,1.0
844.19378,1.0
844.254045,1.0
844.31431,1.0
844.374575,1.0
844.43484,1.0
844.495105,1.0
844.55537,1.0
844.615635,1.0
844.6759,1.0
844.736165,1.0
844.79643,1.0
844.856695,1.0
844.91696,1.0
844.977225,1.0
845.03749,1.0
845.097755,1.0
845.15802,1.0
845.218285,1.0
845.27855,1.0
845.338815,1.0
845.39908,1.0
845.459345,1.0
845.51961,1.0
845.579875,1.0
845.64014,1.0
845.700405,1.0
845.76067,1.0
845.820935,1.0
845.8812,1.0
845.941465,1.0
846.00173,1.0
846.061995,1.0
846.12226,1.0
846.182525,1.0
846.24279,1.0
846.303055,1.0
846.36332,1.0
846.423585,1.0
846.48385,1.0
846.544115,1.0
846.60438,1.0
846.664645,1.0
846.72491,1.0
846.785175,1.0
846.84544,1.0
846.905705,1.0
846.96597,1.0
847.026235,1.0
847.0865,1.0
847.146765,1.0
847.20703,1.0
847.267295,1.0
847.32756,1.0
847.387825,1.0
847.44809,1.0
847.508355,1.0
847.56862,1.0
847.628885,1.0
847.68915,1.0
847.749415,1.0
847.80968,1.0
847.869945,1.0
847.93021,1.0
847.990475,1.0
848.05074,1.0
848.111005,1.0
848.17127,0.9999999743250003
848.231535,0.9999998778100074
848.2918,0.9999997652000275
848.352065,0.9999996500400612
848.41233,0.999999533070109
848.472595,0.9999994140901717
848.53286,0.9999992931302498
848.593125,0.9999991707103438
848.65339,0.9999990469004542
848.713655,0.9999989219005812
848.77392,0.9999987961007247
848.834185,0.9999986695008851
848.89445,0.9999985423010624
848.954715,0.9999984149012563
849.01498,0.9999982873014667
849.075245,0.9999981597016934
849.13551,0.999998032301936
849.195775,0.9999979052021941
849.25604,0.9999977782024682
849.316305,0.9999976513027582
849.37657,0.9999975240030653
849.436835,0.999997397703386
849.4971,0.9999972713037228
849.557365,0.9999971449040758
849.61763,0.9999970192044426
849.677895,0.9999968946048218
849.73816,0.9999967682052222
849.798425,0.9999966418056387
849.85869,0.9999965154060713
849.918955,0.9999963891065193
849.97922,0.9999962620069863
850.039485,0.9999961339074733
850.09975,0.9999960068079728
850.160015,0.9999958780084954
850.22028,0.9999957492090347
850.280545,0.9999956197095935
850.34081,0.9999954891101741
850.401075,0.9999953596107667
850.46134,0.9999952291113807
850.521605,0.9999950996120069
850.58187,0.999994968312659
850.642135,0.9999948371133277
850.7024,0.9999947052140175
850.762665,0.9999945715147343
850.82293,0.999994437815469
850.883195,0.9999943041162216
850.94346,0.9999941705169915
851.003725,0.999994036117784
851.06399,0.999993900018605
851.124255,0.9999937632194488
851.18452,0.9999936247203222
851.244785,0.9999934862212148
851.30505,0.9999933469221318
851.365315,0.9999932067230745
851.42558,0.9999930674240304
851.485845,0.9999929265250171
851.54611,0.9999927855260244
851.606375,0.9999926446270508
851.66664,0.9999925043280927
851.726905,0.9999923658291404
851.78717,0.9999922279302027
851.847435,0.9999920918312697
851.9077,0.9999919564323496
851.967965,0.9999918234334283
852.02823,0.999991693634498
852.088495,0.9999915672355559
852.14876,0.9999914415366239
852.209025,0.9999913190376798
852.26929,0.9999911999387208
852.329555,0.9999910822397634
852.38982,0.999990968640783
852.450085,0.9999908575417925
852.51035,0.9999907488427923
852.570615,0.9999906426437803
852.63088,0.999990538844757
852.691145,0.9999904367457282
852.75141,0.9999903360466963
852.811675,0.9999902388476404
852.87194,0.999990142348587
852.932205,0.9999900475495259
852.99247,0.9999899530504709
853.052735,0.9999898620513894
853.113,0.9999897730522956
853.173265,0.9999896860531892
853.23353,0.9999896010540694
853.293795,0.9999895160549569
853.35406,0.99998943405582
853.414325,0.9999893560566472
853.47459,0.999989280057459
853.534855,0.999989206058255
853.59512,0.9999891330590456
853.655385,0.9999890640597978
853.71565,0.9999889960605438
853.775915,0.9999889310612612
853.83618,0.9999888690619494
853.896445,0.999988809062619
853.95671,0.9999887510632698
854.016975,0.9999886950639013
854.07724,0.9999886400645246
854.137505,0.999988587065128
854.19777,0.9999885360657114
854.258035,0.9999884850662973
854.3183,0.9999884350668744
854.378565,0.9999883860674422
854.43883,0.9999883380680008
854.499095,0.9999882900685618
854.55936,0.9999882430691133
854.619625,0.9999881950696787
854.67989,0.9999881490702228
854.740155,0.999988103070769
854.80042,0.9999880560713292
854.860685,0.9999880090718918
854.92095,0.9999879620724564
854.981215,0.9999879150730233
855.04148,0.9999878690735803
855.101745,0.9999878230741394
855.16201,0.9999877770747005
855.222275,0.9999877300752762
855.28254,0.9999876820758663
855.342805,0.9999876350764463
855.40307,0.9999875870770409
855.463335,0.9999875380776504
855.5236,0.9999874900782497
855.583865,0.9999874430788388
855.64413,0.9999873950794427
855.704395,0.9999873460800616
855.76466,0.9999872970806828
855.824925,0.9999872460813319
855.88519,0.9999871980819452
855.945455,0.9999871490825738
856.00572,0.9999871000832047
856.065985,0.9999870530838121
856.12625,0.9999870060844217
856.186515,0.9999869600850204
856.24678,0.9999869120856475
856.307045,0.9999868680862244
856.36731,0.9999868220868294
856.427575,0.9999867790873971
856.48784,0.9999867360879665
856.548105,0.9999866950885111
856.60837,0.9999866550890442
856.668635,0.9999866150895788
856.7289,0.9999865780900746
856.789165,0.999986541090572
856.84943,0.9999865070910301
856.909695,0.9999864730914895
856.96996,0.99998643909195
857.030225,0.9999864080923708
857.09049,0.9999863770927926
857.150755,0.9999863480931881
857.21102,0.9999863190935845
857.271285,0.9999862930939405
857.33155,0.999986266094311
857.391815,0.9999862400946684
857.45208,0.9999862150950126
857.512345,0.9999861890953714
857.57261,0.9999861640957171
857.632875,0.9999861400960494
857.69314,0.9999861160963823
857.753405,0.9999860910967296
857.81367,0.9999860650970916
857.873935,0.9999860410974264
857.9342,0.9999860160977757
857.994465,0.9999859910981256
858.05473,0.9999859640985042
858.114995,0.9999859380988695
858.17526,0.9999859110992495
858.235525,0.9999858840996303
858.29579,0.9999858580999976
858.356055,0.999985830100394
858.41632,0.9999858021007911
858.476585,0.999985774101189
858.53685,0.9999857461015877
858.597115,0.999985719101973
858.65738,0.999985692102359
858.717645,0.9999856631027743
858.77791,0.9999856371031474
858.838175,0.9999856121035068
858.89844,0.9999855861038812
858.958705,0.9999855621042274
859.01897,0.9999855371045887
859.079235,0.9999855141049216
859.1395,0.9999854921052406
859.199765,0.9999854701055599
859.26003,0.9999854491058653
859.320295,0.9999854301061419
859.38056,0.9999854121064043
859.440825,0.9999853941066671
859.50109,0.9999853791068863
859.561355,0.9999853631071204
859.62162,0.9999853491073254
859.681885,0.9999853361075159
859.74215,0.9999853231077066
859.802415,0.9999853121078681
859.86268,0.9999853011080297
859.922945,0.9999852911081768
859.98321,0.9999852821083093
860.043475,0.9999852721084564
860.10374,0.9999852621086038
860.164005,0.9999852531087364
860.22427,0.9999852461088398
860.284535,0.9999852381089578
860.3448,0.9999852291090907
860.405065,0.999985222109194
860.46533,0.9999852141093124
860.525595,0.9999852071094159
860.58586,0.9999851991095342
860.646125,0.9999851901096675
860.70639,0.9999851831097712
860.766655,0.9999851751098898
860.82692,0.9999851681099936
860.887185,0.9999851611100974
860.94745,0.9999851571101568
861.007715,0.999985152110231
861.06798,0.9999851471103053
861.128245,0.9999851431103647
861.18851,0.9999851411103944
861.248775,0.9999851411103944
861.30904,0.9999851421103796
861.369305,0.9999851441103498
861.42957,0.9999851481102904
861.489835,0.9999851551101865
861.5501,0.9999851631100677
861.610365,0.9999851731099194
861.67063,0.9999851841097563
861.730895,0.9999851991095342
861.79116,0.9999852161092828
861.851425,0.9999852341090169
861.91169,0.9999852541087217
861.971955,0.9999852771083828
862.03222,0.9999853011080297
862.092485,0.9999853261076627
862.15275,0.9999853531072668
862.213015,0.9999853801068717
862.27328,0.9999854101064335
862.333545,0.9999854411059818
862.39381,0.9999854721055309
862.454075,0.999985505105052
862.51434,0.9999855371045887
862.574605,0.9999855711040975
862.63487,0.9999856061035931
862.695135,0.9999856421030756
862.7554,0.999985676102588
862.815665,0.9999857131020587
862.87593,0.999985749101545
862.936195,0.9999857861010184
862.99646,0.9999858221005073
863.056725,0.9999858590999835
863.11699,0.9999858980994327
863.177255,0.9999859340989257
863.23752,0.9999859710984059
863.297785,0.9999860090978736
863.35805,0.9999860470973426
863.418315,0.9999860850968132
863.47858,0.999986122096299
863.538845,0.9999861610957586
863.59911,0.9999862000952195
863.659375,0.9999862390946821
863.71964,0.9999862780941462
863.779905,0.9999863190935845
863.84017,0.9999863610930108
863.900435,0.9999864030924388
863.9607,0.9999864470918415
864.020965,0.9999864930912191
864.08123,0.9999865400905854
864.141495,0.9999865870899539
864.20176,0.9999866380892711
864.262025,0.9999866900885777
864.32229,0.9999867450878471
864.382555,0.99998680308708
864.44282,0.9999868620863032
864.503085,0.9999869240854905
864.56335,0.9999869900846297
864.623615,0.9999870560837733
864.68388,0.9999871260828695
864.744145,0.9999871990819325
864.80441,0.9999872730809879
864.864675,0.9999873510799983
864.92494,0.9999874290790147
864.985205,0.9999875090780123
865.04547,0.9999875900770038
865.105735,0.9999876730759771
865.166,0.9999877560749575
865.226265,0.9999878410739204
865.28653,0.9999879260728904
865.346795,0.9999880110718677
865.40706,0.9999880960708524
865.467325,0.9999881790698677
865.52759,0.9999882640688665
865.587855,0.9999883460679075
865.64812,0.9999884290669437
865.708385,0.9999885110659983
865.76865,0.9999885900650938
865.828915,0.9999886680642068
865.88918,0.9999887450633372
865.949445,0.999988820062496
866.00971,0.9999888950616603
866.069975,0.9999889680608522
866.13024,0.9999890400600606
866.190505,0.9999891110592849
866.25077,0.999989180058536
866.311035,0.9999892480578025
866.3713,0.9999893160570738
866.431565,0.9999893820563708
866.49183,0.9999894490556616
866.552095,0.9999895140549779
866.61236,0.9999895780543089
866.672625,0.9999896440536232
866.73289,0.9999897090529521
866.793155,0.9999897730522956
866.85342,0.999989838051633
866.913685,0.9999899040509644
866.97395,0.9999899700503003
867.034215,0.9999900359496415
867.09448,0.9999901047489583
867.154745,0.9999901752482632
867.21501,0.9999902463475672
867.275275,0.9999903200468511
867.33554,0.999990395346125
867.395805,0.9999904720453913
867.45607,0.9999905522446303
867.516335,0.9999906332438684
867.5766,0.9999907158430981
867.636865,0.9999907998423218
867.69713,0.9999908873415205
867.757395,0.9999909755407207
867.81766,0.9999910654399135
867.877925,0.9999911561391072
867.93819,0.9999912484382951
867.998455,0.9999913408374907
868.05872,0.9999914338366898
868.118985,0.9999915279358882
868.17925,0.9999916210351038
868.239515,0.9999917151343197
868.29978,0.9999918074335593
868.360045,0.9999918991328122
868.42031,0.999991989032088
868.480575,0.9999920789313719
868.54084,0.9999921681306693
868.601105,0.9999922556299878
868.66137,0.999992343129314
868.721635,0.9999924292286584
868.7819,0.9999925125280312
868.842165,0.9999925962274081
868.90243,0.9999926764268174
868.962695,0.9999927566262333
869.02296,0.9999928361256607
869.083225,0.9999929132251113
869.14349,0.9999929878245855
869.203755,0.9999930607240769
869.26402,0.9999931329235785
869.324285,0.9999932027231015
869.38455,0.9999932700226464
869.444815,0.9999933349222118
869.50508,0.9999933981217924
869.565345,0.9999934599213864
869.62561,0.9999935175210114
869.685875,0.9999935734206505
869.74614,0.9999936286202973
869.806405,0.9999936814199624
869.86667,0.9999937317196458
869.926935,0.9999937796193467
869.9872,0.9999938258190604
870.047465,0.9999938713187805
870.10773,0.9999939150185135
870.167995,0.9999939581182522
870.22826,0.9999939987180078
870.288525,0.9999940376177751
870.34879,0.9999940764175445
870.409055,0.9999941146173189
870.46932,0.9999941504171089
870.529585,0.9999941844169106
870.58985,0.9999942177167175
870.650115,0.9999942493165352
870.71038,0.999994279516362
870.770645,0.9999943062162097
870.83091,0.9999943323160614
870.891175,0.9999943558159284
870.95144,0.9999943777158051
871.011705,0.99999439821569
871.07197,0.999994415215595
871.132235,0.999994430815508
871.1925,0.9999944429154407
871.252765,0.9999944544153768
871.31303,0.9999944634153269
871.373295,0.9999944707152866
871.43356,0.99999447731525
871.493825,0.9999944814152274
871.55409,0.9999944846152098
871.614355,0.9999944887151871
871.67462,0.9999944912151734
871.734885,0.9999944936151602
871.79515,0.999994496015147
871.855415,0.9999944984151338
871.91568,0.99999450091512
871.975945,0.9999945040151029
872.03621,0.99999450821508
872.096475,0.9999945106150667
872.15674,0.9999945137150498
872.217005,0.9999945179150267
872.27727,0.9999945210150097
872.337535,0.9999945252149867
872.3978,0.9999945283149697
872.458065,0.9999945332149429
872.51833,0.9999945373149205
872.578595,0.999994540514903
872.63886,0.9999945446148807
872.699125,0.9999945478148632
872.75939,0.9999945519148409
872.819655,0.9999945551148235
872.87992,0.9999945599147974
872.940185,0.9999945641147745
873.00045,0.9999945672147577
873.060715,0.999994572114731
873.12098,0.999994576914705
873.181245,0.9999945818146784
873.24151,0.9999945866146525
873.301775,0.9999945915146259
873.36204,0.9999945964145994
873.422305,0.9999946012145735
873.48257,0.9999946068145433
873.542835,0.9999946127145115
873.6031,0.9999946158144948
873.663365,0.9999946200144721
873.72363,0.9999946217144631
873.783895,0.9999946217144631
873.84416,0.9999946217144631
873.904425,0.9999946210144668
873.96469,0.9999946178144841
874.024955,0.9999946123145136
874.08522,0.9999946043145568
874.145485,0.9999945938146134
874.20575,0.9999945817146789
874.266015,0.9999945681147527
874.32628,0.9999945511148453
874.386545,0.9999945334149418
874.44681,0.9999945125150563
874.507075,0.99999448821519
874.56734,0.999994463215328
874.627605,0.9999944358154801
874.68787,0.999994406615643
874.748135,0.9999943760158146
874.8084,0.9999943420160065
874.868665,0.9999943073162034
874.92893,0.9999942701164158
874.989195,0.9999942312166394
875.04946,0.9999941909168728
875.109725,0.9999941472171276
875.16999,0.9999941027173891
875.230255,0.9999940565176626
875.29052,0.9999940089179467
875.350785,0.9999939579182534
875.41105,0.9999939061185678
875.471315,0.9999938520188989
875.53158,0.9999937954192485
875.591845,0.9999937370196126
875.65211,0.9999936773199882
875.712375,0.9999936141203898
875.77264,0.9999935509207954
875.832905,0.9999934863212141
875.89317,0.9999934189216554
875.953435,0.9999933519220986
876.0137,0.9999932814225697
876.073965,0.9999932109230459
876.13423,0.9999931398235311
876.194495,0.9999930661240394
876.25476,0.9999929915245594
876.315025,0.999992917925078
876.37529,0.9999928425256148
876.435555,0.9999927665261616
876.49582,0.9999926894267224
876.556085,0.9999926134272809
876.61635,0.9999925356278586
876.676615,0.9999924578284424
876.73688,0.9999923801290314
876.797145,0.9999923016296326
876.85741,0.9999922221302477
876.917675,0.9999921443308559
876.97794,0.9999920658314757
877.038205,0.9999919863321096
877.09847,0.9999919086327352
877.158735,0.9999918308333678
877.219,0.9999917530340064
877.279265,0.9999916760346443
877.33953,0.9999915999352808
877.399795,0.9999915228359314
877.46006,0.9999914482365665
877.520325,0.9999913753371926
877.58059,0.999991302437824
877.640855,0.9999912295384608
877.70112,0.9999911573390966
877.761385,0.9999910875397162
877.82165,0.9999910195403245
877.881915,0.9999909507409448
877.94218,0.9999908816415725
878.002445,0.9999908153421793
878.06271,0.9999907473428061
878.122975,0.999990679943432
878.18324,0.9999906136440521
878.243505,0.9999905463446861
878.30377,0.999990479945316
878.364035,0.9999904119459657
878.4243,0.999990343846621
878.484565,0.9999902758472798
878.54483,0.9999902077479444
878.605095,0.9999901390486196
878.66536,0.9999900692493102
878.725625,0.9999900004499959
878.78589,0.9999899290507124
878.846155,0.9999898570514401
878.90642,0.9999897860521627
878.966685,0.999989713052911
879.02695,0.9999896400536646
879.087215,0.999989566054434
879.14748,0.9999894910552194
879.207745,0.9999894150560209
879.26801,0.9999893370568496
879.328275,0.9999892560577166
879.38854,0.9999891750585901
879.448805,0.999989092059492
879.50907,0.9999890060604338
879.569335,0.9999889160614273
879.6296,0.9999888250624401
879.689865,0.999988731063495
879.75013,0.9999886330646041
879.810395,0.9999885330657458
879.87066,0.9999884300669322
879.930925,0.9999883250681525
879.99119,0.9999882170694193
880.051455,0.9999881070707215
880.11172,0.9999879950720597
880.171985,0.9999878830734106
880.23225,0.9999877690747984
880.292515,0.9999876540762116
880.35278,0.9999875370776629
880.413045,0.9999874210791153
880.47331,0.9999873060805685
880.533575,0.9999871900820477
880.59384,0.9999870740835404
880.654105,0.9999869590850334
880.71437,0.9999868460865134
880.774635,0.999986734087993
880.8349,0.9999866220894851
880.895165,0.9999865110909761
880.95543,0.9999864020924524
881.015695,0.9999862920939542
881.07596,0.9999861840954405
881.136225,0.9999860760969385
881.19649,0.9999859670984621
881.256755,0.9999858610999552
881.31702,0.9999857531014881
881.377285,0.9999856441030469
881.43755,0.9999855371045887
881.497815,0.9999854301061419
881.55808,0.999985321107736
881.618345,0.9999852141093124
881.67861,0.9999851061109151
881.738875,0.9999849981125294
881.79914,0.9999848901141555
881.859405,0.9999847811158084
881.91967,0.9999846741174425
881.979935,0.9999845641191344
882.0402,0.9999844561208073
882.100465,0.9999843481224919
882.16073,0.9999842391242039
882.220995,0.9999841301259278
882.28126,0.9999840221276476
882.341525,0.999983914129379
882.40179,0.9999838071311059
882.462055,0.9999837001328443
882.52232,0.9999835931345941
882.582585,0.9999834861363553
882.64285,0.9999833791381281
882.703115,0.9999832721399122
882.76338,0.9999831651417078
882.823645,0.9999830591434979
882.88391,0.9999829541452823
882.944175,0.9999828481470947
883.00444,0.9999827421489185
883.064705,0.9999826361507533
883.12497,0.9999825321525646
883.185235,0.9999824261544218
883.2455,0.999982319156308
883.305765,0.9999822131581877
883.36603,0.9999821081600608
883.426295,0.999982001161981
883.48656,0.9999818931639307
883.546825,0.9999817851658921
883.60709,0.9999816771678651
883.667355,0.9999815681698683
883.72762,0.9999814581719019
883.787885,0.9999813491739288
883.84815,0.9999812391759865
883.908415,0.999981127178094
883.96868,0.999981015180214
884.028945,0.9999809001824038
884.08921,0.9999807871845685
884.149475,0.999980674186746
884.20974,0.9999805581889945
884.270005,0.9999804431912369
884.33027,0.9999803261935318
884.390535,0.9999802091958405
884.4508,0.999980093198143
884.511065,0.999979975200499
884.57133,0.999979856202889
884.631595,0.999979738205273
884.69186,0.9999796212076504
884.752125,0.9999795022100826
884.81239,0.9999793822125495
884.872655,0.9999792632150101
884.93292,0.9999791442174849
884.993185,0.9999790252199737
885.05345,0.999978905222498
885.113715,0.9999787852250365
885.17398,0.9999786652275895
885.234245,0.9999785462301354
885.29451,0.9999784282326739
885.354775,0.9999783112352046
885.41504,0.9999781922377927
885.475305,0.9999780762403291
885.53557,0.999977960242879
885.595835,0.9999778452454202
885.6561,0.9999777302479746
885.716365,0.9999776172504975
885.77663,0.9999775032530556
885.836895,0.9999773922555589
885.89716,0.999977283258029
885.957425,0.9999771742605111
886.01769,0.999977064263028
886.077955,0.999976956265511
886.13822,0.9999768482680055
886.198485,0.999976739270535
886.25875,0.9999766292730997
886.319015,0.9999765192756765
886.37928,0.9999764072783126
886.439545,0.999976294280985
886.49981,0.9999761772837654
886.560075,0.9999760592865835
886.62034,0.9999759372895116
886.680605,0.9999758122925273
886.74087,0.9999756852956072
886.801135,0.9999755562987521
886.8614,0.9999754113023069
886.921665,0.9999752653059076
886.98193,0.9999751193095295
887.042195,0.9999749733131728
887.10246,0.9999748203170136
887.162725,0.9999746503213085
887.22299,0.9999744803256324
887.283255,0.9999743103299852
887.34352,0.9999741323345738
887.403785,0.999973938339611
887.46405,0.9999737443446858
887.524315,0.9999735493498246
887.58458,0.9999733483551614
887.644845,0.9999731293610221
887.70511,0.9999729033671204
887.765375,0.9999726603737344
887.82564,0.9999724173804074
887.885905,0.9999721743871396
887.94617,0.9999719243941272
888.006435,0.9999716494018858
888.0667,0.9999713654099777
888.126965,0.99997109041789
888.18723,0.9999707914265787
888.247495,0.9999704824356519
888.30776,0.9999701844444925
888.368025,0.9999698684539642
888.42829,0.9999695524635357
888.488555,0.9999692294734224
888.54882,0.9999688964837244
888.609085,0.9999685724938544
888.66935,0.9999682395043752
888.729615,0.999967916514686
888.78988,0.9999675835254253
888.850145,0.9999672675357189
888.91041,0.9999669585458809
888.970675,0.9999666675555383
889.03094,0.999966375565314
889.091205,0.9999660915749037
889.15147,0.999965823584027
889.211735,0.9999655635929466
889.272,0.9999653206013442
889.332265,0.9999650926092771
889.39253,0.9999648976161031
889.452795,0.9999647036229318
889.51306,0.9999645236293013
889.573325,0.9999643776344915
889.63359,0.9999642386394527
889.693855,0.9999641316432849
889.75412,0.999964058645906
889.814385,0.9999639856485323
889.87465,0.9999639276506228
889.934915,0.9999639106512362
889.99518,0.9999639106512362
890.055445,0.999963924650731
890.11571,0.9999639736489646
890.175975,0.9999640286469846
890.23624,0.9999641096440742
890.296505,0.9999642066405976
890.35677,0.9999643176366306
890.417035,0.9999644636314317
890.4773,0.999964609626254
890.537565,0.999964762620851
890.59783,0.9999649396146296
890.658095,0.9999651346078119
890.71836,0.9999653366007895
890.778625,0.9999655545932566
890.83889,0.9999657735857371
890.899155,0.9999659925782655
890.95942,0.9999662105708756
891.019685,0.9999664365632648
891.07995,0.9999666725553716
891.140215,0.9999668915480969
891.20048,0.9999671105408702
891.260745,0.9999673285337239
891.32101,0.9999675475265929
891.381275,0.9999677665195098
891.44154,0.9999679775127308
891.501805,0.9999681725065054
891.56207,0.9999683595005712
891.622335,0.9999685294952068
891.6826,0.9999686994898712
891.742865,0.9999688694845645
891.80313,0.9999690324795035
891.863395,0.999969178474993
891.92366,0.9999693244705037
891.983925,0.9999694634662495
892.04419,0.9999695844625618
892.104455,0.9999697064588586
892.16472,0.9999698204554116
892.224985,0.9999699244522784
892.28525,0.9999700394488262
892.345515,0.9999701364459248
892.40578,0.9999702334430327
892.466045,0.9999703234403579
892.52631,0.9999704034379869
892.586575,0.9999704934353273
892.64684,0.9999705734329699
892.707105,0.9999706634303256
892.76737,0.9999707434279819
892.827635,0.9999708334253528
892.8879,0.9999709064232263
892.948165,0.9999709794211051
893.00843,0.9999710594187867
893.068695,0.9999711494161861
893.12896,0.9999712224140826
893.189225,0.9999712954119846
893.24949,0.9999713684098918
893.309755,0.9999714414078044
893.37002,0.9999715144057223
893.430285,0.9999715874036454
893.49055,0.999971660401574
893.550815,0.9999717333995078
893.61108,0.9999718063974471
893.671345,0.9999718793953916
893.73161,0.9999719513933695
893.791875,0.9999720173915205
893.85214,0.9999720733899551
893.912405,0.9999721463879191
893.97267,0.9999722193858884
894.032935,0.9999722923838631
894.0932,0.9999723653818431
894.153465,0.999972437379856
894.21373,0.9999725103778466
894.273995,0.9999725763760344
894.33426,0.9999726323745003
894.394525,0.9999727053725052
894.45479,0.9999727783705152
894.515055,0.9999728513685308
894.57532,0.9999729243665516
894.635585,0.9999729963646047
894.69585,0.9999730693626361
894.756115,0.9999731423606728
894.81638,0.9999732153587149
894.876645,0.9999732883567622
894.93691,0.999973361354815
894.997175,0.999973434352873
895.05744,0.999973514350751
895.117705,0.9999736043483713
895.17797,0.9999736773464472
895.238235,0.9999737573443445
895.2985,0.9999738473419867
895.358765,0.9999739273398978
895.41903,0.9999740243373734
895.479295,0.9999741223348325
895.53956,0.9999742123325076
895.599825,0.9999742923304478
895.66009,0.9999743963277796
895.720355,0.9999745113248418
895.78062,0.9999746083223741
895.840885,0.9999747053199158
895.90115,0.9999748093172905
895.961415,0.9999749243144003
896.02168,0.9999750283117977
896.081945,0.9999751423089576
896.14221,0.999975247306353
896.202475,0.9999753613035377
896.26274,0.9999754663009561
896.323005,0.9999755802981658
896.38327,0.9999756832956559
896.443535,0.9999757972928902
896.5038,0.9999759042903063
896.564065,0.9999760092877817
896.62433,0.999976112285316
896.684595,0.9999762162828371
896.74486,0.99997631728044
896.805125,0.9999764172780767
896.86539,0.999976516275747
896.925655,0.9999766132734738
896.98592,0.9999767092712333
897.046185,0.9999768042690251
897.10645,0.9999768992668261
897.166715,0.9999769932646589
897.22698,0.9999770852625466
897.287245,0.9999771782604199
897.34751,0.9999772702583245
897.407775,0.9999773622562376
897.46804,0.9999774552541366
897.528305,0.9999775462520891
897.58857,0.9999776372500501
897.648835,0.9999777292479969
897.7091,0.99997782224593
897.769365,0.9999779162438497
897.82963,0.9999780102417782
897.889895,0.9999781042397157
897.95016,0.9999782002376183
898.010425,0.9999782972355084
898.07069,0.9999783952333864
898.130955,0.9999784952312308
898.19122,0.9999785972290426
898.251485,0.9999787002268434
898.31175,0.9999788052246125
898.372015,0.9999789102223925
898.43228,0.9999790182201206
898.492545,0.9999791282178186
898.55281,0.9999792402154873
898.613075,0.9999793522131685
898.67334,0.9999794672108006
898.733605,0.9999795832084255
898.79387,0.9999796992060639
898.854135,0.9999798172036753
898.9144,0.9999799342013208
898.974665,0.9999800511989799
899.03493,0.999980169196633
899.095195,0.9999802871942999
899.15546,0.9999804051919807
899.215725,0.999980522189695
899.27599,0.9999806381874423
899.336255,0.9999807521852415
899.39652,0.9999808651830729
899.456785,0.9999809771809361
899.51705,0.9999810881788307
899.577315,0.9999811981767565
899.63758,0.9999813061747317
899.697845,0.9999814131727373
899.75811,0.9999815191707726
899.818375,0.9999816241688376
899.87864,0.999981728166932
899.938905,0.9999818321650371
899.99917,0.9999819341631891
900.059435,0.9999820361613517
900.1197,0.9999821381595245
900.179965,0.9999822381577433
