nu,[0]4-Methyl-1-pentanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
550.151003,0.9328685291635374
550.285606,0.9143690631723581
550.420208,0.9204754030120766
550.554811,0.920386121228221
550.689414,0.9197071268504975
550.824016,0.9319212160544558
550.958619,0.9179420653441863
551.093222,0.9213926532282571
551.227825,0.9198386543736309
551.362427,0.9214755822987999
551.49703,0.9269811945276434
551.631633,0.9313948292856502
551.766235,0.9281406455267072
551.900838,0.9286670504944263
552.035441,0.9364473300034418
552.170043,0.9267504049447015
552.304646,0.9250911553507009
552.439249,0.9279513241464571
552.573851,0.9252049485609479
552.708454,0.9313845839988772
552.843057,0.9228477586112539
552.97766,0.9337187596147739
553.112262,0.929372176347162
553.246865,0.9294009873311967
553.381468,0.9306379130175955
553.51607,0.9270238366433527
553.650673,0.9427218525860733
553.785276,0.9384093668204185
553.919878,0.9305076328295989
554.054481,0.9280162830126811
554.189084,0.9349230991259794
554.323686,0.9331922907125373
554.458289,0.9410509465514441
554.592892,0.940086863508196
554.727495,0.9396629799256865
554.862097,0.928549117267932
554.9967,0.9362675493755738
555.131303,0.9327360712371315
555.265905,0.9432395489777998
555.400508,0.9477874601663843
555.535111,0.9416148049271525
555.669713,0.9378765016480998
555.804316,0.9412259983068112
555.938919,0.9336515342842225
556.073521,0.9429236166505117
556.208124,0.9418549473192627
556.342727,0.9452233785534195
556.47733,0.9429500188814074
556.611932,0.9425352121372755
556.746535,0.940221305542054
556.881138,0.9459722919998114
557.01574,0.9462476099936086
557.150343,0.9488040331094276
557.284946,0.9488894293151792
557.419548,0.9432499246699048
557.554151,0.9404686162653462
557.688754,0.9478272680756715
557.823356,0.9527430823247504
557.957959,0.9510154219563904
558.092562,0.9454181146265285
558.227165,0.9469272597426459
558.361767,0.9465002918370019
558.49637,0.9542066659691884
558.630973,0.9593531727464885
558.765575,0.961069069563368
558.900178,0.9496298517972735
559.034781,0.9494684284438418
559.169383,0.9517498893300694
559.303986,0.9467776570545302
559.438589,0.9546752964815551
559.573191,0.953824105804574
559.707794,0.955531068875983
559.842397,0.9528945805186273
559.977,0.9458086529484815
560.111602,0.9528383613968571
560.246205,0.9554049470991118
560.380808,0.9576384242203424
560.51541,0.9634708941911834
560.650013,0.959251486699633
560.784616,0.9543679405230531
560.919218,0.9530432436686124
561.053821,0.9550066262918318
561.188424,0.9642410150579579
561.323026,0.9652366254320883
561.457629,0.958132693157659
561.592232,0.9559066663861278
561.726835,0.9572219420972357
561.861437,0.9641359185151822
561.99604,0.9607423616232136
562.130643,0.9626676944462774
562.265245,0.960098879831398
562.399848,0.9610133291738203
562.534451,0.9600403155859558
562.669053,0.958062752023941
562.803656,0.9598454471817042
562.938259,0.9654914815407286
563.072861,0.9674098855176221
563.207464,0.9633186778153116
563.342067,0.966857652150622
563.47667,0.9624010724237707
563.611272,0.965613141131796
563.745875,0.9664448920637038
563.880478,0.9730702500185191
564.01508,0.9661617651904416
564.149683,0.9661240856163557
564.284286,0.9642207662092553
564.418888,0.9638900951997657
564.553491,0.9694300087948604
564.688094,0.9729369485256273
564.822696,0.9685482287576241
564.957299,0.9670336362573814
565.091902,0.968011801642923
565.226505,0.9670452407306431
565.361107,0.9680340661704019
565.49571,0.973271696409255
565.630313,0.9695424691984579
565.764915,0.9698168885457472
565.899518,0.9687216144081245
566.034121,0.9713212703176766
