nu,[0]Propane-PNNL(x-sec)-X=0.01-T=278.12K-P=1.0atm-L=15cm
661.597232,0.9966595916197416
661.715234,0.9972259547939681
661.833237,0.9978103008965494
661.951239,0.9986282417216953
662.069241,0.9991384213721922
662.187244,0.997986030763098
662.305246,0.9979617799971984
662.423248,0.9968812733630139
662.541251,0.99817496740101
662.659253,0.9968591428443949
662.777256,0.9986659905826814
662.895258,0.9978039149310588
663.01326,0.9983697303356565
663.131263,0.9976957588488459
663.249265,0.9979533971534544
663.367267,0.9975385343868644
663.48527,0.9971945426711357
663.603272,0.9975240701829815
663.721274,0.999518296056616
663.839277,0.9990924620618813
663.957279,0.998119470415653
664.075282,0.9977755777022653
664.193284,0.9973921064780878
664.311286,0.9971352113609707
664.429289,0.9974340975696768
664.547291,0.9994974163375008
664.665293,0.9981890417672744
664.783296,0.9974626245928018
664.901298,0.9967882686789451
665.0193,0.9971791859934253
665.137303,0.9975739476334164
665.255305,0.9984358245995006
665.373307,0.9979906215093982
665.49131,0.9986607975330323
665.609312,0.9971639292685938
665.727315,0.9969622234089384
665.845317,0.996779596658731
665.963319,0.9969515559702188
666.081322,0.9982798811032023
666.199324,0.9979401244615359
666.317326,0.9992221326957531
666.435329,0.9974433737499184
666.553331,0.9963109214320405
666.671333,0.9963617345847579
666.789336,0.9970986171702213
666.907338,0.9984982287886487
667.025341,0.9990473540555401
667.143343,0.9966419509010908
667.261345,0.998132146613421
667.379348,0.9973303698174661
667.49735,0.997159840904865
667.615352,0.9973619856912983
667.733355,0.9971773910725059
667.851357,0.998688960164614
667.969359,0.9981012049964735
668.087362,0.9982330628746746
668.205364,0.9961855934014228
668.323366,0.9971962379032991
668.441369,0.9959273159641706
668.559371,0.9972315392749516
668.677374,0.997636597244505
668.795376,0.998449403419051
668.913378,0.9967100238710027
669.031381,0.9968642268389876
669.149383,0.9965899275490749
669.267385,0.9971334165192056
669.385388,0.9977096269162767
669.50339,0.9981695772707394
669.621392,0.9977170099948333
669.739395,0.9967460057523335
669.857397,0.9969279284983289
669.9754,0.9962795381323049
670.093402,0.9963999956099729
670.211404,0.9963080321345578
670.329407,0.9979304444892766
670.447409,0.9968524639105123
670.565411,0.9980611819406208
670.683414,0.9956849367542114
670.801416,0.9971945426711357
670.919418,0.9960110769735443
671.037421,0.9967880693213114
671.155423,0.9967211870857839
671.273425,0.9985789107050403
671.391428,0.9969110805587028
671.50943,0.9961689572409252
671.627433,0.9960612771968588
671.745435,0.9962697746406723
671.863437,0.9970182542603462
671.98144,0.9976201363764531
672.099442,0.9974386857770785
672.217444,0.9971060954378935
672.335447,0.9973357554160043
672.453449,0.9958894714452143
672.571451,0.9970566402020598
672.689454,0.9969799694944548
672.807456,0.9971224481119503
672.925459,0.996368410230743
673.043461,0.9971238440843548
