nu,[0]Formicacid-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
586.887338,0.758661183350336
587.02054,0.7555948191366354
587.153743,0.7542133450519377
587.286946,0.7463131460744534
587.420148,0.7702886224627895
587.553351,0.7615419648678909
587.686554,0.7767552280957948
587.819756,0.7858337680113736
587.952959,0.7786528249790852
588.086162,0.759503764810053
588.219364,0.7754901483940547
588.352567,0.7561995368467772
588.48577,0.7711980995232316
588.618972,0.7835189743950315
588.752175,0.7863368625959957
588.885378,0.7846480544607026
589.01858,0.7829080678795174
589.151783,0.8099279385713314
589.284986,0.7780457125802176
589.418188,0.7775556981520442
589.551391,0.7695341093845705
589.684594,0.7533389648102649
589.817796,0.7351211231094807
589.950999,0.7333222808394391
590.084202,0.6941966508779789
590.217404,0.6988913396336462
590.350607,0.7019381389451349
590.48381,0.6906721673449875
590.617012,0.6853881218067598
590.750215,0.7037444400649598
590.883418,0.7271590860566403
591.01662,0.7634329327717801
591.149823,0.771614658957899
591.283026,0.7587370532621035
591.416228,0.73579038780076
591.549431,0.7089998244870785
591.682634,0.7172290739058156
591.815836,0.7523602604516787
591.949039,0.7620142672847289
592.082242,0.7507444235388228
592.215444,0.7219206855013041
592.348647,0.6707290660021278
592.48185,0.7027528596329529
592.615052,0.7324794449400035
592.748255,0.7393084919583989
592.881458,0.7099647202287627
593.01466,0.6955099231995538
593.147863,0.6647993587614186
593.281066,0.7023453811545475
593.414268,0.6747318002703955
593.547471,0.6736126746132306
593.680674,0.6443778508572132
593.813876,0.6389621880411207
593.947079,0.6349684286416669
594.080282,0.7060282698571396
594.213484,0.713544839222433
594.346687,0.755254877960525
594.47989,0.7264613483017345
594.613092,0.7268973558999148
594.746295,0.6962057809936623
594.879498,0.6955099231995538
595.0127,0.7049700213371655
595.145903,0.7277701563025001
595.279106,0.6915637093618288
595.412308,0.700087466221186
595.545511,0.657125670164361
595.678714,0.6410678355305849
595.811916,0.6458487084977024
595.945119,0.6722130163992012
596.078322,0.6264602214236186
596.211524,0.6311952719828461
596.344727,0.6059910875707086
596.47793,0.5750547645640498
596.611132,0.5596632586275676
596.744335,0.5813164535078111
596.877538,0.5639723801773318
597.01074,0.5698113145843999
597.143943,0.5626486011335056
597.277146,0.6151248645470262
597.410348,0.659825416109329
597.543551,0.6991919275314552
597.676754,0.6903269175809487
597.809956,0.6890234318887148
597.943159,0.6626754009583108
598.076362,0.6656109089240475
598.209564,0.6066155799492711
598.342767,0.646417305507171
598.47597,0.6704071933060738
598.609172,0.6707558957013583
598.742375,0.6453903186623168
598.875578,0.6536651903320335
599.00878,0.6075261861030716
599.141983,0.6233419714228586
599.275186,0.6183071119857132
599.408388,0.5994995830566285
599.541591,0.569794220501375
599.674793,0.5697543363019031
599.807996,0.5376002633021354
599.941199,0.5106095861836152
600.074401,0.5102726950430396
600.207604,0.48976969919779867
600.340807,0.4576548415742246
600.474009,0.48054711560956354
600.607212,0.5158805667904175
600.740415,0.5231536877784784
600.873617,0.5653388460942395
601.00682,0.5857395746765988
601.140023,0.5685932221949107
601.273225,0.62663565484515
601.406428,0.6182947459671341
601.539631,0.6209591377116611
601.672833,0.6210336572792712
601.806036,0.6213256117021074
601.939239,0.5800795672133788
602.072441,0.6386236278078459
602.205644,0.604919432040635
602.338847,0.5852770231445159
602.472049,0.5544991528309533
602.605252,0.5436497942493784
602.738455,0.536188232244398
602.871657,0.5736648145516616
603.00486,0.49852078268895944
603.138063,0.4578883050715589
603.271265,0.4193916794022432
603.404468,0.3997083990902101
603.537671,0.4168536825214867
603.670873,0.4225109142390926
603.804076,0.38786420024170104
603.937279,0.4004044971342999
604.070481,0.4555499083534941
604.203684,0.5039591831519092
604.336887,0.5701704088153938
604.470089,0.6124793814920405
604.603292,0.5719406795847224
604.736495,0.5269392564432971
604.869697,0.4989596740616066
605.0029,0.5186116198182851
605.136103,0.5792274766895503
605.269305,0.6125038811572903
605.402508,0.5451686950566875
605.535711,0.5015208987328822
605.668913,0.515462872720253
605.802116,0.5431444349692156
605.935319,0.5606939870027446
606.068521,0.5326876761595832
606.201724,0.4827047962834121
606.334927,0.43821308126311065
606.468129,0.4241576825833241
606.601332,0.4039436059488463
606.734535,0.4321943100852759
606.867737,0.40211787980573976
607.00094,0.3243279771631299
607.134143,0.3219690036589282
607.267345,0.32624716827492173
607.400548,0.3559019526386024
607.533751,0.5186219921544044
607.666953,0.5538784614318492
607.800156,0.45399004885617844
607.933359,0.46695611401548887
608.066561,0.5516287573471432
608.199764,0.5438999306817018
608.332967,0.5567104570355933
608.466169,0.49337783444708566
608.599372,0.4009013066690001
608.732575,0.49342717469750175
608.865777,0.5454904394920461
608.99898,0.47138033759959924
609.132183,0.4194503983475898
609.265385,0.38094129389222975
609.398588,0.35568847551656013
609.531791,0.4173834230122991
