nu,[0]Methylpropionate-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
595.193704,0.9804378709639696
595.313106,0.980232000628209
595.432509,0.9814364649146929
595.551911,0.979891919131543
595.671313,0.9793570441778475
595.790716,0.9806349587826956
595.910118,0.9803192451585889
596.029521,0.9801251611629972
596.148923,0.9797096761837042
596.268325,0.9797449463669062
596.387728,0.980708509162709
596.50713,0.9796205266595364
596.626533,0.9808987850696528
596.745935,0.9800428341072442
596.865337,0.9793854459439523
596.98474,0.9789565690495252
597.104142,0.9815336319344076
597.223544,0.9799203364092465
597.342947,0.9799301356616067
597.462349,0.978850847449137
597.581752,0.9798213694531845
597.701154,0.9801202605494429
597.820556,0.9801006583402546
597.939959,0.9792042763951526
598.059361,0.9801163400762416
598.178764,0.9787891817882364
598.298166,0.9785454936224068
598.417568,0.9801016384414031
598.536971,0.979289470873105
598.656373,0.9803329697240929
598.775776,0.9796734275962884
598.895178,0.980171228128137
599.01458,0.9800418540649001
599.133983,0.9788929389405379
599.253385,0.9791768590592581
599.372787,0.9788929389405379
599.49219,0.9792101516384367
599.611592,0.9792189645694596
599.730995,0.9784251399285953
599.850397,0.9795127743280907
599.969799,0.9797400476544212
600.089202,0.9801133997316319
600.208604,0.9803388517395573
600.328007,0.9796753869451029
600.447409,0.9791494424910382
600.566811,0.9782392568114641
600.686214,0.9781336126766145
600.805616,0.9784241615039445
600.925019,0.9782783871643385
601.044421,0.9783830685521193
601.163823,0.97838209016954
601.283226,0.9785768075792234
601.402628,0.9794461697240185
601.52203,0.97915433825049
601.641433,0.9780612334673402
601.760835,0.9792042763951526
601.880238,0.9778744416109381
601.99964,0.9771559679677626
602.119042,0.9780191777385057
602.238445,0.9765864520684531
602.357847,0.9772058041929419
602.47725,0.9766167267177218
602.596652,0.9776084959330716
602.716054,0.9758562385362134
602.835457,0.9762671605056423
602.954859,0.9765581314719938
603.074261,0.9753811122506872
603.193664,0.9756942598452197
603.313066,0.9781052472131481
603.432469,0.9772927793798535
603.551871,0.977492167443738
603.671273,0.9749734881451396
603.790676,0.9767192768578153
603.910078,0.977736571034775
604.029481,0.9775283353230351
604.148883,0.9759225990166647
604.268285,0.9760260522950873
604.387688,0.9738275932413465
604.50709,0.9740194561750936
604.626493,0.9759323582914511
604.745895,0.9746313325026288
604.865297,0.9755069445301751
604.9847,0.9746293832419131
605.104102,0.974075950941884
605.223504,0.9739912100204356
605.342907,0.9747843616343042
605.462309,0.9757001140283413
605.581712,0.9741889503060297
605.701114,0.9730196516810863
605.820516,0.9747258763271829
605.939919,0.9747141796868469
606.059321,0.9734761049276441
606.178724,0.9736795826962602
606.298126,0.9739201112572405
606.417528,0.9730614924256781
606.536931,0.9726655369806597
606.656333,0.9721948807687522
606.775736,0.9736133747357331
606.895138,0.9708512645734081
607.01454,0.9718974346468146
607.133943,0.9716943293082206
607.253345,0.9736795826962602
607.372747,0.9718371788738147
607.49215,0.9727238986637116
607.611552,0.9712659065831499
607.730955,0.9707735995788834
607.850357,0.97115227511965
607.969759,0.9719878253113375
608.089162,0.9717953907735738
608.208564,0.971462122113381
608.327967,0.9717234805753667
608.447369,0.9704853226310542
608.566771,0.9711707271881713
608.686174,0.9701893697427615
608.805576,0.9703358793987933
608.924978,0.9686780229162921
609.044381,0.9696694875814453
609.163783,0.9676391888318592
609.283186,0.9718439817578769
609.402588,0.9711930643717732
609.52199,0.9698207678210599
609.641393,0.9677514414882918
609.760795,0.9687593952878089
609.880198,0.9683990838148508
609.9996,0.96950271877211
610.119002,0.9682383429088018
610.238405,0.9668083436677394
610.357807,0.9686063433947713
610.47721,0.96922935755116
610.596612,0.9670307351608243
610.716014,0.9697664593787125
610.835417,0.967088758745624
610.954819,0.9668750557449927
611.074221,0.9673044435867904
611.193624,0.9673740920140419
611.313026,0.9666556000165061
611.432429,0.96709746258362
611.551831,0.9680631076280067
611.671233,0.9655561716370858
611.790636,0.9664767852713769
611.910038,0.9651941559549048
612.029441,0.9654335537896861
612.148843,0.9654895505596964
612.268245,0.9673257245186386
612.387648,0.9655851387567396
612.50705,0.9663356899609356
612.626453,0.9666092016612747
612.745855,0.9653312232565984
612.865257,0.9653138474509625
612.98466,0.9649094656727792
613.104062,0.9652453126008095
613.223464,0.9653688719084493
613.342867,0.9664139663219723
613.462269,0.9652771662217071
613.581672,0.966405268635415
613.701074,0.9664719528995315
613.820476,0.9649519226233149
613.939879,0.9648737646830218
614.059281,0.965319639351423
614.178684,0.9658333260280983
614.298086,0.9649885914930787
614.417488,0.9654181069764003
614.536891,0.9651661657302423
614.656293,0.9672028819522928
614.775696,0.9652076687676775
614.895098,0.9654702409617819
615.0145,0.9661965476400688
615.133903,0.9649779766769538
615.253305,0.9660178178117742
615.372707,0.9667725724207958
615.49211,0.965428726633985
615.611512,0.9670558782867976
615.730915,0.966249689911588
615.850317,0.9661028311202724
615.969719,0.9650542129484044
616.089122,0.965611209907445
616.208524,0.9665280098984369
616.327927,0.9652018775390386
616.447329,0.9678791931099899
616.566731,0.9689328187405013
616.686134,0.9648409595327132
616.805536,0.9673779615181489
616.924938,0.9666150013338837
617.044341,0.9661994462340596
617.163743,0.9663434206773781
617.283146,0.9665212442260476
617.402548,0.9670558782867976
617.52195,0.9670819891480065
617.641353,0.966946607146487
617.760755,0.9672560795737214
617.880158,0.9675588781121272
617.99956,0.9672212589816311
618.118962,0.9673673204190983
618.238365,0.9667068341209987
618.357767,0.9679779218227659
618.47717,0.9669640123420619
618.596572,0.9668827907763786
618.715974,0.9673876353461331
618.835377,0.9676188686222567
618.954779,0.9685007710571382
619.074181,0.9675743591780251
619.193584,0.9657097072741359
619.312986,0.9677098290709812
619.432389,0.9690820458847825
619.551791,0.9677049905339322
619.671193,0.9671835380880931
619.790596,0.9680815010017881
619.909998,0.9685346691773389
620.029401,0.9685521029582875
620.148803,0.9681696004268423
620.268205,0.9676004840384069
620.387608,0.9692603733868524
620.50701,0.9692283883222871
620.626413,0.9686838350018658
620.745815,0.9692303267810022
620.865217,0.9691392234122101
620.98462,0.969463939438951
621.104022,0.9691624830326864
621.223424,0.9707503012920741
621.342827,0.9706474072136196
621.462229,0.9702233269649504
621.581632,0.9697926434265988
621.701034,0.9699109653465872
621.820436,0.9714864089700184
621.939839,0.9716807256828359
622.059241,0.9716700372536399
622.178644,0.9718702218996247
622.298046,0.9698459834888256
622.417448,0.972945704997568
622.536851,0.9708192270102999
622.656253,0.972986569575328
622.775656,0.9735121242098791
622.895058,0.9734984951355439
623.01446,0.9727608628741763
623.133863,0.9740632880368308
623.253265,0.9728095021332913
623.372667,0.9745738309503236
623.49207,0.9729437591081039
623.611472,0.9734517683292297
623.730875,0.9723591955878133
623.850277,0.9749598386118525
623.969679,0.9737136620780402
624.089082,0.9741236818328775
624.208484,0.972608151406869
624.327887,0.9743896539015534
624.447289,0.9737214518184958
624.566691,0.9736250581663303
624.686094,0.9738869985363773
624.805496,0.975471826912293
624.924898,0.9740418588802157
625.044301,0.974940339610071
625.163703,0.9739756262857455
625.283106,0.9736756879857188
625.402508,0.9745328997089858
625.52191,0.9740662102310783
625.641313,0.9748594229199724
625.760715,0.9753586787430918
625.880118,0.9749276654680382
625.99952,0.9746128146832311
626.118922,0.975759633550624
626.238325,0.9752240885323634
626.357727,0.974759992329881
626.47713,0.9754698759705901
626.596532,0.9750319883094157
626.715934,0.9741908986858787
626.835337,0.9754923120357512
626.954739,0.9754464649744998
627.074141,0.9759665165217568
627.193544,0.9753616048235172
627.312946,0.9761324449330809
627.432349,0.9765727799538292
627.551751,0.9771090656069659
627.671153,0.9762632554448105
627.790556,0.9780778606496398
627.909958,0.9772869156407685
628.029361,0.9777913258158725
628.148763,0.9781844769469332
628.268165,0.9770992945651651
628.387568,0.97897027453743
628.50697,0.9787490522544442
628.626373,0.9788107153871045
628.745775,0.9773680338211246
628.865177,0.9784261183542243
628.98458,0.9797508248542199
629.103982,0.9796910618766932
629.223384,0.9802123961842415
629.342787,0.9804388514023308
629.462189,0.9813932826602533
629.581592,0.9817201410422793
629.700994,0.9816897081896186
629.820396,0.9822248749002641
629.939799,0.9816308085741334
630.059201,0.9817800277974104
630.178604,0.9817859184952492
630.298006,0.9819469445896613
630.417408,0.9820490723824518
630.536811,0.9829981901364422
630.656213,0.9837750655320272
630.775616,0.982832077479224
630.895018,0.9843674764192635
631.01442,0.9827907993988156
631.133823,0.9839944718345344
631.253225,0.9848745562314636
631.372627,0.9836058707719222
631.49203,0.9840899239276539
631.611432,0.9850479094079924
631.730835,0.9845939069773559
631.850237,0.9855573108460816
631.969639,0.9860965581658107
632.089042,0.985746556016719
632.208444,0.9861567118905288
632.327847,0.9855356288237461
632.447249,0.9857071269430651
632.566651,0.9864664137187048
632.686054,0.986815684646468
632.805456,0.9873013174191799
632.924858,0.9873605572754031
633.044261,0.9879689587470994
633.163663,0.9875778004938814
633.283066,0.9879156098637599
633.402468,0.9879719226584216
633.52187,0.9881418684440374
633.641273,0.9882476052807808
633.760675,0.9884057375478698
633.880078,0.9883138200885059
633.99948,0.9893174678809852
634.118882,0.9890751147908202
634.238285,0.9896687379288274
634.357687,0.9887576726311648
634.47709,0.9898538232877617
634.596492,0.9900960701560159
634.715894,0.9899419241984667
634.835297,0.9901462692993103
634.954699,0.9899508337158773
635.074101,0.9898270975953315
635.193504,0.9902762840397502
635.312906,0.9904741610085522
635.432309,0.9899260852543914
635.551711,0.9911041047180059
635.671113,0.9900141925966977
635.790516,0.9914981469103287
635.909918,0.990053397934985
636.029321,0.9915157957344177
636.148723,0.9917527963300413
636.268125,0.9919364859570561
636.387528,0.9916293307927874
636.50693,0.991891453062848
636.626333,0.9928828477436498
636.745735,0.9927062295956862
636.865137,0.9916929954394376
636.98454,0.9912273066150616
637.103942,0.9921665427021981
637.223344,0.9921205072426477
637.342747,0.9924207683353514
637.462149,0.9927558661480695
637.581552,0.992547310050177
637.700954,0.9919241860208899
637.820356,0.9931535445022366
637.939759,0.9927854507136885
638.059161,0.992479620631867
638.178564,0.9922026582216509
638.297966,0.9932888212271337
638.417368,0.9927189363167479
638.536771,0.9924892477308785
638.656173,0.993361433293904
638.775576,0.9928044130968874
638.894978,0.992957018862633
639.01438,0.9931882061657822
639.133783,0.9930360613871853
639.253185,0.993096638434511
639.372587,0.9936955569236601
639.49199,0.9938666860323557
639.611392,0.9935172045787941
639.730795,0.9930963405055642
639.850197,0.9931699316709146
639.969599,0.9932177042935504
640.089002,0.992985914332309
640.208404,0.9945512983173155
640.327807,0.9928364811973275
640.447209,0.9941574345579192
640.566611,0.9931760893435798
640.686014,0.9940968922136876
640.805416,0.9939154860846714
640.924818,0.9940290971174777
641.044221,0.9932255507444078
641.163623,0.9934067316080559
641.283026,0.9937571679581116
641.402428,0.9938723510886115
641.52183,0.9937552798212863
641.641233,0.9937560748258282
641.760635,0.9943371944718937
641.880038,0.9948416502160923
641.99944,0.99449252207244
642.118842,0.9939054475889564
642.238245,0.9942259343649514
642.357647,0.9930906798725562
642.47705,0.9947301347176635
642.596452,0.9933369969032139
642.715854,0.9938013911360443
642.835257,0.9936193433972701
642.954659,0.9947660451237057
643.074061,0.9942172846369488
643.193464,0.9946146532528515
643.312866,0.9938953098050938
643.432269,0.9942005819268701
643.551671,0.9930812455559104
643.671073,0.9936672370038485
643.790476,0.9934742855626137
643.909878,0.9940757181753878
644.029281,0.9934456739151992
644.148683,0.9926210590550554
644.268085,0.9936050353817432
644.387488,0.9935214767119589
644.50689,0.9935761218959068
644.626293,0.9930064693534794
644.745695,0.9931485787469285
644.865097,0.9928795712356585
644.9845,0.9932501830435054
645.103902,0.9928564374111588
645.223304,0.9938834825212796
645.342707,0.9934761731655495
645.462109,0.9936804528659859
645.581512,0.9933159383821006
645.700914,0.9932858413651398
645.820316,0.9935574428403988
645.939719,0.9932678630541153
646.059121,0.9931875109342813
646.178524,0.9933955061754126
646.297926,0.9925984275529091
646.417328,0.9928733161140634
646.536731,0.9938208698342011
646.656133,0.993015207848859
646.775536,0.9931566232829967
646.894938,0.9926085521085052
647.01434,0.9925417518008038
647.133743,0.9929018119871497
647.253145,0.9931941653128966
647.372547,0.9925032419279304
647.49195,0.9929422239132746
647.611352,0.9921162411336386
647.730755,0.9925040359308416
647.850157,0.9918663585265327
647.969559,0.9918072450531635
648.088962,0.9925405607514164
648.208364,0.9916277441871274
648.327767,0.9915048891206512
648.447169,0.9922273643754309
648.566571,0.9920243754231577
648.685974,0.9909023364629908
648.805376,0.9912966949550883
648.924778,0.9907131912614439
649.044181,0.9915901622078057
649.163583,0.9904987250723384
649.282986,0.9920368750090353
649.402388,0.9904488051945862
649.52179,0.9913035349258813
649.641193,0.9907353834854801
649.760595,0.9911884512662121
649.879998,0.990676139280967
649.9994,0.9907845251792049
650.118802,0.9905003098715663
650.238205,0.9905004089216023
650.357607,0.9906380980476149
650.47701,0.990599166735367
650.596412,0.9899874625743545
650.715814,0.9906714831140544
650.835217,0.9897043666447058
650.954619,0.989820168829899
