nu,[0]Furan-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
563.090262,0.9328153571727912
563.209264,0.9267448444589533
563.328267,0.9275292023339652
563.447269,0.9322166819088087
563.566271,0.9254307261121378
563.685274,0.9365690760696651
563.804276,0.9259676316208292
563.923278,0.9382808135432646
564.042281,0.935283113817524
564.161283,0.9465239546400817
564.280286,0.9251947713624884
564.399288,0.9289447634585434
564.51829,0.9218986366746268
564.637293,0.9350539975225309
564.756295,0.9310698292060422
564.875298,0.9233877824916258
564.9943,0.913266085494044
565.113302,0.9273873012217201
565.232305,0.9219751574370385
565.351307,0.9314106631323353
565.470309,0.9402626761896454
565.589312,0.9215391663076016
565.708314,0.9305541593743943
565.827317,0.8957355989612434
565.946319,0.9354056439309814
566.065321,0.9260982022619016
566.184324,0.9413954342352825
566.303326,0.9373579993217951
566.422328,0.9164149634704872
566.541331,0.9218331841950134
566.660333,0.9384027979778418
566.779336,0.9340297397370423
566.898338,0.9233369975601872
567.01734,0.9390599098987665
567.136343,0.9420838458815102
567.255345,0.9396150583357212
567.374347,0.9408072459168817
567.49335,0.928087743017648
567.612352,0.938226394834237
567.731355,0.918107309787502
567.850357,0.9249144798130798
567.969359,0.9241277124077713
568.088362,0.9263408717792129
568.207364,0.9282297513056866
568.326367,0.9340278716794309
568.445369,0.9273298049914459
568.564371,0.9194809067235087
568.683374,0.9295125221416312
568.802376,0.935714378731919
568.921378,0.9307654191456491
569.040381,0.929784909213376
569.159383,0.9184498276896703
569.278386,0.9418643659158288
569.397388,0.9272667487086443
569.51639,0.927375245265168
569.635393,0.9221853917387338
569.754395,0.9260278214730335
569.873397,0.9289679873679275
569.9924,0.9242570993443826
570.111402,0.933250150428194
570.230405,0.9215935387223841
570.349407,0.9139933347048834
570.468409,0.9151914505678965
570.587412,0.9101216564501334
570.706414,0.9196482674778991
570.825417,0.9120321840517854
570.944419,0.9221088535275992
571.063421,0.9191664980203621
571.182424,0.9054574440019633
571.301426,0.8985346582919619
571.420428,0.9234228718940548
571.539431,0.913604056466451
571.658433,0.9266262287104324
571.777436,0.9196510264268399
571.896438,0.9170218310273031
572.01544,0.9118160580361097
572.134443,0.9121170069891077
572.253445,0.916837528162325
572.372447,0.918790635791737
