nu,[0]HFE-263fb1-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
784.925828,0.9976771021125964
785.166882,1.0
785.407936,0.9963853486376929
785.64899,1.0
785.890044,1.0
786.131098,0.9985841033288768
786.372152,0.9999355590764055
786.613206,0.9987901324805698
786.85426,1.0
787.095314,0.996498743742427
787.336368,1.0
787.577422,0.9993925845515003
787.818476,1.0
788.05953,1.0
788.300584,1.0
788.541638,1.0
788.782692,1.0
789.023746,0.9998194363035868
789.2648,0.9990190614350987
789.505854,0.9959915553477482
789.746908,0.997496239649661
789.987962,0.9990539377992967
790.229016,0.9975820280151177
790.47007,0.9999648956161733
790.711124,0.999445523778787
790.952178,0.9932201873409149
791.193232,1.0
791.434286,1.0
791.67534,1.0
791.916394,0.9975561909751833
792.157448,1.0
792.398502,1.0
792.639556,1.0
792.88061,1.0
793.121664,0.9983888992184995
793.362718,1.0
793.603772,1.0
793.844826,1.0
794.08588,1.0
794.326934,0.9974299083552643
794.567988,1.0
794.809042,1.0
795.050096,0.9990549168726355
795.29115,0.9982390522910201
795.532204,0.9998552704743284
795.773258,1.0
796.014312,1.0
796.255366,1.0
796.49642,0.9979511018632806
796.737474,1.0
796.978528,1.0
797.219582,0.9999264567044408
797.460636,0.9975473127645917
797.70169,0.9969519547509209
797.942744,0.9988392741639635
798.183798,1.0
798.424852,0.9962641955455559
798.665906,0.9949560635845097
798.90696,0.9993179726864333
799.148014,1.0
799.389068,0.9991262419490694
799.630122,0.9987737524567137
799.871176,0.9985313794801429
800.11223,0.9991065293827808
800.353284,0.9992044466205267
800.594338,1.0
800.835392,0.9988922140483887
801.076446,1.0
801.3175,0.9927760192967061
801.558554,0.9957864022188443
801.799608,0.9962451670811434
802.040662,0.9967336461784917
802.281716,0.9987764491494859
802.52277,0.995712716751476
802.763824,0.9913098792888068
803.004878,0.9977956331929342
803.245932,0.9878662153181407
803.486986,0.990249348891144
803.72804,0.9872924317473087
803.969094,1.0
804.210148,0.9964875830189972
804.451202,0.9963072350884509
804.692256,0.9971305248364907
804.93331,0.9967169011938941
805.174364,0.9972487915298126
805.415418,0.996909684884167
805.656472,0.9921815245301054
805.897526,0.988299983791879
806.13858,0.9937258651003436
806.379634,0.9930801531671412
806.620688,0.99377445948327
806.861742,0.9850016132442185
807.102796,0.9875481736042722
807.34385,0.9907191355584243
807.584904,0.986608475110455
807.825958,0.9894747818645085
808.067012,0.9815915441270846
808.308066,0.9891750164223615
808.54912,0.985655871505117
808.790174,0.9855632242076867
809.031228,0.9809429265081558
809.272282,0.9828595971626671
809.513336,0.9776818193198593
809.75439,0.9794167867796731
809.995444,0.9808311053884589
810.236498,0.9765561783576839
810.477552,0.9808389520686887
810.718606,0.9749783630247676
810.95966,0.970755155055715
811.200714,0.9797135950302466
811.441768,0.9744793018734558
811.682822,0.9761910146368504
811.923876,0.9718109396242166
812.16493,0.9698052508129111
812.405984,0.9709289357813808
812.647038,0.9645814522198973
812.888092,0.9685433860285872
813.129146,0.9608816793659413
813.3702,0.9630451341558502
813.611254,0.9611344244821404
813.852308,0.9648795539429775
814.093362,0.9609181935635225
814.334416,0.9602880379421869
814.57547,0.9561399360704702
814.816524,0.9548041863464503
815.057578,0.9491276304549298
815.298632,0.9487195933081078
815.539686,0.9462154381217938
815.78074,0.9479049930983361
816.021794,0.9465826409445259
816.262848,0.945057033877555
816.503902,0.9434763318195968
816.744956,0.9390167141364213
816.98601,0.9352307394296469
817.227064,0.9352232576136587
817.468118,0.9263695887913493
817.709172,0.9333808145955323
817.950226,0.928384778618575
818.19128,0.9264724215228163
818.432334,0.9201762971134391
818.673388,0.9214884830472571
818.914442,0.9178466043334491
819.155496,0.9143617482491125
819.39655,0.9103974650949374
819.637604,0.9123970698977102
819.878658,0.9076068306926905
820.119712,0.902993431209224
820.360766,0.9062709099782352
820.60182,0.9024427731839592
820.842874,0.9006216787067822
821.083928,0.8962015025971503
821.324982,0.8931060036994294
821.566036,0.8939816765926896
821.80709,0.8896118811195236
822.048144,0.883865833430936
822.289198,0.8859542201248422
822.530252,0.8812798967861684
822.771306,0.8767705073888842
823.01236,0.8756839857423625
823.253414,0.8745288454415074
823.494468,0.8736023360020946
823.735522,0.8744851200923782
823.976576,0.8680030938368247
824.21763,0.8636393640800135
824.458684,0.8654895312919761
824.699738,0.8592717936508253
824.940792,0.8630954426338888
825.181846,0.8616380431852448
825.4229,0.8596585529722889
825.663954,0.854199932154972
825.905008,0.8554479749054321
826.146062,0.8499990900735958
826.387116,0.854541680472941
826.62817,0.8502626306381955
826.869224,0.8459627086139428
827.110278,0.8452608508770466
827.351332,0.8435720185705431
827.592386,0.840145657828846
827.83344,0.838735398073581
828.074494,0.8378970819034521
828.315548,0.8362062381251665
828.556602,0.832768155737091
828.797656,0.8339598660696054
829.03871,0.8295183896810265
829.279764,0.8292612788344657
829.520818,0.8255957764515982
829.761872,0.8208786401544534
830.002926,0.8088514504363247
830.24398,0.8042621546119141
830.485034,0.8042460695296733
830.726088,0.8076633122996676
830.967142,0.8212891821014645
831.208196,0.8225055900107926
831.44925,0.8244242624208522
831.690304,0.8237073252254469
831.931358,0.8213713151262575
832.172412,0.8231885530409513
832.413466,0.8249273146362558
832.65452,0.8239544744935511
832.895574,0.8274554583061474
833.136628,0.8256453136842874
833.377682,0.8264300494227446
833.618736,0.8283661601044442
833.85979,0.8223739996439009
834.100844,0.8286644256066509
834.341898,0.8259178215991362
834.582952,0.8254141653587316
834.824006,0.8261656341156348
835.06506,0.8269508643933707
835.306114,0.822069777548591
835.547168,0.8254306738071227
835.788222,0.8220533363174529
836.029276,0.8506538414198705
836.27033,0.8275630345080288
836.511384,0.827968639760109
836.752438,0.8248118328961171
836.993492,0.8266366827631916
837.234546,0.828200503438642
837.4756,0.830414753491213
837.716654,0.8324767378836821
837.957708,0.8319108461269243
838.198762,0.8315532013622249
838.439816,0.8362731373001477
838.68087,0.8360055727088296
838.921924,0.8406667096460722
839.162978,0.8425182123134549
839.404032,0.8484619832219062
839.645086,0.8424171161938658
839.88614,0.84358889017963
840.127194,0.8473342788738456
840.368248,0.8483177569443394
840.609302,0.8513942322852321
840.850356,0.8508324974847989
841.09141,0.8528001923665927
841.332464,0.8565265186937082
841.573518,0.8559613977018116
841.814572,0.8582841990638554
842.055626,0.8620344878603947
842.29668,0.8609490084013588
842.537734,0.8580439131297183
842.778788,0.8639416907615246
843.019842,0.8646936470860586
843.260896,0.8633457766089246
843.50195,0.8681767118168113
843.743004,0.8672656046843562
843.984058,0.8693843165370829
844.225112,0.8730521398603955
844.466166,0.873689700603852
844.70722,0.8690018715818668
844.948274,0.8745638272949575
845.189328,0.8790882395887559
845.430382,0.8820381234881544
845.671436,0.8787278872877942
845.91249,0.8769195710451921
846.153544,0.8768669574493531
846.394598,0.8785433738060574
846.635652,0.8809098369475242
846.876706,0.8826734196162271
847.11776,0.886991393190316
847.358814,0.8863175358297234
847.599868,0.8867342029806736
847.840922,0.8857859048134793
848.081976,0.8902259251383203
848.32303,0.8862554957736426
848.564084,0.8908671186063689
848.805138,0.8876746395791741
849.046192,0.8936420280928864
849.287246,0.8940442575003572
849.5283,0.8973493750020909
849.769354,0.8960670824535235
850.010408,0.8987143831955116
850.251462,0.8971878666507782
850.492516,0.8962015025971503
850.73357,0.9020908891242692
850.974624,0.9082169474591896
851.215678,0.9030295516688768
851.456732,0.9065473647629901
851.697786,0.9028309070192223
851.93884,0.9037341894922045
852.179894,0.90829051601142
852.420948,0.9059727958913086
852.662002,0.9070606158077897
852.903056,0.9055253558569262
853.14411,0.9079908295921151
853.385164,0.9059691720073728
853.626218,0.9102044812893434
853.867272,0.9123806468982595
854.108326,0.9080198857635582
854.34938,0.9115525812695638
854.590434,0.9139741410463887
854.831488,0.911321987637827
855.072542,0.9175988192027771
855.313596,0.914336146478588
855.55465,0.9185655596589202
855.795704,0.9177832751026337
856.036758,0.9205195868918259
856.277812,0.9193200116435623
856.518866,0.9209385186035987
856.75992,0.9180898659143334
857.000974,0.9177401403023796
857.242028,0.9256908086860657
857.483082,0.9289280426032892
857.724136,0.9262954821885497
857.96519,0.930280616664287
858.206244,0.9249727512608393
858.447298,0.9283225789221207
858.688352,0.928409845345997
858.929406,0.9254501603614451
859.17046,0.9243217996058195
859.411514,0.9308007889035979
859.652568,0.9308035813101532
859.893622,0.9298648741540115
860.134676,0.9331801592916124
860.37573,0.9269756326571618
860.616784,0.9316332968844976
860.857838,0.929973674708996
861.098892,0.9340353439322933
861.339946,0.9340484205186442
861.581,0.9342810275337249
861.822054,0.9374292412369021
862.063108,0.9389040388913749
862.304162,0.9410048361847763
862.545216,0.9435121846014044
862.78627,0.9453519376747249
863.027324,0.947817789850382
863.268378,0.9494437425856198
863.509432,0.9500278300758035
863.750486,0.9501114362034658
863.99154,0.9524696842946172
864.232594,0.9538737059476684
864.473648,0.9542705999575729
864.714702,0.9584268850506034
864.955756,0.9615612629177311
865.19681,0.9636934816756062
865.437864,0.9646557278512934
865.678918,0.9623250457421427
865.919972,0.9627062019241998
866.161026,0.9648004370633907
866.40208,0.9689347566080766
866.643134,0.9694067427538429
866.884188,0.9703193838290562
867.125242,0.9697645198477333
867.366296,0.9693805691251342
867.60735,0.9701835486240065
867.848404,0.9701010865270622
868.089458,0.9641359185151822
868.330512,0.9816072497174351
868.571566,0.9813324381629273
868.81262,0.9792679267417321
869.053674,0.9807644111409226
869.294728,0.9822111238482731
869.535782,0.978971253508194
869.776836,0.9820176473149392
870.01789,0.9807791227174263
870.258944,0.9762925437817966
870.499998,0.985086327025598
870.741052,0.9836825950220492
870.982106,0.9793746727632995
871.22316,0.9806810497088867
871.464214,0.9812745412570512
871.705268,0.9884828362022069
871.946322,0.9806859531263937
872.187376,0.9852429682042387
872.42843,0.9842031007764497
872.669484,0.9853493801909486
872.910538,0.9850892822890119
873.151592,0.986876869115615
873.392646,0.9841784960064912
873.6337,0.9866272208495661
873.874754,0.9888970972922133
874.115808,0.988755695117797
874.356862,0.9883671904757781
874.597916,0.9895470161601043
874.83897,0.986661753406612
875.080024,0.9895034770492608
875.321078,0.986190241788738
875.562132,0.9851572557945488
875.803186,0.985742613038381
876.04424,0.9857692284482394
876.285294,0.9881092603004161
876.526348,0.9851592261110307
876.767402,0.9828723744204823
877.008456,0.9849454697523683
877.24951,0.9825353070064222
877.490564,0.9882377228541402
877.731618,0.9858037309750258
877.972672,0.991489223467162
878.213726,0.984995703252269
878.45478,0.9869804966272213
878.695834,0.9825736266306233
878.936888,0.9841952271831379
879.177942,0.9902201369662297
879.418996,0.9876103910990398
879.66005,0.9894787397715518
879.901104,0.9907441019952161
880.142158,0.9830090031760053
880.383212,0.9901705281800782
880.624266,0.9865492803778081
880.86532,0.9895549325678993
881.106374,0.9909005528403904
881.347428,0.9886419947507549
881.588482,0.9852449386921456
881.829536,0.9923950649703115
882.07059,0.9905952043466248
882.311644,0.9894846766618011
882.552698,0.9870130675210268
882.793752,0.989225465634643
883.034806,0.9897231712063148
883.27586,0.9874267126489208
883.516914,0.9871443489890313
883.757968,0.9898449146434412
883.999022,0.9903806646608501
884.240076,0.9854154008110875
884.48113,0.9900389432608946
884.722184,0.9886924167782379
884.963238,0.988481847719865
885.204292,0.9907795712689638
885.445346,0.9885431354943249
885.6864,0.983662921566884
885.927454,0.9895005085432824
886.168508,0.9924916297079315
886.409562,0.9886182676276074
886.650616,0.9894480664060585
886.89167,0.9892719603241446
887.132724,0.9882604525831568
887.373778,0.9836993177683075
887.614832,0.9819557821519316
887.855886,0.9885075485820155
888.09694,0.9907294390910123
888.337994,0.9943285437759324
888.579048,0.9930372530311738
888.820102,0.9899706329305431
889.061156,0.9881596551577494
889.30221,0.9899072768374522
889.543264,0.9901511210279166
889.784318,0.9868245660275959
890.025372,0.9885984954599772
890.266426,0.9881487854613261
890.50748,0.9954479919368157
890.748534,0.9868857510474057
890.989588,0.99191813530181
891.230642,0.9855937771412052
891.471696,0.9881527380643731
891.71275,0.9921734878923051
891.953804,0.9936261993943928
892.194858,0.9887804143191636
892.435912,0.9869469398608043
892.676966,0.9865946626884906
892.91802,0.9875264477834378
893.159074,0.9901245853334529
893.400128,0.9915694381899823
893.641182,0.9916548159940721
893.882236,0.9900438934679864
894.12329,0.9936026507325199
894.364344,0.9913218742109153
894.605398,0.988477893800382
894.846452,0.9880430591977377
895.087506,0.9910924097585707
895.32856,0.9841794801854793
895.569614,0.9910954821498031
895.810668,0.9869370704407529
896.051722,0.9913672777924882
896.292776,0.988584655177923
896.53383,0.9909844856717211
896.774884,0.986765358329883
897.015938,0.9914522416088426
897.256992,0.9910035127565054
897.498046,0.9889188532676686
897.7391,0.9899300449666519
897.980154,0.9901899357126237
898.221208,0.9862730852484249
898.462262,0.9873664814565192
898.703316,0.9912870794237826
898.94437,0.9900042925042722
899.185424,0.990277967510864
899.426478,0.9881922649644285
899.667532,0.9878889365023856
899.908586,0.9956844389118674
900.14964,0.9894450980663118
900.390694,0.9844787162290298
900.631748,0.9916533285129638
900.872802,0.9899132162989316
901.113856,0.9923613241117004
901.35491,0.9833462330957196
901.595964,0.990027062864858
901.837018,0.993447859498086
902.078072,0.992999716932446
902.319126,0.9852094705127837
902.56018,0.989195789315821
902.801234,0.9911536611621427
903.042288,0.9883810277133053
903.283342,0.9903028237997936
903.524396,0.9840692582562418
903.76545,0.9850183584139772
904.006504,0.9898261077687288
904.247558,0.9851533151734069
904.488612,0.9875422483330064
904.729666,0.9894886346084236
904.97072,0.9838065468378224
905.211774,0.9869903664815368
905.452828,0.9838803350958604
905.693882,0.988545112582573
905.934936,0.9891888649695311
906.17599,0.9889930249630675
906.417044,0.9862306764175557
906.658098,0.9774198356996547
906.899152,0.9860709199885961
907.140206,0.985416386226981
907.38126,0.9865147517572492
907.622314,0.9845505857985218
907.863368,0.9823623960090032
908.104422,0.9843074318345804
908.345476,0.9806192687488756
908.58653,0.9817466478439276
908.827584,0.9810066898706657
909.068638,0.9845919377915112
909.309692,0.9832852675192201
909.550746,0.9815395211538669
909.7918,0.9830679854856474
910.032854,0.9816563313069504
910.273908,0.9788988123157917
910.514962,0.983564560192878
910.756016,0.9782695826984741
910.99707,0.9812382347706987
911.238124,0.9834268707929339
911.479178,0.9801320220631384
911.720232,0.9797273111165894
911.961286,0.9789262218662684
912.20234,0.9797635616977323
912.443394,0.9763950598808948
912.684448,0.9746790906079854
912.925502,0.9809988418485389
913.166556,0.9744724805422174
913.40761,0.9763970126729673
913.648664,0.973478051881801
913.889718,0.9759313823595808
914.130772,0.9740184821561243
914.371826,0.971992685262614
914.61288,0.9735880611170684
914.853934,0.9741353713871966
915.094988,0.9757576820333085
915.336042,0.9816651662536894
915.577096,0.971841066230305
915.81815,0.9706716737021298
916.059204,0.9723105788434626
916.300258,0.9700826547815203
916.541312,0.9642159451174771
916.782366,0.9691605447096587
917.02342,0.9709483545542835
917.264474,0.9734673436821255
917.505528,0.9660545271863248
917.746582,0.9697490037395449
917.987636,0.9628650615530762
918.22869,0.9663250603268091
918.469744,0.9695347128897296
918.710798,0.9688998755847009
918.951852,0.9605876945540255
919.192906,0.9636318072663811
919.43396,0.9642130524739807
919.675014,0.9652964719580883
919.916068,0.9623654642428464
920.157122,0.968613123662906
920.398176,0.9602496271888894
920.63923,0.9645563734281654
920.880284,0.9599299172976867
921.121338,0.9620806462205774
921.362392,0.9649461329291482
921.603446,0.9634525884180991
921.8445,0.9613333999012537
922.085554,0.9598128129912843
922.326608,0.9563608299079585
922.567662,0.9572382150085706
922.808716,0.9647406212906008
923.04977,0.9557441760649108
923.290824,0.9582323441395086
923.531878,0.956215474109133
923.772932,0.9571731250230348
924.013986,0.9564096055540521
924.25504,0.954497743389359
924.496094,0.9541265159755937
924.737148,0.95694343103741
924.978202,0.9530508680450592
925.219256,0.9573588346225379
925.46031,0.9550285916968376
925.701364,0.9548901225902945
925.942418,0.9548280567494878
926.183472,0.9514111266727987
926.424526,0.9504240742921224
926.66558,0.9511048216077721
926.906634,0.9517755869239973
927.147688,0.9545846066362252
927.388742,0.9510525122811033
927.629796,0.9504792004870755
927.87085,0.9508917979872682
928.111904,0.9476945815464147
928.352958,0.9502767699769864
928.594012,0.9502397099056334
928.835066,0.9498786874144869
929.07612,0.9535217914823856
929.317174,0.9485858332757553
929.558228,0.9508337953566892
929.799282,0.9448935531521847
930.040336,0.9481922518287448
930.28139,0.9452914370867532
930.522444,0.9422100935752649
930.763498,0.9485071039189069
931.004552,0.9468410932826428
931.245606,0.9518774323604319
931.48666,0.945662063968214
931.727714,0.9466593172437906
931.968768,0.9457717671302946
932.209822,0.9433036914479496
932.450876,0.9194432087791462
932.69193,0.952725933103612
932.932984,0.950191248916194
933.174038,0.9502967259986934
933.415092,0.9508204837767354
933.656146,0.951732757986244
933.8972,0.9464056465401619
934.138254,0.9499765299580951
934.379308,0.9484824430547977
934.620362,0.9462409862835217
934.861416,0.9477523926791106
935.10247,0.9484558859181937
935.343524,0.9494361470660613
935.584578,0.9455788493680809
935.825632,0.9459249945676571
936.066686,0.9476794185544142
936.30774,0.9545168335351276
936.548794,0.9458464860512564
936.789848,0.9530985217797949
937.030902,0.9509336381468564
937.271956,0.9500601315711484
937.51301,0.9493630432972684
937.754064,0.9494086138170305
937.995118,0.952409680594643
938.236172,0.9500667820153459
938.477226,0.9540263379508547
938.71828,0.9485403022485114
938.959334,0.9492671624719585
939.200388,0.9503746535252102
939.441442,0.9532395907998683
939.682496,0.9530499149946677
939.92355,0.9498986350763723
940.164604,0.9541427362642374
940.405658,0.9575072367427716
940.646712,0.9552836183753672
940.887766,0.9524896863680083
941.12882,0.9525325493683052
941.369874,0.9541045713180909
941.610928,0.949828345178135
941.851982,0.9542352925985647
942.093036,0.9554374314195435
942.33409,0.9562718924864312
942.575144,0.9534950932460012
942.816198,0.9526468601327381
943.057252,0.9579276746990808
943.298306,0.9489463643889732
943.53936,0.9490403147295128
943.780414,0.9503499441054425
944.021468,0.9534931862577217
944.262522,0.9534293043543101
944.503576,0.9531166308237441
944.74463,0.9529555677233502
944.985684,0.959229424169159
945.226738,0.9593608476025699
945.467792,0.9501418402558867
945.708846,0.9511609384476775
945.9499,0.9496830325580217
946.190954,0.9484530405548041
946.432008,0.9490763789466883
946.673062,0.9500696322199673
946.914116,0.9487480553228351
947.15517,0.9487622866503997
947.396224,0.945072154911065
947.637278,0.9443494511819798
947.878332,0.9469537740771177
948.119386,0.9439944425341436
948.36044,0.9417711259590571
948.601494,0.94044792618338
948.842548,0.9395849911349322
949.083602,0.9401978003032321
949.324656,0.9397325175590617
949.56571,0.9322110886254972
949.806764,0.9327183494201358
950.047818,0.9330327284737856
950.288872,0.9343034505474608
950.529926,0.9272500580573839
950.77098,0.9282575986159334
951.012034,0.9239927996106336
951.253088,0.9221438943298043
951.494142,0.9222665476240134
951.735196,0.9150157506771168
951.97625,0.9178273297571419
952.217304,0.9135282304765864
952.458358,0.9096603417234781
952.699412,0.9073527363549639
952.940466,0.9024066761949764
953.18152,0.8980495805592594
953.422574,0.8955206482126143
953.663628,0.8936509645578495
953.904682,0.8881185878767892
954.145736,0.8829117736158655
954.38679,0.8804342740491112
954.627844,0.8738032876479285
954.868898,0.8694973438448486
955.109952,0.8645985360160838
955.351006,0.8560983624823342
955.59206,0.8564751286443035
955.833114,0.8479191412805944
956.074168,0.8459373301133639
956.315222,0.8373358788825825
956.556276,0.8332179719806442
956.79733,0.8231227005908411
957.038384,0.8167681553299392
957.279438,0.8140691221000319
957.520492,0.8040450331428862
957.761546,0.7988596545668504
958.0026,0.7924625736691001
958.243654,0.7824384639340615
958.484708,0.7761651183925332
958.725762,0.7659334445705918
958.966816,0.758312279460042
959.20787,0.7505492553616652
959.448924,0.741967379291626
959.689978,0.7333002815010057
959.931032,0.7274718316991388
960.172086,0.7172434186307404
960.41314,0.7097801533962311
960.654194,0.6984791153613806
960.895248,0.6921656315871754
961.136302,0.6822903353986349
961.377356,0.6698844795801497
961.61841,0.6599705936698191
961.859464,0.6562391490460343
962.100518,0.6442361033228251
962.341572,0.6359025186196977
962.582626,0.6265917918845324
962.82368,0.6169051466741498
963.064734,0.6072589333810968
963.305788,0.596843705319508
963.546842,0.5883166238936993
963.787896,0.5807121986631457
964.02895,0.5741067065654586
964.270004,0.5573287487313108
964.511058,0.5525894269250832
964.752112,0.5328208647265004
964.993166,0.5279677904881385
965.23422,0.5201489843900323
965.475274,0.5127278917373367
965.716328,0.4992042242117905
965.957382,0.4962973678247127
966.198436,0.4858866075999633
966.43949,0.4740464340283053
966.680544,0.4679939081138304
966.921598,0.4585481391974133
967.162652,0.44991797077534335
967.403706,0.43962640160937966
967.64476,0.4343910993926169
967.885814,0.4257725480783603
968.126868,0.4184700318915512
968.367922,0.4094051608286037
968.608976,0.40100154452487724
968.85003,0.39562044483308634
969.091084,0.3867139525303528
969.332138,0.3775508565610035
969.573192,0.3695460198760047
969.814246,0.36327324021856267
970.0553,0.35472941195110985
970.296354,0.34888950901015336
970.537408,0.342015233675746
970.778462,0.3335708474686414
971.019516,0.32949305587371386
971.26057,0.3229363609803692
971.501624,0.31714379372136836
971.742678,0.30863374387650755
971.983732,0.30483031544319683
972.224786,0.2987345179024321
972.46584,0.29276062013926646
972.706894,0.28750932054018974
972.947948,0.2821828539257048
973.189002,0.2772044384694566
973.430056,0.2706307319591961
973.67111,0.26521883535063967
973.912164,0.26155779670344703
974.153218,0.25781835304263834
974.394272,0.2548449392889201
974.635326,0.24979867138994005
974.87638,0.24465652276103175
975.117434,0.24137585404261194
975.358488,0.24014797095031543
975.599542,0.23553400053548756
975.840596,0.23344704864225005
976.08165,0.23309714056595168
976.322704,0.22992548518672384
976.563758,0.2257335404192169
976.804812,0.22641175785796963
977.045866,0.22478744773484918
977.28692,0.22384532030688847
977.527974,0.22266207846990058
977.769028,0.22137437636074792
978.010082,0.22157370298299808
978.251136,0.2205126976585877
978.49219,0.21869001685704254
978.733244,0.21978620512828123
978.974298,0.22027026705244174
979.215352,0.21947871973110228
979.456406,0.21862441969205215
979.69746,0.21958848653038082
979.938514,0.2201601594481105
980.179568,0.22157370298299808
980.420622,0.22212833023565307
980.661676,0.224428075393013
980.90273,0.2267062845440518
981.143784,0.22786543992898983
981.384838,0.22932845540028748
981.625892,0.23161008252787277
981.866946,0.2320737662220614
982.108,0.23508691080421432
982.349054,0.23697514897272928
982.590108,0.2396441893671218
982.831162,0.24210106888308944
983.072216,0.24620272427513756
983.31327,0.24815542882419958
983.554324,0.25273848019089556
983.795378,0.2533204477014211
984.036432,0.2593180443910637
984.277486,0.26365865129087845
984.51854,0.26521883535063967
984.759594,0.26914634872918386
985.000648,0.2729408974751874
985.241702,0.27637407132753633
985.482756,0.2805789870214727
985.72381,0.2830306735811004
985.964864,0.288257817397856
986.205918,0.29235104204263684
986.446972,0.2977205452718293
986.688026,0.30270395418214285
986.92908,0.3080478964943976
987.170134,0.31351753106817676
987.411188,0.3168584927117313
987.652242,0.3232594588633663
987.893296,0.3268349420154842
988.13435,0.33104531819532096
988.375404,0.33922217594670984
988.616458,0.34318006456062766
988.857512,0.34899419156445444
989.098566,0.3554040385261131
989.33962,0.36222127391032866
989.580674,0.36758525530854025
989.821728,0.3743852243629521
990.062782,0.3835405220507511
990.303836,0.3906356479933544
990.54489,0.39752001259664255
990.785944,0.4034107521498715
991.026998,0.41201727537080807
991.268052,0.41941264951046164
991.509106,0.429376982001946
991.75016,0.43641572160331765
991.991214,0.4450226941617342
992.232268,0.45412172506247384
992.473322,0.4632307356011406
992.714376,0.4722673661798925
992.95543,0.4815091715760639
993.196484,0.492613691167722
993.437538,0.4995587850651893
993.678592,0.5049024685213426
993.919646,0.5156587858330207
994.1607,0.5251244483525865
994.401754,0.5329860647992539
994.642808,0.5439760820024654
994.883862,0.5544048959870308
995.124916,0.5616872941772613
995.36597,0.5706780863622369
995.607024,0.5817409694483381
995.848078,0.5880519409710714
996.089132,0.5987327144909013
996.330186,0.606560987003795
996.57124,0.6143441518265632
996.812294,0.6286692470071646
997.053348,0.6311447783808584
997.294402,0.6363732606365411
997.535456,0.6485929206402804
997.77651,0.6576581575854858
998.017564,0.667517280936101
998.258618,0.673605938520165
998.499672,0.6819697342881602
998.740726,0.6885481697050211
998.98178,0.6962405921529836
999.222834,0.7018890049951171
999.463888,0.7141087623657315
999.704942,0.7198949358862146
999.945996,0.724661956326244
1000.18705,0.7315058948325641
1000.428104,0.7341000145831913
1000.669158,0.7430960272633055
1000.910212,0.7468506850304295
1001.151266,0.757569497448804
1001.39232,0.7643954645347403
1001.633374,0.7713523545681266
1001.874428,0.7720546046861261
1002.115482,0.778621679489
1002.356536,0.7904364640074001
1002.59759,0.7881632819444526
1002.838644,0.7965622486142364
1003.079698,0.8044793347116533
1003.320752,0.8063237033842688
1003.561806,0.8139795794215385
1003.80286,0.8197875972673968
1004.043914,0.8213795288804774
1004.284968,0.8276789014433562
1004.526022,0.8312206465970671
1004.767076,0.8347691996029981
1005.00813,0.8395997405935794
1005.249184,0.8508580228426019
1005.490238,0.8504752228687766
1005.731292,0.8555591903710185
1005.972346,0.8551913790042701
1006.2134,0.8571777262754517
1006.454454,0.864330552009586
1006.695508,0.8705674835787962
1006.936562,0.8731219868254257
1007.177616,0.8773669140892052
1007.41867,0.8757890741258284
1007.659724,0.8805663490955995
1007.900778,0.8811829613290698
1008.141832,0.8829824093831478
1008.382886,0.8896118811195236
1008.62394,0.8875770007390551
1008.864994,0.8953326086213378
1009.106048,0.8975557890950522
1009.347102,0.9001084706281169
1009.588156,0.9003425292567835
1009.82921,0.9007747974068832
1010.070264,0.908734778687121
1010.311318,0.9101134653920852
1010.552372,0.9076004774671119
1010.793426,0.9115206774875388
1011.03448,0.9122775537100348
1011.275534,0.9145720756379323
1011.516588,0.9170796052225257
1011.757642,0.9132587793945844
1011.998696,0.9182569734762567
1012.23975,0.9202683193441852
1012.480804,0.9251087322496325
1012.721858,0.9190056579571245
1012.962912,0.9228357616683723
1013.203966,0.9292606583772123
1013.44502,0.928958697734502
1013.686074,0.9286085463131463
1013.927128,0.9269014775727922
1014.168182,0.930710505605885
1014.409236,0.9268347430688779
1014.65029,0.9270998557146969
1014.891344,0.930321549911945
1015.132398,0.9346781813596368
1015.373452,0.9347454806114387
1015.614506,0.9330411258061299
1015.85556,0.9317516218266767
1016.096614,0.9296956541464033
1016.337668,0.9342128275080462
1016.578722,0.9344865919710413
1016.819776,0.9377189516303949
1017.06083,0.9410133052664127
1017.301884,0.938689054483123
1017.542938,0.9359689276600189
1017.783992,0.9366337015654679
1018.025046,0.9398556305825889
1018.2661,0.9368219838612194
1018.507154,0.9417042625827919
1018.748208,0.9386045762697961
1018.989262,0.9415931480356944
1019.230316,0.9384731808270139
1019.47137,0.9427086545725235
1019.712424,0.9377414571552992
1019.953478,0.9374142424890326
1020.194532,0.9416543535794754
1020.435586,0.9423523780416015
1020.67664,0.9405250460751994
1020.917694,0.9399731198793398
1021.158748,0.937855868592028
1021.399802,0.9460025635974983
1021.640856,0.942916073291752
1021.88191,0.9430471477354023
1022.122964,0.9447546640084734
1022.364018,0.9380828571767381
1022.605072,0.946218276772366
1022.846126,0.939014836104871
1023.08718,0.9447622220760178
1023.328234,0.9470437389589192
1023.569288,0.941233528144917
1023.810342,0.9400652417589863
1024.051396,0.9400718222387103
1024.29245,0.9399392814561194
1024.533504,0.9467473606542495
1024.774558,0.9425352121372755
1025.015612,0.941041536089031
1025.256666,0.9452167620129276
1025.49772,0.9428123582281229
1025.738774,0.9421940761398226
1025.979828,0.9468638177415739
1026.220882,0.9409097994957552
1026.461936,0.9422572052577259
1026.70299,0.9435027495267339
1026.944044,0.9418935641637426
1027.185098,0.9444476686321216
1027.426152,0.9432395489777998
