nu,[0]Perfluorodecalin(cis)-HITRAN(x-sec)-X=0.01-T=300.0K-P=0.0atm-L=15cm
828.42031,0.9999237379081012
828.480575,0.9999254467792295
828.54084,0.9999269056715206
828.601105,0.9999286005490622
828.66137,0.9999300764447657
828.721635,0.999931428351143
828.7819,0.9999329322491421
828.842165,0.9999342451619442
828.90243,0.9999354720820157
828.962695,0.9999368459942982
829.02296,0.9999381099152703
829.083225,0.999939318841176
829.14349,0.9999405347681269
829.203755,0.9999416477025616
829.26402,0.9999429026301169
829.324285,0.9999439085731829
829.38455,0.9999450535096137
829.444815,0.9999461694489161
829.50508,0.9999473793845132
829.565345,0.9999482543388529
829.62561,0.9999493932805632
829.685875,0.999950218239153
829.74614,0.9999512281893834
829.806405,0.9999523411357197
829.86667,0.9999533050902413
829.926935,0.9999540740546285
829.9872,0.9999552090031466
830.047465,0.9999560329665783
830.10773,0.9999568959290072
830.167995,0.9999576608963251
830.22826,0.9999584918614867
830.288525,0.9999594148236005
830.34879,0.9999600887964732
830.409055,0.9999609897609192
830.46932,0.9999617917299546
830.529585,0.9999626146988478
830.58985,0.999963347671713
830.650115,0.9999639856485323
830.71038,0.9999646906233907
830.770645,0.9999654235977776
830.83091,0.9999660865750732
830.891175,0.9999667535526754
830.95144,0.9999674225306573
831.011705,0.999968070509757
831.07197,0.99996873948862
831.132235,0.9999693184706877
831.1925,0.9999698814535726
831.252765,0.9999706194316174
831.31303,0.9999710994176298
831.373295,0.9999716904007243
831.43356,0.9999721693872787
831.493825,0.9999725753760619
831.55409,0.9999731673600017
831.614355,0.9999735833489258
831.67462,0.9999742513315026
831.734885,0.999974632321765
831.79515,0.999975217307096
831.855415,0.9999755922978728
831.91568,0.9999760872859135
831.975945,0.9999765072759583
832.03621,0.99997700626436
832.096475,0.9999774642539337
832.15674,0.9999776962487323
832.217005,0.9999782572363773
832.27727,0.9999785822293638
832.337535,0.9999790442195754
832.3978,0.9999794102119726
832.458065,0.9999798512029897
832.51833,0.9999801091978247
832.578595,0.9999805211897145
832.63886,0.9999808581832069
832.699125,0.9999810331798724
832.75939,0.9999814351723285
832.819655,0.9999817681662019
832.87992,0.9999820811605443
832.940185,0.9999825151528617
833.00045,0.9999827151493847
833.060715,0.9999830391438369
833.12098,0.9999832851396948
833.181245,0.9999836181341842
833.24151,0.9999838291307499
833.301775,0.9999842481240621
833.36204,0.9999843071231345
833.422305,0.9999846781173812
833.48257,0.9999847141168303
833.542835,0.9999851611100974
833.6031,0.9999853291076186
833.663365,0.9999856001036795
833.72363,0.9999857811010895
833.783895,0.9999860250976499
833.84416,0.9999863400932973
833.904425,0.9999864650915977
833.96469,0.9999867240881257
834.024955,0.9999868400865924
834.08522,0.9999869640849682
834.145485,0.9999872100817917
834.20575,0.999987277080937
834.266015,0.9999875840770782
834.32628,0.9999876960756939
834.386545,0.9999879940720717
834.44681,0.9999882880685852
834.507075,0.9999883590677562
834.56734,0.9999884750664125
834.627605,0.9999885340657343
834.68787,0.9999888100626079
834.748135,0.9999890870595466
834.8084,0.9999890360601045
834.868665,0.9999893550566578
834.92893,0.999989372056477
834.989195,0.9999895760543297
835.04946,0.9999897460525721
835.109725,0.9999899580504207
835.16999,0.9999900885491187
835.230255,0.9999900679493231
835.29052,0.9999902031479895
835.350785,0.9999902530475019
835.41105,0.9999905792443756
835.471315,0.9999905909442655
835.53158,0.9999905960442175
835.591845,0.9999908042422813
835.65211,0.9999909377410625
835.712375,0.9999910034404693
835.77264,0.9999910313402187
835.832905,0.9999911917387929
835.89317,0.9999913535373809
835.953435,0.9999914343366855
836.0137,0.9999915735355028
836.073965,0.9999915692355391
836.13423,0.9999915811354388
836.194495,0.9999916352349848
836.25476,0.9999917969336454
836.315025,0.9999917905336978
836.37529,0.9999920207318346
836.435555,0.9999919464324302
836.49582,0.9999921374309102
836.556085,0.9999921451308497
836.61635,0.9999923484292734
836.676615,0.9999922121303256
836.73688,0.9999922763298277
836.797145,0.9999925019281107
836.85741,0.9999924028288587
836.917675,0.999992539727828
836.97794,0.9999926575269561
837.038205,0.9999926611269296
837.09847,0.9999927274264453
837.158735,0.9999927480262957
837.219,0.9999927575262268
837.279265,0.999992859425494
837.33953,0.9999928405256292
837.399795,0.9999929819246268
837.46006,0.9999930328242709
837.520325,0.999992991024563
837.58059,0.9999931651233579
837.640855,0.9999930438241943
837.70112,0.9999931462234872
837.761385,0.9999931347235661
837.82165,0.9999932862225375
837.881915,0.9999932280229299
837.94218,0.9999932729226269
838.002445,0.9999933895218494
838.06271,0.9999933443221491
838.122975,0.9999933650220115
838.18324,0.9999934128216955
838.243505,0.9999933955218097
838.30377,0.9999933186223205
838.364035,0.9999935193209997
838.4243,0.9999936254203177
838.484565,0.9999935781206204
838.54483,0.999993506321084
838.605095,0.9999937148197519
838.66536,0.9999936199203528
838.725625,0.9999937436195713
838.78589,0.9999935974204966
838.846155,0.9999936153203821
838.90642,0.999993763819445
838.966685,0.9999937054198109
839.02695,0.999993806619179
839.087215,0.9999938345190067
839.14748,0.9999937733193859
839.207745,0.9999937491195369
839.26801,0.9999938112191505
839.328275,0.9999938028192026
839.38854,0.9999938737187657
839.448805,0.9999938805187241
839.50907,0.9999938022192063
839.569335,0.9999938947186373
839.6296,0.9999939734181599
839.689865,0.9999938342190086
839.75013,0.9999939602182396
839.810395,0.9999939753181485
839.87066,0.9999939444183351
839.930925,0.9999940017179898
839.99119,0.9999939951180293
840.051455,0.999994077517538
840.11172,0.9999939958180252
840.171985,0.999993851018905
840.23225,0.9999940395177638
840.292515,0.9999940544176751
840.35278,0.9999939073185604
840.413045,0.9999939986180084
840.47331,0.9999941201172866
840.533575,0.9999940441177363
840.59384,0.9999940029179826
840.654105,0.9999940723175688
840.71437,0.9999940773175392
840.774635,0.9999940985174138
840.8349,0.9999940759175474
840.895165,0.9999941293172325
840.95543,0.9999940373177768
841.015695,0.9999942128167458
841.07596,0.9999941301172278
841.136225,0.9999942246166776
841.19649,0.9999942302166452
841.256755,0.9999942669164342
841.31702,0.9999942506165278
841.377285,0.9999943074162028
841.43755,0.9999942057167869
841.497815,0.9999942224166903
841.55808,0.9999943186161391
841.618345,0.9999942460165542
841.67861,0.9999942609164686
841.738875,0.9999942859163254
841.79914,0.9999942446165623
841.859405,0.9999942392165934
841.91967,0.9999941954168466
841.979935,0.9999943227161159
842.0402,0.9999942307166424
842.100465,0.9999943554159307
842.16073,0.9999942757163838
842.220995,0.9999942782163694
842.28126,0.9999943385160263
842.341525,0.999994305616213
842.40179,0.9999944321155008
842.462055,0.9999943045162193
842.52232,0.9999943476159748
842.582585,0.9999943372160336
842.64285,0.9999944080156352
842.703115,0.999994506015092
842.76338,0.9999944188155748
842.823645,0.9999944115156156
842.88391,0.999994416815586
842.944175,0.9999944654153159
843.00444,0.9999944067156424
843.064705,0.9999944742152672
843.12497,0.9999944937151597
843.185235,0.9999946086145336
843.2455,0.9999944142156005
843.305765,0.9999944845152103
843.36603,0.9999945694147456
843.426295,0.9999945414148981
843.48656,0.9999946999140455
843.546825,0.9999946414143572
843.60709,0.999994614114504
843.667355,0.9999947025140318
843.72762,0.9999946420143541
843.787885,0.9999945942146113
843.84815,0.9999946549142851
843.908415,0.9999946081145362
843.96868,0.999994590014634
844.028945,0.9999946955140688
844.08921,0.9999947260139075
844.149475,0.9999947042140227
844.20974,0.9999947108139878
844.270005,0.9999947215139312
844.33027,0.9999948294133675
844.390535,0.9999948014135127
844.4508,0.9999947661136969
844.511065,0.9999948105134654
844.57133,0.9999949769126157
844.631595,0.9999949299128529
844.69186,0.9999950175124126
844.752125,0.9999949178129144
844.81239,0.9999948396133148
844.872655,0.999994954812727
844.93292,0.9999949524127391
844.993185,0.9999950469122666
845.05345,0.999995100812001
845.113715,0.9999951323118472
845.17398,0.9999951332118429
845.234245,0.9999950731121372
845.29451,0.9999951659116842
845.354775,0.9999951300118585
845.41504,0.9999952010115152
845.475305,0.9999952528112679
845.53557,0.999995249211285
845.595835,0.9999952174114366
845.6561,0.9999952102114711
845.716365,0.9999953463108284
845.77663,0.9999952574112461
845.836895,0.9999953143109779
845.89716,0.9999953718107101
845.957425,0.9999954225104767
846.01769,0.9999952787111454
846.077955,0.9999953589107698
846.13822,0.9999954001105795
846.198485,0.9999954597103071
846.25875,0.9999955287099962
846.319015,0.9999953993105832
846.37928,0.9999955511098964
846.439545,0.9999955826097567
846.49981,0.9999955969096936
846.560075,0.9999956802093303
846.62034,0.9999957056092209
846.680605,0.9999956641094
846.74087,0.9999957754089236
846.801135,0.9999957580089973
846.8614,0.9999957467090452
846.921665,0.9999957133091879
846.98193,0.9999958776084971
847.042195,0.9999957546090117
847.10246,0.9999958992084083
847.162725,0.9999958606085673
847.22299,0.9999957824088941
847.283255,0.9999958755085058
847.34352,0.9999958079087868
847.403785,0.9999959724081108
847.46405,0.9999959046083862
847.524315,0.9999960458078179
847.58458,0.9999959688081252
847.644845,0.9999960366078543
847.70511,0.9999960012079951
847.765375,0.9999959363082568
847.82564,0.9999959821080717
847.885905,0.9999959018083976
847.94617,0.9999959917080332
848.006435,0.9999960581077693
848.0667,0.9999960177079293
848.126965,0.9999961069075781
848.18723,0.9999959458082183
848.247495,0.999996133207476
848.30776,0.9999960335078666
848.368025,0.9999961160075427
848.42829,0.9999961069075781
848.488555,0.9999960255078983
848.54882,0.9999961062075808
848.609085,0.9999960153079389
848.66935,0.9999961538073966
848.729615,0.999996144107434
848.78988,0.9999961048075863
848.850145,0.9999960365078546
848.91041,0.9999961425074402
848.970675,0.9999961788073007
849.03094,0.9999961261075035
849.091205,0.999996221907137
849.15147,0.9999961061075813
849.211735,0.9999962048072017
849.272,0.9999961564073866
849.332265,0.9999960814076777
849.39253,0.9999960791076867
849.452795,0.999996052607791
849.51306,0.9999961625073632
849.573325,0.9999961587073778
849.63359,0.9999962802069184
849.693855,0.9999962303071053
849.75412,0.999996067307733
849.814385,0.999996049807802
849.87465,0.9999960467078143
849.934915,0.9999960786076887
849.99518,0.999996094107628
850.055445,0.9999961425074402
850.11571,0.9999961001076046
850.175975,0.9999959903080389
850.23624,0.9999960386078464
850.296505,0.9999960649077425
850.35677,0.9999960960076206
850.417035,0.9999960725077126
850.4773,0.9999960164079346
850.537565,0.999996064507744
850.59783,0.9999961316074822
850.658095,0.999996046507815
850.71836,0.9999960539077859
850.778625,0.9999960292078837
850.83889,0.99999590610838
850.899155,0.9999960081079676
850.95942,0.9999959867080532
851.019685,0.9999960053079788
851.07995,0.9999959585081668
851.140215,0.9999960570077736
851.20048,0.9999958856084641
851.260745,0.9999959112083592
851.32101,0.9999957885088684
851.381275,0.9999958158087537
851.44154,0.999995702809233
851.501805,0.9999956857093065
851.56207,0.9999956873092997
851.622335,0.999995546909915
851.6826,0.9999956785093377
851.742865,0.9999956647093974
851.80313,0.9999956772093432
851.863395,0.9999955650098346
851.92366,0.9999955831097544
851.983925,0.9999954949101479
852.04419,0.9999954243104685
852.104455,0.9999952602112329
852.16472,0.9999952595112361
852.224985,0.9999953098109989
852.28525,0.9999952346113545
852.345515,0.9999952992110488
852.40578,0.9999952635112171
852.466045,0.99999507661212
852.52631,0.9999950589122072
852.586575,0.9999949333128357
852.64684,0.9999949281128621
852.707105,0.9999949588127068
852.76737,0.9999948248133913
852.827635,0.9999948255133877
852.8879,0.9999947822136127
852.948165,0.9999946935140794
853.00843,0.9999947795136268
853.068695,0.9999945177150278
853.12896,0.9999946033145621
853.189225,0.9999945503148496
853.24949,0.9999944406154534
853.309755,0.9999943977156929
853.37002,0.9999944330154957
853.430285,0.9999942491165364
853.49055,0.9999942721164043
853.550815,0.9999942677164296
853.61108,0.9999941838169141
853.671345,0.9999941038173825
853.73161,0.999994166317016
853.791875,0.9999940155179071
853.85214,0.9999940535176804
853.912405,0.9999938879186788
853.97267,0.9999939072185611
854.032935,0.9999939918180492
854.0932,0.9999937591194744
854.153465,0.9999937924192671
854.21373,0.9999937447195644
854.273995,0.9999937253196859
854.33426,0.9999939266184431
854.394525,0.9999937171197374
854.45479,0.9999935623207219
854.515055,0.9999935961205049
854.57532,0.9999935400208657
854.635585,0.9999934789212623
854.69585,0.9999935417208548
854.756115,0.9999934665213432
854.81638,0.9999932646226828
854.876645,0.9999932145230215
854.93691,0.9999932595227171
854.997175,0.9999931556234228
855.05744,0.9999932007231151
855.117705,0.9999931186236768
855.17797,0.9999930779239576
855.238235,0.9999929478248667
855.2985,0.9999928472255812
855.358765,0.9999928669254405
855.41903,0.9999926992266508
855.479295,0.9999926398270862
855.53956,0.999992707826588
855.599825,0.9999924218287145
855.66009,0.999992376629058
855.720355,0.9999923438293086
855.78062,0.9999921119311109
855.840885,0.9999919327325406
855.90115,0.9999918366333205
855.961415,0.9999918162334872
856.02168,0.9999916826345895
856.081945,0.9999915054360791
856.14221,0.9999913915370531
856.202475,0.9999913688372487
856.26274,0.999991139439255
856.323005,0.9999910260402662
856.38327,0.9999909008413976
856.443535,0.9999908457419004
856.5038,0.9999905931442448
856.564065,0.9999905596445604
856.62433,0.9999903619464463
856.684595,0.9999903236468162
856.74486,0.9999902022479983
856.805125,0.9999900999490058
856.86539,0.9999898560514502
856.925655,0.999989677053282
856.98592,0.9999894990551353
857.046185,0.9999893410568069
857.10645,0.9999891480588827
857.166715,0.9999890410600496
857.22698,0.9999888120625854
857.287245,0.9999885810651965
857.34751,0.9999881910697259
857.407775,0.9999880490714129
857.46804,0.999987738075178
857.528305,0.9999875260778001
857.58857,0.9999871700823041
857.648835,0.9999869270854513
857.7091,0.9999864440918822
857.769365,0.9999862000952195
857.82963,0.9999858411002381
857.889895,0.9999853611071496
857.95016,0.9999849001140044
858.010425,0.9999844901202795
858.07069,0.9999839891281753
858.130955,0.9999835461353663
858.19122,0.9999829181458966
858.251485,0.9999825231527218
858.31175,0.9999820181616752
858.372015,0.999981454171976
858.43228,0.9999807861845877
858.492545,0.999980169196633
858.55281,0.9999794492111703
858.613075,0.9999788322240405
858.67334,0.9999780432410531
858.733605,0.9999774242548359
858.79387,0.9999766172733802
858.854135,0.9999758152924547
858.9144,0.999975035311623
858.974665,0.999974141334341
859.03493,0.999973297356522
859.095195,0.9999724143804902
859.15546,0.999971387409348
859.215725,0.9999704274372768
859.27599,0.9999693994682058
859.336255,0.9999683834998121
859.39652,0.999967184538439
859.456785,0.999966033576872
859.51705,0.9999649726134733
859.577315,0.9999634536678335
859.63758,0.9999623217098446
859.697845,0.9999610537584246
859.75811,0.9999596298148978
859.818375,0.999958092878128
859.87864,0.9999566309404648
859.938905,0.9999553049988513
859.99917,0.9999537290705325
860.059435,0.9999521731437405
860.1197,0.9999505072248078
860.179965,0.9999489383036928
860.24023,0.9999471823948988
860.300495,0.9999455504824288
860.36076,0.9999438485765502
860.421025,0.9999420206808657
860.48129,0.9999403397797417
860.541555,0.999938478892501
860.60182,0.9999367989972675
860.662085,0.9999349581153151
860.72235,0.9999329932450529
860.782615,0.9999312343644647
860.84288,0.999929446489016
860.903145,0.9999277476103297
860.96341,0.9999258667480053
861.023675,0.9999241068800285
861.08394,0.9999224200094832
861.144205,0.9999207651392474
861.20447,0.99991896528349
861.264735,0.9999174384083958
861.325,0.999915816543626
861.385265,0.9999143166710261
861.44553,0.9999130527801287
861.505795,0.9999114799181337
861.56606,0.9999100380468192
861.626325,0.9999087641622422
861.68659,0.9999076742622832
861.746855,0.9999065133701474
861.80712,0.9999056224538408
861.867385,0.9999045175587384
861.92765,0.9999039006178415
861.987915,0.9999028277215317
862.04818,0.999902362766825
862.108445,0.9999016788338427
862.16871,0.9999011618848084
862.228975,0.9999006769328624
862.28924,0.9999005149489659
862.349505,0.9998999950008334
862.40977,0.9998996650338894
862.470035,0.9998995050499558
862.5303,0.9998992050801493
862.590565,0.9998988751134661
862.65083,0.9998987051306718
862.711095,0.9998985051509507
862.77136,0.9998983351682192
862.831625,0.9998978552171336
862.89189,0.999897335270384
862.952155,0.9998968353218415
863.01242,0.9998963653704392
863.072685,0.9998955954505343
863.13295,0.999894755538587
863.193215,0.9998937256475191
863.25348,0.999892515776843
863.313745,0.9998911959195933
863.37401,0.9998898260695933
863.434275,0.9998879962728858
863.49454,0.9998865664340735
863.554805,0.9998847966364172
863.61507,0.9998830168430632
863.675335,0.9998809570861701
863.7356,0.9998791173069016
863.795865,0.9998771875420674
863.85613,0.9998753577684885
863.916395,0.9998737579691959
863.97666,0.9998720881814144
864.036925,0.9998709583265931
864.09719,0.9998700384457345
864.157455,0.999869528512145
864.21772,0.9998692585474087
864.277985,0.999869468519975
864.33825,0.9998699784535341
864.398515,0.9998711483020932
864.45878,0.9998729680692391
864.519045,0.9998749578184254
864.57931,0.9998769575703408
864.639575,0.9998796072477891
864.69984,0.9998823669193134
864.760105,0.9998852365858245
864.82037,0.9998881562549781
864.880635,0.999890735969749
864.9409,0.9998934656751842
865.001165,0.9998957954296734
865.06143,0.9998978652161122
865.121695,0.9998995350469414
865.18196,0.9999010019006352
865.242225,0.9999016108405309
865.30249,0.9999025927443949
865.362755,0.9999030257023113
865.42302,0.9999034816581949
865.483285,0.999903412664857
865.54355,0.9999035916475839
865.603815,0.9999036546415122
865.66408,0.9999035366528879
865.724345,0.9999035096554928
865.78461,0.9999034906573263
865.844875,0.9999034726590635
865.90514,0.9999034416620565
865.965405,0.999903402665823
866.02567,0.9999035306534667
866.085935,0.999903862621494
866.1462,0.999904254583885
866.206465,0.9999045385567336
866.26673,0.9999051834953689
866.326995,0.9999057934377169
866.38726,0.9999064303779102
866.447525,0.9999074222855812
866.50779,0.9999084011954267
866.568055,0.9999093911052339
866.62832,0.9999105440014264
866.688585,0.9999118258875656
866.74885,0.9999132287648415
866.809115,0.9999147006381974
866.86938,0.9999161785132171
866.929645,0.9999179563657631
866.98991,0.9999195572356927
867.050175,0.9999213220952687
867.11044,0.999923134954269
867.170705,0.9999249078195589
867.23097,0.9999270176633404
867.291235,0.9999288515311724
867.3515,0.9999308323921893
867.411765,0.999932804257735
867.47203,0.9999347381296485
867.532295,0.9999367679992273
867.59256,0.9999387668748243
867.652825,0.9999407007582696
867.71309,0.9999426186463729
867.773355,0.9999446245332778
867.83362,0.9999466014257546
867.893885,0.9999485083257418
867.95415,0.9999504132294645
868.014415,0.9999521481449365
868.07468,0.9999539720593181
868.134945,0.9999555959858875
868.19521,0.9999572909120591
868.255475,0.9999588788454978
868.31574,0.9999605247791671
868.376005,0.9999620227211551
868.43627,0.9999634786669201
868.496535,0.9999649196153311
868.5568,0.9999662235704364
868.617065,0.9999674175308202
868.67733,0.9999687694876827
868.737595,0.9999698904533015
868.79786,0.99997126841276
868.858125,0.9999722493850555
868.91839,0.9999731553603238
868.978655,0.9999741963329204
869.03892,0.9999749963125975
869.099185,0.9999759732886461
869.15945,0.9999766142734504
869.219715,0.9999775462520891
869.27998,0.9999783652340349
869.340245,0.9999789422217181
869.40051,0.9999797262055161
869.460775,0.9999802891942605
869.52104,0.9999809931806318
869.581305,0.9999814281724585
869.64157,0.9999819011637859
869.701835,0.9999825021530891
869.7621,0.9999828351473178
869.822365,0.9999832941395445
869.88263,0.9999837121326488
869.942895,0.9999841301259278
870.00316,0.9999845121199384
870.063425,0.9999848341150032
870.12369,0.9999851551101865
870.183955,0.9999854211062731
870.24422,0.9999857311018017
870.304485,0.9999860040979436
870.36475,0.9999862670942972
870.425015,0.9999865750901149
870.48528,0.9999867460878339
870.545545,0.9999869450852161
870.60581,0.9999870970832433
870.666075,0.9999873330802261
870.72634,0.9999874520787259
870.786605,0.9999876930757308
870.84687,0.9999878190741881
870.907135,0.999987950072601
870.9674,0.9999880440714727
871.027665,0.9999882300692662
871.08793,0.9999884190670595
871.148195,0.999988539065677
871.20846,0.9999885810651965
871.268725,0.9999886890639691
871.32899,0.9999889960605438
871.389255,0.9999889960605438
871.44952,0.9999890310601592
871.509785,0.9999891970583522
871.57005,0.9999892080582334
871.630315,0.9999893260569669
871.69058,0.9999894150560209
871.750845,0.9999896050540278
871.81111,0.9999895320547894
871.871375,0.9999895480546219
871.93164,0.9999897910521116
871.991905,0.9999898140518771
872.05217,0.99998998105019
872.112435,0.9999900394496066
872.1727,0.9999900545494563
872.232965,0.9999902130478925
872.29323,0.9999901690483242
872.353495,0.999990352646536
872.41376,0.9999903628464376
872.474025,0.9999903975461039
872.53429,0.9999905212449237
872.594555,0.9999904754453589
872.65482,0.9999905795443728
872.715085,0.9999905324448176
872.77535,0.9999907924423899
872.835615,0.999990724143021
872.89588,0.9999909596408643
872.956145,0.999991019040329
873.01641,0.9999909592408679
873.076675,0.9999909883406053
873.13694,0.9999911526391382
873.197205,0.9999912306384511
873.25747,0.999991191838792
873.317735,0.9999912614381814
873.378,0.9999913292375913
873.438265,0.999991560235615
873.49853,0.9999914883362244
873.558795,0.9999917581339643
873.61906,0.9999915450357434
873.679325,0.9999917441340799
873.73959,0.9999918102335363
873.799855,0.9999917300341964
873.86012,0.9999918533331843
873.920385,0.9999918104335347
873.98065,0.9999920175318601
874.040915,0.9999921756306105
874.10118,0.9999921347309314
874.161445,0.9999922629299313
874.22171,0.9999922857297552
874.281975,0.9999924128287827
874.34224,0.999992348229275
874.402505,0.999992473528324
874.46277,0.9999925330278779
874.523035,0.9999926988266536
874.5833,0.9999926148272705
874.643565,0.9999927081265858
874.70383,0.9999928430256113
874.764095,0.9999928676254355
874.82436,0.9999929092251396
874.884625,0.9999930289242981
874.94489,0.9999930305242869
875.005155,0.9999930843239134
875.06542,0.9999932644226841
875.125685,0.9999932846225482
875.18595,0.9999934129216949
875.246215,0.9999934253216133
875.30648,0.9999934797212571
875.366745,0.999993511721049
875.42701,0.9999935568207574
875.487275,0.9999937975192355
875.54754,0.9999937304196539
875.607805,0.9999938563188725
875.66807,0.9999939166185038
875.728335,0.999993903618583
875.7886,0.9999940804175208
875.848865,0.9999941113173384
875.90913,0.9999941660170177
875.969395,0.9999942124167481
876.02966,0.9999942040167967
876.089925,0.9999943115161795
876.15019,0.999994424715542
876.210455,0.9999944021156683
876.27072,0.9999946247144469
876.330985,0.9999946709141996
876.39125,0.9999947128139772
876.451515,0.9999948120134576
876.51178,0.9999948849130821
876.572045,0.9999948970130202
876.63231,0.9999950471122656
876.692575,0.9999949771126148
876.75284,0.99999525871124
876.813105,0.9999951837115983
876.87337,0.9999953597107661
876.933635,0.9999952701111859
876.9939,0.9999954473103635
877.054165,0.9999954470103649
877.11443,0.9999955328099779
877.174695,0.9999955714098062
877.23496,0.9999957281091245
877.295225,0.9999957608089854
877.35549,0.9999958502086104
877.415755,0.9999959266082963
877.47602,0.9999961024075956
877.536285,0.9999960251078999
877.59655,0.9999960743077055
877.656815,0.9999960711077182
877.71708,0.9999961298074892
877.777345,0.9999962756069356
877.83761,0.9999963361067121
877.897875,0.9999963228067609
877.95814,0.9999963451066791
878.018405,0.9999965563059295
878.07867,0.9999964520062942
878.138935,0.999996549205954
878.1992,0.9999965788058522
878.259465,0.9999965560059305
878.31973,0.9999966595055795
878.379995,0.9999966896054794
878.44026,0.9999967364053255
878.500525,0.9999967659052297
878.56079,0.9999968129050788
878.621055,0.9999968019051139
878.68132,0.9999969470046604
878.741585,0.999996923004734
878.80185,0.9999970015044954
878.862115,0.9999971432040806
878.92238,0.9999971564040431
878.982645,0.9999971179041532
879.04291,0.9999971870039565
879.103175,0.9999971956039323
879.16344,0.9999972578037598
879.223705,0.9999973123036119
879.28397,0.9999973605034834
879.344235,0.9999974521032459
879.4045,0.9999974684032045
879.464765,0.999997459503227
879.52503,0.9999974911031473
879.585295,0.9999976543027511
879.64556,0.9999976007028784
879.705825,0.999997665502725
879.76609,0.9999976821026864
879.826355,0.9999976125028501
879.88662,0.9999976717027105
879.946885,0.9999977370025606
880.00715,0.9999978110023958
880.067415,0.9999978194023775
880.12768,0.9999977921024374
880.187945,0.9999979195021642
880.24821,0.9999979120021799
880.308475,0.9999978568022967
880.36874,0.9999979162021712
880.429005,0.9999979479021056
880.48927,0.9999979600020807
880.549535,0.9999980880018279
880.6098,0.9999980354019298
880.670065,0.9999980523018968
880.73033,0.9999980606018807
880.790595,0.999998085801832
880.85086,0.9999981640016854
880.911125,0.9999981655016827
880.97139,0.9999981742016668
881.031655,0.9999981294017496
881.09192,0.9999982283015695
881.152185,0.9999982876014661
881.21245,0.999998257601518
881.272715,0.9999982480015348
881.33298,0.9999982386015512
881.393245,0.9999982401015486
881.45351,0.999998195601628
881.513775,0.9999983897012965
881.57404,0.9999983043014377
881.634305,0.9999982715014939
881.69457,0.999998312401424
881.754835,0.9999983336013885
881.8151,0.9999985089011116
881.875365,0.9999985843010021
881.93563,0.9999985320010775
881.995895,0.9999985145011033
882.05616,0.9999984104012634
882.116425,0.9999984804011546
882.17669,0.9999985838010028
882.236955,0.9999985585010389
882.29722,0.9999984819011523
882.357485,0.9999985358010719
882.41775,0.9999985270010848
882.478015,0.9999986115009639
882.53828,0.9999986282009409
882.598545,0.9999986139009607
882.65881,0.9999986526009077
882.719075,0.9999987073008355
882.77934,0.9999987231008153
882.839605,0.9999986279009413
882.89987,0.999998653200907
882.960135,0.9999987394007945
883.0204,0.999998788400734
883.080665,0.9999986286009404
883.14093,0.9999987230008154
883.201195,0.9999987757007495
883.26146,0.9999987795007448
883.321725,0.999998786800736
883.38199,0.9999987661007612
883.442255,0.9999987432007897
883.50252,0.9999987577007716
883.562785,0.9999988306006837
883.62305,0.9999987779007468
883.683315,0.999998797500723
883.74358,0.9999988035007158
883.803845,0.9999987910007309
883.86411,0.999998758200771
883.924375,0.9999987493007821
883.98464,0.9999988675006413
884.044905,0.9999988189006975
884.10517,0.9999988887006175
884.165435,0.9999988231006925
884.2257,0.999998786700736
884.285965,0.9999987693007573
884.34623,0.9999986942008525
884.406495,0.9999987829007406
884.46676,0.9999986728008807
884.527025,0.9999987477007841
884.58729,0.9999987643007635
884.647555,0.9999987068008361
884.70782,0.9999988209006951
884.768085,0.9999987027008415
884.82835,0.9999987306008057
884.888615,0.9999986914008562
884.94888,0.9999987770007479
885.009145,0.999998689300859
885.06941,0.9999987903007317
885.129675,0.9999986939008529
885.18994,0.9999986409009236
885.250205,0.9999987160008244
885.31047,0.9999987822007416
885.370735,0.9999987151008255
885.431,0.9999986727008808
885.491265,0.9999986970008489
885.55153,0.9999986088009677
885.611795,0.9999985204010946
885.67206,0.9999986072009699
885.732325,0.9999985840010025
885.79259,0.999998715500825
885.852855,0.999998580801007
885.91312,0.9999985471010555
885.973385,0.9999985818010056
886.03365,0.999998539201067
886.093915,0.999998491401138
886.15418,0.9999986552009043
886.214445,0.9999984981011278
886.27471,0.9999984443012101
886.334975,0.9999984054012714
886.39524,0.9999986125009626
886.455505,0.9999984937011345
886.51577,0.9999984192012494
886.576035,0.9999983633013394
886.6363,0.9999983575013489
886.696565,0.9999983157014184
886.75683,0.9999984234012428
886.817095,0.9999983187014134
886.87736,0.9999983393013789
886.937625,0.9999982859014691
886.99789,0.9999982476015354
887.058155,0.9999983686013307
887.11842,0.9999982601015136
887.178685,0.9999981653016831
887.23895,0.9999982735014904
887.299215,0.999998237601553
887.35948,0.999998124901758
887.419745,0.9999981775016608
887.48001,0.9999982683014994
887.540275,0.9999981674016792
887.60054,0.9999981167017734
887.660805,0.9999981707016732
887.72107,0.999998105801794
887.781335,0.9999980828018378
887.8416,0.9999979882020237
887.901865,0.9999980767018496
887.96213,0.999998003001994
888.022395,0.99999799500201
888.08266,0.9999980673018677
888.142925,0.9999980301019402
888.20319,0.9999979773020456
888.263455,0.9999979016022016
888.32372,0.9999979538020934
888.383985,0.9999980004019992
888.44425,0.999997876302255
888.504515,0.9999977827024582
888.56478,0.9999978539023029
888.625045,0.9999978182023801
888.68531,0.9999978140023893
888.745575,0.9999977427025477
888.80584,0.9999977011026425
888.866105,0.9999977862024505
