nu,[0]Ethylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
584.350887,0.9733281478047214
584.469489,0.9736377153743582
584.588092,0.9737253467120929
584.706694,0.974054521506688
584.825297,0.9733067348210134
584.943899,0.9740730287184146
585.062501,0.9737935098720455
585.181104,0.9746030686038147
585.299706,0.9735948762573492
585.418308,0.9727180623378285
585.536911,0.9740866658362762
585.655513,0.9741704408918139
585.774115,0.9739016069509182
585.892718,0.9729408402812049
586.01132,0.9740584177325665
586.129923,0.9733563747302961
586.248525,0.9728766283047648
586.367127,0.9719227043086196
586.48573,0.9745241289523568
586.604332,0.9724126768142908
586.722934,0.9720412861118881
586.841537,0.9735792988639486
586.960139,0.9737574801787336
587.078742,0.9715427568158104
587.197344,0.9715446999032671
587.315946,0.9727491898138603
587.434549,0.9718741093882873
587.553151,0.9714757226782944
587.671753,0.9722697426567171
587.790356,0.9722347415760046
587.908958,0.9718313478682346
588.027561,0.9724642160519397
588.146163,0.9709842803080244
588.264765,0.9726042609820441
588.383368,0.9715816193033275
588.50197,0.9719722736305463
588.620572,0.9714465788437737
588.739175,0.9733894694096433
588.857777,0.9714844659991434
588.97638,0.9713970363315975
589.094982,0.9722619645298883
589.213584,0.9725342359961832
589.332187,0.9719333955171685
589.450789,0.971225114271718
589.569391,0.9720957219480996
589.687994,0.9717808139520386
589.806596,0.9710318597034452
589.925199,0.9724243458364266
590.043801,0.972728762295364
590.162403,0.971730282663538
590.281006,0.9717370847993241
590.399608,0.972218213725885
590.51821,0.9719440868433213
590.636813,0.972600370572781
590.755415,0.9726052335867914
590.874017,0.9730430044329585
590.99262,0.972189047616967
591.111222,0.9719100693955907
591.229825,0.9721346065546644
591.348427,0.9731539376585375
591.467029,0.9726042609820441
591.585632,0.9726470565110221
591.704234,0.9736026650475144
591.822836,0.9729641911415808
591.941439,0.9728698181922021
592.060041,0.9722094638013362
592.178644,0.9736776353390422
592.297246,0.9728727368060346
592.415848,0.9730371661924466
592.534451,0.9730926308916485
592.653053,0.9737185306585221
592.771655,0.9734128310372476
592.890258,0.9734147778648565
593.00886,0.9738100645024272
593.127463,0.973703924990105
593.246065,0.9740671842977755
593.364667,0.9740291964183564
593.48327,0.9738412269230874
593.601872,0.9732872688809769
593.720474,0.9735861139428933
593.839077,0.9740272483619116
593.957679,0.974997862787025
594.076282,0.9740623139740299
594.194884,0.973922059099411
594.313486,0.973723399263347
594.432089,0.9747580428118457
594.550691,0.9739766002618588
594.669293,0.9734430073027395
594.787896,0.9743555508604735
594.906498,0.9742815026524757
595.025101,0.9745494669091016
595.143703,0.9740019239826726
595.262305,0.9745212053843554
595.380908,0.9733573480871576
595.49951,0.9737808506387023
595.618112,0.9742006406435753
595.736715,0.974740497324985
595.855317,0.9742941683943372
595.973919,0.9744286302672316
596.092522,0.9739658865781813
596.211124,0.9743964746530033
596.329727,0.9749364398565121
596.448329,0.9747093061281324
596.566931,0.9746829893321454
596.685534,0.9744062186664698
596.804136,0.9756445007068364
596.922738,0.9742912455162164
