nu,[0]Diisopropylamine-PNNL(x-sec)-X=0.01-T=278.09K-P=1.0atm-L=15cm
569.614728,0.9921491799396254
569.73433,0.9935283320337991
569.853932,0.9934707090616234
569.973534,0.9912111497416427
570.093136,0.9918485050927607
570.212738,0.9925381786569291
570.33234,0.993074095396683
570.451942,0.9933011380848812
570.571544,0.9934464686720563
570.691146,0.9930719106360764
570.810748,0.9925355980610193
570.93035,0.9935292262097002
571.049952,0.9904521727262487
571.169554,0.9929131311323253
571.289156,0.9922046426289518
571.408758,0.9937020159657719
571.52836,0.9916800043462891
571.647962,0.9923638050181118
571.767564,0.9915449467273298
571.887166,0.9921105860871811
572.006768,0.9935270404478069
572.12637,0.9927483212321575
572.245972,0.9917468458311148
572.365574,0.991997690326375
572.485176,0.9920297323692487
572.604778,0.9930139169299279
572.72438,0.991816667266747
572.843982,0.9923370115570896
572.963584,0.992747824858121
573.083186,0.9930838275705055
573.202788,0.9919072242623325
573.32239,0.9915033027140977
573.441992,0.9929160105845808
573.561594,0.9917880041792466
573.681196,0.9921871799809132
573.800798,0.9922985096279835
573.9204,0.9909345413122517
574.040002,0.9914480775181724
574.159604,0.9922956319664782
574.279206,0.9927697648274861
574.398808,0.990737265884497
574.51841,0.9913357528143043
574.638012,0.9930130232178048
574.757614,0.9921619787465987
574.877216,0.990949603631753
574.996818,0.9907247826735912
575.11642,0.9923928817035702
575.236022,0.9910823997757826
575.355624,0.9918555472421464
575.475226,0.9908126638592873
575.594828,0.9933925259933644
575.71443,0.9907329066501174
575.834032,0.9919614830714645
575.953634,0.9918735991773784
576.073236,0.9921619787465987
576.192838,0.9913332744780202
576.31244,0.9918131959144865
576.432042,0.9912589272704895
576.551644,0.9917365317175516
576.671246,0.9910347298588241
576.790848,0.9905590482815184
576.91045,0.990759755875693
577.030052,0.9914443100226361
577.149654,0.9908083042931574
577.269256,0.9905802464719714
577.388858,0.9918899652267843
577.50846,0.9918249985617434
577.628062,0.9910563346514264
577.747664,0.9917263168838815
577.867266,0.9924421056112455
577.986868,0.9906911976727275
578.10647,0.990972693026508
578.226072,0.9919477940974523
578.345674,0.991420317360646
578.465276,0.9898211586505627
578.584878,0.9901196347229028
578.70448,0.9904272136459817
578.824082,0.9899666730559311
578.943684,0.9907546039383575
579.063286,0.9905881711456419
579.182888,0.9904474185672296
579.30249,0.9906909995345078
579.422092,0.9917035074409027
579.541694,0.9917663834364224
579.661296,0.9905347798821246
579.780898,0.9901362688724926
579.9005,0.9904377122300888
580.020102,0.9899805326863711
580.139704,0.9916163405336403
580.259306,0.9905331950277446
580.378908,0.9901949856941733
580.49851,0.9911059878175938
580.618112,0.991271020703172
580.737714,0.991595516809139
580.857316,0.9922732063386063
580.976918,0.9912506998555369
581.09652,0.9901789446653377
581.216122,0.9905147712816585
581.335724,0.9916390488078474
581.455326,0.99044207016561
581.574928,0.9892501965804195
581.69453,0.9914233907683936
581.814132,0.9902469722955586
581.933734,0.9889425876049579
582.053336,0.9896182661102353
582.172938,0.9900568631279419
582.29254,0.9906329467428985
582.412142,0.9916351814230984
582.531744,0.9895658177320258
582.651346,0.9904365237055472
582.770948,0.9898191790102251
582.89055,0.9901331004415017
583.010152,0.9883998071312358
583.129754,0.9909655580488042
583.249356,0.9908212839669603
583.368958,0.9900161726270629
583.48856,0.9896964490414432
583.608162,0.990789974509079
583.727764,0.9890128050213667
583.847366,0.9881922649644285
583.966968,0.9901670625892943
584.08657,0.9902749966814177
584.206172,0.9893995846386177
584.325774,0.9892017245083624
584.445376,0.9899844926164217
584.564978,0.9882584760642281
584.68458,0.9896677482605842
584.804182,0.9890493991721401
584.923784,0.9895737342902338
585.043386,0.9893827649886462
585.162988,0.9889811571179752
585.28259,0.989621234969487
585.402192,0.9891740272478396
585.521794,0.9881655841334672
585.641396,0.988834798737509
585.760998,0.9885540095286225
585.8806,0.9888901750367602
586.000202,0.9895410788958192
586.119804,0.9890592897155844
586.239406,0.9890009369389151
586.359008,0.9899052970248783
586.47861,0.9885431354943249
586.598212,0.9896004531417625
586.717814,0.9892135950002794
586.837416,0.9876607605133949
586.957018,0.9887201005534787
587.07662,0.9892907566699554
587.196222,0.987801018299455
587.315824,0.9882792297101379
587.435426,0.9867663450957347
587.555028,0.9889425876049579
587.67463,0.9890058819559623
587.794232,0.987874118279475
587.913834,0.988359283569882
588.033436,0.9881972059381057
588.153038,0.9882644056328732
588.27264,0.9878919001736406
588.392242,0.9878247258083831
588.511844,0.9889692894152962
588.631446,0.9875985398454542
588.751048,0.9873348862346388
588.87065,0.9883059136095712
588.990252,0.9874385618405676
589.109854,0.9876311311350224
589.229456,0.9878118841704184
589.349058,0.9885243533531815
589.46866,0.9878257136336028
589.588262,0.9877970671032842
589.707864,0.9878474460383584
589.827466,0.9871305290648851
589.947068,0.9869676659641646
590.06667,0.9868403553469666
590.186272,0.987614341548505
590.305874,0.987404989500198
590.425476,0.9877457029912733
590.545078,0.9878563367053806
590.66468,0.9873013174191799
590.784282,0.9871512590236592
590.903884,0.9874336246601013
591.023486,0.9876113787099247
591.143088,0.9880252745827341
591.26269,0.9875096599765222
591.382292,0.9857692284482394
591.501894,0.9868719347436054
591.621496,0.9875452109641953
591.741098,0.9865581593612869
591.8607,0.9865887431382732
591.980302,0.9868127242038547
592.099904,0.9869489137566578
592.219506,0.9877703969425212
592.339108,0.9881329752072411
592.45871,0.9865137652429907
592.578312,0.9864200508867951
592.697914,0.9860245757444549
592.817516,0.9860551429800927
592.937118,0.9866124215522484
593.05672,0.9863510038999057
593.176322,0.9859940094563868
593.295924,0.9870268858006999
593.415526,0.9865522400300887
593.535128,0.9851286866483854
593.65473,0.986137975091003
593.774332,0.9859417531586897
593.893934,0.9859920374703398
594.013536,0.987251953587415
594.133138,0.98615572573431
594.25274,0.986661753406612
594.372342,0.9857140269171036
594.491944,0.9864279422787677
594.611546,0.986438793045812
594.731148,0.9857642996144192
594.85075,0.9859772477007014
594.970352,0.9861271276329381
595.089954,0.9849809284275317
595.209556,0.9850163883792304
595.329158,0.9861300860187586
595.44876,0.9860275338226193
595.568362,0.9854942371965657
595.687964,0.98595950026997
595.807566,0.985643058062075
595.927168,0.9857544420207112
596.04677,0.9852331158238187
596.166372,0.9846657849560796
596.285974,0.9851523300205843
596.405576,0.9857997877679883
596.525178,0.9845909532000657
596.64478,0.985555339733431
596.764382,0.9852951874653517
596.883984,0.9854666437442343
597.003586,0.9852833639940431
597.123188,0.9847878910838376
597.24279,0.9852203078765648
597.362392,0.9852813934292857
597.481994,0.9846323068885214
597.601596,0.9837544064725718
597.721198,0.9850951928424373
597.8408,0.9848233440860669
597.960402,0.9847228972278469
598.080004,0.9843044789167142
598.199606,0.9841637334397706
598.319208,0.9840899239276539
598.43881,0.9844088207214974
598.558412,0.9848617529454541
598.678014,0.9835075151027104
598.797616,0.984896223710042
598.917218,0.9837652278305604
599.03682,0.9851336123041328
599.156422,0.9845200652034338
599.276024,0.9847947846232026
599.395626,0.9826099825273885
599.515228,0.9843664920522793
599.63483,0.9847701650613327
599.754432,0.9836835787051361
599.874034,0.9843468049193103
599.993636,0.9832252889472665
600.113238,0.9834081858598962
600.23284,0.9829844282581136
600.352442,0.9836363630265436
600.472044,0.9828202835650578
600.591646,0.9830227653983851
600.711248,0.9833845843466549
600.83085,0.9839423215095229
600.950452,0.9818536640608205
601.070054,0.9835203007835135
601.189656,0.9832105406785445
601.309258,0.9824233043656952
601.42886,0.9843064475276407
601.548462,0.9815198905597503
601.668064,0.9832547861483907
601.787666,0.9827013695051922
601.907268,0.9832960837166518
602.02687,0.9829804963282645
602.146472,0.982132550101357
602.266074,0.9825274467554072
602.385676,0.9819420348672127
602.505278,0.9837622765393039
602.62488,0.9825510276970995
602.744482,0.9820893372198429
602.864084,0.9821463000533079
602.983686,0.9815876177687608
603.103288,0.9823653431006119
603.22289,0.9823997264893262
603.342492,0.9822307682671936
603.462094,0.9820628211657063
603.581696,0.9820412160212981
603.701298,0.981434502043726
603.8209,0.9817132690253441
603.940502,0.9834091692685738
604.060104,0.9811548330653659
604.179706,0.980746757540405
604.299308,0.9824724267589632
604.41891,0.9807614688521026
604.538512,0.9812038920334832
604.658114,0.9808821099320457
604.777716,0.9807761803844716
604.897318,0.9809958988564279
605.01692,0.9806653589376179
605.136522,0.9808546456174698
605.256124,0.9811567953769944
605.375726,0.9805094455409903
605.495328,0.9805467056078576
605.61493,0.9804663040745056
605.734532,0.9800732159060169
605.854134,0.9811548330653659
605.973736,0.9802182774762624
606.093338,0.9802741515104735
606.21294,0.9795578329520501
606.332542,0.9796685292413962
606.452144,0.979907597527676
606.571746,0.9805055235110521
606.691348,0.9807761803844716
606.81095,0.9808301245578439
606.930552,0.9798674221397785
607.050154,0.9796499157161698
607.169756,0.9807124320045914
607.289358,0.9793815284100036
607.40896,0.9800085332083197
607.528562,0.9789967070916804
607.648164,0.9786237803933258
607.767766,0.9790613230066503
607.887368,0.9802172972584751
608.00697,0.9796479564182976
608.126572,0.9791171310925769
608.246174,0.979602893648754
608.365776,0.9792081932200919
608.485378,0.9797312300336717
608.60498,0.9782480610043942
608.724582,0.9790348887077936
608.844184,0.9787422010350577
608.963786,0.979144546756065
609.083388,0.9784290536369823
609.20299,0.9779028003809449
609.322592,0.9792307152675385
609.442194,0.9792561755971183
609.561796,0.9776554222670994
609.681398,0.9787333923948873
609.801,0.9788537840060841
609.920602,0.9770592343153286
610.040204,0.9774472038382065
610.159806,0.9782930614502028
610.279408,0.9776671542025581
610.39901,0.9783674145482549
610.518612,0.9768853332492745
610.638214,0.9776593328966098
610.757816,0.9774882574828881
610.877418,0.9772937566731216
610.99702,0.9784192693953673
611.116622,0.9775908991385165
611.236224,0.977664221205495
611.355826,0.977416903444546
611.475428,0.9776124063748763
611.59503,0.9772996204532529
611.714632,0.9764536453420339
611.834234,0.9770094055650225
611.953836,0.9768491891606141
612.073438,0.9763833432104764
612.19304,0.9763208566761014
612.312642,0.9757362156004353
612.432244,0.9765444597538554
612.551846,0.9770836611015201
612.671448,0.9763062119730868
612.79105,0.976268136773291
612.910652,0.9759596847800524
613.030254,0.9753069861029855
613.149856,0.9751265709994681
613.269458,0.9762076100251597
613.38906,0.9760250762695231
613.508662,0.9745981956006542
613.628264,0.9748750207955218
613.747866,0.9745085366910321
613.867468,0.9751568003917221
613.98707,0.9754269562402883
614.106672,0.9764331400307882
614.226274,0.9758455041766286
614.345876,0.9755869393793706
614.465478,0.9748759956710301
614.58508,0.974537772385666
614.704682,0.9746956602933677
614.824284,0.9737389789623724
614.943886,0.9752660240697779
615.063488,0.9730225707444199
615.18309,0.9748087315479678
615.302692,0.9749530139168687
615.422294,0.9761666101665416
615.541896,0.9733466412152165
615.661498,0.973654267356211
615.7811,0.974312680159398
615.900702,0.9736532937024304
616.020304,0.9730692769487556
616.139906,0.9736698459491171
616.259508,0.9739619907224267
616.37911,0.9734361932255376
616.498712,0.9724632435882099
616.618314,0.9729184628992192
616.737916,0.9725429888436949
616.857518,0.9736659512775226
616.97712,0.9728990047245437
617.096722,0.9718041369714485
617.216324,0.9711095453596063
617.335926,0.9729680830061291
617.455528,0.9724574088262526
617.57513,0.9721122477158414
617.694732,0.9720860010394847
617.814334,0.9714805800690512
617.933936,0.9721268295089203
618.053538,0.9715427568158104
618.17314,0.9711736407047231
618.292742,0.9712629927898009
618.412344,0.9718021933651182
618.531946,0.9721598823830192
618.651548,0.9712921311166572
618.77115,0.9703378200724928
618.890752,0.971052251586613
619.010354,0.9703271464151773
619.129956,0.9710784703513575
619.249558,0.9702747501639823
619.36916,0.9714028647313007
619.488762,0.9706279944596036
619.608364,0.9698343454068523
619.727966,0.9696219749406231
619.847568,0.9710270045562845
619.96717,0.9696326408410098
620.086772,0.9703581973806753
620.206374,0.9699497625611402
620.325976,0.9692031887117871
620.445578,0.9694203145432437
620.56518,0.9685656627826476
620.684782,0.9686218412202479
620.804384,0.9686722108655907
620.923986,0.9694057733475848
621.043588,0.9692186960868652
621.16319,0.968776833113864
621.282792,0.9689919254451806
621.402394,0.9675869377264548
621.521996,0.9676188686222567
621.641598,0.9678782252312808
621.7612,0.968673179538286
621.880802,0.968186059449951
622.000404,0.9684610633395386
622.120006,0.9680137376684623
622.239608,0.967708861361636
622.35921,0.968351633422288
622.478812,0.9669301691938884
622.598414,0.9669059962418217
622.718016,0.9661115260848797
622.837618,0.9659386075983768
622.95722,0.9666749333218388
623.076822,0.9672483415560369
623.196424,0.9654509317500555
623.316026,0.9662516224129004
623.435628,0.9660400364770976
623.55523,0.9673141166795916
623.674832,0.9651574792738398
623.794434,0.9662419599449886
623.914036,0.9654142453116957
624.033638,0.9655638961173568
624.15324,0.9654219686565515
624.272842,0.9648168388102352
624.392444,0.9659057662440246
624.512046,0.9643895196088338
624.631648,0.9645804876389275
624.75125,0.9640848206656059
624.870852,0.9641860548864793
624.990454,0.9641860548864793
625.110056,0.9643981991535682
625.229658,0.9634034535890386
625.34926,0.9635315947695655
625.468862,0.9635672460981175
625.588464,0.963940218787918
625.708066,0.9635711003748105
625.827668,0.9634439173838231
625.94727,0.963340834399701
626.066872,0.9629950571108885
626.186474,0.9626705824536927
626.306076,0.9624674803888165
626.425678,0.9621210544562857
626.54528,0.9625916467023417
626.664882,0.9625454434121877
626.784484,0.9624694053257021
626.904086,0.961869973628546
627.023688,0.9617911035244269
627.14329,0.9615045324767835
627.262892,0.9619046015708959
627.382494,0.9609499043871358
627.502096,0.96116518127583
627.621698,0.9605435085363622
627.7413,0.9610190952710936
627.860902,0.9613708926349533
627.980504,0.9609076235215287
628.100106,0.9587451356031087
628.219708,0.9601344041471475
628.33931,0.9598713633586449
628.458912,0.9606078671074222
628.578514,0.9593905882498232
628.698116,0.9582313859076437
628.817718,0.959180504715983
628.93732,0.958328172165244
629.056922,0.9591095279848055
629.176524,0.9594184109803101
629.296126,0.9586185895974292
629.415728,0.9584393446810965
629.53533,0.9582457594862338
629.654932,0.9580541294979742
629.774534,0.9587355481996898
629.894136,0.9572047122573469
630.013738,0.9583061308707601
630.13334,0.9574919167495439
630.252942,0.9573339436164222
630.372544,0.9568008570882084
630.492146,0.9575838403858159
630.611748,0.9562804989721927
630.73135,0.9568190364771967
630.850952,0.9560252061620739
630.970554,0.9562585047736506
631.090156,0.955462273115701
631.209758,0.9561963499908926
631.32936,0.9565062078025445
631.448962,0.955960198658335
631.568564,0.9549502825630368
631.688166,0.9543612599708514
631.807768,0.9551374711623027
631.92737,0.9544633820891041
632.046972,0.9539996255873668
632.166574,0.9540416024943779
632.286176,0.953798352901383
632.405778,0.9540969385120516
632.52538,0.9537478029282654
632.644982,0.9547201672749451
632.764584,0.9537783233462832
632.884186,0.9531823981402172
633.003788,0.9529184031809222
633.12339,0.9530318072183073
633.242992,0.9523487283255784
633.362594,0.9530213239260861
633.482196,0.9524858764168828
633.601798,0.9521611341047357
633.7214,0.9518926625211905
633.841002,0.9519278832012824
633.960604,0.9515719287405984
634.080206,0.9514120780844011
634.199808,0.9514282522272083
634.31941,0.9509545589170232
634.439012,0.9517375166619306
634.558614,0.9512722307879508
634.678216,0.950643647613026
634.797818,0.9508604190756895
634.91742,0.9508794364742443
635.037022,0.9510154219563904
635.156624,0.9493696888618309
635.276226,0.9496583411201652
635.395828,0.9500648818836821
635.51543,0.9496061113477355
635.635032,0.9491247830763094
635.754634,0.9495377421690384
635.874236,0.9490554994960263
635.993838,0.9494456414750039
636.11344,0.9485165890373716
636.233042,0.9480557219748669
636.352644,0.9473667359417599
636.472246,0.947910680545357
636.591848,0.947257795031349
636.71145,0.9482150087158703
636.831052,0.9472862131914702
636.950654,0.9461075757101222
637.070256,0.9469301005286863
637.189858,0.9469149497682843
637.30946,0.9467378932279801
637.429062,0.9455731759120051
637.548664,0.9461236596756225
637.668266,0.9456554443569348
637.787868,0.946228685230657
637.90747,0.9465684423114018
638.027072,0.9457556891469167
638.146674,0.9451619410305547
638.266276,0.9450674295621038
638.385878,0.9444098914809244
638.50548,0.9444722245907321
638.625082,0.9447282112482216
638.744684,0.9437707423607806
638.864286,0.9440369232398663
638.983888,0.9441388847333978
639.10349,0.9439453560993902
639.223092,0.94347444486882
639.342694,0.9438037749148296
639.462296,0.9426219293657235
639.581898,0.9428642143338554
639.7015,0.9419849322707481
639.821102,0.9426341835304571
639.940704,0.943496145030603
640.060306,0.9423410698809142
640.179908,0.9421931339462176
640.29951,0.9421799433346769
640.419112,0.9417099128253181
640.538714,0.941239175563028
640.658316,0.9412354106138557
640.777918,0.9413257735506262
640.89752,0.9412231746330518
641.017122,0.9405250460751994
641.136724,0.9402269468868112
641.256326,0.9401460908462386
641.375928,0.9397343970259763
641.49553,0.939747553399629
641.615132,0.9391059249617114
641.734734,0.9393501242467328
641.854336,0.9386515076718849
641.973938,0.9390514583976092
642.09354,0.9385923744896163
642.213142,0.9386655875500988
642.332744,0.937959038411809
642.452346,0.9377414571552992
642.571948,0.9384506577409523
642.69155,0.9372914492663982
642.811152,0.93733081633397
642.930754,0.9377170761943671
643.050356,0.9375792419152342
643.169958,0.9363546263066802
643.28956,0.936866015529197
643.409162,0.9362525692146253
643.528764,0.9364772967974682
643.648366,0.935298078467062
643.767968,0.935804211624187
643.88757,0.934921229281651
644.007172,0.935515092793955
644.126774,0.9350839197292045
644.246376,0.9343725915609873
644.365978,0.9346650959566958
644.48558,0.934371657188863
644.605182,0.9336786105713211
644.724784,0.9332361517809278
644.844386,0.9342642106265819
644.963988,0.9328032306519706
645.08359,0.9325383521489932
645.203192,0.9328256181981557
645.322794,0.9321299897886373
645.442396,0.9322698197740923
645.561998,0.9326922336719742
645.6816,0.9308938736366473
645.801202,0.9315764689866561
645.920804,0.9316891965592842
646.040406,0.9310772777944701
646.160008,0.9309106298771785
646.27961,0.9300313348642741
646.399212,0.9314209087059804
646.518814,0.9302415456988831
646.638416,0.9304741351577788
646.758018,0.928888099556239
646.87762,0.9292039752059056
646.997222,0.9292244179182292
647.116824,0.9284534816341731
647.236426,0.9277045219203854
647.356028,0.9276024800353807
647.47563,0.9275996972321148
647.595232,0.9276618484938733
647.714834,0.9272222409729005
647.834436,0.9264140555988062
647.954038,0.9269858294452032
648.07364,0.9257370943836327
648.193242,0.9255880627088088
648.312844,0.9256065746551818
648.432446,0.9259111493180281
648.552048,0.9250449019492779
648.67165,0.9247461606952582
648.791252,0.9239466011256248
648.910854,0.9238588303676949
649.030456,0.9239687761101506
649.150058,0.9239041005594936
649.26966,0.9236205055346854
649.389262,0.9227693198854651
649.508864,0.9223034390237415
649.628466,0.9216820159489404
649.748068,0.9216119707774786
649.86767,0.921694919587489
649.987272,0.9211798361066853
650.106874,0.9205646934566853
650.226476,0.920389802780069
650.346078,0.9201394907976858
650.46568,0.9201735365886885
650.585282,0.9195121696058033
650.704884,0.9187254039723528
650.824486,0.9185995472133934
650.944088,0.9180219297779237
651.06369,0.9179677680818527
651.183292,0.917456602407887
651.302894,0.9174877964626648
651.422496,0.9173511009650592
651.542098,0.916759600284413
651.6617,0.9156381729871786
651.781302,0.9160759526548716
651.900904,0.9149306581691667
652.020506,0.9148089804833758
652.140108,0.9151100021533042
652.25971,0.9144120395282637
652.379312,0.9135592909644479
652.498914,0.9133857311878656
652.618516,0.9132880041431186
652.738118,0.911887182462453
652.85772,0.9122374143807432
652.977322,0.9119382495745367
653.096924,0.9108464016990092
653.216526,0.910599595767863
653.336128,0.9111880331515402
653.45573,0.9099714987651688
653.575332,0.9098513904546547
653.694934,0.909296550349914
653.814536,0.9088429245603367
653.934138,0.908470375339076
654.05374,0.9074824970739329
654.173342,0.9081915177406785
654.292944,0.9072329736982743
654.412546,0.906414112094681
654.532148,0.9058586505103363
654.65175,0.9056919878520773
654.771352,0.9047197968171597
654.890954,0.905138779069993
655.010556,0.9035715319777113
655.130158,0.9034450408178223
655.24976,0.9036438205917756
655.369362,0.9027857666023912
655.488964,0.9018834320782454
655.608566,0.9015227508464696
655.728168,0.9007477745683056
655.84777,0.900036464830737
655.967372,0.8999374662646266
656.086974,0.8994966049260058
656.206576,0.898633502540708
656.326178,0.8985256729903055
656.44578,0.8974570633882651
656.565382,0.8975468135820388
656.684984,0.8973134817449607
656.804586,0.8968111268676774
656.924188,0.8954937829961482
657.04379,0.8951983188020328
657.163392,0.8946971480844019
657.282994,0.89438405887638
657.402596,0.8931595916672743
657.522198,0.8934543829704144
657.6418,0.8922044220110876
657.761402,0.8920973639040611
657.881004,0.8909651193793593
658.000606,0.8911255075353486
658.120208,0.8896652594337242
658.23981,0.8895407150157161
658.359412,0.8881896402058747
658.479014,0.8878521922617664
658.598616,0.8870623553402194
658.718218,0.886787408629006
658.83782,0.8856707601304201
658.957422,0.8855644860157789
659.077024,0.8854759339948521
659.196626,0.8839011887713755
659.316228,0.883883510924379
659.43583,0.8829912392513908
659.555432,0.8821439744139014
659.675034,0.881024362670338
659.794636,0.8808657925567958
659.914238,0.8807865182028651
660.03384,0.8797038167833502
660.153442,0.8784643084604088
660.273044,0.8780427467752463
660.392646,0.8776828230384763
660.512248,0.8763497585331413
660.63185,0.8759992887283619
660.751452,0.875867898689552
660.871054,0.8750624707764071
660.990656,0.8738469789045832
661.110258,0.8734101646278003
661.22986,0.8719615064734465
661.349462,0.871124825098549
661.469064,0.8708286930033244
661.588666,0.8701497114600082
661.708268,0.8694190926052611
661.82787,0.868081217630788
661.947472,0.8670574859144833
662.067074,0.8664161007166984
662.186676,0.8664247649210265
662.306278,0.8651693594008506
662.42588,0.8639848889260078
662.545482,0.8629918773948114
662.665084,0.8629918773948114
662.784686,0.862508737235341
662.904288,0.8610523284814477
663.02389,0.8597703158486049
663.143492,0.8590140507760943
663.263094,0.8581554660892103
663.382696,0.8573834736184515
663.502298,0.8567064081503658
663.6219,0.8560726799167001
663.741502,0.8546527781125925
663.861104,0.8537131769320612
663.980706,0.8525614417393776
664.100308,0.8516326560480411
664.21991,0.8514538319674566
664.339512,0.8493873109956397
664.459114,0.8488778314681849
664.578716,0.8479276205144034
664.698318,0.847054704694094
664.81792,0.845878116572754
664.937522,0.8449819608156482
665.057124,0.8442893596130812
665.176726,0.8432430896286134
665.296328,0.8420381137735188
665.41593,0.8413815801261841
665.535532,0.8398348614363276
665.655134,0.8386850754593901
665.774736,0.8377462740018279
665.894338,0.8368252597511326
666.01394,0.835821671712685
666.133542,0.834518806403975
666.253144,0.8324600885154188
666.372746,0.8323269055561772
666.492348,0.8309380796163328
666.61195,0.8297423898849071
666.731552,0.8287390087611471
666.851154,0.8270418339916902
666.970756,0.826281305401212
667.090358,0.8243335807395697
667.20996,0.8233038075060013
667.329562,0.8233038075060013
667.449164,0.8213466743564171
667.568766,0.819377805925136
667.688368,0.818951840226735
667.80797,0.8172420182669984
667.927572,0.8165313269066746
668.047174,0.8146065850638862
668.166776,0.8140365599863946
668.286378,0.8122882614767808
668.40598,0.8110707424521189
668.525582,0.8100818394997852
668.645184,0.8082854525433933
668.764786,0.8067673033999521
668.884388,0.8059367608802747
669.00399,0.804286282838474
669.123592,0.8024305257497634
669.243194,0.8021978546362379
669.362796,0.7998988474468063
669.482398,0.7979973518671919
669.602,0.7966578418195477
