nu,[0]2-Hexanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
557.284946,0.9629449826698655
557.419548,0.9590212939670579
557.554151,0.9617593649417001
557.688754,0.9684155467392102
557.823356,0.9654258303521496
557.957959,0.9750817162088702
558.092562,0.9660419685591026
558.227165,0.9649721868264634
558.361767,0.9570573140816102
558.49637,0.9701622048207195
558.630973,0.9716690655840884
558.765575,0.9701583241796614
558.900178,0.9627591522214254
559.034781,0.9615747248696453
559.169383,0.9661820548005507
559.303986,0.9659444032474093
559.438589,0.9743877051241944
559.573191,0.9732347127874847
559.707794,0.9691896199621266
559.842397,0.9698954468952896
559.977,0.9679111336503785
560.111602,0.967511468888635
560.246205,0.9762505641049836
560.380808,0.9686015003751619
560.51541,0.9757323126633788
560.650013,0.9667832069775824
560.784616,0.9700719839310075
560.919218,0.9693146534875907
561.053821,0.9753342950809203
561.188424,0.980297678372431
561.323026,0.9721171082892314
561.457629,0.9776915961869368
561.592232,0.9718148268757496
561.726835,0.9735072566614269
561.861437,0.9776153392164947
561.99604,0.9776837746854533
562.130643,0.9810949844459504
562.265245,0.9774335196731422
562.399848,0.9753937922875665
562.534451,0.9784652561817099
562.669053,0.9769048711513179
562.803656,0.977802081579613
562.938259,0.9869262141926874
563.072861,0.9758045195261369
563.207464,0.9736055858598907
563.342067,0.9732386057341218
563.47667,0.9686286215968677
563.611272,0.9766460256590053
563.745875,0.9813824873935181
563.880478,0.9776417351869975
564.01508,0.9837927736425792
564.149683,0.9786492249423937
564.284286,0.9765630142748581
564.418888,0.9778979108791668
564.553491,0.9808105081515175
564.688094,0.9867584509965504
564.822696,0.9785180947321717
564.957299,0.980735969385407
565.091902,0.9787764576115805
565.226505,0.981004727859248
565.361107,0.9822906861715355
565.49571,0.9857524705137987
565.630313,0.9804682650090747
565.764915,0.9797018385376454
565.899518,0.9764809864268769
566.034121,0.9798566436574166
566.168723,0.9823103321817183
566.303326,0.9857504990108291
566.437929,0.9847081264951693
566.572531,0.9813824873935181
566.707134,0.9809085941065486
566.841737,0.982450812603331
566.97634,0.9796322821763892
567.110942,0.9842749502252793
567.245545,0.9882851594033053
567.380148,0.9838803350958604
567.51475,0.9813893570949738
567.649353,0.9820186293330776
567.783956,0.9847356987087204
567.918558,0.9829166046725044
568.053161,0.9893837543719058
568.187764,0.9856420724195097
568.322366,0.9837435852336176
568.456969,0.9823525724341611
568.591572,0.983718008232904
568.726175,0.9855228169438488
568.860777,0.9891305045481472
568.99538,0.9857790861898125
569.129983,0.9858609092495763
569.264585,0.9826080173093887
569.399188,0.9811891740854876
569.533791,0.9890068709623387
569.668393,0.9874089391280553
569.802996,0.9910727863231301
569.937599,0.98653842839541
570.072201,0.9847514546059465
570.206804,0.9827603333562603
570.341407,0.98495925908547
570.47601,0.987912646121376
570.610612,0.9913292100199269
570.745215,0.9896677482605842
570.879818,0.9880005742596248
571.01442,0.985889499630503
571.149023,0.9848154655308284
571.283626,0.9894708239732969
571.418228,0.9906526605346903
571.552831,0.9893699030963038
571.687434,0.9866913537032165
571.822036,0.9865364553205263
571.956639,0.9867515437115689
572.091242,0.9873052666323481
572.225845,0.9917801690849622
572.360447,0.9910093596944792
572.49505,0.9900948820414445
572.629653,0.9889079752201121
572.764255,0.9841853852800757
572.898858,0.9892007353071326
573.033461,0.9916391479717571
573.168063,0.99495397417897
573.302666,0.9905860909126667
573.437269,0.9902737093247588
573.571871,0.987537310634109
573.706474,0.9884156216546657
573.841077,0.9919371803128392
573.97568,0.9944954061049359
574.110282,0.9919555313204214
574.244885,0.9890869837634113
574.379488,0.9866578067674917
574.51409,0.990183202443954
574.648693,0.9893699030963038
574.783296,0.9927174472394602
574.917898,0.9921723965020687
575.052501,0.9933150443981583
575.187104,0.9863687583777658
575.321706,0.9892106273639458
575.456309,0.986327331759879
575.590912,0.9944108775879298
575.725515,0.9936671376371298
575.860117,0.9923575531458336
575.99472,0.9905875767929175
576.129323,0.9877664458688356
576.263925,0.9879659948446691
576.398528,0.989110722135881
576.533131,0.9938239506836729
576.667733,0.9959064017101358
576.802336,0.9901249813833662
576.936939,0.9903221348931404
577.071541,0.9902906431499721
577.206144,0.9907767970900481
577.340747,0.9984013791577392
577.47535,0.9949570585410707
577.609952,0.9935175026340002
577.744555,0.9918041704554695
577.879158,0.9893194465178996
578.01376,0.9928187095833704
578.148363,0.9940838696296977
578.282966,0.9940003700916785
578.417568,0.9954713852394964
578.552171,0.9909402887492589
578.686774,0.9888644642264512
578.821376,0.9937083756790251
578.955979,0.9915518875662498
579.090582,0.994005240705425
579.225185,0.9982027170508221
579.359787,0.9917633089653992
579.49439,0.98903456354242
579.628993,0.9901679537400517
579.763595,0.9957282499910163
579.898198,0.9950204393243564
580.032801,0.9965220620858541
580.167403,0.9946129624093782
580.302006,0.9931876102530373
580.436609,0.9897063460554185
580.571211,0.9923690645602161
580.705814,0.9951486062107117
580.840417,0.9959781095525103
580.97502,0.9953511395591448
581.109622,0.9927402800033226
581.244225,0.9909277038875058
581.378828,0.9907998824583637
581.51343,0.9935254508058139
581.648033,0.9968947313510456
581.782636,0.9967194926612062
581.917238,0.9925272607970121
582.051841,0.9922799538193509
582.186444,0.9898310569116405
582.321046,0.9919827112743431
582.455649,0.9947596786413897
582.590252,0.9963022535647292
582.724854,0.9945017708959023
582.859457,0.9925352010468595
582.99406,0.9919435287311081
583.128663,0.9927141712772897
583.263265,0.9941747330477768
583.397868,0.9946177365630557
583.532471,0.9944941132617483
583.667073,0.9945865060564492
583.801676,0.9931038880664327
583.936279,0.992505524688012
584.070881,0.9929701259817888
584.205484,0.9973366530185881
584.340087,0.9978336499307731
584.474689,0.9944818810593834
584.609292,0.9923995307581519
584.743895,0.9928753018626814
584.878498,0.994502864848452
585.0131,0.9948171774125136
585.147703,0.9963742888217052
585.282306,0.9934643508694316
585.416908,0.9919865800144612
585.551511,0.9910883462880208
585.686114,0.9929133297149714
585.820716,0.9967246756160437
585.955319,0.9982696987003454
586.089922,0.997629813338709
586.224524,0.9929460963954992
586.359127,0.9920232841969449
586.49373,0.9920912401193761
586.628333,0.9951219365854398
586.762935,0.9945529890559597
586.897538,0.9967614554351574
587.032141,0.9945327003819281
587.166743,0.9935012090805645
587.301346,0.9922184343693367
587.435949,0.9919941191411179
587.570551,0.9971881606464851
587.705154,0.9982780842010336
587.839757,0.9962384922608846
587.974359,0.9928349919437226
588.108962,0.9915703306028782
588.243565,0.9922496897422889
588.378168,0.9961176558606492
588.51277,0.9971092861825042
588.647373,0.995947931872985
588.781976,0.9922166483777622
588.916578,0.9916012680798152
589.051181,0.9908040438266089
589.185784,0.9940535505340425
589.320386,0.9967147084191236
589.454989,0.9970841593450918
589.589592,0.9938159007422747
589.724194,0.9915316601140641
589.858797,0.9937013203746042
589.9934,0.9925432406145482
590.128003,0.994333018264447
590.262605,0.996412948894112
590.397208,0.9960978333165326
590.531811,0.9908455593857902
590.666413,0.9904315715353091
590.801016,0.9920626683030969
590.935619,0.9946259919245289
591.070221,0.9969631206753432
591.204824,0.9979864299575901
591.339427,0.9933878570594642
591.474029,0.990712695904972
591.608632,0.9930688321179251
591.743235,0.9928013354079772
591.877838,0.9968292375186917
592.01244,0.9973261810387094
592.147043,0.9941317856269801
592.281646,0.9923263936078721
592.416248,0.9936879054973298
592.550851,0.9932700482458177
592.685454,0.9935656894013977
592.820056,0.9962309208771147
592.954659,0.9957332286447128
593.089262,0.993011831602892
593.223864,0.9906366120915824
593.358467,0.9922063293782779
593.49307,0.9929898862839102
593.627673,0.9953179949180587
593.762275,0.9964845935607324
593.896878,0.9931551335491791
594.031481,0.9926496469532199
594.166083,0.9919023639288413
594.300686,0.9936335522554738
594.435289,0.9947394852248772
594.569891,0.9961036107007202
594.704494,0.9949740724522403
594.839097,0.9918821293270108
594.973699,0.9907153708328621
595.108302,0.9924298986484195
595.242905,0.9937055932994686
595.377508,0.9957230722175785
595.51211,0.9946864670232622
595.646713,0.9924823995786953
595.781316,0.9901029018424692
595.915918,0.990380466584737
596.050521,0.9954771589902746
596.185124,0.9951771673855607
596.319726,0.9953084399111717
596.454329,0.9928993297357225
596.588932,0.991621397789873
596.723534,0.9905926288024417
596.858137,0.991908116979236
596.99274,0.9960924544027557
597.127343,0.9947516211206258
597.261945,0.995123528781812
597.396548,0.9921838065502362
597.531151,0.9893609988072453
597.665753,0.9923378054270164
597.800356,0.9948892047835177
597.934959,0.9971605389169979
598.069561,0.9949573570282331
598.204164,0.9936260006691727
598.338767,0.9919206151002479
598.473369,0.9910639658145831
598.607972,0.9950056136302621
598.742575,0.9963597418632815
598.877178,0.9948836334195708
599.01178,0.993734113059253
599.146383,0.9905623171317713
599.280986,0.9918228165491468
599.415588,0.9921155466525129
599.550191,0.9961687580071537
599.684794,0.9956695037572977
599.819396,0.9928779826296154
599.953999,0.9919056372120433
600.088602,0.9904272136459817
600.223204,0.9924421056112455
600.357807,0.9944822788522154
600.49241,0.9968141855108481
600.627013,0.9948472213449326
600.761615,0.992452526308063
600.896218,0.9915530774292288
601.030821,0.9924492512201301
601.165423,0.9935226689384463
601.300026,0.9964633686649355
601.434629,0.996784879604593
601.569231,0.9932523681963118
601.703834,0.9929300107990313
601.838437,0.9917778879931967
601.973039,0.9914147654224142
602.107642,0.9956855341653527
602.242245,0.9979616802010254
602.376848,0.995182043765628
602.51145,0.9918892709040517
602.646053,0.990714974546793
602.780656,0.9916845660848012
602.915258,0.9945053511087218
603.049861,0.99660587311548
603.184464,0.9961765281537697
603.319066,0.9939632945693369
603.453669,0.9919471989289543
603.588272,0.9919768585936121
603.722874,0.9931082577331535
603.857477,0.9966506217237816
603.99208,0.99795908550403
604.126683,0.994503759901433
604.261285,0.9920723905648852
604.395888,0.9914544228061735
604.530491,0.9925405607514164
604.665093,0.9953281472133836
604.799696,0.9976004834533484
604.934299,0.9958956459790784
605.068901,0.9924236463597527
605.203504,0.9931982374173223
605.338107,0.9921646575875578
605.472709,0.9944972956480026
605.607312,0.9991471438886844
605.741915,0.9968450872295731
605.876518,0.9949474075044105
606.01112,0.9930116330005455
606.145723,0.9923911946371053
606.280326,0.994497395097737
606.414928,0.9971926480033045
606.549531,0.997999004665828
606.684134,0.9954169344439666
606.818736,0.9936812478106662
606.953339,0.9927581494891875
607.087942,0.9955841785370636
607.222544,0.996415340288059
607.357147,0.9982381538762773
607.49175,0.9982400505305715
607.626353,0.994386315942591
607.760955,0.992925244746418
607.895558,0.9938972975977012
608.030161,0.9968678155566639
608.164763,0.9974397829602363
608.299366,0.996459582111329
608.433969,0.996383455507329
608.568571,0.9935240598711564
608.703174,0.9925752010214558
608.837777,0.9958791142485689
608.972379,0.9981239619633758
609.106982,0.9986263443298385
609.241585,0.9960219335534515
609.376188,0.9953899590105619
609.51079,0.9935796987763841
609.645393,0.9946480728666471
609.779996,0.9977793692566646
609.914598,0.9988539572092138
610.049201,0.9992526793832534
610.183804,0.9950526785088624
610.318406,0.9944244016678285
610.453009,0.9937398767338232
610.587612,0.996506915065628
610.722214,0.9992549376968607
610.856817,0.9990161842643448
610.99142,0.9974469645525273
611.126023,0.9953764217991726
611.260625,0.9950947701273948
611.395228,0.998134342506559
611.529831,0.9985676268271034
611.664433,0.9995564184114163
611.799036,0.9979819390287599
611.933639,0.997275318700477
612.068241,0.9960326906484221
612.202844,0.9952766900783511
612.337447,0.9992184855416248
612.472049,0.9999879710723482
612.606652,0.9992452749483326
612.741255,0.9966791263391769
612.875858,0.9974723997744211
613.01046,0.9958973390031156
613.145063,0.9979085900518492
613.279666,1.0
613.414268,1.0
613.548871,0.9985382693704314
613.683474,0.9971345133665671
613.818076,0.996190175865692
613.952679,0.9963854482762328
614.087282,0.9993711378167601
614.221884,1.0
614.356487,0.9999106569913243
614.49109,0.9979726578398845
614.625693,0.9969089870476319
614.760295,0.9968358166133703
614.894898,0.9997182496990731
615.029501,1.0
615.164103,1.0
615.298706,0.9994281335779684
615.433309,0.9977736819304687
615.567911,0.9972565701007229
615.702514,0.9979591852999435
615.837117,0.9997770148648817
615.971719,1.0
616.106322,0.9990209895437479
616.240925,0.9980375281709071
616.375528,0.997537038080185
616.51013,0.998845766640346
616.644733,1.0
616.779336,1.0
616.913938,1.0
617.048541,0.9977618084943009
617.183144,0.9971391001958783
617.317746,0.9976370960629284
617.452349,0.9998609996614424
617.586952,1.0
617.721554,1.0
617.856157,0.9997455323823778
617.99076,0.9971888586784419
618.125363,0.9987010443741412
618.259965,0.9998747178484643
618.394568,1.0
618.529171,1.0
618.663773,1.0
618.798376,0.9982031163319888
618.932979,0.9983484652868738
619.067581,0.9990714513683323
619.202184,1.0
619.336787,1.0
619.471389,1.0
619.605992,0.9996990053079942
619.740595,0.9972986552159708
619.875198,0.9989364659536435
620.0098,1.0
620.144403,1.0
620.279006,1.0
620.413608,1.0
620.548211,0.9980844370370808
620.682814,0.9980593854321101
620.817416,0.9988173998233841
620.952019,1.0
621.086622,1.0
621.221224,1.0
621.355827,0.9993730066425351
621.49043,0.998308332485244
621.625033,0.9984272380883311
621.759635,1.0
621.894238,1.0
622.028841,1.0
622.163443,0.99994184169126
622.298046,0.9982166919866852
622.432649,0.9982546249417021
622.567251,1.0
622.701854,1.0
622.836457,1.0
622.971059,1.0
623.105662,0.9986402253324974
623.240265,0.9977512322751848
623.374867,0.9997933713506405
623.50947,1.0
623.644073,1.0
623.778676,1.0
623.913278,1.0
624.047881,0.9988405726558638
624.182484,0.999158684104841
624.317086,1.0
624.451689,1.0
624.586292,1.0
624.720894,0.999948987301192
624.855497,0.9991394804594801
624.9901,0.997776775033677
625.124702,0.9999589268435252
625.259305,1.0
625.393908,1.0
625.528511,1.0
625.663113,0.9994937281988391
625.797716,0.9983036404471076
625.932319,0.9987791458495392
626.066921,1.0
626.201524,1.0
626.336127,0.9999960378078495
626.470729,0.999536997218884
626.605332,0.9990657966399205
626.739935,0.9985930906262496
626.874537,1.0
627.00914,1.0
627.143743,1.0
627.278346,0.9995677534454706
627.412948,0.998728209411991
627.547551,0.9991589139113648
627.682154,0.9993694288935756
627.816756,1.0
627.951359,1.0
628.085962,0.9999989640005367
628.220564,0.9988392741639635
628.355167,0.9993260172284926
628.48977,0.9987932287347797
628.624372,1.0
628.758975,1.0
628.893578,1.0
629.028181,0.9998366333457854
629.162783,0.9986728814017897
629.297386,0.9992602437546674
629.431989,0.999983913129395
629.566591,1.0
629.701194,1.0
629.835797,0.9999086361739286
629.970399,0.999028032666551
630.105002,0.9987358996488108
630.239605,0.9998991550851903
630.374207,1.0
630.50881,1.0
630.643413,1.0
630.778016,0.9989911092728123
630.912618,0.9989010043385494
631.047221,0.9995344384074464
631.181824,1.0
631.316426,1.0
631.451029,1.0
631.585632,0.9998135373863144
631.720234,0.9981293518473231
631.854837,0.9993144351070714
631.98944,0.999929644475066
632.124042,1.0
632.258645,1.0
632.393248,0.9997471719663954
632.527851,0.9980137751603985
632.662453,0.997628715946518
632.797056,0.9995967513266103
632.931659,1.0
633.066261,1.0
633.200864,1.0
633.335467,0.9988996058781223
633.470069,0.9979220619087498
633.604672,0.9992047863500962
633.739275,1.0
633.873877,1.0
634.00848,1.0
634.143083,0.9995019240810135
634.277686,0.9985345747856698
634.412288,0.9977937373830321
634.546891,0.9995888745352444
634.681494,1.0
634.816096,1.0
634.950699,1.0
635.085302,0.9995417450308969
635.219904,0.9980230567316667
635.354507,0.9994693708334786
635.48911,1.0
635.623712,1.0
635.758315,1.0
635.892918,0.9993957326430999
636.027521,0.9981290524085624
636.162123,0.9985125074154123
636.296726,1.0
636.431329,1.0
636.565931,1.0
636.700534,0.999982867146769
636.835137,0.9979847333821013
636.969739,0.997850413676907
637.104342,0.9995865854793426
637.238945,1.0
637.373547,1.0
637.50815,0.9998398828201241
637.642753,0.9984997265371152
637.777356,0.9984944345025885
637.911958,0.9988974083014067
638.046561,1.0
638.181164,1.0
638.315766,1.0
638.450369,0.9980584871790674
638.584972,0.9977615091658032
638.719574,0.9987346012929853
638.854177,0.9996729834815615
638.98878,1.0
639.123382,1.0
639.257985,0.9995965414113145
639.392588,0.9977951342952422
639.527191,0.9983611443928951
639.661793,0.9988944116136769
639.796396,1.0
639.930999,1.0
640.065601,1.0
640.200204,0.9979317417996977
640.334807,0.9975674634238305
640.469409,0.9987950265642095
640.604012,1.0
640.738615,1.0
640.873217,1.0
641.00782,0.9989514501130137
641.142423,0.9976102599859912
641.277026,0.9984208481744551
641.411628,0.9998356135129395
641.546231,1.0
641.680834,1.0
641.815436,0.9994377081453503
641.950039,0.9980564910640892
642.084642,0.9985139053339013
642.219244,0.9985240902276785
642.353847,0.9999489373037439
642.48845,1.0
642.623052,0.9998035992891453
642.757655,0.9980751548949783
642.892258,0.9968013266907946
643.026861,0.9981146794536933
643.161463,1.0
643.296066,1.0
643.430669,1.0
643.565271,0.9988120062239878
643.699874,0.9957386056186653
643.834477,0.9979167729358374
643.969079,0.9997516308487256
644.103682,1.0
644.238285,1.0
644.372887,0.9996317578178018
644.50749,0.9977204022384341
644.642093,0.996400194889992
644.776696,0.9979477088353024
644.911298,1.0
645.045901,1.0
645.180504,0.9996920574240512
645.315106,0.998184749563623
645.449709,0.9963764808475518
645.584312,0.9985799092844504
645.718914,0.9998055988983434
645.853517,1.0
645.98812,1.0
646.122722,0.9984324299234679
646.257325,0.9962258401123743
646.391928,0.9965029290459398
646.526531,0.999323818713673
646.661133,1.0
646.795736,1.0
646.930339,0.9990808826473488
647.064941,0.9977679946366905
647.199544,0.9970259313304606
647.334147,0.9983185152821675
647.468749,1.0
647.603352,1.0
647.737955,0.9990100603139053
647.872557,0.9986513103005201
648.00716,0.9969117783967034
648.141763,0.9963744880965828
648.276366,0.9988206959262421
648.410968,1.0
648.545571,0.9999098450642006
648.680174,0.9983878009913144
648.814776,0.9971026055726667
648.949379,0.9968433925943653
649.083982,0.997906195074107
649.218584,1.0
649.353187,1.0
649.48779,0.9982788828238204
649.622392,0.997746143756876
649.756995,0.9962152801744368
649.891598,0.9968727999082025
650.026201,0.9998813270421926
650.160803,1.0
650.295406,0.9992229520582379
650.430009,0.9978350468988608
650.564611,0.9961282147637635
650.699214,0.9966860034488747
650.833817,0.9994527398015185
650.968419,1.0
651.103022,0.9999992912802511
651.237625,0.997920664818841
651.372227,0.9967059373682822
651.50683,0.997085056721239
651.641433,0.9971000131092624
651.776036,1.0
651.910638,1.0
652.045241,0.9990540676763171
652.179844,0.9962465618253536
652.314446,0.9952995817054755
652.449049,0.9976059702710961
652.583652,0.9984097657645479
652.718254,1.0
652.852857,0.9999033446714273
652.98746,0.9968719027230863
653.122062,0.9958768237292401
653.256665,0.9961086908420891
653.391268,0.9986836671271516
653.525871,1.0
653.660473,1.0
653.795076,0.998533875811712
653.929679,0.9961792178340267
654.064281,0.9962284303029257
654.198884,0.9979552932667103
654.333487,0.9998410426350609
654.468089,1.0
654.602692,0.9995014243301763
654.737295,0.9967891657887906
654.871897,0.9958382840419097
655.0065,0.9978330512307627
655.141103,0.9998198962206333
655.275706,1.0
655.410308,0.9988797279737511
655.544911,0.9973858229276102
655.679514,0.994736103116377
655.814116,0.9963714989776022
655.948719,0.9989917086676576
656.083322,0.9999158535405119
656.217924,1.0
656.352527,0.9983391806893201
656.48713,0.9958556117788029
656.621732,0.9960026109153708
656.756335,0.9984934360086531
656.890938,1.0
657.025541,0.9994129323916621
657.160143,0.9989797208390807
657.294746,0.9967406233384349
657.429349,0.9953642782809023
657.563951,0.9960192442978615
657.698554,0.9991894386824482
657.833157,0.9999096400827032
657.967759,1.0
658.102362,0.9977119216510576
658.236965,0.9957656900770852
658.371567,0.9952948042789491
658.50617,0.9978522098092681
658.640773,1.0
658.775376,0.9999299004570877
658.909978,0.9983849056708898
659.044581,0.99653162874357
659.179184,0.9949523822538849
659.313786,0.9963377225563005
659.448389,0.9998844866721782
659.582992,0.9999261627261057
659.717594,0.9990242063965133
659.852197,0.9959944437274468
659.9868,0.9962332122108678
660.121402,0.9961934632986966
