nu,[0]HFC-365mfc-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
904.210148,0.6950857915197161
904.451202,0.7059294328181138
904.692256,0.7083478446052823
904.93331,0.7231128378876304
905.174364,0.7294605431556768
905.415418,0.7432520938154452
905.656472,0.7463429991973549
905.897526,0.7509321331074259
906.13858,0.7647930535404809
906.379634,0.7684728847270498
906.620688,0.7797125132457448
906.861742,0.7868481477063424
907.102796,0.796211838320764
907.34385,0.8053405882882876
907.584904,0.8093288136003679
907.825958,0.8179369692948703
908.067012,0.8238061760354038
908.308066,0.8316945774230811
908.54912,0.840422951646893
908.790174,0.8420465341967586
909.031228,0.8509431128993181
909.272282,0.859443665196137
909.513336,0.8620344878603947
909.75439,0.8718568773705414
909.995444,0.8767179027365962
910.236498,0.8786048739947053
910.477552,0.8859807991501293
910.718606,0.8910809523738601
910.95966,0.8933829094787545
911.200714,0.8948850542149528
911.441768,0.9052139087064925
911.682822,0.9034992491465049
911.923876,0.9057680691744276
912.16493,0.9069345431444455
912.405984,0.9119902315362343
912.647038,0.9155319651192876
912.888092,0.9193494303546317
913.129146,0.9201358102470836
913.3702,0.9211614126941978
913.611254,0.927493029400451
913.852308,0.9318261649381075
914.093362,0.9304890228630426
914.334416,0.9286911961516314
914.57547,0.9330607198755088
914.816524,0.9312588555668975
915.057578,1.0
915.298632,1.0
915.539686,0.9932753125910239
915.78074,0.9933394802488102
916.021794,0.9395934474379057
916.262848,1.0
916.503902,1.0
916.744956,1.0
916.98601,1.0
917.227064,1.0
917.468118,1.0
917.709172,1.0
917.950226,1.0
918.19128,1.0
918.432334,1.0
918.673388,1.0
918.914442,1.0
919.155496,1.0
919.39655,1.0
919.637604,1.0
919.878658,1.0
920.119712,1.0
920.360766,1.0
920.60182,1.0
920.842874,1.0
921.083928,0.9932649825814891
921.324982,1.0
921.566036,1.0
921.80709,1.0
922.048144,0.933465756114441
922.289198,1.0
922.530252,1.0
922.771306,0.9306239535535964
923.01236,1.0
923.253414,1.0
923.494468,0.9397889032016676
923.735522,1.0
923.976576,1.0
924.21763,1.0
924.458684,0.9297532970638723
924.699738,1.0
924.940792,0.9932307155307001
925.181846,0.9288388697915628
925.4229,0.9258426344280607
925.663954,0.933252950182845
925.905008,0.9209090490425188
926.146062,0.9215345586232893
926.387116,0.919933402634483
926.62817,0.9183837016826415
926.869224,0.9194910210691115
927.110278,0.9113247216078909
927.351332,0.9106788213789588
927.592386,0.9118069399211199
927.83344,0.9129045037221043
928.074494,0.9025871755795521
928.315548,0.9030566429617942
928.556602,0.9007928130829874
928.797656,0.8979059041207915
929.03871,0.8911878885041844
929.279764,0.886902698485806
929.520818,0.8914552849782014
929.761872,0.8812798967861684
930.002926,0.8768494202855762
930.24398,0.8738295021397733
930.485034,0.8733577615900295
930.726088,0.8604498027601164
930.967142,0.8599078901047876
931.208196,0.853875397846177
931.44925,0.8453031149761842
931.690304,0.841743452002516
931.931358,0.8370093815609344
932.172412,0.82733134929581
932.413466,0.8212070572895634
932.65452,0.8172501907280433
932.895574,0.8059528797766806
933.136628,0.7988356891366967
933.377682,0.7915992600551957
933.618736,0.7807736436688911
933.85979,0.7715220707542274
934.100844,0.7646859900076074
934.341898,0.754258599210252
934.582952,0.7437056159028463
934.824006,0.7281632583148945
935.06506,0.7204782870095926
935.306114,0.7118059121684756
935.547168,0.7021347091425829
935.788222,0.6864238396408577
936.029276,0.6809815947477394
936.27033,0.6685727918740395
936.511384,0.6537567098648978
936.752438,0.6399021531626412
936.993492,0.6266920545920366
937.234546,0.6197804354717298
937.4756,0.6044659125576693
937.716654,0.5931309962974536
937.957708,0.5794012710004004
938.198762,0.5704897936637414
938.439816,0.5593667156913147
938.68087,0.5467137076253284
938.921924,0.5386819265387565
939.162978,0.5257760065511405
939.404032,0.5172546357996655
939.645086,0.5078648043462737
939.88614,0.49749488691206134
940.127194,0.4909416487006797
940.368248,0.48381629504845813
940.609302,0.47332643078966824
940.850356,0.4654270070678073
941.09141,0.46167689224820924
941.332464,0.45506728128817403
941.573518,0.45107123633060225
941.814572,0.44417351204296707
942.055626,0.44525416614019686
942.29668,0.43842785828900355
942.537734,0.4354044107034484
942.778788,0.4341305429077435
943.019842,0.4350301238766475
943.260896,0.43378337735815264
943.50195,0.4273850139506324
943.743004,0.42820209939547715
943.984058,0.42092525610695825
944.225112,0.41836961113487003
944.466166,0.4137100139426567
944.70722,0.4056761896666174
944.948274,0.39684480266628214
945.189328,0.38997213154054744
945.430382,0.3779021421800992
945.671436,0.37170676562563115
945.91249,0.36196780774210024
946.153544,0.3532073502576038
946.394598,0.35091894784584543
946.635652,0.34527986082193024
946.876706,0.3443488626108772
947.11776,0.3511295623925985
947.358814,0.3648751641236792
947.599868,0.3914020446868318
947.840922,0.4212242191581184
948.081976,0.4462437283967196
948.32303,0.4507916588420546
948.564084,0.4444089863995423
948.805138,0.4410883868152827
949.046192,0.4379370939670414
949.287246,0.43314185280493156
949.5283,0.4277912226324591
949.769354,0.421165251895241
950.010408,0.420849496379439
950.251462,0.4159542503037347
950.492516,0.4151812944699383
950.73357,0.4126894111715236
950.974624,0.4176046948583552
951.215678,0.42018928107475123
951.456732,0.4262837818149482
951.697786,0.4282791827106586
951.93884,0.43590105476497887
952.179894,0.44538776242848016
952.420948,0.45463517265504916
952.662002,0.462457785865356
952.903056,0.4773668529187501
953.14411,0.48874714946316455
953.385164,0.5010296490038076
953.626218,0.5113556206520847
953.867272,0.5265599967285391
954.108326,0.5400195156415011
954.34938,0.5489488561548429
954.590434,0.5647963812267867
954.831488,0.5779776955894039
955.072542,0.5926566812517307
955.313596,0.6088642150046185
955.55465,0.6176891139242581
955.795704,0.6294115145703676
956.036758,0.6420686818111399
956.277812,0.6526332148066591
956.518866,0.6639821582314965
956.75992,0.6726299176954157
957.000974,0.6794035486891589
957.242028,0.6886721195307176
957.483082,0.6949328894654244
957.724136,0.694564672620091
957.96519,0.7015521791173971
958.206244,0.708022079528476
958.447298,0.7116066344132561
958.688352,0.7151807292834746
958.929406,0.7201829514598436
959.17046,0.7221372941966342
959.411514,0.724843144462899
959.652568,0.7254159967939023
959.893622,0.7269555100145203
960.134676,0.7278647725727437
960.37573,0.7339605488300865
960.616784,0.724111422468801
960.857838,0.7259021883677439
961.098892,0.7258368601106064
961.339946,0.7283744562820308
961.581,0.7212712491745369
961.822054,0.7188446561705778
962.063108,0.7154954780440087
962.304162,0.711720500583813
962.545216,0.7116208666882666
962.78627,0.7051180805873235
963.027324,0.7088863935898744
963.268378,0.7039063199016423
963.509432,0.6992898212537102
963.750486,0.6924356288295344
963.99154,0.6901681606476522
964.232594,0.6820720374208465
964.473648,0.6773751660218277
964.714702,0.6760488109490067
964.955756,0.672515580328359
965.19681,0.6641016857771346
965.437864,0.6604195262933077
965.678918,0.6545416888099052
965.919972,0.6522417523282625
966.161026,0.6481325831057886
966.40208,0.6394096181550193
966.643134,0.640190173931377
966.884188,0.6320669227588869
967.125242,0.6248085476077891
967.366296,0.6231549968790157
967.60735,0.6195263775786134
967.848404,0.6142704349514451
968.089458,0.6117876706811665
968.330512,0.6079820016521135
968.571566,0.6010242475017273
968.81262,0.5947048779097296
969.053674,0.5971840032072246
969.294728,0.5923545034061927
969.535782,0.5868535377983327
969.776836,0.586143874450507
970.01789,0.5841543693525979
970.258944,0.57903057282303
970.499998,0.5756243506795744
970.741052,0.5767363784379902
970.982106,0.5740607798660258
971.22316,0.56875245058806
971.464214,0.5715861862676638
971.705268,0.5658931497278294
971.946322,0.570255940791454
972.187376,0.5648020292188388
972.42843,0.5655310939822005
972.669484,0.5613279293180091
972.910538,0.5616648271348381
973.151592,0.5547154496757005
973.392646,0.5518273794496215
973.6337,0.5526999558629935
973.874754,0.5521144043069306
974.115808,0.5499103577216016
974.356862,0.5474741680765008
974.597916,0.5487677329192894
974.83897,0.5622155284650076
975.080024,0.563403055630646
975.321078,0.5640908268136304
975.562132,0.5689344804954801
975.803186,0.5718548949167956
976.04424,0.5779141215395259
976.285294,0.5797374212117186
976.526348,0.5844348307552389
976.767402,0.5866892418102609
977.008456,0.5916381879153395
977.24951,0.5924966855481847
977.490564,0.6003094540336653
977.731618,0.6043873370965525
977.972672,0.6055125436612603
978.213726,0.6090408112321852
978.45478,0.6143687260841182
978.695834,0.6167756101951546
978.936888,0.626322415334131
979.177942,0.6295751828401089
979.418996,0.6353940000393551
979.66005,0.6406256512951737
979.901104,0.6453193296317322
980.142158,0.6585531811578784
980.383212,0.6580199690611931
980.624266,0.6693019335271921
980.86532,0.6734914352436708
981.106374,0.6810769388449353
981.347428,0.6888236440641019
981.588482,0.6928789294730598
981.829536,0.7033363866366554
982.07059,0.7101351322102374
982.311644,0.7223828626209275
982.552698,0.7263451237842155
982.793752,0.7349373657993242
983.034806,0.7401517842244946
983.27586,0.742895418419357
983.516914,0.7563810465159094
983.757968,0.761899973716868
983.999022,0.7724561774804406
984.240076,0.7777967777838837
984.48113,0.789693802836668
984.722184,0.789875453300323
984.963238,0.802815784856912
985.204292,0.8111356307070107
985.445346,0.8133855911606541
985.6864,0.8174381798898356
985.927454,0.8252325942159107
986.168508,0.8347525043859587
986.409562,0.8417939581248046
986.650616,0.8508665314653734
986.89167,0.8535680580274391
987.132724,0.853303492939158
987.373778,0.8619310499282515
987.614832,0.870785152657192
987.855886,0.873689700603852
988.09694,0.8813327751663111
988.337994,0.8854670792797859
988.579048,0.897322454924644
988.820102,0.8929631181699847
989.061156,0.9029211946242293
989.30221,0.9099341906985401
989.543264,0.9042042534767843
989.784318,0.9109976147520275
990.025372,0.9174373360215341
990.266426,0.9172786330906018
990.50748,0.9188439271940487
990.748534,0.9236888559810303
990.989588,0.9288453716864079
991.230642,1.0
991.471696,0.9396883511686548
991.71275,1.0
991.953804,1.0
992.194858,1.0
992.435912,1.0
992.676966,1.0
992.91802,1.0
993.159074,1.0
993.400128,1.0
993.641182,1.0
993.882236,1.0
994.12329,1.0
994.364344,1.0
994.605398,1.0
994.846452,1.0
995.087506,1.0
995.32856,1.0
995.569614,1.0
995.810668,1.0
996.051722,1.0
996.292776,1.0
996.53383,1.0
996.774884,1.0
997.015938,1.0
997.256992,1.0
997.498046,1.0
997.7391,1.0
997.980154,1.0
998.221208,1.0
998.462262,1.0
998.703316,1.0
998.94437,1.0
999.185424,1.0
999.426478,1.0
999.667532,1.0
999.908586,1.0
1000.14964,1.0
1000.390694,1.0
1000.631748,1.0
1000.872802,1.0
1001.113856,1.0
1001.35491,1.0
1001.595964,1.0
1001.837018,1.0
1002.078072,1.0
1002.319126,1.0
1002.56018,1.0
1002.801234,1.0
1003.042288,1.0
1003.283342,1.0
1003.524396,1.0
1003.76545,1.0
1004.006504,1.0
1004.247558,1.0
1004.488612,1.0
1004.729666,1.0
1004.97072,1.0
1005.211774,1.0
1005.452828,1.0
1005.693882,1.0
1005.934936,1.0
1006.17599,1.0
1006.417044,1.0
1006.658098,1.0
1006.899152,1.0
1007.140206,1.0
1007.38126,1.0
1007.622314,1.0
1007.863368,1.0
1008.104422,1.0
1008.345476,1.0
1008.58653,1.0
1008.827584,1.0
1009.068638,1.0
1009.309692,1.0
1009.550746,1.0
1009.7918,1.0
1010.032854,1.0
1010.273908,1.0
1010.514962,1.0
1010.756016,1.0
1010.99707,1.0
1011.238124,1.0
1011.479178,1.0
1011.720232,1.0
1011.961286,1.0
1012.20234,1.0
1012.443394,1.0
1012.684448,1.0
1012.925502,1.0
1013.166556,1.0
1013.40761,1.0
1013.648664,1.0
1013.889718,1.0
1014.130772,1.0
1014.371826,1.0
1014.61288,1.0
1014.853934,1.0
1015.094988,1.0
1015.336042,1.0
1015.577096,1.0
1015.81815,1.0
1016.059204,1.0
1016.300258,1.0
1016.541312,1.0
1016.782366,1.0
1017.02342,1.0
1017.264474,1.0
1017.505528,1.0
1017.746582,1.0
1017.987636,1.0
1018.22869,1.0
1018.469744,1.0
1018.710798,1.0
1018.951852,1.0
1019.192906,1.0
1019.43396,1.0
1019.675014,1.0
1019.916068,1.0
1020.157122,1.0
1020.398176,1.0
1020.63923,1.0
1020.880284,1.0
1021.121338,1.0
1021.362392,1.0
1021.603446,1.0
1021.8445,1.0
1022.085554,1.0
1022.326608,1.0
1022.567662,1.0
1022.808716,1.0
1023.04977,1.0
1023.290824,1.0
1023.531878,1.0
1023.772932,1.0
1024.013986,1.0
1024.25504,1.0
1024.496094,1.0
1024.737148,1.0
1024.978202,1.0
1025.219256,1.0
1025.46031,1.0
1025.701364,1.0
1025.942418,1.0
1026.183472,1.0
1026.424526,1.0
1026.66558,1.0
1026.906634,1.0
1027.147688,1.0
1027.388742,1.0
1027.629796,1.0
1027.87085,1.0
1028.111904,1.0
1028.352958,1.0
1028.594012,1.0
1028.835066,1.0
1029.07612,1.0
1029.317174,1.0
1029.558228,1.0
1029.799282,1.0
1030.040336,1.0
1030.28139,1.0
1030.522444,1.0
1030.763498,1.0
1031.004552,1.0
1031.245606,1.0
1031.48666,1.0
1031.727714,1.0
1031.968768,1.0
1032.209822,1.0
1032.450876,1.0
1032.69193,1.0
1032.932984,1.0
1033.174038,1.0
1033.415092,1.0
1033.656146,1.0
1033.8972,1.0
1034.138254,1.0
1034.379308,1.0
1034.620362,1.0
1034.861416,1.0
1035.10247,1.0
1035.343524,1.0
1035.584578,1.0
1035.825632,1.0
1036.066686,1.0
1036.30774,1.0
1036.548794,1.0
1036.789848,1.0
1037.030902,1.0
1037.271956,1.0
1037.51301,1.0
1037.754064,1.0
1037.995118,1.0
1038.236172,1.0
1038.477226,1.0
1038.71828,1.0
1038.959334,1.0
1039.200388,1.0
1039.441442,1.0
1039.682496,1.0
1039.92355,1.0
1040.164604,1.0
1040.405658,1.0
1040.646712,1.0
1040.887766,1.0
1041.12882,1.0
1041.369874,1.0
1041.610928,1.0
1041.851982,1.0
1042.093036,1.0
1042.33409,1.0
1042.575144,1.0
1042.816198,1.0
1043.057252,1.0
1043.298306,1.0
1043.53936,1.0
1043.780414,1.0
1044.021468,1.0
1044.262522,1.0
1044.503576,1.0
1044.74463,1.0
1044.985684,1.0
1045.226738,1.0
1045.467792,1.0
1045.708846,1.0
1045.9499,1.0
1046.190954,1.0
1046.432008,1.0
1046.673062,1.0
1046.914116,1.0
1047.15517,1.0
1047.396224,1.0
1047.637278,1.0
1047.878332,0.9891512765068475
1048.119386,0.9393886383913616
1048.36044,0.9267819149941374
1048.601494,0.9263232714698525
1048.842548,0.9170704344723274
1049.083602,0.9151786379772769
1049.324656,0.91526832987863
1049.56571,0.9041590443943469
1049.806764,0.9026864656297185
1050.047818,0.900720752540401
1050.288872,0.8940353171024843
1050.529926,0.8862643583729133
1050.77098,0.8832385114148685
1051.012034,0.8762533653614243
1051.253088,0.880046968182069
1051.494142,0.8659570218499645
1051.735196,0.855901482501029
1051.97625,0.8590484120253458
1052.217304,0.8493873109956397
1052.458358,0.8407507805205104
1052.699412,0.8391129139374128
1052.940466,0.8279769194879052
1053.18152,0.8213548878642281
1053.422574,0.8115981098105366
1053.663628,0.8040852363996164
1053.904682,0.790278392522274
1054.145736,0.7861324415876033
1054.38679,0.7767552280957948
1054.627844,0.7705043334752115
1054.868898,0.7605221820420548
1055.109952,0.7513227193602663
1055.351006,0.7422493804725878
1055.59206,0.7405293579075543
1055.833114,0.7268246697986903
1056.074168,0.715488323125003
1056.315222,0.7104405559784919
1056.556276,0.7016644364464028
1056.79733,0.6924356288295344
1057.038384,0.6818538092872355
1057.279438,0.6792880599027067
1057.520492,0.6640817630254041
1057.761546,0.6575923950579085
1058.0026,0.6471869999781045
1058.243654,0.6437531073914478
1058.484708,0.6379151488595385
1058.725762,0.6320732434597179
1058.966816,0.6214561037817536
1059.20787,0.6196379023635071
1059.448924,0.6196069212429234
1059.689978,0.6183998650088138
1059.931032,0.6102418042199945
1060.172086,0.6056457710753439
1060.41314,0.5977515975749083
1060.654194,0.5972437245935649
1060.895248,0.5944848778074318
1061.136302,0.5951272683038915
1061.377356,0.5825151996866849
1061.61841,0.5854350692760326
1061.859464,0.5759928681770298
1062.100518,0.5734812711795109
1062.341572,0.5648133253723844
1062.582626,0.5570668657667246
1062.82368,0.551463293540751
1063.064734,0.5446891576324505
1063.305788,0.5361024489900822
1063.546842,0.528866099077927
1063.787896,0.5345072417314136
1064.02895,0.5272924240430485
1064.270004,0.5256971460648422
1064.511058,0.5340851477595171
1064.752112,0.5334659681817018
1064.993166,0.545321363663911
1065.23422,0.5502349005633812
1065.475274,0.5514136640776918
1065.716328,0.5478520556086794
1065.957382,0.5474358462260158
1066.198436,0.5525175949687612
1066.43949,0.5470254232691937
1066.680544,0.5501798798244076
1066.921598,0.5536957116949416
1067.162652,0.5523132012737881
1067.403706,0.5538175381519334
1067.64476,0.5587964525249662
1067.885814,0.5588970449394663
1068.126868,0.5602960355614517
1068.367922,0.5599375608228446
1068.608976,0.5667766319783901
1068.85003,0.5712719003017798
1069.091084,0.5717748408354237
1069.332138,0.5795925049717003
1069.573192,0.5832496314331251
1069.814246,0.5888875678819437
1070.0553,0.5976499884403417
1070.296354,0.6026793388899637
1070.537408,0.6076963172524299
1070.778462,0.6173618254329897
1071.019516,0.6203633029858864
1071.26057,0.6307914362499958
1071.501624,0.6334843395800372
1071.742678,0.6403118216205885
1071.983732,0.6529530834433304
1072.224786,0.6556750259855395
1072.46584,0.6704943519063898
1072.706894,0.6752853072534655
1072.947948,0.6815879381498552
1073.189002,0.6956003453668832
1073.430056,0.6961918570172826
1073.67111,0.7068972189231868
1073.912164,0.7159320634306207
1074.153218,0.722729689626808
1074.394272,0.7357609567738724
1074.635326,0.7392789202101594
1074.87638,0.7434007591002412
1075.117434,0.7560861154230696
1075.358488,0.7665924306563239
1075.599542,0.7656883850799389
1075.840596,0.7822976376852959
1076.08165,0.789377988482615
1076.322704,0.7901282538913165
1076.563758,0.799802865344154
1076.804812,0.8063882118608442
1077.045866,0.817021392707857
1077.28692,0.8224644657594069
1077.527974,0.8292032325765899
1077.769028,0.837285640237024
1078.010082,0.8397340872995244
1078.251136,0.8449904106775056
1078.49219,0.8509346035107361
1078.733244,0.8633975789095747
1078.974298,0.86283655283651
1079.215352,0.8683677317048283
1079.456406,0.8826469398108376
1079.69746,0.8799765672406896
1079.938514,0.8796158508000442
1080.179568,0.8913661439068313
1080.420622,0.8940800199859023
1080.661676,0.9013604913551095
1080.90273,0.9010901237648693
1081.143784,0.9065138231310179
1081.384838,0.9099587592533629
1081.625892,0.9059075681982296
1081.866946,0.9151887049976632
1082.108,0.9208243293071745
1082.349054,0.9250606278462808
1082.590108,0.9224768483702457
1082.831162,0.916134583392005
1083.072216,0.920935755792187
1083.31327,0.9242441598355685
1083.554324,0.923036961794433
1083.795378,0.9264446277670789
1084.036432,0.942202555924667
1084.277486,0.9888199663267713
1084.51854,0.9313249772929363
1084.759594,0.9888061229441466
1085.000648,0.9434442541696381
1085.241702,0.9305039108065116
1085.482756,0.9294251520710075
1085.72381,1.0
1085.964864,1.0
1086.205918,0.9886439720367216
1086.446972,0.9328778578954726
1086.688026,1.0
1086.92908,1.0
1087.170134,1.0
1087.411188,0.9329972739037448
1087.652242,1.0
1087.893296,0.9304787875400855
1088.13435,0.9216304032012177
1088.375404,0.9411083524100445
1088.616458,0.9298946303060803
1088.857512,0.9298909107349983
1089.098566,0.9284859780747147
1089.33962,0.9229345103778326
1089.580674,0.9217483794431459
1089.821728,0.9243476809785459
1090.062782,0.9161153447677601
1090.303836,0.9108873907093316
1090.54489,0.917992553546193
1090.785944,0.9147303102939208
1091.026998,0.9088238390593193
1091.268052,0.9063796690128442
1091.509106,0.9032553372788193
1091.75016,0.9030476124405173
1091.991214,0.9044122443731202
1092.232268,0.895914763996942
1092.473322,0.8936420280928864
1092.714376,0.8954669185856265
1092.95543,0.8960491612910867
1093.196484,0.8861580130307566
1093.437538,0.8868317491079402
1093.678592,0.8819940226845092
1093.919646,0.8747037687023388
1094.1607,0.8699322012220557
1094.401754,0.8718132856164758
1094.642808,0.8631817564937733
1094.883862,0.8573748998265843
1095.124916,0.8485722904495395
1095.36597,0.8497526260764813
1095.607024,0.8449988606238621
1095.848078,0.8389954463523844
1096.089132,0.8370763449899606
1096.330186,0.8282419144990819
1096.57124,0.8257196251064828
1096.812294,0.819426970068401
1097.053348,0.8095554573968268
1097.294402,0.8005230119403222
1097.535456,0.8007391823352361
1097.77651,0.7904997014539848
1098.017564,0.78739126028055
1098.258618,0.7825636641040374
1098.499672,0.7696264590185639
1098.740726,0.7691109819951074
1098.98178,0.752939800946683
1099.222834,0.7489972253083628
1099.463888,0.7375289037578961
1099.704942,0.7241259048420735
1099.945996,0.7115070164578579
1100.18705,0.7117560874985076
1100.428104,0.6909415820226993
1100.669158,0.6819288173316239
1100.910212,0.6674371836683208
1101.151266,0.6548952367712209
1101.39232,0.6421649993370453
1101.633374,0.6233544383869564
1101.874428,0.602920458846296
1102.115482,0.5970884614102591
1102.356536,0.5758258544634174
1102.59759,0.5595065748519041
1102.838644,0.5404408951803576
1103.079698,0.519244712102232
1103.320752,0.4975396634667981
1103.561806,0.47724752612199145
1103.80286,0.4563523821620025
1104.043914,0.437062095069671
1104.284968,0.41147788611717057
1104.526022,0.38725573122048784
1104.767076,0.36458338072130303
1105.00813,0.34167338939269876
1105.249184,0.3199789713112535
1105.490238,0.2940222012613922
1105.731292,0.2700630037453464
1105.972346,0.24984863612052455
1106.2134,0.228070611138121
1106.454454,0.20665593879807562
1106.695508,0.18815296563288927
1106.936562,0.1694156696765386
1107.177616,0.15154085809448345
1107.41867,0.13502436977271298
1107.659724,0.12190661233946297
1107.900778,0.10819717737686521
1108.141832,0.0964722381106364
1108.382886,0.08600068651740228
1108.62394,0.07669643894837405
1108.864994,0.06857686815646327
1109.106048,0.06055519595684953
1109.347102,0.05425826217505821
1109.588156,0.04887447511838762
1109.82921,0.04368283700091403
1110.070264,0.03977566443731047
1110.311318,0.03649427062108505
1110.552372,0.032988376725474895
1110.793426,0.030373037149561275
1111.03448,0.02781722071182209
1111.275534,0.026423539985777993
1111.516588,0.024450612799526993
1111.757642,0.023545984090588477
1111.998696,0.022767982642472113
1112.23975,0.021515105696818845
1112.480804,0.02076887099621078
1112.721858,0.02059102454152415
1112.962912,0.019956507467243815
1113.203966,0.019864918349367697
1113.44502,0.01950469642700111
1113.686074,0.01890176452808678
1113.927128,0.018275388774538787
1114.168182,0.017137264088404637
1114.409236,0.016427475674048723
1114.65029,0.015419844426044825
1114.891344,0.01409831489123476
1115.132398,0.012774554708210855
1115.373452,0.011407320278109442
1115.614506,0.010196609662232884
1115.85556,0.0090898215722573
1116.096614,0.008205915355235899
1116.337668,0.00754628416839287
1116.578722,0.007354080130378436
1116.819776,0.007613745856701773
1117.06083,0.008274307889070083
1117.301884,0.00931713594080925
1117.542938,0.010435936462774504
1117.783992,0.012084882351003226
1118.025046,0.013387953083617576
1118.2661,0.014058894823388731
1118.507154,0.015150829440159878
1118.748208,0.014980588738947006
1118.989262,0.014779709774819079
1119.230316,0.014225772423815307
1119.47137,0.012887466874515946
1119.712424,0.01173475884446275
1119.953478,0.011237487404841734
1120.194532,0.010612741196686194
1120.435586,0.010514500232113012
1120.67664,0.010554531343936748
1120.917694,0.01104143792262454
1121.158748,0.011977804103087263
1121.399802,0.01289907081569327
1121.640856,0.013774998952317048
1121.88191,0.014733963617695724
1122.122964,0.015602876354876711
1122.364018,0.017567582126461204
1122.605072,0.018820661437227666
1122.846126,0.02095453894488709
1123.08718,0.023165295589915695
1123.328234,0.02668376369114118
1123.569288,0.030140062865588922
1123.810342,0.035014255514595784
1124.051396,0.040123222402846034
1124.29245,0.046915836278593824
1124.533504,0.05477069449821818
1124.774558,0.06463494953599953
1125.015612,0.07578158180213043
1125.256666,0.08857549852192839
1125.49772,0.10360185954932839
1125.738774,0.12006764340197365
1125.979828,0.1399598056632466
1126.220882,0.16178289449534444
1126.461936,0.18605740943799395
1126.70299,0.2107042052288033
1126.944044,0.23878302131795004
1127.185098,0.26625520842239453
1127.426152,0.2978694427657366
1127.667206,0.33044997259435355
1127.90826,0.36005445322936774
1128.149314,0.3936748359067137
1128.390368,0.4288706159778932
1128.631422,0.45668564102566656
1128.872476,0.4899999450599608
1129.11353,0.5238132768789489
1129.354584,0.5470144828701327
1129.595638,0.5674344743462925
1129.836692,0.5982838333065186
1130.077746,0.6183627621300108
1130.3188,0.6415424012965549
1130.559854,0.6604921764368846
1130.800908,0.6732692197376156
1131.041962,0.6904649967719236
1131.283016,0.7028512519206009
1131.52407,0.7182338978219037
1131.765124,0.7261780836161008
1132.006178,0.7356726707563266
1132.247232,0.7432446613316696
1132.488286,0.7578877434647177
1132.72934,0.768818775344729
1132.970394,0.7787852072115026
1133.211448,0.7792214490638593
1133.452502,0.7860774142426717
1133.693556,0.7955910352315533
1133.93461,0.8003068999035361
1134.175664,0.81662115029283
1134.416718,0.8152422260680006
1134.657772,0.8156662622654124
1134.898826,0.8267358851171454
1135.13988,0.8321438137777889
1135.380934,0.8338264431651512
1135.621988,0.8381987791551844
1135.863042,0.8478767463834117
1136.104096,0.8478852251932695
1136.34515,0.8622586459665295
1136.586204,0.8581468845774571
1136.827258,0.8640108088614726
1137.068312,0.8662428348237219
1137.309366,0.8723278072239383
1137.55042,0.8652991445384027
1137.791474,0.8729648390115248
1138.032528,0.8819763829804531
1138.273582,0.8821439744139014
1138.514636,0.8825675051608676
1138.75569,0.8902437298348694
1138.996744,0.88635298924022
1139.237798,0.8964345452820618
1139.478852,0.8907869441735979
1139.719906,0.8932221150269831
1139.96096,0.895269937532248
1140.202014,0.906135885672209
1140.443068,0.8992537736263764
1140.684122,0.9015858596478111
1140.925176,0.9045298256075033
1141.16623,0.9044393771474409
1141.407284,0.9072556548061295
1141.648338,0.906026249863143
1141.889392,0.9084685584001423
1142.130446,0.9031379217171499
1142.3715,0.9041409613942897
1142.612554,0.9047288440603641
1142.853608,0.9128451668578313
1143.094662,0.9087275088379709
1143.335716,0.9088238390593193
1143.57677,0.9075178895814683
1143.817824,0.9099369205052068
1144.058878,0.9066062922568225
1144.299932,0.9090192571914135
1144.540986,0.9078146964566407
1144.78204,0.9110768749922813
1145.023094,0.9083713574647363
1145.264148,0.9063488526279793
1145.505202,0.910030648834945
1145.746256,0.9074643476054868
1145.98731,0.9082423778897428
1146.228364,0.9114687222896593
1146.469418,0.9093793001010524
1146.710472,0.9064186441765717
1146.951526,0.9049188570682843
1147.19258,0.9122857642449655
1147.433634,0.9099351006331857
1147.674688,0.9173107384045996
1147.915742,0.9088238390593193
1148.156796,0.9078183277226891
1148.39785,0.9059709839475288
1148.638904,0.9008378538496514
1148.879958,0.9054492949216382
1149.121012,0.9062101918613462
1149.362066,0.8998114838383251
1149.60312,0.9047378913940413
1149.844174,0.9036618936489175
1150.085228,0.9050564151887109
1150.326282,0.9014596464625895
1150.567336,0.9009639799778133
1150.80839,0.9012252974212048
1151.049444,0.8991009134783406
1151.290498,0.8977442956032528
1151.531552,0.9019826447123689
1151.772606,0.8993976657412188
1152.01366,0.8985346582919619
1152.254714,0.8964704033810302
1152.495768,0.8951446085142295
1152.736822,0.8935526683581383
1152.977876,0.8963986886173886
1153.21893,0.8954042380951682
1153.459984,0.897098152349903
1153.701038,0.8914552849782014
1153.942092,0.8888115906112644
1154.183146,0.8922936469144594
1154.4242,0.8862909467024873
1154.665254,0.8851926270275061
1154.906308,0.8831590235258499
1155.147362,0.8853873908286848
1155.388416,0.8834416796359438
1155.62947,0.8836360581863203
1155.870524,0.8886249597741597
1156.111578,0.8786048739947053
1156.352632,0.8767354372699957
1156.593686,0.8774897540557747
1156.83474,0.8697408371886024
1157.075794,0.8750974739752975
1157.316848,0.8746862748019043
1157.557902,0.8738819334828262
