nu,[0]CFC-10-HITRAN(x-sec)-X=0.01-T=207.9K-P=0.2624atm-L=15cm
770.209978,0.40308009092273983
770.32918,0.40770149591802446
770.448382,0.4459002529808598
770.567584,0.47925618095412964
770.686786,0.5154834916475377
770.805988,0.5438129136543406
770.92519,0.5910527559459433
771.044392,0.6097720988905043
771.163594,0.6052219673841883
771.282796,0.6183627621300108
771.401998,0.606724780581424
771.5212,0.6011685106320109
771.640402,0.5835996862179187
771.759604,0.5864839365061514
771.878806,0.5681839824189289
771.998008,0.5684681454449748
772.11721,0.5558037581509669
772.236412,0.5539393914136942
772.355614,0.5252609984599029
772.474816,0.5007040855515397
772.594018,0.46803134912409994
772.71322,0.41045868529099877
772.832422,0.3383751796933037
772.951624,0.25833450572935945
773.070826,0.18007173134548946
773.190028,0.128876589894933
773.30923,0.07221554150108095
773.428432,0.055504010476644244
773.547634,0.036772683707439746
773.666836,0.29469923060958675
773.786038,0.49282063237262347
773.90524,0.5041406411183182
774.024442,0.5082763414878356
774.143644,0.5059942365383276
774.262846,0.5094314393230475
774.382048,0.5026455647016687
774.50125,0.4899852452821068
774.620452,0.4947265961571784
774.739654,0.4914475791082728
774.858856,0.4854640700818233
774.978058,0.4815621404981745
775.09726,0.4700294155311407
775.216462,0.4655387229548738
775.335664,0.46286955650553074
775.454866,0.44970206197162954
775.574068,0.45535861756586304
775.69327,0.4497335422177633
775.812472,0.4497965093212682
775.931674,0.4523179125646878
776.050876,0.4414634713324122
776.170078,0.4404845094757747
776.28928,0.43270892745088074
776.408482,0.42878056260447306
776.527684,0.43068427410443866
776.646886,0.4296905416341485
776.766088,0.4140659575884771
776.88529,0.4246754707426299
777.004492,0.41831522662049253
777.123694,0.405351778496654
777.242896,0.4061104955017461
777.362098,0.4025886330620662
777.4813,0.4027295637450688
777.600502,0.39566396547560945
777.719704,0.39311621435489497
777.838906,0.3824872345492166
777.958108,0.3801193487177832
778.07731,0.3887456520455444
778.196512,0.3806595016107528
778.315714,0.3877517359317441
778.434916,0.39563626996738027
778.554118,0.4008612185427729
778.67332,0.3982959328976297
778.792522,0.40536393923241903
778.911724,0.40643144955335053
779.030926,0.3876586866814772
779.150128,0.3708565310225286
779.26933,0.37033769514895176
779.388532,0.38611887137355466
779.507734,0.40575327546557305
779.626936,0.4122686825801874
779.746138,0.40636236207952814
779.86534,0.388349333637207
779.984542,0.3874184127883383
780.103744,0.40595620283091954
780.222946,0.41662864229925356
780.342148,0.42309861276573657
780.46135,0.4094010667974656
780.580552,0.41295774648831535
780.699754,0.4353565188523711
780.818956,0.4303915083496855
780.938158,0.42233772027144406
781.05736,0.43300759964087765
781.176562,0.4461767968574511
781.295764,0.43920017075520285
781.414966,0.47090448380524136
781.534168,0.45446698875710656
781.65337,0.4825069278827299
781.772572,0.47119653511175025
781.891774,0.48594491749139884
782.010976,0.49519680973961544
782.130178,0.5088815503620667
782.24938,0.5022235197110315
782.368582,0.5140113150774055
782.487784,0.5248462061356604
782.606986,0.5379874748711502
782.726188,0.5389243879554262
782.84539,0.5477151097137275
782.964592,0.5551427450595616
783.083794,0.56758202649057
783.202996,0.5780008151596159
783.322198,0.5922656568943366
783.4414,0.5898836293064971
783.560602,0.6059729081107748
783.679804,0.6001653970522266
783.799006,0.6209901864447586
783.918208,0.621213783156872
784.03741,0.6327815620767754
784.156612,0.6314351717642712
784.275814,0.6648525448375342
784.395016,0.6657973060729293
784.514218,0.6578160144853766
784.63342,0.6800084870051119
784.752622,0.6822903353986349
784.871824,0.6801036948576867
784.991026,0.6928304296455104
785.110228,0.7039696743213396
785.22943,0.7066639813272622
785.348632,0.7023875231416637
785.467834,0.7126035814014917
785.587036,0.6914668972195261
785.706238,0.7038570481837795
785.82544,0.709170004865784
785.944642,0.7051744922902085
786.063844,0.7060918152609271
786.183046,0.7061694896326179
786.302248,0.7045048946317799
786.42145,0.7123969563249695
786.540652,0.7046246706445399
786.659854,0.6978717027937957
786.779056,0.6942938452125464
786.898258,0.6875848767298545
787.01746,0.6848742734326316
787.136662,0.6990660843107291
787.255864,0.6935929624342657
787.375066,0.6825633061232996
787.494268,0.680818178775701
787.61347,0.6622050684114424
787.732672,0.6659970752286263
787.851874,0.6654046015215807
787.971076,0.6604921764368846
788.090278,0.6458228750660345
788.20948,0.6350827332459281
788.328682,0.6283738418867125
788.447884,0.636475088504255
788.567086,0.6254837053587657
788.686288,0.6058032594484248
788.80549,0.5761541687611473
788.924692,0.5651410121210714
789.043894,0.5399979152928852
789.163096,0.5324959431101854
789.282298,0.5232844925503382
789.4015,0.5034454068555498
789.520702,0.47374787882962976
789.639904,0.44736073339218235
789.759106,0.42581086933211787
789.878308,0.4013626083693078
789.99751,0.37138352137117625
790.116712,0.35494231346234684
790.235914,0.337530298285872
790.355116,0.31600412869186256
790.474318,0.295525544755239
790.59352,0.2738704759144561
790.712722,0.23723596505914782
790.831924,0.21623272948772426
790.951126,0.1817542098455816
791.070328,0.16257757605817583
791.18953,0.14433764025341775
791.308732,0.12196758088649925
791.427934,0.11716172894552532
791.547136,0.10542030651490174
791.666338,0.09045525232538064
791.78554,0.07425872498406355
791.904742,0.05819824961736632
792.023944,0.04682678081914183
792.143146,0.039867253752853535
792.262348,0.03116685776116887
792.38155,0.02425821393456074
792.500752,0.018856454686777668
792.619954,0.014271367809280198
792.739156,0.009972739085422974
792.858358,0.007033998205840286
792.97756,0.005529267121434522
793.096762,0.004658787769435095
793.215964,0.003609449540932568
793.335166,0.0025944000077083936
793.454368,0.001964730879574333
793.57357,0.0012480162353811592
793.692772,0.0007849425716435145
793.811974,0.0004824660511362582
793.931176,0.0004807322959838968
794.050378,0.0004832386147041168
794.16958,0.0004304411263045871
794.288782,0.0003321579331165182
794.407984,0.0002355470209751708
794.527186,0.0001772055853953965
794.646388,0.00017380092898659506
794.76559,0.00013130338451849076
794.884792,9.236153073911102e-05
795.003994,7.27413906861048e-05
795.123196,6.619537245215706e-05
795.242398,5.997396539450385e-05
795.3616,5.6160325630479745e-05
795.480802,4.580121219750286e-05
795.600004,3.525158729762308e-05
795.719206,2.593285137843091e-05
795.838408,2.309256162194844e-05
795.95761,3.27699048115971e-05
796.076812,4.936840071899217e-05
796.196014,5.772616621400675e-05
796.315216,5.70490005872397e-05
796.434418,5.21023762937681e-05
796.55362,4.245779645490253e-05
796.672822,3.9429353750542935e-05
796.792024,4.8579933658723546e-05
796.911226,0.0001383809733536208
797.030428,0.00017136753165425395
797.14963,0.00018247452203046078
797.268832,0.00011643236633751075
797.388034,6.358709608174404e-05
797.507236,3.300009888457532e-05
797.626438,2.903524851570104e-05
797.74564,0.00012987994944157403
797.864842,0.0011357069028812992
797.984044,0.002664870008106377
798.103246,0.0017221186033499372
798.222448,0.0007367956330164186
798.34165,0.00019545116600448983
798.460852,3.465737542501435e-05
798.580054,1.5097219049678979e-05
798.699256,0.005709065094389187
798.818458,0.013459097601395482
798.93766,0.015895805652441822
799.056862,0.01850156418373288
799.176064,0.02140993954639283
799.295266,0.024859880495770592
799.414468,0.028192480092093932
799.53367,0.02745793724499734
799.652872,0.026742532593350663
799.772074,0.03161258431020904
799.891276,0.03680211362480305
800.010478,0.040860150757034246
800.12968,0.04325251054524612
800.248882,0.04382284597419989
800.368084,0.037613208514312546
800.487286,0.042886422284871856
800.606488,0.055670772526076814
800.72569,0.0542202946817087
800.844892,0.0780192256478237
800.964094,0.09116356211055382
801.083296,0.09952961907196507
801.202498,0.10419407636325309
801.3217,0.10062042601782806
801.440902,0.08632811083837771
801.560104,0.07072897215445707
801.679306,0.17149520018967637
801.798508,0.20921350362455757
801.91771,0.22882448736651106
802.036912,0.25497239361949187
802.156114,0.271796949677769
802.275316,0.292468005850656
802.394518,0.30918978490227744
802.51372,0.3260188751690383
802.632922,0.3452453345621898
802.752124,0.3747448067502705
802.871326,0.39741269668154194
802.990528,0.4034389918909014
803.10973,0.441026638763593
803.228932,0.46167689224820924
803.348134,0.472120985986479
803.467336,0.4846007126531443
803.586538,0.499344020965202
803.70574,0.485687434924036
803.824942,0.531910519614717
803.944144,0.572942452069259
804.063346,0.5811420847283835
804.182548,0.6052522292390977
804.30175,0.6171272725072035
804.420952,0.6321174901353757
804.540154,0.6445260748080113
804.659356,0.6611463874725871
804.778558,0.6732086282344978
804.89776,0.6907826837328379
805.016962,0.7048995278597644
805.136164,0.7217185760060134
805.255366,0.7342248221940167
805.374568,0.7347683496427935
805.49377,0.7519766545466688
805.612972,0.7633107932739571
805.732174,0.7569409756385551
805.851376,0.7831508070031803
805.970578,0.7905945671099849
806.08978,0.8129790000213293
806.208982,0.8029121285315997
806.328184,0.8260334581885325
806.447386,0.8300826540141398
806.566588,0.841490966841583
806.68579,0.8396165327563124
806.804992,0.8495911884145902
806.924194,0.8582241212726682
807.043396,0.8687412101215662
807.162598,0.8684024671088
807.2818,0.8725371910227229
807.401002,0.8883228786445386
807.520204,0.8837951269925569
807.639406,0.8967573198142931
807.758608,0.9004055554397221
807.87781,0.8998114838383251
807.997012,0.9229603529059168
808.116214,0.8985975579195036
808.235416,0.9199030453330943
808.354618,0.9348137195222133
808.47382,0.9168769530236643
808.593022,0.9268875741549045
808.712224,0.947563808717694
808.831426,0.9292141965058499
808.950628,0.9481334657315192
809.06983,0.9416383455915327
809.189032,0.9495140040222123
809.308234,0.9390289214330523
809.427436,0.9528964863096941
809.546638,0.9512598643293327
809.66584,0.947087303972899
809.785042,0.9504668443377843
809.904244,0.9552377658621544
810.023446,0.9454455321494047
810.142648,0.9676082248732426
810.26185,0.9588064972553392
810.381052,0.9779096457245062
810.500254,0.9494304504662687
810.619456,0.9785738718532043
810.738658,0.963638552712641
810.85786,0.9781580663226006
810.977062,0.9551642153859127
811.096264,0.9719120132176733
811.215466,0.9668460499284097
811.334668,0.9774706628526056
811.45387,0.9755937685118482
811.573072,0.9743604226504072
811.692274,0.9661550020817561
811.811476,0.9789555900934456
811.930678,0.9745251034769731
812.04988,0.9782529522569273
812.169082,0.9839846319390155
812.288284,0.9874987974300066
812.407486,0.9783556742097225
812.526688,0.9852607027372767
812.64589,0.9835507903854241
812.765092,0.9790309725760711
812.884294,0.974194795457267
813.003496,0.9840633538584055
813.122698,0.9824429530282686
813.2419,0.9826895771595123
813.361102,0.9940272084639874
813.480304,0.9860403522638786
813.599506,0.9834426057487459
813.718708,0.9799977531737447
813.83791,0.995575118762261
813.957112,0.9817299582927759
814.076314,0.9761832051399714
814.195516,0.9881596551577494
814.314718,0.98495925908547
814.43392,1.0
814.553122,0.992460962190389
814.672324,0.9814286134543795
814.791526,0.9898528334344334
814.910728,0.9959873721920003
815.02993,0.9938084471509702
815.149132,0.9999789852208135
815.268334,0.9779438731610832
815.387536,0.992670592081741
815.506738,0.9939490809958519
815.62594,0.9893639668946939
815.745142,0.9931522534034679
815.864344,0.9931745995805631
815.983546,0.9880371309571673
816.102748,0.9842178639336847
816.22195,0.9907076432831071
816.341152,1.0
816.460354,1.0
816.579556,0.9841794801854793
816.698758,1.0
816.81796,1.0
816.937162,1.0
817.056364,0.9993127662533583
817.175566,1.0
817.294768,1.0
817.41397,1.0
817.533172,0.9990983667157803
817.652374,1.0
817.771576,1.0
817.890778,1.0
818.00998,1.0
818.129182,1.0
818.248384,1.0
818.367586,1.0
818.486788,0.9923476296199198
818.60599,1.0
818.725192,1.0
818.844394,0.9959756196103489
818.963596,0.9999809421816025
819.082798,0.9944329537544568
819.202,1.0
819.321202,0.9996795813450254
819.440404,1.0
819.559606,1.0
819.678808,1.0
819.79801,0.9943561864936814
819.917212,1.0
820.036414,1.0
820.155616,0.9965945118732856
820.274818,0.9955605834716349
820.39402,0.9899409342570376
820.513222,1.0
820.632424,0.9971578465871774
820.751626,1.0
820.870828,1.0
820.99003,0.9987756501286462
821.109232,1.0
821.228434,0.9999674785288345
821.347636,0.9929360676905706
821.466838,1.0
821.58604,0.991621397789873
821.705242,1.0
821.824444,1.0
821.943646,0.9999678405171273
822.062848,1.0
822.18205,0.9991221655223181
822.301252,1.0
822.420454,1.0
822.539656,0.9967654424889533
822.658858,0.9965507623345238
822.77806,1.0
822.897262,1.0
823.016464,0.9883533534319711
823.135666,0.9921934307798371
823.254868,1.0
823.37407,1.0
823.493272,1.0
823.612474,1.0
823.731676,0.9985848023379938
823.850878,1.0
823.97008,1.0
824.089282,1.0
824.208484,0.9960179494736855
824.327686,1.0
824.446888,0.9962850176848334
824.56609,0.9954932858508775
824.685292,0.9992911313661674
824.804494,0.9939984814927695
824.923696,0.9924117373474506
825.042898,0.9976312100214254
825.1621,0.9903671955754006
825.281302,1.0
825.400504,1.0
825.519706,0.9926992806764003
825.638908,0.999698385494803
825.75811,1.0
825.877312,0.986682473520994
825.996514,1.0
826.115716,1.0
826.234918,1.0
826.35412,0.9957923769551817
826.473322,0.9966566016454517
826.592524,0.9880479994253842
826.711726,0.993821664891215
826.830928,0.9942733600731147
826.95013,1.0
827.069332,0.9944137613836563
827.188534,0.9989509506374135
827.307736,0.9929226631441378
827.426938,0.9939056463700658
827.54614,1.0
827.665342,0.9935729424574039
827.784544,1.0
827.903746,0.9967919568023622
828.022948,1.0
828.14215,1.0
828.261352,1.0
828.380554,0.9921319166940852
