nu,[0]Pentane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
672.472449,0.9942560598671617
672.591052,0.9945685042036068
672.709654,0.9946938277303529
672.828257,0.9946784100955101
672.946859,0.994260534029498
673.065461,0.9948138945212449
673.184064,0.9950233248878144
673.302666,0.9945463255732557
673.421268,0.9942042604758285
673.539871,0.9944418042471299
673.658473,0.9945751678349081
673.777076,0.9944079938005663
673.895678,0.9945036604510621
674.01428,0.9946420055319081
674.132883,0.994279723442982
674.251485,0.993845218743785
674.370087,0.9942117170357442
674.48869,0.9944552293021062
674.607292,0.9946424033887898
674.725895,0.9943869125745596
674.844497,0.9945290206177443
674.963099,0.9945192742810993
675.081702,0.9942702778304761
675.200304,0.9937191077874358
675.318906,0.9942031668517435
675.437509,0.9943775653815132
675.556111,0.9945552765304652
675.674713,0.9944881463149696
675.793316,0.994311143178672
675.911918,0.9942383622668052
676.030521,0.9938113291996459
676.149123,0.99403168159649
676.267725,0.9947144181056965
676.386328,0.9944658700299874
676.50493,0.9938736431235078
676.623532,0.994052158860046
676.742135,0.9940460951603712
676.860737,0.9938822898618161
676.97934,0.9936433892763343
677.097942,0.9942178811674985
677.216544,0.994441307026352
677.335147,0.9941676744322303
677.453749,0.9939485840214356
677.572351,0.9938000991950755
677.690954,0.9940084215272845
677.809556,0.9935747308903099
677.928159,0.9938719535397506
678.046761,0.9942323968545278
678.165363,0.9943054756213084
678.283966,0.993644780378053
678.402568,0.9936650509383318
678.52117,0.9937924469637729
678.639773,0.994012298167688
678.758375,0.9937848941698766
678.876978,0.9942154950474471
678.99558,0.9942501937737135
679.114182,0.993675583843696
679.232785,0.9931567225986639
679.351387,0.9939187660111873
679.469989,0.993888948895466
679.588592,0.9935475073156481
679.707194,0.993856946186558
679.825797,0.9940844660801984
679.944399,0.9937864842269792
680.063001,0.993208467411852
680.181604,0.9934562044951547
680.300206,0.9935903301360386
680.418808,0.9936680319379562
680.537411,0.9935878461633182
680.656013,0.9940334708551273
680.774615,0.9936226223465137
680.893218,0.9931528492949988
681.01182,0.9933963008921355
681.130423,0.9936156670125009
681.249025,0.9940191568762078
681.367627,0.9934191492698113
681.48623,0.9934957448389412
681.604832,0.9936276898348096
681.723434,0.9934169637500869
681.842037,0.9931703289389667
681.960639,0.9933107731526506
682.079242,0.9937337155656872
682.197844,0.9933722609925378
682.316446,0.9934893864865211
682.435049,0.9935979808110357
682.553651,0.9932501830435054
682.672253,0.993010739290478
682.790856,0.9929840276608641
682.909458,0.9936137791445271
683.028061,0.9935488982831321
683.146663,0.9931869150219534
683.265265,0.9932481965451259
683.383868,0.9933116671327488
683.50247,0.9930693286524653
683.621072,0.9928686496204439
683.739675,0.9931980387776946
683.858277,0.9933311362322211
683.97688,0.9929691330121593
684.095482,0.9928113627521028
684.214084,0.9929389472093423
684.332687,0.9928364811973275
684.451289,0.9930312948255303
684.569891,0.9927369046921085
684.688494,0.9932824641990203
684.807096,0.9933416655980707
684.925699,0.9931122301741293
685.044301,0.9926570918534904
