nu,[0]Isobutene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
817.671762,0.9960023121146323
817.912816,0.9960702417886941
818.15387,0.996053308738515
818.394924,0.996039264485874
818.635978,0.996141961427979
818.877032,0.9960232283828068
819.118086,0.9961772254775835
819.35914,0.9960461371805097
819.600194,0.9962541333279952
819.841248,0.9961539152032386
820.082302,0.9963264640036466
820.323356,0.9963284566585672
820.56441,0.996502729745374
820.805464,0.9964589842357591
821.046518,0.9964520090472826
821.287572,0.9967754101932166
821.528626,0.9966735449516974
821.76968,0.9967448096578443
822.010734,0.9968396045966706
822.251788,0.996820963870356
822.492842,0.9967025485738561
822.733896,0.9967490956697407
822.97495,0.9968797780422254
823.216004,0.9969426831408548
823.457058,0.9970275265732269
823.698112,0.9970643175677472
823.939166,0.9969950240056554
824.18022,0.9968881518675309
824.421274,0.9969712958064507
824.662328,0.9969352060987702
824.903382,0.9968085036861839
825.144436,0.9969952234046802
825.38549,0.9971464790525214
825.626544,0.9971975342592511
825.867598,0.9971490716367373
826.108652,0.997108588206248
826.349706,0.997133815372652
826.59076,0.9970051934067641
826.831814,0.9971751972846588
827.072868,0.9970439776631365
827.313922,0.9971853685235442
827.554976,0.9971070925444875
827.79603,0.9969946252077255
828.037084,0.9970412856480311
828.278138,0.9968696099203468
828.519192,0.9968972235909892
828.760246,0.9967346429126362
829.0013,0.9964982454931797
829.242354,0.9963932201130394
829.483408,0.9962158779037842
829.724462,0.9958700517898634
829.965516,0.9957364149961426
830.20657,0.9962784422254157
830.447624,0.9964918679248168
830.688678,0.9966614852747646
830.929732,0.9967028475846655
831.170786,0.9966910865604541
831.41184,0.9967323504255939
831.652894,0.9968477787149421
831.893948,0.9969183580361537
832.135002,0.9971200550209465
832.376056,0.9969433810009772
832.61711,0.9969214484878538
832.858164,0.9969586343513944
833.099218,0.9969307199004367
833.340272,0.996757169370114
