nu,[0]Methylmethacrylate-PNNL(x-sec)-X=0.01-T=278.2K-P=1.0atm-L=15cm
635.681714,0.9529136386008178
635.800716,0.9530508680450592
635.919718,0.953814567611207
636.038721,0.9515957183361856
636.157723,0.9535875867559087
636.276726,0.9522554027232316
636.395728,0.9524725417079561
636.51473,0.949570976571613
636.633733,0.9510620228537789
636.752735,0.9505742531596786
636.871737,0.9516594773852184
636.99074,0.9495026099225288
637.109742,0.949536792631771
637.228745,0.948590576216779
637.347747,0.9468060608102961
637.466749,0.9467312660859225
637.585752,0.9476121357042663
637.704754,0.9475154841957352
637.823756,0.94718959492534
637.942759,0.9457802791145027
638.061761,0.9452696956337279
638.180764,0.9447480507489718
638.299766,0.9434348197742684
638.418768,0.9435433210172444
638.537771,0.9433876492125536
638.656773,0.9442418014806946
638.775776,0.9425738568731848
638.894778,0.9419359503278115
639.01378,0.9404187727495489
639.132783,0.939645126498676
639.251785,0.9396122394947745
639.370787,0.9403473036386806
639.48979,0.9393736082933883
639.608792,0.9380678479710973
639.727795,0.9363115549845181
639.846797,0.9358631691466619
639.965799,0.9356619801938828
640.084802,0.9350596078633471
640.203804,0.934003587270466
640.322806,0.9338634972393903
640.441809,0.9328834551794118
640.560811,0.9312579243085075
640.679814,0.9317702570454649
640.798816,0.9298574352647739
640.917818,0.9295906044729031
641.036821,0.929246719571878
641.155823,0.9274012121355699
641.274825,0.9275523908538789
641.393828,0.9232252805424982
641.51283,0.9225229733657795
641.631833,0.9209781198113185
641.750835,0.9199545613460679
641.869837,0.9183579872989974
641.98884,0.9159532067013784
642.107842,0.9140125287664491
642.226845,0.9088056627643017
642.345847,0.9049297161597235
642.464849,0.9005496318543983
642.583852,0.8945361170909709
642.702854,0.8870002631485976
642.821856,0.8780866500101567
642.940859,0.8672742773837665
643.059861,0.867829510576962
643.178864,0.8726680814179105
643.297866,0.8756314462794176
643.416868,0.8763234684347387
643.535871,0.8767179027365962
643.654873,0.8760868930373772
643.773875,0.8743539571618301
643.892878,0.8710290066379002
644.01188,0.8685240519649365
644.130883,0.865679959935243
644.249885,0.8652039668673713
644.368887,0.868254851237096
644.48789,0.8713862017506161
644.606892,0.8710638484949982
644.725895,0.871177094156111
644.844897,0.8728339041060365
644.963899,0.8711335363903564
645.082902,0.8713426335297432
645.201904,0.8714384864912477
645.320906,0.8708809442924277
645.439909,0.8721010314761848
645.558911,0.8748174875838373
645.677914,0.8760518502625159
645.796916,0.8764461623086904
645.915918,0.8782008086948118
646.034921,0.8811741495435155
646.153923,0.8829117736158655
646.272925,0.8826469398108376
646.391928,0.8832738416619255
646.51093,0.883362173462608
646.629933,0.8858922054999706
646.748935,0.8873285139686194
646.867937,0.8902526323166802
646.98694,0.8917584313070496
647.105942,0.8939548575446795
647.224944,0.8946076828429301
647.343947,0.8974570633882651
647.462949,0.8987952711299015
647.581952,0.9008378538496514
647.700954,0.9015588124777313
647.819956,0.904367024891398
647.938959,0.9065101970829775
648.057961,0.9054284698273445
648.176964,0.9066906105627428
648.295966,0.9078083417760069
648.414968,0.9090083490257763
648.533971,0.9091665302398734
648.652973,0.9102181344589613
648.771975,0.9111971450774313
648.890978,0.9111597867603338
649.00998,0.91006341052801
649.128983,0.9113748458459833
649.247985,0.9123952451053952
649.366987,0.9123514511846926
649.48599,0.911825176242281
649.604992,0.9118233525937521
649.723994,0.9120759626472978
649.842997,0.9115790166777322
649.961999,0.9111616090817297
650.081002,0.9127082503517974
650.200004,0.9129976247305747
650.319006,0.9123970698977102
650.438009,0.9130633629261019
650.557011,0.9114021875014814
650.676014,0.9115042702630095
650.795016,0.9100497596792336
650.914018,0.9114851288743193
651.033021,0.9130304932366945
651.152023,0.9124299167834669
651.271025,0.9109037868299289
651.390028,0.9107480355994907
651.50903,0.911198056275032
651.628033,0.9094884321648574
651.747035,0.9096030349271326
651.866037,0.9114586961888577
651.98504,0.9115370850074008
652.104042,0.9111579644425827
652.223044,0.910447538332519
652.342047,0.9100379291092567
652.461049,0.9098013500043047
652.580052,0.9096039445306223
652.699054,0.9096376004992015
652.818056,0.9107607861612429
652.937059,0.9095548272437963
653.056061,0.909051073422196
653.175064,0.908583941233714
653.294066,0.9086493616325889
653.413068,0.9073599952058902
653.532071,0.9085421473336843
653.651073,0.90829051601142
653.770075,0.908058023399645
653.889078,0.9055742555464221
654.00808,0.9051912786416518
654.127083,0.9053035293196016
654.246085,0.9056050455945386
654.365087,0.9047107496644274
654.48409,0.9040867145640272
654.603092,0.9020548062103673
654.722094,0.8998654741470485
654.841097,0.8986514753904867
654.960099,0.8981573529751422
655.079102,0.898022639475961
655.198104,0.8957087272963515
655.317106,0.8946882011576558
655.436109,0.8909651193793593
655.555111,0.8873817552766808
655.674113,0.8853165626705826
655.793116,0.8844228443460127
655.912118,0.8845112910527089
656.031121,0.8823204208528399
656.150123,0.8783501155230108
656.269125,0.8825498539872767
656.388128,0.8846085926462143
656.50713,0.8835476989985346
656.626133,0.8850598580913711
656.745135,0.8867076013536106
656.864137,0.8888649209065939
656.98314,0.8887049396195784
657.102142,0.8881807583538819
657.221144,0.8873817552766808
657.340147,0.8886338460681888
657.459149,0.8890693833506821
657.578152,0.8908225763640039
657.697154,0.8914731142621931
657.816156,0.8913928852922673
657.935159,0.8903772764100875
658.054161,0.8923650332616285
658.173163,0.8950013968341072
658.292166,0.8961746169553589
658.411168,0.8965779862842811
658.530171,0.8979687597340008
658.649173,0.8981304086587197
658.768175,0.897789183940232
658.887178,0.9000094641418044
659.00618,0.9005496318543983
659.125183,0.9019826447123689
659.244185,0.9024066761949764
659.363187,0.9037884151703282
659.48219,0.9049939684505002
659.601192,0.9030205214185114
659.720194,0.9041590443943469
659.839197,0.9058740502382924
659.958199,0.9085330619576379
660.077202,0.908320490093018
660.196204,0.9108117901933674
660.315206,0.9113028500770317
660.434209,0.9124846642208806
660.553211,0.9114331757026529
660.672213,0.912066841933275
660.791216,0.9127055122311535
660.910218,0.9130058417461738
661.029221,0.9132058119214511
661.148223,0.9146973805954883
661.267225,0.9160722883583896
661.386228,0.9165707672572239
661.50523,0.916633096188557
661.624232,0.9177337161438821
661.743235,0.9200364409456158
661.862237,0.9197062071438304
661.98124,0.9216368546366202
662.100242,0.9229160518722107
662.219244,0.9231948146109309
662.338247,0.9222619363028036
662.457249,0.9222840708548884
662.576252,0.9232031234016519
662.695254,0.9245307199396389
662.814256,0.9259185566368519
662.933259,0.9271406490057942
663.052261,0.9270813139030013
663.171263,0.9279336932387924
663.290266,0.9271925703359222
663.409268,0.9280534044064246
663.528271,0.9304359865002901
663.647273,0.9299448459719276
663.766275,0.931386446769908
663.885278,0.9313175267229202
664.00428,0.9318625068672032
664.123282,0.9310009325878872
664.242285,0.9325113089289094
664.361287,0.9327006279398514
664.48029,0.9350493222642315
664.599292,0.9348314811516191
664.718294,0.9343268084256968
664.837297,0.9353036902723683
664.956299,0.9345501392198774
665.075302,0.9351746272686627
665.194304,0.9377020728411751
665.313306,0.9402109631645762
665.432309,0.9383408654369716
665.551311,0.9391735430225296
665.670313,0.9390730568295333
665.789316,0.9391998402498937
665.908318,0.9399468010004493
666.027321,0.9416995540732503
666.146323,0.9428802431617437
666.265325,0.9422006715214395
666.384328,0.9421978449236648
666.50333,0.9431669223286904
666.622332,0.9437084555472722
666.741335,0.944270129159652
666.860337,0.94502490248464
666.97934,0.945795411720029
667.098342,0.9467104382271759
667.217344,0.9461141984863318
667.336347,0.9465656026103344
667.455349,0.9468799145632981
