nu,[0]Trifluoromethylsulfurpentafluoride-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
614.127083,0.35693556631669676
614.246685,0.34246014260767216
614.366287,0.3293942227826566
614.48589,0.3117667396854656
614.605492,0.2941692491209243
614.725095,0.2761806771734579
614.844697,0.25487042505711616
614.964299,0.2352280052748052
615.083902,0.2332370408161693
615.203504,0.22339807705860404
615.323106,0.2137602968345792
615.442709,0.20272599298019794
615.562311,0.1912832433390546
615.681914,0.18092006049468184
615.801516,0.1721481217156144
615.921118,0.16394897952779397
616.040721,0.15948586202940646
616.160323,0.15492719222501478
616.279926,0.14637257854780944
616.399528,0.14341682909453757
616.51913,0.14024000538089082
616.638733,0.13532175038494287
616.758335,0.1349973675990658
616.877938,0.1322713215087884
616.99754,0.13202024459652065
617.117142,0.12900553094460773
617.236745,0.1301197628405096
617.356347,0.12709759793269185
617.47595,0.1320334472811035
617.595552,0.13285459758978682
617.715154,0.13223164606395002
617.834757,0.13463336632939316
617.954359,0.1359728561906015
618.073961,0.14233099259859164
618.193564,0.14559885605726056
618.313166,0.14929963786388217
618.432769,0.15110202621977575
618.552371,0.15990106480038768
618.671973,0.16238259997595247
618.791576,0.16884063451336623
618.911178,0.17372181908645554
619.030781,0.1847226071446374
619.150383,0.1898919600252268
619.269985,0.1998876140751445
619.389588,0.2086076633570273
619.50919,0.21616786939837782
619.628793,0.2253951939318935
619.748395,0.23699884767254178
619.867997,0.24890101292763933
619.9876,0.2610352038770641
620.107202,0.27335061603349675
620.226805,0.2881713530229414
620.346407,0.3023409272968187
620.466009,0.31597252985896135
620.585612,0.3280792775352806
620.705214,0.3446244519219923
620.824816,0.36407332111332846
620.944419,0.37975840681105283
621.064021,0.39480630556807994
621.183624,0.41042995418862876
621.303226,0.4283948337021718
621.422828,0.44573084307464783
621.542431,0.46080514698063474
621.662033,0.48233808000807266
621.781636,0.4999885904101534
621.901238,0.5192550971003236
622.02084,0.5354809306995552
622.140443,0.5533303930936224
622.260045,0.5714433075816767
622.379648,0.5886991540080492
622.49925,0.6077449349024902
622.618852,0.624489976491049
622.738455,0.6424925870144645
622.858057,0.65825031635879
622.97766,0.6759406517922182
623.097262,0.6902026699184092
623.216864,0.7076964642691441
623.336467,0.7212351865136521
623.456069,0.7364676264395427
623.575672,0.7517661305581296
623.695274,0.7642884566604314
623.814876,0.7784036959378644
623.934479,0.7908713236380406
624.054081,0.801861002281237
624.173683,0.8124913589282736
624.293286,0.824762345670775
624.412888,0.8351282275443027
624.532491,0.8455567439531213
624.652093,0.8537644012593915
624.771695,0.861345136047597
624.891298,0.8714036296489295
625.0109,0.8781305554402838
625.130503,0.8864859521605758
625.250105,0.8928023992738487
625.369707,0.8981753163018343
625.48931,0.9046021908881245
625.608912,0.9113438596279931
625.728515,0.9160942743571411
625.848117,0.9220138812068444
625.967719,0.9255491888265323
626.087322,0.9288899573342958
626.206924,0.9350390367782568
626.326527,0.9371864785025529
626.446129,0.9417372228087829
626.565731,0.94502395746021
626.685334,0.9468458274999447
626.804936,0.9511571338115329
626.924538,0.9537191909233598
627.044141,0.9545741062633044
627.163743,0.956466991851957
627.283346,0.9600249550637909
627.402948,0.9621046985373857
627.52255,0.9623192718091901
627.642153,0.9628795046373223
627.761755,0.9661472728726563
627.881358,0.9681831548961294
628.00096,0.968328393261969
628.120562,0.9700002012601882
628.240165,0.9713795513423089
628.359767,0.9732045429790227
628.47937,0.9722794654027573
628.598972,0.9736902932305777
628.718574,0.9743555508604735
628.838177,0.9753713584883337
