nu,[0]CFC-13B1-PNNL(x-sec)-X=0.01-T=278.09K-P=1.0atm-L=15cm
620.937019,0.9942969246309874
621.056821,0.9932260473573072
621.176624,0.9939394397365264
621.296426,0.9941570368950248
621.416228,0.994175727223007
621.536031,0.9943549932669735
621.655833,0.9939586229528308
621.775636,0.9937376905084994
621.895438,0.9944697484544435
622.01524,0.9940976874915195
622.135043,0.9943521096416743
622.254845,0.9944513509342746
622.374647,0.99379403703296
622.49445,0.9942414444105055
622.614252,0.9942046581576123
622.734055,0.9940076263208654
622.853857,0.9945213627737682
622.973659,0.9944836711283803
623.093462,0.9939459003638816
623.213264,0.9944248988801537
623.333067,0.9937734657093074
623.452869,0.9937265607086926
623.572671,0.994124826728837
623.692474,0.9942568552723278
623.812276,0.9942625225525545
623.932079,0.9944393181457268
624.051881,0.9941795050979484
624.171683,0.9944341470747173
624.291486,0.9939863547852684
624.411288,0.9942301101226448
624.531091,0.9948127007452878
624.650893,0.9943750794407071
624.770695,0.9944772070055264
624.890498,0.994368616023697
625.0103,0.9945400599511414
625.130103,0.9938217642733864
625.249905,0.9940266120478413
625.369707,0.9943557887512863
625.48951,0.9946312634562556
625.609312,0.9939295997847808
625.729115,0.9943444531599076
625.848917,0.9942767406082859
625.968719,0.9949300955701342
626.088522,0.9936894953992506
626.208324,0.9946518525365055
626.328127,0.9947509247947346
626.447929,0.9945817320526777
626.567731,0.9946994975013298
626.687534,0.9942718686641933
626.807336,0.9943146232737633
626.927139,0.9945667139819104
627.046941,0.9941468965449644
627.166743,0.9942290164701252
627.286546,0.9946130618706794
627.406348,0.9942351807091364
627.526151,0.9945724824855802
