nu,[0]PFC-1114-HITRAN(x-sec)-X=0.01-T=293.0K-P=0.9737atm-L=15cm
196.728535,1.0
196.84908,1.0
196.969624,1.0
197.090169,1.0
197.210713,1.0
197.331258,1.0
197.451802,1.0
197.572346,1.0
197.692891,1.0
197.813435,1.0
197.93398,1.0
198.054524,1.0
198.175069,1.0
198.295613,1.0
198.416157,1.0
198.536702,1.0
198.657246,1.0
198.777791,1.0
198.898335,1.0
199.01888,1.0
199.139424,1.0
199.259969,1.0
199.380513,1.0
199.501057,1.0
199.621602,1.0
199.742146,1.0
199.862691,1.0
199.983235,1.0
200.10378,1.0
200.224324,1.0
200.344868,1.0
200.465413,1.0
200.585957,1.0
200.706502,1.0
200.827046,1.0
200.947591,1.0
201.068135,1.0
201.188679,1.0
201.309224,1.0
201.429768,1.0
201.550313,1.0
201.670857,1.0
201.791402,1.0
201.911946,1.0
202.03249,1.0
202.153035,1.0
202.273579,1.0
202.394124,1.0
202.514668,1.0
202.635213,1.0
202.755757,1.0
202.876302,1.0
202.996846,1.0
203.11739,1.0
203.237935,1.0
203.358479,1.0
203.479024,1.0
203.599568,1.0
203.720113,1.0
203.840657,1.0
203.961201,1.0
204.081746,1.0
204.20229,1.0
204.322835,1.0
204.443379,1.0
204.563924,1.0
204.684468,1.0
204.805012,1.0
204.925557,1.0
205.046101,1.0
205.166646,1.0
205.28719,1.0
205.407735,1.0
205.528279,1.0
205.648823,1.0
205.769368,1.0
205.889912,1.0
206.010457,1.0
206.131001,1.0
206.251546,1.0
206.37209,1.0
206.492635,1.0
206.613179,1.0
206.733723,1.0
206.854268,1.0
206.974812,1.0
207.095357,1.0
207.215901,1.0
207.336446,1.0
207.45699,1.0
207.577534,1.0
207.698079,1.0
207.818623,1.0
207.939168,1.0
208.059712,1.0
208.180257,1.0
208.300801,1.0
208.421345,1.0
208.54189,1.0
208.662434,1.0
208.782979,1.0
208.903523,1.0
209.024068,1.0
209.144612,1.0
209.265156,1.0
209.385701,1.0
209.506245,1.0
209.62679,1.0
209.747334,1.0
209.867879,1.0
209.988423,1.0
210.108968,1.0
210.229512,1.0
210.350056,1.0
210.470601,1.0
210.591145,1.0
210.71169,1.0
210.832234,1.0
210.952779,1.0
211.073323,1.0
211.193867,1.0
211.314412,1.0
211.434956,1.0
211.555501,1.0
211.676045,1.0
211.79659,1.0
211.917134,1.0
212.037678,1.0
212.158223,1.0
212.278767,1.0
212.399312,1.0
212.519856,1.0
212.640401,1.0
212.760945,1.0
212.881489,1.0
213.002034,1.0
213.122578,1.0
213.243123,1.0
213.363667,1.0
213.484212,1.0
213.604756,1.0
213.725301,1.0
213.845845,1.0
213.966389,1.0
214.086934,1.0
214.207478,1.0
214.328023,1.0
214.448567,1.0
